doc_id,doc_text,doc_date,Subset 0,Subset 1,Subset 2,Subset 0_centrality,Subset 1_centrality,Subset 2_centrality,Theme 0,Theme 1,Theme 2,Theme 3,Theme 4,Theme 5,Theme 6
uuid-78338db6dc4f4bad88e1e7f891809fc8,"RTL participating in Pembro 1L H&N trial (KN-048) stated that it is about halfway through enrollment.  States that they have enrolled about 6 patients, a couple randomized to each arm (Pembro vs. Pembro+chemo vs. cetux/cembo) and has seen some stabilization of disease but not marked responses.  Shared that they haven't seen any unexpected toxicity (ie, the pembr+chemo does not seem to have additive toxicity) but TL stated that he thinks that PD-1+cetux would be the better combination and hopes that we will plan on investigating.",2016-04-11 00:00:00, Clinical Trial; Competitor data, OPDIVO,,0.314025,0.187489,0.191504,0,0,0,0,0,0,0
uuid-78a6db680a324427b9afae843ec85f4b,"A melanoma NTL has sent patients out to other centers for OX40 and IDO-i Phase I studies, but he does not believe that they are any better than Nivo monotherapy based upon his observations.  He was considering opening a pembro plus IDO-i study, but is now contemplating not opening it.",2016-04-15 00:00:00, Clinical Trial; Competitor data, OPDIVO,,0.2004,0.0894331,0.080955,0,0,0,0,0,0,0
uuid-06d15eb09d5a4d38afe310c12c8440c7,"A NTL thinks that Pembro, Nivo and Ipi are all equivalent as monotherapy in ocular melanoma.  He has given the regimen to one ocular patient and saw significantly better efficacy?the patient still has disease but has been feeling significantly better for about one year.",2016-04-15 00:00:00,, OPDIVO; YERVOY,,0.208059,0.337192,0.206882,0,0,0,0,0,0,0
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,A melanoma and GU NTL offered that he stops PD1 therapy when a patient achieves a CR or PR that plateaus.  He gives 1 month worth of therapy extra after they achieve their best response and has done this is approximately 30 patients?he said that he has not experienced a single relapse in these patients.,2016-04-15 00:00:00,, OPDIVO,,0.174572,0.152175,0.169404,0,0,0,0,0,0,0
uuid-7cc8aa13e9844c158d95ed2e4074136a,A NTL believes that Ipi is safer to use in organ transplant patients than Nivo or Pembro.,2016-04-15 00:00:00,, OPDIVO; YERVOY,,0.175,0.227339,0.159423,0,0,0,0,0,0,0
uuid-cdeb6174ac684592b0e04ecf76d8ffeb,A melanoma NTL shared that he has had two publications accepted regarding Ipi plus Imiquimod and another showing that PFS to Ipi predicts response to Pembro 2nd line.  These publications are not on Pubmed yet but will be available shortly.,2016-04-15 00:00:00,, OPDIVO; YERVOY,,0.0252749,0.0280345,0.0401003,0,0,0,0,0,0,0
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,"In choosing between PD1 inhibitors, a national melanoma TL choose pembro because of Q3W.  If using the regimen, he continues using Nivo q2W and does not believe in switching to pembro for maintenance.",2016-04-15 00:00:00,, OPDIVO,,0.132849,0.118007,0.106706,0,0,0,0,0,0,0
uuid-15e7d04c9ddf4d4783c6dd102406cac5,Melanoma NTL shared that at his institution all the pts. on PD1 that have stable disease eventually relapse.  He added that Merck has already shared with him a timeframe when pts. end up progressing after having stable disease based on their data.  He wondered whether we have this data as well?,2016-04-19 00:00:00,, OPDIVO,,0.14353,0.147137,0.145976,0,0,0,0,0,0,0
uuid-f57da2975d634d0dae9e13f080258987,RTL from a major academic institution uses nivo monotherapy for SCLC.  RTL is NOT inclined to use combination therapy with ipilimumab as he sees good efficacy with his patients with monotherapy.  RTL wants to avoid additive toxicity management from ipilimumab.,2016-10-17 00:00:00, Clinical Trial; Research & Development, OPDIVO,,0.403627,0.170864,0.183253,0,0,0,0,0,0,0
uuid-dce50e919ea24b8b97a5def285e47d18,"[026 - NOT Top 300; ""opted in""]  RTL from a major academic institution mentioned that 026 was a ""dirtier"" trial than 017, 057, and KEYNOTE-024, given high crossover between each arm bleeding into the other (60% chemo-->nivo and 44% nivo-->chemo).

Due to high crossover, RTL wasn't surprised by the criss-crossing of the PFS curves...RTL believes that the majority (60%) of patients on chemo was essentially receiving nivo as 2nd line.  This is like a repeat of 057 (criss-crossing of the PFS curves) as the majority of 026 was non-squamous.

026 has NOT changed RTL's perceptions and he is still going to use nivo in the first line.  For healthy, younger patients, RTL is more inclined to use pemetrexed/carboplatin x4 cycles, then go to nivo immediately based on 026 data.  KEYNOTE-024 is not compelling enough for him as RTL does not test for PD-L1 routinely...RTL is eagerly anticipating CheckMate 227.",2016-10-16 00:00:00, Clinical Trial; Competitor data; Research & Development, OPDIVO,,0.561848,0.143522,0.13961,0,0,0,0,0,0,0
uuid-bc918f19b41d4f258e0cef0570726496,"Pharmacist shared that at their site, med onc is using pembro in a couple GBM patients; Merck is supplying the drug in one case with the other GBM patient able to have pembro approved by the patient's insurance (specific insurance unspecified)",2016-04-12 00:00:00, Competitor data, OPDIVO,,0.114246,0.150682,0.148322,0,0,0,0,0,0,0
uuid-2e4b1e2702ee420a9e229ec50e24f40a,TL shared that in H&N the only time they use cetuximab is as monotherapy (adding cis/5-FU is way too toxic) and the higher the patient's PS (worse PS) the more likely they are to use cetuximab monotherapy,2016-04-12 00:00:00,, OPDIVO,,0.137846,0.106299,0.107339,0,0,0,0,0,0,0
uuid-31e707eac69444f896b951ac0a44f8c5,"TL shared that they do occasionally still use induction chemo for their H&N patients however, following the broader trend, they too are decreasing the use of induction chemo for the vast majority of their patients",2016-04-12 00:00:00,, OPDIVO,,0.203132,0.170313,0.176017,0,0,0,0,0,0,0
uuid-c18a728dc0df453b97ec205bb81a425e,Pharmacist recommends using pembro based on stability data over nivo - nivo has 4 hr post admix stability whereas Pembro has 6 hr post admix stability.,2016-04-12 00:00:00, Other, OPDIVO,,0.00361463,0.0497362,0.043663,0,0,0,0,0,0,0
uuid-4aa0211896b3490f9521383380d5b40c,Melanoma NTL stated that it doesn't make sense to say that pts. are PDL1 negative or positive because of lack of consistency and standardization of assays.  He provided an example where he had a bladder patient that was stained positive for PDL1 for one assay but then negative for another.  He went on to say that even pts. that are deemed negative have a 13% response rate which is still higher than chemo or IPI alone.,2016-04-19 00:00:00,, OPDIVO,,0.0782119,0.0658942,0.0514292,0,0,0,0,0,0,0
uuid-a69adb53ee34461fa651061ef804f63b,Melanoma NTL at an academic institution indicated that they?re close to opening a Pembro + low dose Ipi study in second line melanoma pts after PD1 therapy. Patients that have a response will continue on PD1 therapy but those that have progressive disease or SD will get the combination.,2016-04-19 00:00:00,, OPDIVO,,0.165661,0.154205,0.167951,0,0,0,0,0,0,0
uuid-cead67c5ce7b43748a22ad62422f579e,National H/N TL commented that in the extensive experience they've had using nivo in the clinical trial setting for SCCHN they've been surprised to find many more early onset cases of endocrinopathy issues than what's been previously reported for other tumor types. In her experience it's occurred more frequently and often well before the median time to onset she's seen for nivolumab in other studies.,2016-10-05 00:00:00, Other, OPDIVO,,0.192379,0.172213,0.182389,0,0,0,0,0,0,0
uuid-dcffa19b6a404bcd86a6b03bfb12f5c8,Melanoma NTL announced that the E6134 study (Ipi/Nivo + Dab/Tram) sequencing study that was halted due to a shortage of Dabrafenib and Trametinib was re-opened.  He also shared that the adjuvant S1404 (MK3475 versus high-dose interferon alpha) will soon incorporate a Yervoy arm.  He did not specify the dose of Yervoy or when the amendment will be incorporated.,2016-04-20 00:00:00,, OPDIVO,,0.00441541,0.0106396,0.0150795,0,0,0,0,0,0,0
uuid-e7c248cc44d24da69bb0104ce252710c,"[026 - NOT Top 300; ""opted in""]  RTL from a large, progressive community institution (who also happens to be an investigator for KEYNOTE-021) was NOT thrilled about 026.

RTL is very ready to adopt pembro in first-line NSCLC based on KEYNOTE-024 for patients >50% PD-L1 expression.  All NSCLC patients at his institution and its satellites get tested for PD-L1 expression. RTL will otherwise give chemo for patients <50% PD-L1 in first-line based on 026.

RTL is eager to see the results for 227.  As he was also a PI for KEYNOTE-021, RTL is interested how the patients do in the nivo + chemo arm for PD-L1 <1%.",2016-10-28 00:00:00, Clinical Trial; Competitor data; Research & Development, OPDIVO,,0.533301,0.0780732,0.0665997,0,0,0,0,0,0,0
uuid-9cb90df1171c45ed8672bc102420d225,"RTL from a large, progressive community institution (who also happens to be an investigator for KEYNOTE-055) is more inclined to use nivo in rec/met SCCHN within clinical practice than pembro based on data from CheckMate 141 as it was a Phase 3 study with a comparator arm of IC chemo.  RTL is eagerly anticipating the approval for nivo for SCCHN.",2016-10-28 00:00:00, Clinical Trial; Competitor data; Research & Development, OPDIVO,,0.536775,0.0714812,0.0622866,0,0,0,0,0,0,0
uuid-35e1eb18fd824d26af437f099a5f09cb,"[026 - NOT Top 300; ""opted in""]  RTL from a large, progressive community institution is very ready to adopt pembro in first-line NSCLC based on KEYNOTE-024 for patients >50% PD-L1 expression.

All NSCLC patients at his institution and its satellites get tested for PD-L1 expression.  RTL will otherwise give chemo for patients <50% PD-L1 in first-line based on 026.",2016-10-28 00:00:00, Clinical Trial; Competitor data; Research & Development, OPDIVO,,0.476153,0.0523017,0.0413443,0,0,0,0,0,0,0
uuid-5f38d2a2e0714df88a1bb06e85463e86,"In regards to treatment duration, a TL commented that he felt we are 'overstimulating' with anti-PD1 agents and may be driving PD1 resistance (secondary resistance) by continuing treatment until progression/toxicity.Sustained PD1 blockade could drive T-cell apoptosis and/or stimulate other checkpoint inhibition pathways.",2016-02-04 00:00:00,, OPDIVO,,0.0146001,0.00676739,0.0249473,0,0,0,0,0,0,0
uuid-05f18d80c3c1473c8d5aaf39b4db06a9,A community LTL shared that they participated in the treme/durva lung trial and that it enrolled a year earlier than anticipated because everyone has strong confidence in the dual inhibition approach working. His initial impression was that there was not a difference between compounds in the early phase data.,2016-07-27 00:00:00, Competitor data, OPDIVO,,0.188996,0.10868,0.108467,0,0,0,0,0,0,0
uuid-e78fc1eaefc746ddb1b17f60b0949b02,A community pharmacist shared that he feels the biggest data gap in lung is what to do with patients who fail IO therapy. He shared that they are beginning to re-challenge patients with IO and the sequence that they have been using is nivo followed by pembro in patients who are clearly progressing. He shared that they have not seen responses in the three patients that they have re-challenged so far but they have seen stable disease.,2016-07-27 00:00:00,, OPDIVO,,0.20941,0.194252,0.206755,0,0,0,0,0,0,0
uuid-e791257b0a4b42898c27aedda6470af9,Community TL said they have used nivolumab in pt with sarcoma which resulted in complete response.  The pt has received treatment for 18 months without toxicity.,2016-10-24 00:00:00, Research & Development, OPDIVO,,0.194074,0.131701,0.138014,0,0,0,0,0,0,0
uuid-1e00253cc47b4a829e7ad589b8d7289b,Melanoma NTL said from GR podium that the incidence of nivolumab-related myocarditis/myositis is ~ 0.25%.  Estimates deaths in nivo clinical development program to be 5 from myositits and 6 from myocarditis.,2016-10-24 00:00:00, Other, OPDIVO,,0.00995966,-0.0138723,-0.00584712,0,0,0,0,0,0,0
uuid-f7fe2361325c41a496f38258617e07c9,"HCP shares a MM patient with a NTL at Mount Sinai. The patient relapsed on multiple therapies, including Rd, Kyprolis, and double transplant. NTL said ?no? to Empliciti and Daratumumab and suggested HCP to treat patient with Opdivo off-label. The off-label recommendation was based on the results from the study ?Preliminary Results of a Phase I Study of Nivolumab (BMS-936558) in Patients with Relapsed or Refractory Lymphoid Malignancies? presented at ASH in December 2015. The patient received one-dose and is being closely monitored.",2016-07-11 00:00:00, Other, OPDIVO,,0.165631,0.143913,0.149878,0,0,0,0,0,0,0
uuid-c8da84cf65f945cfa87805d46f526843,"RTL participating in a pembrolizumab/CarT trial and it is going well thus far. Patients seem to be responding well, and toxicities aren't a concern.",2016-04-25 00:00:00, Clinical Trial; Competitor data, OPDIVO,,0.231083,0.18643,0.196185,0,0,0,0,0,0,0
uuid-7c4b0c9a7332459a835fb0f0a100928c,RTL feels that the checkpoint inhibitors will be practice changing in lymphoma and is looking forward to approval.,2016-04-25 00:00:00, Other, OPDIVO,,0.0830504,0.100306,0.0910489,0,0,0,0,0,0,0
uuid-eda06709c2554cbc96276ad21db53ee5,"RTL treated a HL patient with cutaneous lesions with Opdivo, and saw a ""great abscopal effect"". Feels that this would be a good area of research to develop.",2016-04-25 00:00:00, Other, OPDIVO,,0.241156,0.159714,0.176074,0,0,0,0,0,0,0
uuid-876ae72566d94fb9b224ddce1c54c852,"An LTL from community/academic location, shared that she used nivolumab (over pembro) in the 1st line metastatic melanoma setting.  upon progression, she will use 2nd line.  With regards to Regimen for 1st line (or any-line), she said the toxicity is too high and sends those pts into academic locations in Boston.",2016-04-25 00:00:00,, OPDIVO; YERVOY,,0.134737,0.160181,0.105117,0,0,0,0,0,0,0
uuid-182db653b8d24f1d8a022e8dc9461f3a,An RTL was impressed with the CheckMate 141 data for H&N. However questioned if we should be testing for PD-L1 since the OS was more significant in the PD-L1>1% group.,2016-04-25 00:00:00, Medical Education, Nivolumab; OPDIVO,,0.00878961,0.264932,0.0601134,0,0,0,0,0,0,0
uuid-3496a4be5e20440fa61e9b267995361e,"RTL clinical trial interest, using nivolumab as maintenance therapy in HL. Consider looking at T-cell phenotype pre and during nivo therapy, to see the changes that can occur. Interested in use of maintenance in patients, and looking at phenotypes, could assist with whether or not it may be possible.",2016-04-25 00:00:00, Clinical Trial, OPDIVO,,0.128757,0.0885579,0.0976278,0,0,0,0,0,0,0
uuid-73c017775d164dbca6dcaff70dad6d51,"RTL doesn't feel there is a difference in using pembro versus nivo and has had more access to pembro in clinical trials for lymphoma. He has treated patients with both compounds off label, with success.",2016-04-25 00:00:00, Competitor data, OPDIVO,,0.253478,0.147355,0.135223,0,0,0,0,0,0,0
uuid-506c9dc991624dbc9ffc49865711f312,RTL stated that he has had great success with obtaining Opdivo off label for treatment of HL patients through BMS access support.,2016-04-25 00:00:00, Other, OPDIVO,,0.258551,0.153078,0.162903,0,0,0,0,0,0,0
uuid-0f4fd35369d049ccbd6a1cf6cde8091a,"RTL at a large academic center with a high volume of HL patients treated (80 annually) stated that Brentuximab has an important role in the RR setting.  He has began to utilize in the pre-transplant, post-transplant consolidation setting and post transplant and brentuximab failure with great responses seen in all lines.    His preferred regiment in the relapse setting is ICE as salvage therapy common.  He has great success with Brentuximab and Bendamustine combination.  In addition, patient post auto-transplant started bendamustine as single agent in multiple patients with good responses.",2016-04-28 00:00:00, Other, OPDIVO,,0.157181,0.108219,0.116421,0,0,0,0,0,0,0
uuid-96f5b79b2e42455a97eab378f8687bd2,"NTL commented on the fact that although all H&N HPV+ patients tend to respond better to any treatment, including PD-1 agents, attributed this further perhaps to Tregs not seeming to have the same negative impact for HPV+ patients as it does for HPV- patients",2016-07-26 00:00:00,, OPDIVO,,0.196153,0.164647,0.179651,0,0,0,0,0,0,0
uuid-f40fc36fdfc84a939813c28d81a9a3f1,"Discussion at academic symposium in regards to pseudo-progression that is noted on scans done during treatment.  Many in the room under the impression that the ""flare"" that is seen on the scans is not actual progression but caused by the effect or MOA by PD-1 inhibitor.  NTL informed the group that only 5-10 of the time will it be pseudo-progression and most of the time it is progression.  More so with Melanoma and Lung and less often with lymphoma.",2016-10-03 00:00:00, Medical Education, OPDIVO,,0.174811,0.0643491,0.0815908,0,0,0,0,0,0,0
uuid-580dcede53144131953977b488562293,NTL stated he does not feel pseudoprogression is an issue in H&N cancer (only truly in melanoma) and he would not expect that giving a PD1 agent prior to RT would increase the incidence of pseudoprogression although he has had debates with colleagues around this potential issue,2016-07-26 00:00:00,, OPDIVO,,0.0475236,0.0493165,0.0652354,0,0,0,0,0,0,0
uuid-1b470789b5374a289e6afd31eb953556,"TL stated the problem with getting patients on GBM or other trials with brain mets is the length of time to get a definitive diagnosis from pathologist, especially if the tumor is evaluated by community pathologist.",2016-07-26 00:00:00,, OPDIVO; REGIMEN (OPDIVO+YERVOY),,0.139938,0.0906028,0.111859,0,0,0,0,0,0,0
uuid-0eaa5f4c7a2b4620af0d520ee74fb81b,"NTL spoke about a couple of ongoing pembro trials attempting to define the ""window of opportunity"" regarding the timing of dosing of pembro in the neoadjuvant and/or adjuvant setting; specifically mentioned NCT02296684, goal accrual n=46, currently 16 accrued and are assessing biopsies of patients throughout the course of the study to look at immune cells within the tumor microenvironment in attempts to better understand when the ideal window of opportunity might be",2016-07-26 00:00:00,, OPDIVO,,0.106269,0.120966,0.121161,0,0,0,0,0,0,0
uuid-7acb3788bcc64e97910a7d9706f0ed5e,"NTL quoted that PD-1 data in H&N cancer (didn't specify what agent) is the breakthrough of the decade however when attempting to distinguish PD1 vs PDL1 agents, ORR is a terrible efficacy endpoint to use for I-O agents and the focus should be on OS",2016-07-26 00:00:00,, OPDIVO,,0.0389659,0.0497222,0.0467885,0,0,0,0,0,0,0
uuid-56477b997a3a44c79631db7cbfe07dfc,NTL voluntarily shared that KESTREL is accruing well and they expect it to be done by year-end; KN-048 not yet done but could be this year with potential to see pembro monotherapy in the 1L R/M SCCHN setting,2016-07-26 00:00:00,, OPDIVO,,0.180736,0.181151,0.176769,0,0,0,0,0,0,0
uuid-27591045ccb54d0fa158e0c0ec4fa903,NTL felt that adding nivo to CRT in H&N cancer won't have a significant increase in benefit and perhaps it would be more beneficial to look at nivo with RT alone (referenced data with cetuximab+CRT vs. Bonner study of cetux+RT),2016-07-26 00:00:00,, OPDIVO,,0.0782471,0.0954166,0.097047,0,0,0,0,0,0,0
uuid-43079adc5576451381d3a9a8defa7117,"NTL felt that when considering the order of how to sequence a PD-1 agent and RT in H&N cancer, it was best to give concurrently however the length of treatment needed to be better defined",2016-07-26 00:00:00,, OPDIVO,,0.111883,0.0999195,0.113662,0,0,0,0,0,0,0
uuid-2aeb23c923b74a4ea7cc4fa19426df0c,NTL stated that buparlisib is the most promising targeted agent currently being researched in H&N cancer with a 40% ORR being extremely remarkable for this patient population,2016-07-26 00:00:00,, OPDIVO,,0.0611539,0.0750709,0.0740951,0,0,0,0,0,0,0
uuid-b396de73150c4923845be6f55e9cded6,NTL commented on high RR with PI3K inhibitor (buparlisib) has nothing to do with mutation and he would not be surprised if they find that on further analysis of the data; he feels as if their data is strong enough for them to consider filing soon,2016-07-26 00:00:00,, OPDIVO,,0.0507703,0.0720562,0.0727364,0,0,0,0,0,0,0
uuid-550667d4757443aa934a08a7428e19a5,"Path TL states there have been 200 lung cases tested reflexively in the last 6 months
-TL reports that less than 10% of lung cases seen have had 50% PD-L1 expression or higher",2016-12-14 00:00:00,, OPDIVO, 1:1 International/National TL,0.0577871,0.0312986,0.0832984,0,0,0,0,0,0,0
uuid-d5ad9cc28fc64b68986523a211fb5c70,"Path TL believes that if the sample is above 30% positive expression patient will respond to therapy
-TL believes that PD-L1 is a terrible biomarker so if the oncologists wants the patient to be positive, then TL considers over 1% pretty much the same as 5% or 30%
-TL stated that we take for granted the origin of biopsy tissue, expression heterogeneity, and the preanalytical factors",2016-12-14 00:00:00,, OPDIVO, 1:1 International/National TL,0.0969193,0.0696398,0.112517,0,0,0,0,0,0,0
uuid-bacbed4a9c204681824e42838b8991ad,"Path TL (NCCN panelist) stated that there are two groups of people on the NCCN board, the majority is all oncologists that want more PD-L1 guidance and higher category of recommendation in the guidelines and there is a minority (including the TL) and some other oncologists who are more conservative and feel that there is not enough information to raise the category and more data and time is needed
-TL stated that it is much harder to reverse something so it is better to be cautious",2016-12-14 00:00:00,, OPDIVO, 1:1 International/National TL,0.0580098,0.0577343,0.119901,0,0,0,0,0,0,0
uuid-e2ee1897990a4734b5b34061bb13f98d,"Path TL stated they do PD-L1 testing on all types of tissue and cytology samples except for smears and do not require a minimum of exactly 100 tumor cells
-Path TL said that 95% of the time there is no matching H&E slide and therefore it can be hard to know what they are looking at (macrophages etc.)",2016-12-14 00:00:00,, OPDIVO, 1:1 International/National TL,0.0157478,-0.00429061,0.0664454,0,0,0,0,0,0,0
uuid-6f14d957b73147e6a1adaa5ccfb009fa,Academic TL mentioned the community lung TLs are testing for PDL-1 because they believe pembro is more effective in PDL1+ patients.  He said that because we do not need to test there seems to be a perceived absence of benefit in the positive expressers.  He stated that when he shared with the community TLs BMS's data in the PDL1 >5% and >10% they were very surprised and frustrated to why they have not heard of the data but will likely switch to nivo.,2016-05-31 00:00:00, Competitor data, OPDIVO,,0.273501,0.140856,0.116192,0,0,0,0,0,0,0
uuid-0e136b368f28426f8ffbfc3d06c7a0a1,"SCCHN RTL believes that nivo and pembro are similar in efficacy, but does not feel confident in the use of durva based on frequency of re-radiation observed her patients on trial.  RTL also feels that while EXTREME is standard of care it's unfortunate to see 1L studies using the regimen as a comparator arm as patients often discontinue due to severe toxicity.",2016-05-31 00:00:00, Competitor data, OPDIVO,,0.273956,0.20987,0.214213,0,0,0,0,0,0,0
uuid-5cfcab6e41c34d43a92107627ffb4de3,"Path TL states that there were a few 22C3 requests when pembro was approved 1L but once the oncologists were educated in PD-L1 testing they were ok with E1L3N LDT
-TL states that if reimbursement doesn?t care about the antibody or assay then bringing in-house an FDA-approved IVD is not necessary",2016-12-14 00:00:00,, OPDIVO, 1:1 International/National TL,-0.00648457,-0.026895,0.0949778,0,0,0,0,0,0,0
uuid-236d57de6f234a6d879a7097d99290a4,TL interested in studies looking at Nivo in transplanted (per ACC guidelines) patients who may be at risk of developing secondary malignancies.  TL sees a huge need there that's not being addressed.,2016-05-31 00:00:00, Other, OPDIVO,,0.110061,0.105987,0.112636,0,0,0,0,0,0,0
uuid-d283b9af04f54990adbfccc85be215a6,"Front Line SCCHN trial : Why did BMS pick EXTREME as the comparator, NOBODY tolerates that regimen!",2016-05-31 00:00:00, Clinical Trial, OPDIVO,,0.238526,0.121344,0.119576,0,0,0,0,0,0,0
uuid-b39d054afa654628a84934742cbd337f,HCP thinks that with the immune agents medical science can explore cures instead of only trying to palliate disease and extend life for short periods of time.,2016-05-31 00:00:00, Health economics & outcomes research, OPDIVO,,0.173475,0.0815572,0.0979716,0,0,0,0,0,0,0
uuid-31f8d8c4ccd1400ea3864eb59b217d12,TL thinks that the most positive aspect of NIVO other than the efficacy is the easy administration.  There are few concerns about the short and relatively uneventful IV administration.,2016-05-31 00:00:00, Congress Information, OPDIVO,,0.17805,0.122069,0.124877,0,0,0,0,0,0,0
