doc_id,term,association
uuid-e82deeacfeb94e27b3d3f604866a878f,treated,0.463163
uuid-e82deeacfeb94e27b3d3f604866a878f,approval,0.369751
uuid-e82deeacfeb94e27b3d3f604866a878f,physicians,0.316085
uuid-e82deeacfeb94e27b3d3f604866a878f,treatment,0.383186
uuid-e82deeacfeb94e27b3d3f604866a878f,using nivo,0.421793
uuid-e82deeacfeb94e27b3d3f604866a878f,mentioned,0.377373
uuid-e82deeacfeb94e27b3d3f604866a878f,cHL,0.565897
uuid-e82deeacfeb94e27b3d3f604866a878f,RTL stated,0.326038
uuid-78338db6dc4f4bad88e1e7f891809fc8,Nivo,0.404858
uuid-78338db6dc4f4bad88e1e7f891809fc8,pembro,0.446317
uuid-78338db6dc4f4bad88e1e7f891809fc8,1L,0.319149
uuid-78338db6dc4f4bad88e1e7f891809fc8,trial,0.561853
uuid-78338db6dc4f4bad88e1e7f891809fc8,regimen,0.316346
uuid-78338db6dc4f4bad88e1e7f891809fc8,combination,0.513952
uuid-78338db6dc4f4bad88e1e7f891809fc8,chemo,0.400549
uuid-78338db6dc4f4bad88e1e7f891809fc8,pts,0.364572
uuid-78338db6dc4f4bad88e1e7f891809fc8,Ipi,0.499646
uuid-78338db6dc4f4bad88e1e7f891809fc8,monotherapy,0.432858
uuid-78338db6dc4f4bad88e1e7f891809fc8,combo,0.564991
uuid-78338db6dc4f4bad88e1e7f891809fc8,clinical trials,0.416011
uuid-78338db6dc4f4bad88e1e7f891809fc8,PD1,0.316737
uuid-78338db6dc4f4bad88e1e7f891809fc8,chemotherapy,0.355899
uuid-78338db6dc4f4bad88e1e7f891809fc8,impressed,0.318374
uuid-78338db6dc4f4bad88e1e7f891809fc8,vs,0.421104
uuid-78338db6dc4f4bad88e1e7f891809fc8,feels,0.410167
uuid-78a6db680a324427b9afae843ec85f4b,pembro,0.334004
uuid-78a6db680a324427b9afae843ec85f4b,trial,0.644004
uuid-78a6db680a324427b9afae843ec85f4b,clinical trials,0.36659
uuid-06d15eb09d5a4d38afe310c12c8440c7,Nivo,0.619491
uuid-06d15eb09d5a4d38afe310c12c8440c7,patients,0.609138
uuid-06d15eb09d5a4d38afe310c12c8440c7,pembro,0.327205
uuid-06d15eb09d5a4d38afe310c12c8440c7,therapy,0.438927
uuid-06d15eb09d5a4d38afe310c12c8440c7,dose,0.368464
uuid-06d15eb09d5a4d38afe310c12c8440c7,nivolumab,0.341595
uuid-06d15eb09d5a4d38afe310c12c8440c7,1L,0.30951
uuid-06d15eb09d5a4d38afe310c12c8440c7,toxicity,0.442256
uuid-06d15eb09d5a4d38afe310c12c8440c7,efficacy,0.335878
uuid-06d15eb09d5a4d38afe310c12c8440c7,regimen,0.65024
uuid-06d15eb09d5a4d38afe310c12c8440c7,combination,0.450085
uuid-06d15eb09d5a4d38afe310c12c8440c7,chemo,0.629482
uuid-06d15eb09d5a4d38afe310c12c8440c7,2L,0.352781
uuid-06d15eb09d5a4d38afe310c12c8440c7,pts,0.542951
uuid-06d15eb09d5a4d38afe310c12c8440c7,Ipi,0.529003
uuid-06d15eb09d5a4d38afe310c12c8440c7,monotherapy,0.62566
uuid-06d15eb09d5a4d38afe310c12c8440c7,treatment,0.462664
uuid-06d15eb09d5a4d38afe310c12c8440c7,using nivo,0.328419
uuid-06d15eb09d5a4d38afe310c12c8440c7,response,0.392142
uuid-06d15eb09d5a4d38afe310c12c8440c7,combo,0.492624
uuid-06d15eb09d5a4d38afe310c12c8440c7,PD1,0.471529
uuid-06d15eb09d5a4d38afe310c12c8440c7,progression,0.549747
uuid-06d15eb09d5a4d38afe310c12c8440c7,believes,0.317462
uuid-06d15eb09d5a4d38afe310c12c8440c7,chemotherapy,0.568509
uuid-06d15eb09d5a4d38afe310c12c8440c7,vs,0.334214
uuid-06d15eb09d5a4d38afe310c12c8440c7,respond,0.42019
uuid-06d15eb09d5a4d38afe310c12c8440c7,feels,0.386136
uuid-06d15eb09d5a4d38afe310c12c8440c7,option,0.478295
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,Nivo,0.312475
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,patients,0.850619
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,Opdivo,0.404304
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,therapy,0.762943
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,nivolumab,0.592856
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,regimen,0.518525
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,treated,0.60689
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,chemo,0.414174
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,pts,0.624303
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,monotherapy,0.433062
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,treatment,0.737823
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,using nivo,0.334877
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,response,0.53888
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,PD1,0.491106
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,cHL,0.49442
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,progression,0.765719
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,chemotherapy,0.510438
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,respond,0.527161
uuid-20ac4f073b2a42d8aa88c08b4f8e45ec,option,0.37696
uuid-7cc8aa13e9844c158d95ed2e4074136a,Nivo,0.518906
uuid-7cc8aa13e9844c158d95ed2e4074136a,patients,0.603314
uuid-7cc8aa13e9844c158d95ed2e4074136a,therapy,0.613093
uuid-7cc8aa13e9844c158d95ed2e4074136a,nivolumab,0.524002
uuid-7cc8aa13e9844c158d95ed2e4074136a,regimen,0.32462
uuid-7cc8aa13e9844c158d95ed2e4074136a,treated,0.355537
uuid-7cc8aa13e9844c158d95ed2e4074136a,combination,0.341742
uuid-7cc8aa13e9844c158d95ed2e4074136a,chemo,0.419675
uuid-7cc8aa13e9844c158d95ed2e4074136a,pts,0.306978
uuid-7cc8aa13e9844c158d95ed2e4074136a,Ipi,0.34344
uuid-7cc8aa13e9844c158d95ed2e4074136a,preferred,0.320369
uuid-7cc8aa13e9844c158d95ed2e4074136a,monotherapy,0.451759
uuid-7cc8aa13e9844c158d95ed2e4074136a,treatment,0.435678
uuid-7cc8aa13e9844c158d95ed2e4074136a,using nivo,0.506816
uuid-7cc8aa13e9844c158d95ed2e4074136a,PD1,0.429823
uuid-7cc8aa13e9844c158d95ed2e4074136a,cHL,0.459035
uuid-7cc8aa13e9844c158d95ed2e4074136a,progression,0.311345
uuid-7cc8aa13e9844c158d95ed2e4074136a,chemotherapy,0.534837
uuid-7cc8aa13e9844c158d95ed2e4074136a,option,0.412203
uuid-cdeb6174ac684592b0e04ecf76d8ffeb,Ipi,0.407461
uuid-cdeb6174ac684592b0e04ecf76d8ffeb,data,0.381166
uuid-cdeb6174ac684592b0e04ecf76d8ffeb,ORR,0.328628
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,Nivo,0.609217
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,pembro,0.779728
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,dose,0.616045
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,1L,0.435211
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,2L,0.596316
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,agents,0.409146
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,Ipi,0.482687
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,approval,0.346593
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,atezo,0.760509
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,preferred,0.613528
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,monotherapy,0.445281
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,using nivo,0.550621
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,combo,0.314182
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,indication,0.320378
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,approved,0.458841
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,nivo and pembro,0.324054
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,vs,0.65384
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,option,0.430719
uuid-bfb93b1f0cf9412ba56aac3ade5808f1,flat dosing,0.467472
uuid-15e7d04c9ddf4d4783c6dd102406cac5,shared,0.534836
uuid-15e7d04c9ddf4d4783c6dd102406cac5,pts,0.40585
uuid-15e7d04c9ddf4d4783c6dd102406cac5,institution,0.360448
uuid-15e7d04c9ddf4d4783c6dd102406cac5,stated,0.352356
uuid-15e7d04c9ddf4d4783c6dd102406cac5,approval,0.372959
uuid-f57da2975d634d0dae9e13f080258987,Nivo,0.303294
uuid-f57da2975d634d0dae9e13f080258987,patients,0.432364
uuid-f57da2975d634d0dae9e13f080258987,therapy,0.330684
uuid-f57da2975d634d0dae9e13f080258987,nivolumab,0.449335
uuid-f57da2975d634d0dae9e13f080258987,toxicity,0.498526
uuid-f57da2975d634d0dae9e13f080258987,regimen,0.613022
uuid-f57da2975d634d0dae9e13f080258987,treated,0.477899
uuid-f57da2975d634d0dae9e13f080258987,combination,0.505234
uuid-f57da2975d634d0dae9e13f080258987,chemo,0.337608
uuid-f57da2975d634d0dae9e13f080258987,pts,0.323576
uuid-f57da2975d634d0dae9e13f080258987,Ipi,0.333666
uuid-f57da2975d634d0dae9e13f080258987,preferred,0.36558
uuid-f57da2975d634d0dae9e13f080258987,monotherapy,0.621135
uuid-f57da2975d634d0dae9e13f080258987,treatment,0.45364
uuid-f57da2975d634d0dae9e13f080258987,using nivo,0.407542
uuid-f57da2975d634d0dae9e13f080258987,combo,0.419023
uuid-f57da2975d634d0dae9e13f080258987,PD1,0.39553
uuid-f57da2975d634d0dae9e13f080258987,HCP,0.356479
uuid-f57da2975d634d0dae9e13f080258987,progression,0.319725
uuid-f57da2975d634d0dae9e13f080258987,chemotherapy,0.39648
uuid-f57da2975d634d0dae9e13f080258987,SCLC,0.3542
uuid-f57da2975d634d0dae9e13f080258987,feels,0.316793
uuid-f57da2975d634d0dae9e13f080258987,RTL stated,0.409694
uuid-f57da2975d634d0dae9e13f080258987,option,0.450978
uuid-dce50e919ea24b8b97a5def285e47d18,Nivo,0.47426
uuid-dce50e919ea24b8b97a5def285e47d18,pembro,0.329013
uuid-dce50e919ea24b8b97a5def285e47d18,RTL,0.470177
uuid-dce50e919ea24b8b97a5def285e47d18,trial,0.390982
uuid-dce50e919ea24b8b97a5def285e47d18,Ipi,0.334055
uuid-dce50e919ea24b8b97a5def285e47d18,OS,0.402004
uuid-dce50e919ea24b8b97a5def285e47d18,using nivo,0.372442
uuid-dce50e919ea24b8b97a5def285e47d18,data,0.329
uuid-dce50e919ea24b8b97a5def285e47d18,mentioned,0.382921
uuid-dce50e919ea24b8b97a5def285e47d18,PFS,0.404453
uuid-dce50e919ea24b8b97a5def285e47d18,ORR,0.373851
uuid-dce50e919ea24b8b97a5def285e47d18,HCP,0.515335
uuid-dce50e919ea24b8b97a5def285e47d18,impressed,0.376872
uuid-dce50e919ea24b8b97a5def285e47d18,LTL,0.339519
uuid-dce50e919ea24b8b97a5def285e47d18,feels,0.348561
uuid-bc918f19b41d4f258e0cef0570726496,patients,0.674458
uuid-bc918f19b41d4f258e0cef0570726496,Opdivo,0.511212
uuid-bc918f19b41d4f258e0cef0570726496,nivolumab,0.325901
uuid-bc918f19b41d4f258e0cef0570726496,treated,0.362054
uuid-bc918f19b41d4f258e0cef0570726496,pts,0.309193
uuid-bc918f19b41d4f258e0cef0570726496,approval,0.469851
uuid-bc918f19b41d4f258e0cef0570726496,treatment,0.348455
uuid-bc918f19b41d4f258e0cef0570726496,using nivo,0.351973
uuid-bc918f19b41d4f258e0cef0570726496,clinical trials,0.33746
uuid-bc918f19b41d4f258e0cef0570726496,approved,0.473588
uuid-bc918f19b41d4f258e0cef0570726496,tumor types,0.311636
uuid-bc918f19b41d4f258e0cef0570726496,label,0.360167
uuid-2e4b1e2702ee420a9e229ec50e24f40a,patients,0.385194
uuid-2e4b1e2702ee420a9e229ec50e24f40a,therapy,0.314007
uuid-2e4b1e2702ee420a9e229ec50e24f40a,1L,0.41751
uuid-2e4b1e2702ee420a9e229ec50e24f40a,regimen,0.403825
uuid-2e4b1e2702ee420a9e229ec50e24f40a,chemo,0.430233
uuid-2e4b1e2702ee420a9e229ec50e24f40a,2L,0.420095
uuid-2e4b1e2702ee420a9e229ec50e24f40a,agents,0.388861
uuid-2e4b1e2702ee420a9e229ec50e24f40a,preferred,0.668331
uuid-2e4b1e2702ee420a9e229ec50e24f40a,monotherapy,0.564577
uuid-2e4b1e2702ee420a9e229ec50e24f40a,treatment,0.346166
uuid-2e4b1e2702ee420a9e229ec50e24f40a,using nivo,0.352641
uuid-2e4b1e2702ee420a9e229ec50e24f40a,chemotherapy,0.436438
uuid-2e4b1e2702ee420a9e229ec50e24f40a,feels,0.327251
uuid-2e4b1e2702ee420a9e229ec50e24f40a,RTL stated,0.381962
uuid-2e4b1e2702ee420a9e229ec50e24f40a,option,0.634472
uuid-31e707eac69444f896b951ac0a44f8c5,Nivo,0.382299
uuid-31e707eac69444f896b951ac0a44f8c5,patients,0.604789
uuid-31e707eac69444f896b951ac0a44f8c5,therapy,0.538275
uuid-31e707eac69444f896b951ac0a44f8c5,nivolumab,0.422825
uuid-31e707eac69444f896b951ac0a44f8c5,1L,0.411929
uuid-31e707eac69444f896b951ac0a44f8c5,regimen,0.533985
uuid-31e707eac69444f896b951ac0a44f8c5,treated,0.377878
uuid-31e707eac69444f896b951ac0a44f8c5,combination,0.354072
uuid-31e707eac69444f896b951ac0a44f8c5,chemo,0.589582
uuid-31e707eac69444f896b951ac0a44f8c5,2L,0.448637
uuid-31e707eac69444f896b951ac0a44f8c5,pts,0.406228
uuid-31e707eac69444f896b951ac0a44f8c5,agents,0.324689
uuid-31e707eac69444f896b951ac0a44f8c5,preferred,0.583272
uuid-31e707eac69444f896b951ac0a44f8c5,monotherapy,0.59506
uuid-31e707eac69444f896b951ac0a44f8c5,treatment,0.503708
uuid-31e707eac69444f896b951ac0a44f8c5,using nivo,0.432438
uuid-31e707eac69444f896b951ac0a44f8c5,PD1,0.337076
uuid-31e707eac69444f896b951ac0a44f8c5,progression,0.357463
uuid-31e707eac69444f896b951ac0a44f8c5,chemotherapy,0.541003
uuid-31e707eac69444f896b951ac0a44f8c5,respond,0.307007
uuid-31e707eac69444f896b951ac0a44f8c5,RTL stated,0.3882
uuid-31e707eac69444f896b951ac0a44f8c5,option,0.611909
uuid-c18a728dc0df453b97ec205bb81a425e,Nivo,0.591116
uuid-c18a728dc0df453b97ec205bb81a425e,pembro,0.369444
uuid-c18a728dc0df453b97ec205bb81a425e,PFS,0.337075
uuid-c18a728dc0df453b97ec205bb81a425e,cHL,0.507121
uuid-c18a728dc0df453b97ec205bb81a425e,nivo and pembro,0.360264
uuid-c18a728dc0df453b97ec205bb81a425e,vs,0.32763
uuid-4aa0211896b3490f9521383380d5b40c,pembro,0.357022
