term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
organization,Ins Category, Access Organization; Health Plan/Payer,138.272727273,1.79915928113e-07,14,154,"Met with a regional oncology P&T Formulary AI, who provided the following unsolicited insights:
?	AI disclosed that his organization?s medical policy was updated to allow for coverage of Pembro at PDL1>1% due to the Keynote 010 data (ORR PDL1>1% ~18%).","Met with a regional institutional cancer center director and lung AI, who provided the following unsolicited insights:
?	Ai disclosed that his institution, with the recent merger with CHI, will be a 100 plus hospital institution with cancer centers throughout the western United States.
?	His institution has an open formulary across the institution.
?	His institution does prefer certain medication products, based solely upon contracting prices, instead of clinical considerations such as strength of recommendations.
?	His institution does not have pathways per se, but prescriber selection of medicines is influenced by the institution?s contracting in terms of price advantages or discounts.
?	He is the cancer center director of a major regional, and soon to be national payer/medical group organization, with a large footprint across most of the western US.
?	He states that all of his institution?s cancer centers use the same cancer specific patient EMR system, called FDO, which collects information across the system, such as histology and genomic testing results.","Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update has a potential to have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	Thus, AI mentioned that his medical coverage policy for Nivo already instructs for a blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, to avoid this negative cost implication with flat dosing.",168
Met with a regional,Ins Category, Access Organization; Health Plan/Payer,89.4705882353,7.72974095712e-07,21,174,"Met with a regional oncology P&T Formulary AI, who provided the following unsolicited insights:
?	AI disclosed that his organization?s medical policy was updated to allow for coverage of Pembro at PDL1>1% due to the Keynote 010 data (ORR PDL1>1% ~18%).","Met with a regional institutional cancer center director and lung AI, who provided the following unsolicited insights:
?	Ai disclosed that his institution, with the recent merger with CHI, will be a 100 plus hospital institution with cancer centers throughout the western United States.
?	His institution has an open formulary across the institution.
?	His institution does prefer certain medication products, based solely upon contracting prices, instead of clinical considerations such as strength of recommendations.
?	His institution does not have pathways per se, but prescriber selection of medicines is influenced by the institution?s contracting in terms of price advantages or discounts.
?	He is the cancer center director of a major regional, and soon to be national payer/medical group organization, with a large footprint across most of the western US.
?	He states that all of his institution?s cancer centers use the same cancer specific patient EMR system, called FDO, which collects information across the system, such as histology and genomic testing results.","Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update has a potential to have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	Thus, AI mentioned that his medical coverage policy for Nivo already instructs for a blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, to avoid this negative cost implication with flat dosing.",195
formulary,Ins Category, Access Organization; Health Plan/Payer,67.1029411765,3.77638990967e-05,19,167,"Met with a regional oncology P&T Formulary AI, who provided the following unsolicited insights:
?	AI disclosed that his organization?s medical policy was updated to allow for coverage of Pembro at PDL1>1% due to the Keynote 010 data (ORR PDL1>1% ~18%).","Met with a regional institutional cancer center director and lung AI, who provided the following unsolicited insights:
?	Ai disclosed that his institution, with the recent merger with CHI, will be a 100 plus hospital institution with cancer centers throughout the western United States.
?	His institution has an open formulary across the institution.
?	His institution does prefer certain medication products, based solely upon contracting prices, instead of clinical considerations such as strength of recommendations.
?	His institution does not have pathways per se, but prescriber selection of medicines is influenced by the institution?s contracting in terms of price advantages or discounts.
?	He is the cancer center director of a major regional, and soon to be national payer/medical group organization, with a large footprint across most of the western US.
?	He states that all of his institution?s cancer centers use the same cancer specific patient EMR system, called FDO, which collects information across the system, such as histology and genomic testing results.","Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update has a potential to have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	Thus, AI mentioned that his medical coverage policy for Nivo already instructs for a blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, to avoid this negative cost implication with flat dosing.",186
provided the following unsolicited insights,Ins Category, Access Organization; Health Plan/Payer,36.2142857143,1.9373089926e-05,45,146,"Met with a regional oncology P&T Formulary AI, who provided the following unsolicited insights:
?	AI disclosed that his organization?s medical policy was updated to allow for coverage of Pembro at PDL1>1% due to the Keynote 010 data (ORR PDL1>1% ~18%).","Met with a regional institutional cancer center director and lung AI, who provided the following unsolicited insights:
?	Ai disclosed that his institution, with the recent merger with CHI, will be a 100 plus hospital institution with cancer centers throughout the western United States.
?	His institution has an open formulary across the institution.
?	His institution does prefer certain medication products, based solely upon contracting prices, instead of clinical considerations such as strength of recommendations.
?	His institution does not have pathways per se, but prescriber selection of medicines is influenced by the institution?s contracting in terms of price advantages or discounts.
?	He is the cancer center director of a major regional, and soon to be national payer/medical group organization, with a large footprint across most of the western US.
?	He states that all of his institution?s cancer centers use the same cancer specific patient EMR system, called FDO, which collects information across the system, such as histology and genomic testing results.","Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update has a potential to have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	Thus, AI mentioned that his medical coverage policy for Nivo already instructs for a blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, to avoid this negative cost implication with flat dosing.",191
AIM,Ins Category, Clinical Pathways,761.0,1.76417535136e-07,4,12,"Last week, the U.S. Dept of Veterans Affairs conduced a LaunchPad: Pathways to InnoVAtion conference in which select participants and attendees were able to share and discuss the latest innovations in precision oncology and explore various ways to improve cancer screening, treatment and cures.  The VA Precision Oncology Program (POP) currently helps Veterans who have been newly diagnosed with non-small cell lung cancer (and now Prostate cancer) through targeted genomic sequencing which identifies specific mutations and allows patients to benefit from targeted therapies as well as clinical trials aimed towards those specific mutations.  Such advancements are a cornerstone of Vice President Biden?s Cancer Moonshot initiative.","Most recent update to AIM clinical pathways utilized by Anthem effective 5-1-16 include a new pathway for kidney cancer.   Other updates can be viewed:
 
https://anthem.aimoncology.com/","BCBS Alabama has recently expanded their Oncology Select Pathways to include new tumor types affecting BMS.  BCBS Alabama partnered with AIM in development of their Oncology Select Pathways that began as a pilot in Q2 2015 with NSCLC being the only pathway that affected BMS which began full implementation in late 2015 and now with an expansion of pathways.

The updated and expanded pathways now include: 
-CML, (Gleevec is 1L recommendation, Sprycel and Tasigna are 1L recommendation for Intermediate to High Risk Disease,)
-Metastatic Melanoma (Opdivo is listed as only PD-1 as 1L recommendation as montherapy regardless of BRAF status, Yervoy listed as 2L regardless of BRAF status)
-Kidney Cancer (Opdivo is listed as 2L recommendation for Clear Cell)
-Myeloma (Empliciti not listed on pathway)  
-NSCLC (Opdivo remains the only PD-1 recommended for NSCLC 2L; updated to include any histology/pathology)  

Worksheets for the pathways summarized above can be reviewed here: https://www.bcbsal.org/providers/oncology.cfm",16
pathway,Ins Category, Clinical Pathways,38.2893081761,1.97101356178e-05,56,48,"BCBS Alabama has recently expanded their Oncology Select Pathways to include new tumor types affecting BMS.  BCBS Alabama partnered with AIM in development of their Oncology Select Pathways that began as a pilot in Q2 2015 with NSCLC being the only pathway that affected BMS which began full implementation in late 2015 and now with an expansion of pathways.

The updated and expanded pathways now include: 
-CML, (Gleevec is 1L recommendation, Sprycel and Tasigna are 1L recommendation for Intermediate to High Risk Disease,)
-Metastatic Melanoma (Opdivo is listed as only PD-1 as 1L recommendation as montherapy regardless of BRAF status, Yervoy listed as 2L regardless of BRAF status)
-Kidney Cancer (Opdivo is listed as 2L recommendation for Clear Cell)
-Myeloma (Empliciti not listed on pathway)  
-NSCLC (Opdivo remains the only PD-1 recommended for NSCLC 2L; updated to include any histology/pathology)  

Worksheets for the pathways summarized above can be reviewed here: https://www.bcbsal.org/providers/oncology.cfm","Most recent update to AIM clinical pathways utilized by Anthem effective 5-1-16 include a new pathway for kidney cancer.   Other updates can be viewed:
 
https://anthem.aimoncology.com/","Highmark launched McKesson Clear Value Pathways early in 2016.  During meeting DOP of Allegheny Health Network Cancer Institute provided lens into how currently PD-1 status is set up in 2L NSCLC pathway.  Under PD-1 status: Positive, Negative, or Unknown is listed.  Positive ? all drugs listed, Negative & Unknown ? Keytruda is removed.",104
update,Ins Category, Clinical Pathways,36.2380952381,2.4126622227e-05,59,178,"Most recent update to AIM clinical pathways utilized by Anthem effective 5-1-16 include a new pathway for kidney cancer.   Other updates can be viewed:
 
https://anthem.aimoncology.com/","BCBS Alabama has recently expanded their Oncology Select Pathways to include new tumor types affecting BMS.  BCBS Alabama partnered with AIM in development of their Oncology Select Pathways that began as a pilot in Q2 2015 with NSCLC being the only pathway that affected BMS which began full implementation in late 2015 and now with an expansion of pathways.

The updated and expanded pathways now include: 
-CML, (Gleevec is 1L recommendation, Sprycel and Tasigna are 1L recommendation for Intermediate to High Risk Disease,)
-Metastatic Melanoma (Opdivo is listed as only PD-1 as 1L recommendation as montherapy regardless of BRAF status, Yervoy listed as 2L regardless of BRAF status)
-Kidney Cancer (Opdivo is listed as 2L recommendation for Clear Cell)
-Myeloma (Empliciti not listed on pathway)  
-NSCLC (Opdivo remains the only PD-1 recommended for NSCLC 2L; updated to include any histology/pathology)  

Worksheets for the pathways summarized above can be reviewed here: https://www.bcbsal.org/providers/oncology.cfm","RAE, HEOR and National Account Exe for Vizient GPO met with pharmacy sourcing and discussed Oncology portfolio; no concerns regarding Opdivo currently covered to label; pharmacy sourcing interested in follow up with BMS HEOR/RAE and Cleveland Clinic outcomes research team to discuss data and capabilities; as of 11/10/16 ITS and medical matrix intel indicates onc providers have referenced updating their Care Path in 2nd line lung with interest in limiting PD1 choices; Q2 vs Q3 dosing driving the thought process; isolated to prescriber level discussion and no timelines offered; RAE coordinating with ITS and medical matrix to decide potential next steps at the system level",237
like to see a trial,Ins Category, Clinical Trial,22.9943181818,7.7430158793e-09,15,14,"Academic TL knows that Nivo does not work well in CLL, but feels it would be effective in Richter transformation CLL.  She would like to see a trial testing Nivo in this difficult disease state.","A regional CLL RTL, who is PI on BMS-sponsored study stated there is no standard of care in the treatment of Richter's transformation, which occurs in about 5-10% patients with CLL and an unmet need remains how to treat Richter transformation. Richter's transformation has an escape mechanism for Ibrutinib that's certainly real and important to recognize. Interestingly, Nivolumab + Ibrutinib combination is showing convincing clinical benefit in patients with Richter's transformation.",TL would like to see a trial combining Nivo with ibrutinub in the treatment of advanced CLL.,29
enrollment,Ins Category, Clinical Trial,12.1358901515,7.95173323276e-11,30,64,"TL shared that the Hoosier Cancer Research pembro consolidation in stage III NSCLC study is over 2/3 toward completing enrollment.  Projection to LPFV is Sept ""A Phase II Trial of Concurrent Chemoradiation With Consolidation Pembrolizumab for the Treatment of Inoperable or Unresectable Stage III Non-Small Cell Lung Cancer (NSCLC): HCRN LUN14-179.  NCT02343952",Lung NTL stated LUNG-MAP accrual has accelerated since March 2016 with addition of Nivo and Ipi+Nivo arms.  Currently 80pts enrolled and 260 pts total will be enrolled into N+I and Nivo arms.  Stated it will complete enrollment in 2 years.  There is also an upcoming revision to add single agent PARP inhibitor (Medivation) for squamous pts who are DDR+.  TL wants to add Nivo in combination to the PARP inhibitor bc DDR+ pts have an inflamed tumor phenotype.,Lung RTL from NY (Long Island) volunteered that the AZN ph3 1st line trial of Durvalumab +/- Tremelimumab vs Std of Care (MYSTIC trial) will likely complete enrollment (n=675) in  the next 4 weeks.  TL claimed his site was top enroller.,94
randomized,Ins Category, Clinical Trial,6.3121657754,3.4637136715e-06,30,515,"Community RTL feels the approval of pembro in 1L 50%+ PDL1 patients will significantly impact enrollment to current and future 1L clinical trials, especially when platinum doublet chemotherapy is comparator arm. He plans to test his patients and any with greater than 50% PDL1 he would not enroll to clinical trial where there is potential for being randomized to chemotherapy arm. He believes this could impact Anti-PD1 trials in that only those patients with less than 50% expression would get enrolled.",Large community GU TL commented that pazopanib has basically become the SOC for 1L RCC in the community now and it's virtually impossible to enroll to sunitinib controlled trials. He acknowledged that sunitinib is still often used in the academic setting so the trials are still being done but sites in the community would be very reluctant to randomize to a sunitinib control arm at this point.,"Lung TL is concerned that there will not be enough pts. to power the analysis on -153 study to address the question whether it's ok to stop Nivo after achieving clinical benefit.  He shared that he's had a few pts. decline being randomized to the two arms out of fear of being randomized to the ""stopping"" arm.  He hopes that this will not be the case since he's seen at least one or two patients who have stopped after a year and have not relapsed.",545
enrolled,Ins Category, Clinical Trial,4.87758264463,3.29383542633e-07,53,96,"A regional TL shared that he was the PI for a first line NSCLC study with Atezo plus chemotherapy.  He eventually closed the study at his office citing difficulty enrolling, and mentioned that many other sites around the country were also struggling.  He blamed part of it on the fact that he could get Nivo monotherapy approved upfront or enroll in our access support program if necessary.  He said the main deterrent was that he did not feel comfortable treating with PD1 plus chemo upfront because then he does not know what to use 2nd line.","Comment from one of my lung cancer TL's with regard to 153 and 370: ""these trials are way too labor intensive, we could have enrolled twice the number of patients without all the extraneous work""",An academic RTL participating in the E6134 study shared that enrollment across all sites has been difficult to the the rapidly changing landscape and the majority of investigators prefer immunotherapy first line to BRAF inhibition in BRAF mt patients. He feels this will be a barrier to enrollment and expressed concern in this trial being able to enroll patients,149
participating,Ins Category, Clinical Trial,4.73412433155,4.72174546984e-07,54,573,"A GI RTL told me his site has been approached to participate in Keynote-224, a trial for Pembrolizumab in 2nd line HCC.  This trial is a single arm phase 2 trial.  Of potential interest is the TL remarked ""Merck is really pushing our site to open as soon possible""  
This site is not participating in any BMS trials but two sites are located nearby.  Seems unlikely patients that progress on the Sorafenib arm of the the-459 trial will switch institutions but its possible this trial may impact the OS endpoint of -459","RTL at site participating in  Incyte's multi tumo phase 1 Nivo+Epadcadostat (IDO) ECHO-204 reports that they have seen 'hardly any toxicity' and ' some really promising results'.  They stated that they only enrolled a small number of mel and lung patients, but have seen some promising efficacy in ovarian and even CRC.",An academic RTL participating in the E6134 study shared that enrollment across all sites has been difficult to the the rapidly changing landscape and the majority of investigators prefer immunotherapy first line to BRAF inhibition in BRAF mt patients. He feels this will be a barrier to enrollment and expressed concern in this trial being able to enroll patients,627
design,Ins Category, Clinical Trial,4.59886363636,2.42601708837e-05,97,0,"Regarding the upcoming 026 data release, an investigator commented that he truly doesn't view the study as ""negative"" but rather that it didn't meet it's primary endpoint. He stated that we have so much to learn from this study compared to 024, that will provide very little information overall. He believes we designed the trial the right way...the way it should've been done based on what we knew from prior study results and feel that we'll still get very valuable information from it in the end.","Lung RTL who has previously been involved with SCLC trials with both ipi/nivo and Rova-T commented that the announced Abbie/BMS partnership to look at nivo+/-ipi + Rova-T in SCLC stated ""this could be the best treatment for small cell ever designed.  I think we'll see a good number of CRs with this""",Regional TL expressed concern over implications of negative trial results (Checkmate 026) on current design of ALCHEMIST trial (ANVIL arm) specifically as it pertains to the use of a 1% PD-L1 threshold.,97
investigator,Ins Category, Clinical Trial,3.94851928375,3.19453764121e-05,49,24,"Regional H/N TL commented that even with EXTREME being the SoC for 1L rec/met, she's surprised there isn't more of an option left to physicians for clinical trial settings where investigator's choice could be part of the protocol. She expressed that EXTREME is very rarely used as-is and is very challenging to sell a pt on when they know they may be randomized to this therapy. Most often 5-FU is swapped out for a taxane and occasionally cetuximab is left out altogether depending on the state of the pt. She felt this may create a lag to the ongoing I/O trials that are using this as a comparator.",Investigator would like to see a trial using BMS BET agent in prostate cancer.,Regional lung TL commented that he was stunned by how much of an overreaction there has been to the 026 study. He feels the vast majority of it all has been negative coverage from the media and investors who clearly don't understand how clinical research works. He said none of the investigators or any physician that's ever participated in a trial should be surprised...sometimes clinical trials fail...even with the best drugs.,73
arm,Ins Category, Clinical Trial,3.0928030303,3.36279997573e-05,97,459,"A national thought leader on renal cancer from a Northeast NCCN institution advocated a Q3W dosing for nivolumab in RCC as a cost-saving measure that also increased patient convenience.  He substantiated his argument by pointing out that the clinical efficacy in ORR, PFS and OS are identical for CheckMate 010 and CheckMate 025, though the former trial uses a Q3W dosing schedule.  He believes that FDA would accept a single arm trial that shows non-inferiority in OS to change the labeling to a Q3W dosing.","Community RTL feels the approval of pembro in 1L 50%+ PDL1 patients will significantly impact enrollment to current and future 1L clinical trials, especially when platinum doublet chemotherapy is comparator arm. He plans to test his patients and any with greater than 50% PDL1 he would not enroll to clinical trial where there is potential for being randomized to chemotherapy arm. He believes this could impact Anti-PD1 trials in that only those patients with less than 50% expression would get enrolled.",Large community GU TL commented that pazopanib has basically become the SOC for 1L RCC in the community now and it's virtually impossible to enroll to sunitinib controlled trials. He acknowledged that sunitinib is still often used in the academic setting so the trials are still being done but sites in the community would be very reluctant to randomize to a sunitinib control arm at this point.,556
study,Ins Category, Clinical Trial,2.79283216783,7.69861541846e-13,353,439,MD perception of Merck is that they throw trials together haphazardly. MD is choosing Opdivo because of the clinical support and the robustness of BMS phase 3 studies.,RTL at a large academic center stated that the clinical rationale for the 209-436 PHASE I/II study with NIVO + Brent will answer a strong clinical question.  The eligibility criteria is optimal in including an expansive number of subtypes of NHL which is not always rue for other NHL trials at the site.  He stated that he expects a favorable safety profile based on his experience with other checkpoint inhibitors use (Pembro).,GBM RTL thinks that the ReACT trial (randomized phase II study of rindopepimut (CDX-110) plus bevacizumab in relapsed glioblastoma) still is a trial and that can provide hope for GBM patients. He committed that Pembro/Bev trial still has a lot to prove based off the published results.  Bev closes down BBB so not sure if combining with a checkpoint inhibitor is the way to go.,792
trial,Ins Category, Clinical Trial,2.67703459225,1.43920818019e-12,484,344,"A GI RTL told me his site has been approached to participate in Keynote-224, a trial for Pembrolizumab in 2nd line HCC.  This trial is a single arm phase 2 trial.  Of potential interest is the TL remarked ""Merck is really pushing our site to open as soon possible""  
This site is not participating in any BMS trials but two sites are located nearby.  Seems unlikely patients that progress on the Sorafenib arm of the the-459 trial will switch institutions but its possible this trial may impact the OS endpoint of -459",MD perception of Merck is that they throw trials together haphazardly. MD is choosing Opdivo because of the clinical support and the robustness of BMS phase 3 studies.,RTL at a large academic center stated that the clinical rationale for the 209-436 PHASE I/II study with NIVO + Brent will answer a strong clinical question.  The eligibility criteria is optimal in including an expansive number of subtypes of NHL which is not always rue for other NHL trials at the site.  He stated that he expects a favorable safety profile based on his experience with other checkpoint inhibitors use (Pembro).,828
combination,Ins Category, Clinical Trial,2.48983063115,4.37818617581e-07,226,216,"At Conference presentation, speaker discussed and presented Anal Ca data, wehre he assessed the PFS data as not impressive, wants to see long term data. He believes No pts on trial had pseudoprogression on this trial and that Oncologists are guilty of rooting for pts. 

He believes that Atezo +Cobimetinib is the future and ""if he had this disease he would want this combo"". 

He mentioned a lot of data around GI CA and MSS CRC, but believes that combination therapies are the future in this space.","RTL stated that regardless of what combinations in the 1L for lung, he feels that sequencing of agents should be the direction to minimize toxicities observed with either chemo-IO, IO-IO, or even targeted-IO.","NTL in lung stated that he has limited excitement about IO monotherapy in 1L NSCLC, and thinks that combination therapies will be necessary to impact an meaningful amount of patients.  Based on 012, he doesn't think that ipi/nivo will show benefit, however he still believes that this will not be enough for patients with negative/low PDL1. He would like to see studies/data on other combinations (+LAG3 +IDO, etc) be accelerated as he believe that ""ipi just isn't IT for lung cancer""",442
AI/TL post-ESMO,Ins Category, Clinical Trial; Competitor data,32.1290322581,3.7633006366e-05,9,660,"Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that he, along with his institutional colleagues, can?t come to a convincing hypothesis about why CM 026 failed to hit its primary endpoint PFS.
?	AI noted that he is even more puzzled by why there was no signal in PDL1>50% subgroup, despite the noted demographic imbalances in sex and PDL1 expression levels between groups.  Reminded AI that CM 026 was not designed or powered to read out a result in this subgroup, partly due to imbalances and lack of stratification of PDL1 expression (eg. 88 patients in nivo group PDL1>50% versus ~120 in chemo group)
?	He thinks the failure to hit primary endpoint PFS (at 5% or greater) has to do with the trial design in CM 026.
?	He noted that Nivo will still be SOC in other tumors, such as RCC.
?	In 2L lung, Nivo is likely to lose market share simply due to the fact that Atezo has efficacy in an all comer population and most importantly is Q3 weeks instead of Q2 weeks with Nivo.","Met with a national/regional lung AI/TL post-ESMO, who provided the following unsolicited insights.

RE CM 026:
?	She says she doesn't believe that Pembro and Nivo are different agents.
?	She doesn't believe the failure had to do with drugs being different; she says perhaps it's related to study design in CM 026.","Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights from the podium and in conversation.
?	PDL1 testing is imperfect, but it helps to find patients who may respond.  Even if there is no expression, it doesn't mean the patient won't respond.
?	She says there is a JCO publication looking at pneumonitis with pd1, pdl1, and ctla4 therapies, showing this adverse event is agnostic to the type of CA, but it may be more frequently observed with CTLA4 therapy.
?	She emphasized that in KN 024, a high number of patients were screened to winnow down to the randomized population, around 15%.
o	She expressed that even with crossover of ~40% in the KN study, the OS looks good.
?	In the context of CM 026 being negative, she stated and understood that the trial was conducted very differently from KN 024, in terms of the primary endpoint and PDL1 cutoffs.
o	There are still lots of questions still to resolve, and lots to chew on.
?	It?s too soon to make a judgment about 1L data, but chemo will still have a role in 1L.
?	In conversation, she stated:
o	She admitted she hasn't had time to delve into CM 026 data yet since she was on call during the ESMO weekend.
o	She agreed to a subsequent meeting to discuss more in depth.
o	She thinks that the CM 026 negative result may have to do with study design itself.  
o	This is not the final answer on this question as there is still lots to learn about 1L therapy.
o	She believes that the future may be combination therapy (IO or chemo).",669
Met with a national,Ins Category, Clinical Trial; Competitor data,21.9061583578,1.55474001943e-05,25,644,"Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that he, along with his institutional colleagues, can?t come to a convincing hypothesis about why CM 026 failed to hit its primary endpoint PFS.
?	AI noted that he is even more puzzled by why there was no signal in PDL1>50% subgroup, despite the noted demographic imbalances in sex and PDL1 expression levels between groups.  Reminded AI that CM 026 was not designed or powered to read out a result in this subgroup, partly due to imbalances and lack of stratification of PDL1 expression (eg. 88 patients in nivo group PDL1>50% versus ~120 in chemo group)
?	He thinks the failure to hit primary endpoint PFS (at 5% or greater) has to do with the trial design in CM 026.
?	He noted that Nivo will still be SOC in other tumors, such as RCC.
?	In 2L lung, Nivo is likely to lose market share simply due to the fact that Atezo has efficacy in an all comer population and most importantly is Q3 weeks instead of Q2 weeks with Nivo.","Met with a national/regional lung AI/TL post-ESMO, who provided the following unsolicited insights.

RE CM 026:
?	She says she doesn't believe that Pembro and Nivo are different agents.
?	She doesn't believe the failure had to do with drugs being different; she says perhaps it's related to study design in CM 026.","Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights from the podium and in conversation.
?	PDL1 testing is imperfect, but it helps to find patients who may respond.  Even if there is no expression, it doesn't mean the patient won't respond.
?	She says there is a JCO publication looking at pneumonitis with pd1, pdl1, and ctla4 therapies, showing this adverse event is agnostic to the type of CA, but it may be more frequently observed with CTLA4 therapy.
?	She emphasized that in KN 024, a high number of patients were screened to winnow down to the randomized population, around 15%.
o	She expressed that even with crossover of ~40% in the KN study, the OS looks good.
?	In the context of CM 026 being negative, she stated and understood that the trial was conducted very differently from KN 024, in terms of the primary endpoint and PDL1 cutoffs.
o	There are still lots of questions still to resolve, and lots to chew on.
?	It?s too soon to make a judgment about 1L data, but chemo will still have a role in 1L.
?	In conversation, she stated:
o	She admitted she hasn't had time to delve into CM 026 data yet since she was on call during the ESMO weekend.
o	She agreed to a subsequent meeting to discuss more in depth.
o	She thinks that the CM 026 negative result may have to do with study design itself.  
o	This is not the final answer on this question as there is still lots to learn about 1L therapy.
o	She believes that the future may be combination therapy (IO or chemo).",669
AI/TL,Ins Category, Clinical Trial; Competitor data,17.2119815668,3.91505634501e-05,27,661,"Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that he, along with his institutional colleagues, can?t come to a convincing hypothesis about why CM 026 failed to hit its primary endpoint PFS.
?	AI noted that he is even more puzzled by why there was no signal in PDL1>50% subgroup, despite the noted demographic imbalances in sex and PDL1 expression levels between groups.  Reminded AI that CM 026 was not designed or powered to read out a result in this subgroup, partly due to imbalances and lack of stratification of PDL1 expression (eg. 88 patients in nivo group PDL1>50% versus ~120 in chemo group)
?	He thinks the failure to hit primary endpoint PFS (at 5% or greater) has to do with the trial design in CM 026.
?	He noted that Nivo will still be SOC in other tumors, such as RCC.
?	In 2L lung, Nivo is likely to lose market share simply due to the fact that Atezo has efficacy in an all comer population and most importantly is Q3 weeks instead of Q2 weeks with Nivo.","Met with a national/regional lung AI/TL post-ESMO, who provided the following unsolicited insights.

RE CM 026:
?	She says she doesn't believe that Pembro and Nivo are different agents.
?	She doesn't believe the failure had to do with drugs being different; she says perhaps it's related to study design in CM 026.","Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights from the podium and in conversation.
?	PDL1 testing is imperfect, but it helps to find patients who may respond.  Even if there is no expression, it doesn't mean the patient won't respond.
?	She says there is a JCO publication looking at pneumonitis with pd1, pdl1, and ctla4 therapies, showing this adverse event is agnostic to the type of CA, but it may be more frequently observed with CTLA4 therapy.
?	She emphasized that in KN 024, a high number of patients were screened to winnow down to the randomized population, around 15%.
o	She expressed that even with crossover of ~40% in the KN study, the OS looks good.
?	In the context of CM 026 being negative, she stated and understood that the trial was conducted very differently from KN 024, in terms of the primary endpoint and PDL1 cutoffs.
o	There are still lots of questions still to resolve, and lots to chew on.
?	It?s too soon to make a judgment about 1L data, but chemo will still have a role in 1L.
?	In conversation, she stated:
o	She admitted she hasn't had time to delve into CM 026 data yet since she was on call during the ESMO weekend.
o	She agreed to a subsequent meeting to discuss more in depth.
o	She thinks that the CM 026 negative result may have to do with study design itself.  
o	This is not the final answer on this question as there is still lots to learn about 1L therapy.
o	She believes that the future may be combination therapy (IO or chemo).",688
