doc_id,doc_text,doc_date,Subset 0,Subset 1,Subset 0_centrality,Subset 1_centrality,Theme 0,Theme 1,Theme 2,Theme 3,Theme 4,Theme 5,Theme 6
uuid-48495fcee65749b194423550869a39f9,"[026 - NOT Top 300; ""opted in""]  RTL from a major academic institution mentioned that 026 was a ""dirtier"" trial than 017, 057, and KEYNOTE-024, given high crossover between each arm bleeding into the other (60% chemo-->nivo and 44% nivo-->chemo).

Due to high crossover, RTL wasn't surprised by the criss-crossing of the PFS curves...RTL believes that the majority (60%) of patients on chemo was essentially receiving nivo as 2nd line.  This is like a repeat of 057 (criss-crossing of the PFS curves) as the majority of 026 was non-squamous.

026 has NOT changed RTL's perceptions and he is still going to use nivo in the first line.  For healthy, younger patients, RTL is more inclined to use pemetrexed/carboplatin x4 cycles, then go to nivo immediately based on 026 data.  KEYNOTE-024 is not compelling enough for him as RTL does not test for PD-L1 routinely...RTL is eagerly anticipating CheckMate 227.",2016-10-16 00:00:00, ND, Access Influencers,0.246633,0.118835,0,0,0,0,0,0,0
uuid-92f68908654845d58ab886b1ee077996,"Pharmacist shared that at their site, med onc is using pembro in a couple GBM patients; Merck is supplying the drug in one case with the other GBM patient able to have pembro approved by the patient's insurance (specific insurance unspecified)",2016-04-12 00:00:00,  TX, Clinical Practice Influencers,0.212488,0.162523,0,0,0,0,0,0,0
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,TL shared that in H&N the only time they use cetuximab is as monotherapy (adding cis/5-FU is way too toxic) and the higher the patient's PS (worse PS) the more likely they are to use cetuximab monotherapy,2016-04-12 00:00:00,  TX, High Disease Burden Clinicians,0.198453,0.140486,0,0,0,0,0,0,0
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,"TL shared that they do occasionally still use induction chemo for their H&N patients however, following the broader trend, they too are decreasing the use of induction chemo for the vast majority of their patients",2016-04-12 00:00:00,  TX, High Disease Burden Clinicians,0.282121,0.217683,0,0,0,0,0,0,0
uuid-41ab7a33245b41c2845df7cee163c675,Pharmacist recommends using pembro based on stability data over nivo - nivo has 4 hr post admix stability whereas Pembro has 6 hr post admix stability.,2016-04-12 00:00:00, E. TN, Access Influencers,0.0217499,0.0684796,0,0,0,0,0,0,0
uuid-1678b2ad80084b37a54b9bb64a4ef479,Melanoma NTL stated that it doesn't make sense to say that pts. are PDL1 negative or positive because of lack of consistency and standardization of assays.  He provided an example where he had a bladder patient that was stained positive for PDL1 for one assay but then negative for another.  He went on to say that even pts. that are deemed negative have a 13% response rate which is still higher than chemo or IPI alone.,2016-04-19 00:00:00,  IN,  Scientific Experts,0.0508402,0.0779397,0,0,0,0,0,0,0
uuid-3a59a916c1724ce59d565324e6d29537,Melanoma NTL at an academic institution indicated that they?re close to opening a Pembro + low dose Ipi study in second line melanoma pts after PD1 therapy. Patients that have a response will continue on PD1 therapy but those that have progressive disease or SD will get the combination.,2016-04-19 00:00:00,  IN,  Scientific Experts,0.163664,0.178873,0,0,0,0,0,0,0
uuid-76cd40bc214d455db8b821aa3a2bf600,National H/N TL commented that in the extensive experience they've had using nivo in the clinical trial setting for SCCHN they've been surprised to find many more early onset cases of endocrinopathy issues than what's been previously reported for other tumor types. In her experience it's occurred more frequently and often well before the median time to onset she's seen for nivolumab in other studies.,2016-10-05 00:00:00, MI, Clinical Practice Influencers,0.135057,0.205899,0,0,0,0,0,0,0
uuid-9e3e1eb1ac354d98b505479b35047e78,Melanoma NTL announced that the E6134 study (Ipi/Nivo + Dab/Tram) sequencing study that was halted due to a shortage of Dabrafenib and Trametinib was re-opened.  He also shared that the adjuvant S1404 (MK3475 versus high-dose interferon alpha) will soon incorporate a Yervoy arm.  He did not specify the dose of Yervoy or when the amendment will be incorporated.,2016-04-20 00:00:00,  IN, Access Influencers,0.0380734,0.0118752,0,0,0,0,0,0,0
uuid-b4ca25029d4940df8cecea0c45fe4153,"[026 - NOT Top 300; ""opted in""]  RTL from a large, progressive community institution (who also happens to be an investigator for KEYNOTE-021) was NOT thrilled about 026.

RTL is very ready to adopt pembro in first-line NSCLC based on KEYNOTE-024 for patients >50% PD-L1 expression.  All NSCLC patients at his institution and its satellites get tested for PD-L1 expression. RTL will otherwise give chemo for patients <50% PD-L1 in first-line based on 026.

RTL is eager to see the results for 227.  As he was also a PI for KEYNOTE-021, RTL is interested how the patients do in the nivo + chemo arm for PD-L1 <1%.",2016-10-28 00:00:00, ND, Clinical Practice Influencers,0.220194,0.0882146,0,0,0,0,0,0,0
uuid-917bd50ef5a24184baaf7ac3551265c2,"RTL from a large, progressive community institution (who also happens to be an investigator for KEYNOTE-055) is more inclined to use nivo in rec/met SCCHN within clinical practice than pembro based on data from CheckMate 141 as it was a Phase 3 study with a comparator arm of IC chemo.  RTL is eagerly anticipating the approval for nivo for SCCHN.",2016-10-28 00:00:00, ND, Clinical Practice Influencers,0.243529,0.0808462,0,0,0,0,0,0,0
uuid-c112cd3ea5654db69388b5a6dc6c5a57,"[026 - NOT Top 300; ""opted in""]  RTL from a large, progressive community institution is very ready to adopt pembro in first-line NSCLC based on KEYNOTE-024 for patients >50% PD-L1 expression.

All NSCLC patients at his institution and its satellites get tested for PD-L1 expression.  RTL will otherwise give chemo for patients <50% PD-L1 in first-line based on 026.",2016-10-28 00:00:00, ND, Clinical Practice Influencers,0.182154,0.057245,0,0,0,0,0,0,0
uuid-3884068d73fc42348553dcb720399c45,"In regards to treatment duration, a TL commented that he felt we are 'overstimulating' with anti-PD1 agents and may be driving PD1 resistance (secondary resistance) by continuing treatment until progression/toxicity.Sustained PD1 blockade could drive T-cell apoptosis and/or stimulate other checkpoint inhibition pathways.",2016-02-04 00:00:00,  MS, Clinical Practice Influencers,0.0554082,0.0274269,0,0,0,0,0,0,0
uuid-0500a55221c24cacb69af8e0e647a8fa,A community LTL shared that they participated in the treme/durva lung trial and that it enrolled a year earlier than anticipated because everyone has strong confidence in the dual inhibition approach working. His initial impression was that there was not a difference between compounds in the early phase data.,2016-07-27 00:00:00, S. CA, High Disease Burden Clinicians,0.11783,0.091731,0,0,0,0,0,0,0
uuid-95116212419e47eb91dae8c91ae95336,A community pharmacist shared that he feels the biggest data gap in lung is what to do with patients who fail IO therapy. He shared that they are beginning to re-challenge patients with IO and the sequence that they have been using is nivo followed by pembro in patients who are clearly progressing. He shared that they have not seen responses in the three patients that they have re-challenged so far but they have seen stable disease.,2016-07-27 00:00:00, S. CA, High Disease Burden Clinicians,0.204317,0.2518,0,0,0,0,0,0,0
uuid-e87f350f68d24be884f52d2404fa7663,Community TL said they have used nivolumab in pt with sarcoma which resulted in complete response.  The pt has received treatment for 18 months without toxicity.,2016-10-24 00:00:00,  UPSTATE NY, High Disease Burden Clinicians,0.139115,0.182122,0,0,0,0,0,0,0
uuid-67bc08b5bf3e46e0832121c13c602502,Melanoma NTL said from GR podium that the incidence of nivolumab-related myocarditis/myositis is ~ 0.25%.  Estimates deaths in nivo clinical development program to be 5 from myositits and 6 from myocarditis.,2016-10-24 00:00:00,  UPSTATE NY, Scientific Experts,-0.00911325,-0.0221113,0,0,0,0,0,0,0
uuid-2b1c95d8dbc44a279b7f42321bb007d1,"HCP shares a MM patient with a NTL at Mount Sinai. The patient relapsed on multiple therapies, including Rd, Kyprolis, and double transplant. NTL said ?no? to Empliciti and Daratumumab and suggested HCP to treat patient with Opdivo off-label. The off-label recommendation was based on the results from the study ?Preliminary Results of a Phase I Study of Nivolumab (BMS-936558) in Patients with Relapsed or Refractory Lymphoid Malignancies? presented at ASH in December 2015. The patient received one-dose and is being closely monitored.",2016-07-11 00:00:00," TEXAS
TX", High Disease Burden Clinicians,0.378153,0.169675,0,0,0,0,0,0,0
uuid-4664696f348c409b8d8bce8026d75683,"RTL participating in a pembrolizumab/CarT trial and it is going well thus far. Patients seem to be responding well, and toxicities aren't a concern.",2016-04-25 00:00:00, EAST,  High Disease Burden Clinicians,0.404313,0.219297,0,0,0,0,0,0,0
uuid-b9dbf1f84afb42b49301381041d9c41b,RTL feels that the checkpoint inhibitors will be practice changing in lymphoma and is looking forward to approval.,2016-04-25 00:00:00, EAST,  High Disease Burden Clinicians,0.343004,0.106052,0,0,0,0,0,0,0
uuid-c78bff860e8f40de9f84ca43ed7e95e4,"RTL treated a HL patient with cutaneous lesions with Opdivo, and saw a ""great abscopal effect"". Feels that this would be a good area of research to develop.",2016-04-25 00:00:00, EAST,  High Disease Burden Clinicians,0.275074,0.187157,0,0,0,0,0,0,0
uuid-56b8d250550744a99e3ecfdc981d1c58,"An LTL from community/academic location, shared that she used nivolumab (over pembro) in the 1st line metastatic melanoma setting.  upon progression, she will use 2nd line.  With regards to Regimen for 1st line (or any-line), she said the toxicity is too high and sends those pts into academic locations in Boston.",2016-04-25 00:00:00,  VT, Scientific Experts,0.153544,0.121543,0,0,0,0,0,0,0
uuid-33da533d7e71411ca3d1b2f33b76517b,An RTL was impressed with the CheckMate 141 data for H&N. However questioned if we should be testing for PD-L1 since the OS was more significant in the PD-L1>1% group.,2016-04-25 00:00:00,  VT, Scientific Experts,0.0447501,0.0721611,0,0,0,0,0,0,0
uuid-50ed903eb3cf4f83817fe38aec673a42,"RTL clinical trial interest, using nivolumab as maintenance therapy in HL. Consider looking at T-cell phenotype pre and during nivo therapy, to see the changes that can occur. Interested in use of maintenance in patients, and looking at phenotypes, could assist with whether or not it may be possible.",2016-04-25 00:00:00, East,  High Disease Burden Clinicians,0.325042,0.120543,0,0,0,0,0,0,0
uuid-92c99359df9a488da702767ba6a0260b,"RTL doesn't feel there is a difference in using pembro versus nivo and has had more access to pembro in clinical trials for lymphoma. He has treated patients with both compounds off label, with success.",2016-04-25 00:00:00, East,  High Disease Burden Clinicians,0.182374,0.16424,0,0,0,0,0,0,0
uuid-c4fe2607308942a7b12bbe22c08e129e,RTL stated that he has had great success with obtaining Opdivo off label for treatment of HL patients through BMS access support.,2016-04-25 00:00:00, East,  High Disease Burden Clinicians,0.43207,0.162927,0,0,0,0,0,0,0
uuid-68cb3b710ac1432d89eebd942aadc9a8,"RTL at a large academic center with a high volume of HL patients treated (80 annually) stated that Brentuximab has an important role in the RR setting.  He has began to utilize in the pre-transplant, post-transplant consolidation setting and post transplant and brentuximab failure with great responses seen in all lines.    His preferred regiment in the relapse setting is ICE as salvage therapy common.  He has great success with Brentuximab and Bendamustine combination.  In addition, patient post auto-transplant started bendamustine as single agent in multiple patients with good responses.",2016-04-28 00:00:00,  IN, Clinical Practice Influencers,0.133601,0.133822,0,0,0,0,0,0,0
uuid-d3ca1f99624a430fbfed580697b88427,"NTL commented on the fact that although all H&N HPV+ patients tend to respond better to any treatment, including PD-1 agents, attributed this further perhaps to Tregs not seeming to have the same negative impact for HPV+ patients as it does for HPV- patients",2016-07-26 00:00:00,  TX, Scientific Experts,0.326024,0.15632,0,0,0,0,0,0,0
uuid-fa307567b4934992b67289e66ec91d04,"Discussion at academic symposium in regards to pseudo-progression that is noted on scans done during treatment.  Many in the room under the impression that the ""flare"" that is seen on the scans is not actual progression but caused by the effect or MOA by PD-1 inhibitor.  NTL informed the group that only 5-10 of the time will it be pseudo-progression and most of the time it is progression.  More so with Melanoma and Lung and less often with lymphoma.",2016-10-03 00:00:00,  AZ, Clinical Practice Influencers,-0.0240117,0.082091,0,0,0,0,0,0,0
uuid-f6585b20e6744d5ca30bc66762677eb1,NTL stated he does not feel pseudoprogression is an issue in H&N cancer (only truly in melanoma) and he would not expect that giving a PD1 agent prior to RT would increase the incidence of pseudoprogression although he has had debates with colleagues around this potential issue,2016-07-26 00:00:00,  TX, Scientific Experts,0.0858795,0.04216,0,0,0,0,0,0,0
uuid-0cbfa754fd1849b8b7e7402a0c57f47c,"TL stated the problem with getting patients on GBM or other trials with brain mets is the length of time to get a definitive diagnosis from pathologist, especially if the tumor is evaluated by community pathologist.",2016-07-26 00:00:00, SOUTH, Clinical Practice Influencers,0.359927,0.13476,0,0,0,0,0,0,0
uuid-ad051cb531c34feeafa09d854eb5e6e5,"NTL spoke about a couple of ongoing pembro trials attempting to define the ""window of opportunity"" regarding the timing of dosing of pembro in the neoadjuvant and/or adjuvant setting; specifically mentioned NCT02296684, goal accrual n=46, currently 16 accrued and are assessing biopsies of patients throughout the course of the study to look at immune cells within the tumor microenvironment in attempts to better understand when the ideal window of opportunity might be",2016-07-26 00:00:00,  TX, Scientific Experts,0.168218,0.135924,0,0,0,0,0,0,0
uuid-66f5311ebe8d410699a54c02295000b5,"NTL quoted that PD-1 data in H&N cancer (didn't specify what agent) is the breakthrough of the decade however when attempting to distinguish PD1 vs PDL1 agents, ORR is a terrible efficacy endpoint to use for I-O agents and the focus should be on OS",2016-07-26 00:00:00,  TX, Scientific Experts,0.087786,0.0643806,0,0,0,0,0,0,0
uuid-9fc296c17eb34b09b933a370ca267dc7,NTL voluntarily shared that KESTREL is accruing well and they expect it to be done by year-end; KN-048 not yet done but could be this year with potential to see pembro monotherapy in the 1L R/M SCCHN setting,2016-07-26 00:00:00,  TX, Scientific Experts,0.247584,0.173644,0,0,0,0,0,0,0
uuid-6822a89fd589426ebdd5970e995c9f27,NTL felt that adding nivo to CRT in H&N cancer won't have a significant increase in benefit and perhaps it would be more beneficial to look at nivo with RT alone (referenced data with cetuximab+CRT vs. Bonner study of cetux+RT),2016-07-26 00:00:00,  TX, Scientific Experts,0.168184,0.0960192,0,0,0,0,0,0,0
uuid-7edfc73a834345f4bf7bdf1c38894177,"NTL felt that when considering the order of how to sequence a PD-1 agent and RT in H&N cancer, it was best to give concurrently however the length of treatment needed to be better defined",2016-07-26 00:00:00,  TX, Scientific Experts,0.202113,0.118307,0,0,0,0,0,0,0
uuid-0ecfd8b858014d8b8260842d490fe4f2,NTL stated that buparlisib is the most promising targeted agent currently being researched in H&N cancer with a 40% ORR being extremely remarkable for this patient population,2016-07-26 00:00:00,  TX, Scientific Experts,0.125498,0.0925662,0,0,0,0,0,0,0
uuid-23b357b2429f4e5f9fd4b6746b1df8c6,NTL commented on high RR with PI3K inhibitor (buparlisib) has nothing to do with mutation and he would not be surprised if they find that on further analysis of the data; he feels as if their data is strong enough for them to consider filing soon,2016-07-26 00:00:00,  TX, Scientific Experts,0.121511,0.0868628,0,0,0,0,0,0,0
uuid-b9eaa17dd0a34071bf6ac702faa8a39a,"Path TL states there have been 200 lung cases tested reflexively in the last 6 months
-TL reports that less than 10% of lung cases seen have had 50% PD-L1 expression or higher",2016-12-14 00:00:00,  VT,  Clinical Practice Influencers,0.168774,-0.00810402,0,0,0,0,0,0,0
uuid-1bd76461693b4c5d91971f136a921b14,"Path TL believes that if the sample is above 30% positive expression patient will respond to therapy
-TL believes that PD-L1 is a terrible biomarker so if the oncologists wants the patient to be positive, then TL considers over 1% pretty much the same as 5% or 30%
-TL stated that we take for granted the origin of biopsy tissue, expression heterogeneity, and the preanalytical factors",2016-12-14 00:00:00,  VT,  Clinical Practice Influencers,0.16319,0.0722187,0,0,0,0,0,0,0
uuid-2b3dc412639f4f7080e1a650914cbed2,"Path TL (NCCN panelist) stated that there are two groups of people on the NCCN board, the majority is all oncologists that want more PD-L1 guidance and higher category of recommendation in the guidelines and there is a minority (including the TL) and some other oncologists who are more conservative and feel that there is not enough information to raise the category and more data and time is needed
-TL stated that it is much harder to reverse something so it is better to be cautious",2016-12-14 00:00:00,  VT,  Clinical Practice Influencers,0.0461042,0.101471,0,0,0,0,0,0,0
uuid-3fed2e6da17140098bb826b055820a5f,"Path TL stated they do PD-L1 testing on all types of tissue and cytology samples except for smears and do not require a minimum of exactly 100 tumor cells
-Path TL said that 95% of the time there is no matching H&E slide and therefore it can be hard to know what they are looking at (macrophages etc.)",2016-12-14 00:00:00,  VT,  Clinical Practice Influencers,0.145177,-0.023862,0,0,0,0,0,0,0
uuid-9df470025630437c87bf8da55daa0069,Academic TL mentioned the community lung TLs are testing for PDL-1 because they believe pembro is more effective in PDL1+ patients.  He said that because we do not need to test there seems to be a perceived absence of benefit in the positive expressers.  He stated that when he shared with the community TLs BMS's data in the PDL1 >5% and >10% they were very surprised and frustrated to why they have not heard of the data but will likely switch to nivo.,2016-05-31 00:00:00, N. CA,  Scientific Experts,0.208499,0.129777,0,0,0,0,0,0,0
uuid-39efcf62f5d249e6b0a166dfc5551535,"SCCHN RTL believes that nivo and pembro are similar in efficacy, but does not feel confident in the use of durva based on frequency of re-radiation observed her patients on trial.  RTL also feels that while EXTREME is standard of care it's unfortunate to see 1L studies using the regimen as a comparator arm as patients often discontinue due to severe toxicity.",2016-05-31 00:00:00, N. CA,  Scientific Experts,0.322285,0.22982,0,0,0,0,0,0,0
uuid-8bb3e123daa74277b936c159dc40648e,"Path TL states that there were a few 22C3 requests when pembro was approved 1L but once the oncologists were educated in PD-L1 testing they were ok with E1L3N LDT
-TL states that if reimbursement doesn?t care about the antibody or assay then bringing in-house an FDA-approved IVD is not necessary",2016-12-14 00:00:00,  VT,  Clinical Practice Influencers,0.146384,-0.0209313,0,0,0,0,0,0,0
uuid-c35539115dc544d4af6bb314f55f7fe6,TL interested in studies looking at Nivo in transplanted (per ACC guidelines) patients who may be at risk of developing secondary malignancies.  TL sees a huge need there that's not being addressed.,2016-05-31 00:00:00,  TX, High Disease Burden Clinicians,0.189204,0.114521,0,0,0,0,0,0,0
uuid-63f80a5be80a45ce959efc94a07f59a4,"Front Line SCCHN trial : Why did BMS pick EXTREME as the comparator, NOBODY tolerates that regimen!",2016-05-31 00:00:00, E. TN, N/A,0.114593,0.0336856,0,0,0,0,0,0,0
uuid-521986f80bdf48a3b4933d975261061d,HCP thinks that with the immune agents medical science can explore cures instead of only trying to palliate disease and extend life for short periods of time.,2016-05-31 00:00:00,  MT, High Disease Burden Clinicians,0.104795,0.101587,0,0,0,0,0,0,0
uuid-800e40cfbe2a48bea907e90eaa967c38,TL thinks that the most positive aspect of NIVO other than the efficacy is the easy administration.  There are few concerns about the short and relatively uneventful IV administration.,2016-05-31 00:00:00,  MT, High Disease Burden Clinicians,0.172086,0.125737,0,0,0,0,0,0,0
uuid-f67986b61e11484db8506ee3ce3bc951,"A TL from the Boston area made the following comments around irRECIST in NSCLC treated with Nivolumab. There was a correlation between site of tumor. Example, liver mets had less overall response, vs. adrenal lesions had the most overall response.",2016-06-01 00:00:00,  VT, Scientific Experts,0.0427481,0.0767499,0,0,0,0,0,0,0
uuid-10c9db68a42149e2a89a9c8989c81c81,"A key oncologist from a New England academic hospital shared information on his thinking and his clinical practice in managing IO agents in patients with endocrine-related immune-mediated adverse reactions.  In his opinion, adverse events affecting the endocrine organs such as the thyroid and pituitary glands can be managed by administering the appropriate hormone replacement with discontinuing the IO agent.  He believes that value provided by IO agents including the potential for a complete remission is too important to sacrifice to avoid an adverse event that can be easily managed.",2016-12-14 00:00:00, NH, Access Influencers,0.14463,-0.0192459,0,0,0,0,0,0,0
