doc_id,subset,subset_name,value
uuid-10c9db68a42149e2a89a9c8989c81c81,Subset 1,Segmentation, Access Influencers
uuid-3f115589063b4e24acc43b796b7657ef,Subset 0,Territory, MI
uuid-3f115589063b4e24acc43b796b7657ef,Subset 1,Segmentation, Access Influencers
uuid-75b617b45ec0469b80f6de752af0e56b,Subset 0,Territory, MI
uuid-75b617b45ec0469b80f6de752af0e56b,Subset 1,Segmentation, Access Influencers
uuid-422bddf5260142c3bb76659152de04ce,Subset 0,Territory,  UPSTATE NY
uuid-422bddf5260142c3bb76659152de04ce,Subset 1,Segmentation,  Scientific Experts
uuid-c9747bd3d58d4db0a58836cf05cde291,Subset 0,Territory,  UPSTATE NY
uuid-c9747bd3d58d4db0a58836cf05cde291,Subset 1,Segmentation,  Scientific Experts
uuid-fabec3590af04e479f3f1ef3a130d9a5,Subset 0,Territory, CENTRAL
uuid-fabec3590af04e479f3f1ef3a130d9a5,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-e1d26f0314eb4da0899e97f242fae304,Subset 0,Territory,  UPSTATE NY
uuid-e1d26f0314eb4da0899e97f242fae304,Subset 1,Segmentation,  Scientific Experts
uuid-4aeb8212910042b2928bfc72451968e9,Subset 0,Territory, CENTRAL
uuid-4aeb8212910042b2928bfc72451968e9,Subset 1,Segmentation, Scientific Experts
uuid-30603350876146a299f10888a71754be,Subset 0,Territory,  CT
uuid-30603350876146a299f10888a71754be,Subset 1,Segmentation, Clinical Practice Influencers
uuid-b3ec6c31c01d416ba036d24241eba32d,Subset 0,Territory, CENTRAL
uuid-b3ec6c31c01d416ba036d24241eba32d,Subset 1,Segmentation,  Scientific Experts
uuid-ed3a0d99e08149ec855c8d33a21f15cb,Subset 0,Territory, CENTRAL
uuid-ed3a0d99e08149ec855c8d33a21f15cb,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-e3b2511f71f845668d92b7a9d8d499e5,Subset 0,Territory,  CT
uuid-e3b2511f71f845668d92b7a9d8d499e5,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-f6a0e191854e48a59533cac00ab01e9c,Subset 0,Territory,  MD
uuid-f6a0e191854e48a59533cac00ab01e9c,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-5a1feb917dbc44e5ad0183dc3d5c7813,Subset 0,Territory," SOUTH
AK"
uuid-5a1feb917dbc44e5ad0183dc3d5c7813,Subset 1,Segmentation, Clinical Practice Influencers
uuid-64781cd8e6aa4b2f8c15d83fd56b8e7a,Subset 0,Territory," SOUTH
AK"
uuid-64781cd8e6aa4b2f8c15d83fd56b8e7a,Subset 1,Segmentation, Clinical Practice Influencers
uuid-f78da841b8ec44f3a95ddbc8ddb3daf6,Subset 0,Territory,  MD
uuid-f78da841b8ec44f3a95ddbc8ddb3daf6,Subset 1,Segmentation, Clinical Practice Influencers
uuid-d00672d28f9f4e1b9498241af87d4877,Subset 0,Territory,  MD
uuid-d00672d28f9f4e1b9498241af87d4877,Subset 1,Segmentation, Clinical Practice Influencers
uuid-5b3e7dee53ac421ea5ab78f99f6022b3,Subset 0,Territory,  MD
uuid-5b3e7dee53ac421ea5ab78f99f6022b3,Subset 1,Segmentation, Clinical Practice Influencers
uuid-0d81eef81fc04b2dafabaaee0a93d0ad,Subset 0,Territory,  MD
uuid-0d81eef81fc04b2dafabaaee0a93d0ad,Subset 1,Segmentation, Clinical Practice Influencers
uuid-448441773ec64c1ead91e551c229bb88,Subset 0,Territory," MID-ATLANTIC
SC"
uuid-448441773ec64c1ead91e551c229bb88,Subset 1,Segmentation, Clinical Practice Influencers
uuid-08090d06a31c47f3b62a4bb64117759f,Subset 0,Territory,  MS
uuid-08090d06a31c47f3b62a4bb64117759f,Subset 1,Segmentation, Clinical Practice Influencers
uuid-10113251a49344b4893499102781b628,Subset 0,Territory,  MS
uuid-10113251a49344b4893499102781b628,Subset 1,Segmentation, Clinical Practice Influencers
uuid-8bf176b93bea4c5dba780af21e5fb1db,Subset 0,Territory,  MS
uuid-8bf176b93bea4c5dba780af21e5fb1db,Subset 1,Segmentation, Clinical Practice Influencers
uuid-06a74dc667a846d7a40b69a9dfd960fb,Subset 0,Territory,  MS
uuid-06a74dc667a846d7a40b69a9dfd960fb,Subset 1,Segmentation, Clinical Practice Influencers
uuid-dc595bf516da479199bd19f1cbbdf4a8,Subset 0,Territory, N. CA
uuid-dc595bf516da479199bd19f1cbbdf4a8,Subset 1,Segmentation,  Scientific Experts
uuid-4645dd4e5f364a6399563ba7712b9225,Subset 0,Territory,  VT
uuid-4645dd4e5f364a6399563ba7712b9225,Subset 1,Segmentation, Clinical Practice Influencers
uuid-b5a996a217f0479499911cc40dc9cbcf,Subset 0,Territory, E. PA
uuid-b5a996a217f0479499911cc40dc9cbcf,Subset 1,Segmentation, Clinical Practice Influencers
uuid-e5886d326ae5443e9648c07d2bb6eec8,Subset 0,Territory,  DE
uuid-e5886d326ae5443e9648c07d2bb6eec8,Subset 1,Segmentation, Access Influencers
uuid-4ae1238cd618434fa4c3bf1cfd7e3a7b,Subset 0,Territory,  VT
uuid-4ae1238cd618434fa4c3bf1cfd7e3a7b,Subset 1,Segmentation,  Clinical Practice Influencers
uuid-74be7dbefa164c8fba3026249a7b3fcd,Subset 0,Territory,  NV
uuid-74be7dbefa164c8fba3026249a7b3fcd,Subset 1,Segmentation, Access Influencers
uuid-6c9315e0878244169c6d984854e820ca,Subset 0,Territory, IOCL Lead - HEME
uuid-6c9315e0878244169c6d984854e820ca,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-4e051fed7b994b0cb3581843e9fa03bb,Subset 0,Territory, IOCL Lead - HEME
uuid-4e051fed7b994b0cb3581843e9fa03bb,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-d22d8d0ece1c413793bdbc16f7a531cc,Subset 0,Territory,  MT
uuid-d22d8d0ece1c413793bdbc16f7a531cc,Subset 1,Segmentation, Clinical Practice Influencers
uuid-8b1f2516c1aa48edb11173bfb372d863,Subset 0,Territory,  MT
uuid-8b1f2516c1aa48edb11173bfb372d863,Subset 1,Segmentation, Clinical Practice Influencers
uuid-ca427a8701ad4aa18a1ec01379a48c81,Subset 0,Territory,  MT
uuid-ca427a8701ad4aa18a1ec01379a48c81,Subset 1,Segmentation, Clinical Practice Influencers
uuid-54bf6924244a484783b7744c90dff5ee,Subset 0,Territory,  VT
uuid-54bf6924244a484783b7744c90dff5ee,Subset 1,Segmentation,  Scientific Experts
uuid-c460e9cb41174a779e8233ebb7d3c993,Subset 0,Territory,  VT
uuid-c460e9cb41174a779e8233ebb7d3c993,Subset 1,Segmentation,  Scientific Experts
uuid-de9b1ac832cb441aae2e1a76062f0fd2,Subset 0,Territory,  VT
uuid-de9b1ac832cb441aae2e1a76062f0fd2,Subset 1,Segmentation,  Scientific Experts
uuid-ca9d7e5981064550941260f310f7df3b,Subset 0,Territory, CENTRAL
uuid-ca9d7e5981064550941260f310f7df3b,Subset 1,Segmentation, Scientific Experts
uuid-516780c638d247ee9e2e235e6aee172e,Subset 0,Territory,  UPSTATE NY
uuid-516780c638d247ee9e2e235e6aee172e,Subset 1,Segmentation,  Scientific Experts
uuid-b09066ca46674e2fb0aaa785984f34f4,Subset 0,Territory,  MD
uuid-b09066ca46674e2fb0aaa785984f34f4,Subset 1,Segmentation, Clinical Practice Influencers
uuid-7716bbe748734e3d9a5381cc325a78e1,Subset 0,Territory, CENTRAL
uuid-7716bbe748734e3d9a5381cc325a78e1,Subset 1,Segmentation, Scientific Experts
uuid-cd53b5543f3a4fe9907dfc79b369f00b,Subset 0,Territory, CENTRAL
uuid-cd53b5543f3a4fe9907dfc79b369f00b,Subset 1,Segmentation, Scientific Experts
uuid-a6f4a439db854f25a4787ba0264bef39,Subset 0,Territory, KS
uuid-a6f4a439db854f25a4787ba0264bef39,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-b9bd7b7f885341199800a1c11d941b04,Subset 0,Territory,  TX
uuid-b9bd7b7f885341199800a1c11d941b04,Subset 1,Segmentation, N/A
uuid-83f77a92303849f28978f745a550758e,Subset 0,Territory," NORTH CENTRAL
IA"
uuid-83f77a92303849f28978f745a550758e,Subset 1,Segmentation, Clinical Practice Influencers
uuid-9cf5d4a84f5d46deb87d64642237dac4,Subset 0,Territory," NORTH CENTRAL
IA"
uuid-9cf5d4a84f5d46deb87d64642237dac4,Subset 1,Segmentation, Scientific Experts
uuid-1e4bb58d11b9412c86ead46edb4b9d8b,Subset 0,Territory, KS
uuid-1e4bb58d11b9412c86ead46edb4b9d8b,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-5ed4b1a69dd1466d99a99c6ab42e48ae,Subset 0,Territory, E. PA
uuid-5ed4b1a69dd1466d99a99c6ab42e48ae,Subset 1,Segmentation, Clinical Practice Influencers
uuid-6cc8a4dd98e4417d8c4c3f2e8325e68a,Subset 0,Territory, New York City - ST1
uuid-6cc8a4dd98e4417d8c4c3f2e8325e68a,Subset 1,Segmentation, Scientific Experts
uuid-dae87cec3ad8482b946165694ebc11c6,Subset 0,Territory, New York City - ST1
uuid-dae87cec3ad8482b946165694ebc11c6,Subset 1,Segmentation, Clinical Practice Influencers
uuid-b6d36f9c2bae43ceb50d5554fb9c3e42,Subset 0,Territory, E. PA
uuid-b6d36f9c2bae43ceb50d5554fb9c3e42,Subset 1,Segmentation, Clinical Practice Influencers
uuid-6bdc00b95e674ecb91572f3c82549097,Subset 0,Territory, E. PA
uuid-6bdc00b95e674ecb91572f3c82549097,Subset 1,Segmentation, Clinical Practice Influencers
uuid-c1ac6c1af37649f5b5af87f48f5b605b,Subset 0,Territory, KS
uuid-c1ac6c1af37649f5b5af87f48f5b605b,Subset 1,Segmentation, Clinical Practice Influencers
uuid-1434b601545e4a2fb0d31ae5ecafc6ee,Subset 0,Territory,  VT
uuid-1434b601545e4a2fb0d31ae5ecafc6ee,Subset 1,Segmentation, Clinical Practice Influencers
uuid-f98a7b4657e5499d9562520b5034e3d9,Subset 0,Territory, IOCL Lead - ST2- North
uuid-f98a7b4657e5499d9562520b5034e3d9,Subset 1,Segmentation, Clinical Practice Influencers
uuid-99fc69e9d6944c90a11c250a166de454,Subset 0,Territory, East
uuid-99fc69e9d6944c90a11c250a166de454,Subset 1,Segmentation,  Scientific Experts
uuid-eff7081a079c41bca1e70a2a17571a8b,Subset 0,Territory,  VT
uuid-eff7081a079c41bca1e70a2a17571a8b,Subset 1,Segmentation,  Scientific Experts
uuid-6aeeed80aad546e8a4eae03330771454,Subset 0,Territory, IOCL Lead -ST2 - North
uuid-6aeeed80aad546e8a4eae03330771454,Subset 1,Segmentation, N/A
uuid-e5c67338f1644cf6bb87522665f4acda,Subset 0,Territory, SOUTH
uuid-e5c67338f1644cf6bb87522665f4acda,Subset 1,Segmentation,  Scientific Experts
uuid-8f991c38630841f3aabafd3fd8f27a27,Subset 0,Territory,  TX
uuid-8f991c38630841f3aabafd3fd8f27a27,Subset 1,Segmentation, Clinical Practice Influencers
uuid-d9efa4bb7dfd429e8873441d89b4af35,Subset 0,Territory,  MS
uuid-d9efa4bb7dfd429e8873441d89b4af35,Subset 1,Segmentation, Clinical Practice Influencers
uuid-188b8d9ee80547df8d7a4fa8200741f4,Subset 0,Territory, IOCL Lead - ST2- North
uuid-188b8d9ee80547df8d7a4fa8200741f4,Subset 1,Segmentation, N/A
uuid-11ea454fa4d04c0fbfd702b7d0b35996,Subset 0,Territory," MID-ATLANTIC
SC"
uuid-11ea454fa4d04c0fbfd702b7d0b35996,Subset 1,Segmentation, Clinical Practice Influencers
uuid-c29b6c0945c94b55a2f5c2047ed00db0,Subset 0,Territory," MID-ATLANTIC
SC"
uuid-c29b6c0945c94b55a2f5c2047ed00db0,Subset 1,Segmentation, Clinical Practice Influencers
uuid-2aa3b607fc6a436db358140661e044f1,Subset 0,Territory," MID-ATLANTIC
SC"
uuid-2aa3b607fc6a436db358140661e044f1,Subset 1,Segmentation, Clinical Practice Influencers
uuid-d44de31e22064c84b881eacd8b308459,Subset 0,Territory, WA
uuid-d44de31e22064c84b881eacd8b308459,Subset 1,Segmentation, Access Influencers
uuid-3ded94652bd0443fb95571cc5aabcf38,Subset 0,Territory, MI
uuid-3ded94652bd0443fb95571cc5aabcf38,Subset 1,Segmentation, N/A
uuid-3eb056aef0274f7385d761900a99b8f2,Subset 0,Territory, WA
uuid-3eb056aef0274f7385d761900a99b8f2,Subset 1,Segmentation, Access Influencers
uuid-abe9f19a6e1f49a888a953c6f3e12217,Subset 0,Territory, WA
uuid-abe9f19a6e1f49a888a953c6f3e12217,Subset 1,Segmentation, Access Influencers
uuid-91f085231d074e328f1721b03450c193,Subset 0,Territory, KS
uuid-91f085231d074e328f1721b03450c193,Subset 1,Segmentation, Clinical Practice Influencers
uuid-d84a5fcee7514c9baf6b521298588006,Subset 0,Territory, NH
uuid-d84a5fcee7514c9baf6b521298588006,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-09d95030cb0944d5a8cc3ae98961aae6,Subset 0,Territory, KS
uuid-09d95030cb0944d5a8cc3ae98961aae6,Subset 1,Segmentation, Clinical Practice Influencers
uuid-7309720016de427fa4d13154d2a9281d,Subset 0,Territory,  NV
uuid-7309720016de427fa4d13154d2a9281d,Subset 1,Segmentation, Clinical Practice Influencers
uuid-8f37d7eaa9b24eb2a036706920a06737,Subset 0,Territory," SOUTHEAST
GA"
uuid-8f37d7eaa9b24eb2a036706920a06737,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-59c7f04dca3a475fa3206b848680e2c0,Subset 0,Territory, E. TN
uuid-59c7f04dca3a475fa3206b848680e2c0,Subset 1,Segmentation,  Scientific Experts
uuid-6f963d38291043b484203b142208fa91,Subset 0,Territory, E. TN
uuid-6f963d38291043b484203b142208fa91,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-e3d7ae241bac4b9d90da084c6ed950d8,Subset 0,Territory, E. TN
uuid-e3d7ae241bac4b9d90da084c6ed950d8,Subset 1,Segmentation,  Scientific Experts
uuid-7f88606c8da843dba945db2f56a61ccb,Subset 0,Territory,  TX
uuid-7f88606c8da843dba945db2f56a61ccb,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-b70e0deb738c4a57b4d6c93f9225ef90,Subset 0,Territory, S. CA
uuid-b70e0deb738c4a57b4d6c93f9225ef90,Subset 1,Segmentation, Scientific Experts
uuid-9789a3a33f1241eaaef73825c7683efb,Subset 0,Territory,  UPSTATE NY
uuid-9789a3a33f1241eaaef73825c7683efb,Subset 1,Segmentation, Clinical Practice Influencers
uuid-6b5bf812553b43e89cf01deafe99b7b6,Subset 0,Territory, ND
uuid-6b5bf812553b43e89cf01deafe99b7b6,Subset 1,Segmentation, Scientific Experts
uuid-96e18564b59f4131b8c06dfded3dfeea,Subset 0,Territory,  TX
uuid-96e18564b59f4131b8c06dfded3dfeea,Subset 1,Segmentation, High Disease Burden Clinicians
uuid-849fa0c676eb48088f24bad6e530933a,Subset 0,Territory,  IN
uuid-849fa0c676eb48088f24bad6e530933a,Subset 1,Segmentation, Clinical Practice Influencers
uuid-2100859c186d4c7985ade33189ccdd20,Subset 0,Territory,  NV
uuid-2100859c186d4c7985ade33189ccdd20,Subset 1,Segmentation, Clinical Practice Influencers
uuid-02a2e3a9aa53431b94f0b7773895b627,Subset 0,Territory, E. TN
uuid-02a2e3a9aa53431b94f0b7773895b627,Subset 1,Segmentation,  Scientific Experts
