doc_id,term,association
uuid-38b870589a0f4fda93afdfdf841a5b1f,respond,0.385016
uuid-58956b01eebd4d2786bedcfedf96af2a,Nivo,0.451618
uuid-58956b01eebd4d2786bedcfedf96af2a,patients,0.319239
uuid-58956b01eebd4d2786bedcfedf96af2a,pembro,0.603401
uuid-58956b01eebd4d2786bedcfedf96af2a,nivolumab,0.311386
uuid-58956b01eebd4d2786bedcfedf96af2a,1L,0.680632
uuid-58956b01eebd4d2786bedcfedf96af2a,shared,0.319761
uuid-58956b01eebd4d2786bedcfedf96af2a,RCC,0.495697
uuid-58956b01eebd4d2786bedcfedf96af2a,2L,0.680356
uuid-58956b01eebd4d2786bedcfedf96af2a,pts,0.34725
uuid-58956b01eebd4d2786bedcfedf96af2a,stated,0.353874
uuid-58956b01eebd4d2786bedcfedf96af2a,approval,0.490099
uuid-58956b01eebd4d2786bedcfedf96af2a,atezo,0.501316
uuid-58956b01eebd4d2786bedcfedf96af2a,preferred,0.556566
uuid-58956b01eebd4d2786bedcfedf96af2a,monotherapy,0.545381
uuid-58956b01eebd4d2786bedcfedf96af2a,using nivo,0.709682
uuid-58956b01eebd4d2786bedcfedf96af2a,combo,0.352909
uuid-58956b01eebd4d2786bedcfedf96af2a,clinical trials,0.377801
uuid-58956b01eebd4d2786bedcfedf96af2a,indication,0.304595
uuid-58956b01eebd4d2786bedcfedf96af2a,NSCLC patients,0.311675
uuid-58956b01eebd4d2786bedcfedf96af2a,approved,0.498105
uuid-58956b01eebd4d2786bedcfedf96af2a,SCCHN,0.502845
uuid-58956b01eebd4d2786bedcfedf96af2a,tumor types,0.375217
uuid-58956b01eebd4d2786bedcfedf96af2a,LTL,0.389343
uuid-58956b01eebd4d2786bedcfedf96af2a,SCLC,0.344217
uuid-58956b01eebd4d2786bedcfedf96af2a,feels,0.375195
uuid-58956b01eebd4d2786bedcfedf96af2a,Regional TL,0.312913
uuid-58956b01eebd4d2786bedcfedf96af2a,RTL stated,0.630569
uuid-58956b01eebd4d2786bedcfedf96af2a,TL shared,0.349459
uuid-58956b01eebd4d2786bedcfedf96af2a,option,0.522719
uuid-58956b01eebd4d2786bedcfedf96af2a,bladder,0.47076
uuid-0697d863a4bb440bab10b8a4a5da2a3c,patients,0.453799
uuid-0697d863a4bb440bab10b8a4a5da2a3c,Opdivo,0.62794
uuid-0697d863a4bb440bab10b8a4a5da2a3c,dose,0.532582
uuid-0697d863a4bb440bab10b8a4a5da2a3c,preferred,0.312761
uuid-0697d863a4bb440bab10b8a4a5da2a3c,drug,0.391552
uuid-0697d863a4bb440bab10b8a4a5da2a3c,Keytruda,0.470398
uuid-0697d863a4bb440bab10b8a4a5da2a3c,flat dosing,0.666491
uuid-50e922a8c9184edb95bfbb03c6a90a7f,TL,0.399092
uuid-50e922a8c9184edb95bfbb03c6a90a7f,RTL,0.363485
uuid-50e922a8c9184edb95bfbb03c6a90a7f,lung,0.429834
uuid-50e922a8c9184edb95bfbb03c6a90a7f,1L,0.35826
uuid-50e922a8c9184edb95bfbb03c6a90a7f,shared,0.395215
uuid-50e922a8c9184edb95bfbb03c6a90a7f,commented,0.336493
uuid-50e922a8c9184edb95bfbb03c6a90a7f,RCC,0.538187
uuid-50e922a8c9184edb95bfbb03c6a90a7f,TL stated,0.683662
uuid-50e922a8c9184edb95bfbb03c6a90a7f,2L,0.317754
uuid-50e922a8c9184edb95bfbb03c6a90a7f,institution,0.336636
uuid-50e922a8c9184edb95bfbb03c6a90a7f,stated,0.473154
uuid-50e922a8c9184edb95bfbb03c6a90a7f,PD-L1,0.477
uuid-50e922a8c9184edb95bfbb03c6a90a7f,approval,0.335017
uuid-50e922a8c9184edb95bfbb03c6a90a7f,PD-L1 testing,0.517595
uuid-50e922a8c9184edb95bfbb03c6a90a7f,testing,0.605866
uuid-50e922a8c9184edb95bfbb03c6a90a7f,expressed,0.349457
uuid-50e922a8c9184edb95bfbb03c6a90a7f,clinical trials,0.310086
uuid-50e922a8c9184edb95bfbb03c6a90a7f,PDL1 testing,0.718915
uuid-50e922a8c9184edb95bfbb03c6a90a7f,NSCLC patients,0.54471
uuid-50e922a8c9184edb95bfbb03c6a90a7f,SCCHN,0.540787
uuid-50e922a8c9184edb95bfbb03c6a90a7f,tumor types,0.510929
uuid-50e922a8c9184edb95bfbb03c6a90a7f,LTL,0.371508
uuid-50e922a8c9184edb95bfbb03c6a90a7f,TLs,0.457786
uuid-50e922a8c9184edb95bfbb03c6a90a7f,academic,0.324158
uuid-50e922a8c9184edb95bfbb03c6a90a7f,Regional TL,0.426914
uuid-50e922a8c9184edb95bfbb03c6a90a7f,RTL stated,0.478905
uuid-50e922a8c9184edb95bfbb03c6a90a7f,TL shared,0.411718
uuid-50e922a8c9184edb95bfbb03c6a90a7f,biomarker,0.320335
uuid-50e922a8c9184edb95bfbb03c6a90a7f,bladder,0.432808
uuid-b04d57870ca240edb4c7aba01b6ba51d,BMS,0.418691
uuid-b04d57870ca240edb4c7aba01b6ba51d,PDL1,0.391438
uuid-b04d57870ca240edb4c7aba01b6ba51d,discussed,0.329364
uuid-b04d57870ca240edb4c7aba01b6ba51d,commented,0.514768
uuid-b04d57870ca240edb4c7aba01b6ba51d,Merck,0.317845
uuid-b04d57870ca240edb4c7aba01b6ba51d,stated,0.511153
uuid-b04d57870ca240edb4c7aba01b6ba51d,OS,0.37841
uuid-b04d57870ca240edb4c7aba01b6ba51d,regards,0.436158
uuid-b04d57870ca240edb4c7aba01b6ba51d,data,0.724062
uuid-b04d57870ca240edb4c7aba01b6ba51d,expressed,0.354774
uuid-b04d57870ca240edb4c7aba01b6ba51d,indication,0.32366
uuid-b04d57870ca240edb4c7aba01b6ba51d,PFS,0.352307
uuid-b04d57870ca240edb4c7aba01b6ba51d,ORR,0.355689
uuid-b04d57870ca240edb4c7aba01b6ba51d,nivo and pembro,0.336932
uuid-b04d57870ca240edb4c7aba01b6ba51d,impressed,0.484118
uuid-b04d57870ca240edb4c7aba01b6ba51d,Regional TL,0.35756
uuid-b04d57870ca240edb4c7aba01b6ba51d,PDL1 expression,0.337783
uuid-b04d57870ca240edb4c7aba01b6ba51d,NCCN,0.509969
uuid-99fa36bc54344725be351a0061e1b615,1L,0.346915
uuid-99fa36bc54344725be351a0061e1b615,PDL1,0.514631
uuid-99fa36bc54344725be351a0061e1b615,efficacy,0.341787
uuid-99fa36bc54344725be351a0061e1b615,PD-L1,0.306931
uuid-99fa36bc54344725be351a0061e1b615,atezo,0.301032
uuid-99fa36bc54344725be351a0061e1b615,regards,0.391898
uuid-99fa36bc54344725be351a0061e1b615,indication,0.444588
uuid-99fa36bc54344725be351a0061e1b615,approved,0.338467
uuid-99fa36bc54344725be351a0061e1b615,nivo and pembro,0.450333
uuid-99fa36bc54344725be351a0061e1b615,believes,0.440199
uuid-99fa36bc54344725be351a0061e1b615,label,0.355937
uuid-99fa36bc54344725be351a0061e1b615,PDL1 expression,0.605817
uuid-99fa36bc54344725be351a0061e1b615,option,0.332987
uuid-99fa36bc54344725be351a0061e1b615,biomarker,0.465249
uuid-b5f0defa99d44ccea4c7714fc088e323,Opdivo,0.520346
uuid-b5f0defa99d44ccea4c7714fc088e323,dose,0.640795
uuid-b5f0defa99d44ccea4c7714fc088e323,toxicity,0.428314
uuid-b5f0defa99d44ccea4c7714fc088e323,regimen,0.39159
uuid-b5f0defa99d44ccea4c7714fc088e323,physicians,0.498482
uuid-b5f0defa99d44ccea4c7714fc088e323,treatment,0.338164
uuid-b5f0defa99d44ccea4c7714fc088e323,Keytruda,0.356374
uuid-b5f0defa99d44ccea4c7714fc088e323,flat dosing,0.486783
uuid-5c70926db46d4984abc3e13a497a1113,patients,0.573059
uuid-5c70926db46d4984abc3e13a497a1113,Opdivo,0.415858
uuid-5c70926db46d4984abc3e13a497a1113,therapy,0.489293
uuid-5c70926db46d4984abc3e13a497a1113,nivolumab,0.472227
uuid-5c70926db46d4984abc3e13a497a1113,treated,0.463163
uuid-5c70926db46d4984abc3e13a497a1113,approval,0.369751
uuid-5c70926db46d4984abc3e13a497a1113,physicians,0.316085
uuid-5c70926db46d4984abc3e13a497a1113,treatment,0.383186
uuid-5c70926db46d4984abc3e13a497a1113,using nivo,0.421793
uuid-5c70926db46d4984abc3e13a497a1113,mentioned,0.377373
uuid-5c70926db46d4984abc3e13a497a1113,cHL,0.565897
uuid-5c70926db46d4984abc3e13a497a1113,RTL stated,0.326038
uuid-576e178f98404572ab09f845d009aa86,Nivo,0.404858
uuid-576e178f98404572ab09f845d009aa86,pembro,0.446317
uuid-576e178f98404572ab09f845d009aa86,1L,0.319149
uuid-576e178f98404572ab09f845d009aa86,trial,0.561853
uuid-576e178f98404572ab09f845d009aa86,regimen,0.316346
uuid-576e178f98404572ab09f845d009aa86,combination,0.513952
uuid-576e178f98404572ab09f845d009aa86,chemo,0.400549
uuid-576e178f98404572ab09f845d009aa86,pts,0.364572
uuid-576e178f98404572ab09f845d009aa86,Ipi,0.499646
uuid-576e178f98404572ab09f845d009aa86,monotherapy,0.432858
uuid-576e178f98404572ab09f845d009aa86,combo,0.564991
uuid-576e178f98404572ab09f845d009aa86,clinical trials,0.416011
uuid-576e178f98404572ab09f845d009aa86,PD1,0.316737
uuid-576e178f98404572ab09f845d009aa86,chemotherapy,0.355899
uuid-576e178f98404572ab09f845d009aa86,impressed,0.318374
uuid-576e178f98404572ab09f845d009aa86,vs,0.421104
uuid-576e178f98404572ab09f845d009aa86,feels,0.410167
uuid-4b0305ca996c4437a4ec021c9f1bae4e,pembro,0.334004
uuid-4b0305ca996c4437a4ec021c9f1bae4e,trial,0.644004
uuid-4b0305ca996c4437a4ec021c9f1bae4e,clinical trials,0.36659
uuid-4f31ccc202474624ac07fb172795fd63,Nivo,0.619491
uuid-4f31ccc202474624ac07fb172795fd63,patients,0.609138
uuid-4f31ccc202474624ac07fb172795fd63,pembro,0.327205
uuid-4f31ccc202474624ac07fb172795fd63,therapy,0.438927
uuid-4f31ccc202474624ac07fb172795fd63,dose,0.368464
uuid-4f31ccc202474624ac07fb172795fd63,nivolumab,0.341595
uuid-4f31ccc202474624ac07fb172795fd63,1L,0.30951
uuid-4f31ccc202474624ac07fb172795fd63,toxicity,0.442256
uuid-4f31ccc202474624ac07fb172795fd63,efficacy,0.335878
uuid-4f31ccc202474624ac07fb172795fd63,regimen,0.65024
uuid-4f31ccc202474624ac07fb172795fd63,combination,0.450085
uuid-4f31ccc202474624ac07fb172795fd63,chemo,0.629482
uuid-4f31ccc202474624ac07fb172795fd63,2L,0.352781
uuid-4f31ccc202474624ac07fb172795fd63,pts,0.542951
uuid-4f31ccc202474624ac07fb172795fd63,Ipi,0.529003
uuid-4f31ccc202474624ac07fb172795fd63,monotherapy,0.62566
uuid-4f31ccc202474624ac07fb172795fd63,treatment,0.462664
uuid-4f31ccc202474624ac07fb172795fd63,using nivo,0.328419
uuid-4f31ccc202474624ac07fb172795fd63,response,0.392142
uuid-4f31ccc202474624ac07fb172795fd63,combo,0.492624
uuid-4f31ccc202474624ac07fb172795fd63,PD1,0.471529
uuid-4f31ccc202474624ac07fb172795fd63,progression,0.549747
uuid-4f31ccc202474624ac07fb172795fd63,believes,0.317462
uuid-4f31ccc202474624ac07fb172795fd63,chemotherapy,0.568509
uuid-4f31ccc202474624ac07fb172795fd63,vs,0.334214
uuid-4f31ccc202474624ac07fb172795fd63,respond,0.42019
uuid-4f31ccc202474624ac07fb172795fd63,feels,0.386136
uuid-4f31ccc202474624ac07fb172795fd63,option,0.478295
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,Nivo,0.312475
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,patients,0.850619
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,Opdivo,0.404304
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,therapy,0.762943
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,nivolumab,0.592856
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,regimen,0.518525
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,treated,0.60689
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,chemo,0.414174
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,pts,0.624303
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,monotherapy,0.433062
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,treatment,0.737823
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,using nivo,0.334877
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,response,0.53888
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,PD1,0.491106
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,cHL,0.49442
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,progression,0.765719
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,chemotherapy,0.510438
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,respond,0.527161
uuid-fad9cbcb9a5d45ec8506f0d0248beee1,option,0.37696
uuid-709d85ada66944bd9129b524fba83dcb,Nivo,0.518906
uuid-709d85ada66944bd9129b524fba83dcb,patients,0.603314
uuid-709d85ada66944bd9129b524fba83dcb,therapy,0.613093
uuid-709d85ada66944bd9129b524fba83dcb,nivolumab,0.524002
uuid-709d85ada66944bd9129b524fba83dcb,regimen,0.32462
uuid-709d85ada66944bd9129b524fba83dcb,treated,0.355537
uuid-709d85ada66944bd9129b524fba83dcb,combination,0.341742
uuid-709d85ada66944bd9129b524fba83dcb,chemo,0.419675
uuid-709d85ada66944bd9129b524fba83dcb,pts,0.306978
uuid-709d85ada66944bd9129b524fba83dcb,Ipi,0.34344
uuid-709d85ada66944bd9129b524fba83dcb,preferred,0.320369
uuid-709d85ada66944bd9129b524fba83dcb,monotherapy,0.451759
uuid-709d85ada66944bd9129b524fba83dcb,treatment,0.435678
uuid-709d85ada66944bd9129b524fba83dcb,using nivo,0.506816
uuid-709d85ada66944bd9129b524fba83dcb,PD1,0.429823
uuid-709d85ada66944bd9129b524fba83dcb,cHL,0.459035
uuid-709d85ada66944bd9129b524fba83dcb,progression,0.311345
uuid-709d85ada66944bd9129b524fba83dcb,chemotherapy,0.534837
uuid-709d85ada66944bd9129b524fba83dcb,option,0.412203
uuid-29f66aaa72a6428f8c71b1e96d4116f7,Ipi,0.407461
uuid-29f66aaa72a6428f8c71b1e96d4116f7,data,0.381166
uuid-29f66aaa72a6428f8c71b1e96d4116f7,ORR,0.328628
uuid-c5590c44dab345a08db5885dae953c57,Nivo,0.609217
uuid-c5590c44dab345a08db5885dae953c57,pembro,0.779728
uuid-c5590c44dab345a08db5885dae953c57,dose,0.616045
uuid-c5590c44dab345a08db5885dae953c57,1L,0.435211
uuid-c5590c44dab345a08db5885dae953c57,2L,0.596316
uuid-c5590c44dab345a08db5885dae953c57,agents,0.409146
uuid-c5590c44dab345a08db5885dae953c57,Ipi,0.482687
uuid-c5590c44dab345a08db5885dae953c57,approval,0.346593
uuid-c5590c44dab345a08db5885dae953c57,atezo,0.760509
uuid-c5590c44dab345a08db5885dae953c57,preferred,0.613528
uuid-c5590c44dab345a08db5885dae953c57,monotherapy,0.445281
uuid-c5590c44dab345a08db5885dae953c57,using nivo,0.550621
uuid-c5590c44dab345a08db5885dae953c57,combo,0.314182
uuid-c5590c44dab345a08db5885dae953c57,indication,0.320378
uuid-c5590c44dab345a08db5885dae953c57,approved,0.458841
uuid-c5590c44dab345a08db5885dae953c57,nivo and pembro,0.324054
uuid-c5590c44dab345a08db5885dae953c57,vs,0.65384
uuid-c5590c44dab345a08db5885dae953c57,option,0.430719
uuid-c5590c44dab345a08db5885dae953c57,flat dosing,0.467472
uuid-c55f10541c024e57b57ceba238089458,shared,0.534836
uuid-c55f10541c024e57b57ceba238089458,pts,0.40585
uuid-c55f10541c024e57b57ceba238089458,institution,0.360448
uuid-c55f10541c024e57b57ceba238089458,stated,0.352356
uuid-c55f10541c024e57b57ceba238089458,approval,0.372959
uuid-c0816fb1ed2845eabd27747589d08960,Nivo,0.303294
uuid-c0816fb1ed2845eabd27747589d08960,patients,0.432364
uuid-c0816fb1ed2845eabd27747589d08960,therapy,0.330684
uuid-c0816fb1ed2845eabd27747589d08960,nivolumab,0.449335
uuid-c0816fb1ed2845eabd27747589d08960,toxicity,0.498526
uuid-c0816fb1ed2845eabd27747589d08960,regimen,0.613022
uuid-c0816fb1ed2845eabd27747589d08960,treated,0.477899
uuid-c0816fb1ed2845eabd27747589d08960,combination,0.505234
uuid-c0816fb1ed2845eabd27747589d08960,chemo,0.337608
uuid-c0816fb1ed2845eabd27747589d08960,pts,0.323576
uuid-c0816fb1ed2845eabd27747589d08960,Ipi,0.333666
uuid-c0816fb1ed2845eabd27747589d08960,preferred,0.36558
uuid-c0816fb1ed2845eabd27747589d08960,monotherapy,0.621135
uuid-c0816fb1ed2845eabd27747589d08960,treatment,0.45364
uuid-c0816fb1ed2845eabd27747589d08960,using nivo,0.407542
uuid-c0816fb1ed2845eabd27747589d08960,combo,0.419023
uuid-c0816fb1ed2845eabd27747589d08960,PD1,0.39553
uuid-c0816fb1ed2845eabd27747589d08960,HCP,0.356479
uuid-c0816fb1ed2845eabd27747589d08960,progression,0.319725
uuid-c0816fb1ed2845eabd27747589d08960,chemotherapy,0.39648
uuid-c0816fb1ed2845eabd27747589d08960,SCLC,0.3542
uuid-c0816fb1ed2845eabd27747589d08960,feels,0.316793
uuid-c0816fb1ed2845eabd27747589d08960,RTL stated,0.409694
uuid-c0816fb1ed2845eabd27747589d08960,option,0.450978
uuid-48495fcee65749b194423550869a39f9,Nivo,0.47426
uuid-48495fcee65749b194423550869a39f9,pembro,0.329013
uuid-48495fcee65749b194423550869a39f9,RTL,0.470177
uuid-48495fcee65749b194423550869a39f9,trial,0.390982
uuid-48495fcee65749b194423550869a39f9,Ipi,0.334055
uuid-48495fcee65749b194423550869a39f9,OS,0.402004
uuid-48495fcee65749b194423550869a39f9,using nivo,0.372442
uuid-48495fcee65749b194423550869a39f9,data,0.329
uuid-48495fcee65749b194423550869a39f9,mentioned,0.382921
uuid-48495fcee65749b194423550869a39f9,PFS,0.404453
uuid-48495fcee65749b194423550869a39f9,ORR,0.373851
uuid-48495fcee65749b194423550869a39f9,HCP,0.515335
uuid-48495fcee65749b194423550869a39f9,impressed,0.376872
uuid-48495fcee65749b194423550869a39f9,LTL,0.339519
uuid-48495fcee65749b194423550869a39f9,feels,0.348561
uuid-92f68908654845d58ab886b1ee077996,patients,0.674458
uuid-92f68908654845d58ab886b1ee077996,Opdivo,0.511212
uuid-92f68908654845d58ab886b1ee077996,nivolumab,0.325901
uuid-92f68908654845d58ab886b1ee077996,treated,0.362054
uuid-92f68908654845d58ab886b1ee077996,pts,0.309193
uuid-92f68908654845d58ab886b1ee077996,approval,0.469851
uuid-92f68908654845d58ab886b1ee077996,treatment,0.348455
uuid-92f68908654845d58ab886b1ee077996,using nivo,0.351973
uuid-92f68908654845d58ab886b1ee077996,clinical trials,0.33746
uuid-92f68908654845d58ab886b1ee077996,approved,0.473588
uuid-92f68908654845d58ab886b1ee077996,tumor types,0.311636
uuid-92f68908654845d58ab886b1ee077996,label,0.360167
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,patients,0.385194
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,therapy,0.314007
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,1L,0.41751
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,regimen,0.403825
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,chemo,0.430233
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,2L,0.420095
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,agents,0.388861
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,preferred,0.668331
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,monotherapy,0.564577
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,treatment,0.346166
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,using nivo,0.352641
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,chemotherapy,0.436438
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,feels,0.327251
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,RTL stated,0.381962
uuid-9da5d60f2d064f0b9dcb1d72e1bba7c1,option,0.634472
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,Nivo,0.382299
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,patients,0.604789
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,therapy,0.538275
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,nivolumab,0.422825
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,1L,0.411929
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,regimen,0.533985
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,treated,0.377878
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,combination,0.354072
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,chemo,0.589582
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,2L,0.448637
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,pts,0.406228
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,agents,0.324689
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,preferred,0.583272
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,monotherapy,0.59506
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,treatment,0.503708
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,using nivo,0.432438
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,PD1,0.337076
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,progression,0.357463
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,chemotherapy,0.541003
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,respond,0.307007
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,RTL stated,0.3882
uuid-38908a22c8a24a7fa5f2ecbfb58f29bb,option,0.611909
uuid-41ab7a33245b41c2845df7cee163c675,Nivo,0.591116
uuid-41ab7a33245b41c2845df7cee163c675,pembro,0.369444
uuid-41ab7a33245b41c2845df7cee163c675,PFS,0.337075
uuid-41ab7a33245b41c2845df7cee163c675,cHL,0.507121
uuid-41ab7a33245b41c2845df7cee163c675,nivo and pembro,0.360264
uuid-41ab7a33245b41c2845df7cee163c675,vs,0.32763
uuid-1678b2ad80084b37a54b9bb64a4ef479,pembro,0.357022
uuid-1678b2ad80084b37a54b9bb64a4ef479,1L,0.331442
uuid-1678b2ad80084b37a54b9bb64a4ef479,PDL1,0.830805
uuid-1678b2ad80084b37a54b9bb64a4ef479,efficacy,0.320127
uuid-1678b2ad80084b37a54b9bb64a4ef479,Merck,0.336704
uuid-1678b2ad80084b37a54b9bb64a4ef479,PD-L1,0.697871
uuid-1678b2ad80084b37a54b9bb64a4ef479,OS,0.309062
uuid-1678b2ad80084b37a54b9bb64a4ef479,atezo,0.342868
uuid-1678b2ad80084b37a54b9bb64a4ef479,PD-L1 testing,0.372749
uuid-1678b2ad80084b37a54b9bb64a4ef479,testing,0.534086
uuid-1678b2ad80084b37a54b9bb64a4ef479,PDL1 testing,0.303285
uuid-1678b2ad80084b37a54b9bb64a4ef479,PFS,0.351935
