doc_id,doc_text,doc_date,Subset 0,Subset 1,Subset 0_centrality,Subset 1_centrality,Theme 0,Theme 1,Theme 2,Theme 3,Theme 4,Theme 5,Theme 6
uuid-bddb29b94c7e4dd6b234b5d32a6aee5d,Does Empliciti have monotherapy activity?,2016-01-04 00:00:00, USA, ONCOLOGY,-0.0532932,0.163202,0,0,0,0,0,0,0
uuid-60f89e61cfc44e9782501ba5a8c4f469,TL was inquiring on behalf of an oncologist of how to obtain Opdivo for a patient with cervical cancer and whether there were any trials.,2016-01-04 00:00:00, USA, ONCOLOGY,0.0393799,0.322285,0,0,0,0,0,0,0
uuid-03f9fde2948d4050a3a980d9671d2aad,Is there any data with Empliciti use for patients refractory to lenalidomide?,2016-01-04 00:00:00, USA, ONCOLOGY,0.0488938,0.0807915,0,0,0.322563725165,0,0,0,0
uuid-c3f3c25c7b9a47af888aaf0a71973d07,Data on retreatment of NS5A failures. Can DCV be used after Harvoni failure?,2016-01-04 00:00:00, USA, VIROLOGY,0.00423796,0.298257,0,0,0,0,0,0,0
uuid-4336ba58bf694be48de6c0d8ccc833f9,TL wanted to know what other trials would be available for his site to open with elotuzumab,2016-01-04 00:00:00, USA, ONCOLOGY,0.0145782,0.150515,0,0,0,0,0,0,0
uuid-8b20419f61834305b8b7812ff6c16bd5,TL wanted first line data of elotuzumab in myeloma,2016-01-04 00:00:00, USA, ONCOLOGY,0.0407638,0.17069,0,0,0,0,0,0,0
uuid-a21ffc7e2e1d401aaad8bda6897842a9,Do you have any data on Opdivo in HCC or non-MSI high CRC?,2016-01-04 00:00:00, USA, ONCOLOGY,0.00778062,0.179637,0,0,0,0,0,0,0
uuid-e1ed0f14a41e44b49ba6834a2cf5bf2a,What is the activity of Opdivo in patients with metastatic NSCLC with PS2?,2016-01-04 00:00:00, USA, ONCOLOGY,0.00208845,0.337767,0,0,0,0,0,0,0
uuid-b7f73ea66ad349538e13b23c1e7970ca,What other agents are being tested with Opdivo in melanoma?,2016-01-04 00:00:00, USA, ONCOLOGY,0.0092232,0.245953,0,0,0,0,0,0,0
uuid-3a4f7cfff1cb45e484f0d4c7c588a957,data on apixaban in cardioversion?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.0504285,0.178482,0,0,0,0,0,0,0
uuid-375564141f2f43e0ada61077752cca1d,What's the early assessment of readmission?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,-0.00789607,0.126211,0,0,0,0,0,0,0
uuid-10d91e001ce24edd9e338230ac7b37e7,Can you show me real world data from AHA?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.0346875,0.238287,0,0,0,0,0,0,0
uuid-bf57f15ec7d7467fa56a3b2260a29f3c,Are there any current starting dosage adjustment recommendations for sprycel for elderly?,2016-01-04 00:00:00, USA, ONCOLOGY,0.0326123,-0.00295858,0,0,0,0,0,0,0
uuid-c117b06954334beb9eae4efd447d10dc,Has there been any use of Eliquis yet in kids?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.0616539,0.328827,0,0,0,0,0,0,0
uuid-109ac567c72a49df9218958004abe94e,When did Eliquis receive the hemodialysis dosing recommendation from the FDA?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.0333472,0.221267,0,0,0,0,0,0,0
uuid-e5351dd22f4e4345b03661ff3dd94966,what can you tell me about CALLISTO?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.0188994,0.0450445,0,0,0,0,0,0,0
uuid-e5000f0d29164c50acde30c3b527d918,Does Opdivo have activity in patients with EGFR mutation and/or non-smokers?,2016-01-04 00:00:00, USA, ONCOLOGY,-0.0115709,0.241874,0,0,0,0,0,0,0
uuid-ba82b990ef20491fa5c554096f4be010,Is there any pharmacokinetic data in patients who have undergone gastric bypass procedures?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.086029,0.230025,0,0,0,0,0,0,0
uuid-e061877e59ea4cee83cdfd647650c4d8,What did the 3 year update for the Eloquent-2 study show?,2016-01-04 00:00:00, USA, ONCOLOGY,0.0096771,0.11536,0,0,0,0,0,0,0
uuid-0973acc402c74288b731b3715148dfd0,"Does elo have any IRAE's?If you have to d/c Rev, can you continue Elo?",2016-01-04 00:00:00, USA, ONCOLOGY,-0.0537796,0.123033,0,0,0,0,0,0,0
uuid-521f0a3f7f9045e88dfe701f9eae42e8,What is the data for elotuzumab in combination with bortezomib?,2016-01-04 00:00:00, USA, ONCOLOGY,0.101632,0.0248672,0,0,0,0,0,0,0
uuid-061fb2d370104b9692fe9d7970bb3a6a,TL is very interested in Opdivo and wanting to know if there are any trials planned in combination with elotuzumab in multiple myeloma.,2016-01-04 00:00:00, USA, ONCOLOGY,-0.00109388,0.324286,0,0,0,0,0,0,0
uuid-327f17918b13482b8da69880a56334fd,Did you evaluate mmf aucs in benefit or benefit ext?,2016-01-04 00:00:00, USA, TRANSPLANT,0.00431148,0.3483,0,0,0,0,0,0,0
uuid-e4a790eea15a43a3bc71eb52b1c9fb89,Is there data available for reversal of apixaban with other agents besides adexanet alpha?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.0498037,0.149063,0,0,0,0,0,0,0
uuid-cde29f2fe1c843a78ddc6a7c474ca645,What is the status of the reversal agent for Eliquis?,2016-01-04 00:00:00, USA, CARDIOVASCULAR,0.0750108,0.410114,0,0,0,0,0,0,0
uuid-6fba7c27612c42e5a79bfdbbaf0e65c8,Are there any current opdivo + yervoy studies in multiple myeloma?,2016-01-05 00:00:00, USA, ONCOLOGY,0.0134702,0.364846,0,0,0,0,0,0,0
uuid-2b8e3f65908c43459f277e7448ba3ada,What data do you have on reversal?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0159083,0.106658,0,0,0,0,0,0,0
uuid-22ea6df3443843f389c1fef9ae799e72,How many patients in Opdivo RCC trial had visceral vs lung mets? Was activity different? Dose radiation potentiate pneumonitis?,2016-01-05 00:00:00, USA, ONCOLOGY,0.0102833,0.30288,0,0.0570532765326,0,0,0,0,0
uuid-8e93f0f25cbf4ba7b1118ec2c2ba05b7,What's the real world comparison of major bleeding risk,2016-01-05 00:00:00, USA, CARDIOVASCULAR,-0.00283265,0.00253135,0,0,0,0,0,0,0
uuid-c9cb1eb248e745c9a7745f57bc28ff94,Do you have any front line data for elotuzumab?,2016-01-05 00:00:00, USA, ONCOLOGY,0.0616596,0.124495,0,0,0,0,0,0,0
uuid-33e4432358104b7c96d44bf681ddb4ab,What is status of apix and ablations data?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0310055,0.103795,0,0,0,0,0,0,0
uuid-646c3241024e4a87bccb0d8166822ed5,Do you have information on shorter infusion times for opdivo?,2016-01-05 00:00:00, USA, ONCOLOGY,0.00608587,0.277095,0,0,0,0,0,0,0
uuid-0196d5e6c18b41c2a252b70ceeecf427,What are the immune-mediated affects on individuals with Lynch syndrome?,2016-01-05 00:00:00, USA, ONCOLOGY,0.00456862,0.000149395,0,0,0,0,0,0,0
uuid-7d009b1f24e14c8dbcc6b4d32cd718ac,Does BMS have any data on the use of Empliciti for lenalidomide refractory patients?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.013493,0.176615,0,0,0.24316485026,0,0,0,0
uuid-f970653b58ca4849b74f2002c0d92d44,What is the efficacy of Orencia in patients with SLE?,2016-01-05 00:00:00, USA, IMMUNOSCIENCE,0.00309012,0.291801,0,0,0,0,0,0,0
uuid-b99a300a757e4f47aad7cf6aa00e5d18,What is the status of the andexanet alpha compound?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0110741,0.0585577,0,0,0,0,0,0,0
uuid-60ad8955259b424e90c454218d1295f7,What's the reversal development of Apix,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0,0.0,0,0,0,0,0,0,0
uuid-9eb82b1716b74bc1a2616a8b64d9ee20,Do you have any open studies in lymphoma? Showed pipeline brochure,2016-01-05 00:00:00, USA, ONCOLOGY,0.0379279,0.173385,0,0,0,0,0,0,0
uuid-f31dd6ad5f4c4718ab1a483fdf4e6666,Does the reversal agent for Eliquis work for Pradaxa as well?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0477956,0.101676,0,0,0,0,0,0,0
uuid-7091dfb965a44f7e81ee45a6aad8c572,Is there data available for Elo with a faster infusion time?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0383692,0.0489276,0,0,0,0,0,0,0
uuid-d6d133fb5b6d42519ac4a6b2d5747a91,What is the RWD with stroke across Doac?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0237261,0.277534,0,0,0,0,0,0,0
uuid-16d00822d5e54aa48c6572ccf31bb61b,"What is the ""CD"" target of Empliciti?",2016-01-05 00:00:00, USA, ONCOLOGY,-0.0427736,0.0998387,0,0,0,0,0,0,0
uuid-7d43ea74fc254f479d71dbd3cf3c9be2,3 yr PFS update to eloquent 2,2016-01-05 00:00:00, USA, ONCOLOGY,6.68711e-05,0.0100504,0,0,0,0,0,0,0
uuid-730271f2360a43aa9cebd63a3d505569,is there data with apix and mechanical valves,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0482863,0.227588,0,0,0,0,0,0,0
uuid-a40586bcb67c470e93e4922c524e8adf,Do you have any new real world data for Eliquis?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0677145,0.402359,0,0,0,0,0,0,0
uuid-0b03e3e773e64033be0d88a2808b4428,Can you share the 3 year data presented at ASH?,2016-01-05 00:00:00, USA, ONCOLOGY,0.0177306,0.10775,0,0,0,0,0,0,0
uuid-d51943d5fd58443dbcff1504c732fe4b,What is the specific gravity for the drug?  I need that information for the chemo robot,2016-01-05 00:00:00, USA, ONCOLOGY,-0.00619075,0.0397904,0,0,0,0,0,0,0
uuid-28800d3b8088440ca8d120e3eff442ee,requested copies of ALLY3+ presentation provided via MSL on demand pilot,2016-01-05 00:00:00, USA, VIROLOGY,-0.0200858,0.332241,0,0,0,0,0,0,0
uuid-d5f88b354a694806b3e8efb3b685fc98,3 year data from ash with respect to eloquent 2,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0167414,-0.00668583,0,0,0,0,0,0,0
uuid-63a55e72480d4190ba905ecaa8433737,Is there single agent activity seen in patients with myeloma?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0245714,0.121431,0,0,0,0,0,0,0
uuid-2f462791c29f45f6a28ef3e96d35b78b,TL wanted updated information on Opdivo in heme malignancies,2016-01-05 00:00:00, USA, ONCOLOGY,0.0244865,0.169276,0,0,0,0,0,0,0
uuid-62bbdc56ab75470097ac95706e67bbb3,TL wanted information on trials using both Sprycel and Nivolumab in CML.,2016-01-05 00:00:00, USA, ONCOLOGY,0.0509715,0.304396,0,0,0,0,0,0,0
uuid-401ceead5bac4b49a2796ed36237d6da,Are there an other first line trials for elotozumab in MM (besides Eloquent-1)?,2016-01-05 00:00:00, USA, ONCOLOGY,0.0536583,0.267111,0,0,0,0,0,0,0
uuid-28bbce12718445a0a01a41cd88592bb0,Has any new data been presented for Eloquent2? Showed PFS curve from ASH,2016-01-05 00:00:00, USA, ONCOLOGY,0.0101223,-0.0188481,0,0,0,0,0,0,0
uuid-647315fbf72c4054b37cf25b5d74d9ab,Do you have information on shorter infusion times for ipi?,2016-01-05 00:00:00, USA, ONCOLOGY,0.0209952,0.184954,0,0,0,0,0,0,0
uuid-b7be6d183388404ebb2854943a99dbcf,What data do you have in patients with bioprosthetic valves?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.114287,0.249964,0,0,0,0,0,0,0
uuid-68f7c9cb36cc450d8c3e197d738f27c8,TL was inquiring as to what clinical trials are available to open at his institution,2016-01-05 00:00:00, USA, ONCOLOGY,0.038865,0.174479,0,0,0,0,0,0,0
uuid-69f4d41d70de4a93b13f91abe0818d9c,Do you need to give patients on ERd Acyclovir prophylaxis?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.030787,0.0373184,0,0,0,0,0,0,0
uuid-9bc566e0b5cc4f3caef81ad7c69c4f3e,Can you give anything to help augment NK cell production prior to Empliciti administration to maximize the amount of NK cells in the body?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0676707,0.0770438,0,0,0,0,0,0,0
uuid-0b3b42c0eade4c718b7dfb2d25a68e89,What is status of antidote for apix?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0289003,0.159961,0,0,0,0,0,0,0
uuid-2078e62f57f74534a8087f97050e863b,"Do you need to give 40mg of Dex for the ERd regimen, or can it be reduced?",2016-01-05 00:00:00, USA, ONCOLOGY,-0.0444434,0.0621494,0,0,0,0,0,0,0
uuid-f16ee544288d477ba82cb9600d32e5ca,Where else is SLAMF7 expressed besides on NK cells and myeloma cells?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0257158,0.126585,0,0,0,0,0,0,0
uuid-bcc4f99d44bc46b79d7cb3d164775bc3,Are there any data regarding the use of apixaban in patients with ESRD requiring peritoneal dialysis?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.100313,0.239975,0,0,0,0,0,0,0
uuid-88f53bdf85a04c1988020d5d87d5e80d,What data do you have in ACS+AF and eliquis use.,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.101379,0.346572,0,0,0,0,0,0,0
uuid-73630d5e470246b594c8259d57be32e0,I'm doing a formulary review. Do you have information on Elo in the front line setting and in combo with other therapies?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0272102,0.188982,0,0,0,0,0,0,0
uuid-44384b327c314388bf8dd2f710e422f4,"What's the real world bleeding among NVAF newly on warfarin vs apix, dabi or riva",2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0400312,0.273991,0,0,0,0,0,0,0
uuid-01f71a3469cc4f64b210930917808e9c,What's the use of apix in renal impairment,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0553141,0.24745,0,0,0,0,0,0,0
uuid-77da8703f6fe4f14bd01c5235d49d7a9,When will there be more data with apix and tricagalor or prasagrel?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.00511581,0.154988,0,0,0,0,0,0,0
uuid-ebaa3371fa404c49a50cadcf04dddbcb,Do you have any data on patient who are morbidly obese?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0791353,0.144081,0,0,0,0,0,0,0
uuid-971146fdff3243c7a7b035136247693a,What is the infusion time?Can you describe in more detail what the infusion reactions look like?  Are they like Erbitux?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0236185,0.091091,0,0,0,0,0,0,0
uuid-1b3abf95fb194a179b21a9ca1f1c434e,What is the rate of infusion related reactions in the Eloquent 2 study?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0607801,-0.0474743,0,0,0,0,0,0,0
uuid-366a7a1d58a14ee89ef11877862589aa,Does Empliciti have single agent activity?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0495679,0.0849803,0,0,0,0,0,0,0
uuid-434e88756bd145caad5599e5db8b8fb0,Whast is the current data on reversal?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0388147,0.068478,0,0,0,0,0,0,0
uuid-f934bfaea5b04de288a5e05dba7257d2,Do you have data in reduction of Hospitalizations with apixaban?Submitted a mirf -requested amplify and amplify ext publications,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0741822,0.336417,0,0,0,0,0,0,0
uuid-4f8ef81ba7e74c2187101c5150ac531b,What other combinations are you testing with elotuzumab?,2016-01-05 00:00:00, USA, ONCOLOGY,-0.0258412,0.17071,0,0,0,0,0,0,0
uuid-54141a3c1fae4174825ce98048a9a3e5,What's the RW data in VTE patients ?,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0231185,0.173436,0,0,0,0,0,0,0
uuid-4474fe3cb87349b982812e73b629f209,Discontinuation of NOACsc and warfarin  in RWD NVAF,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0323505,0.286466,0,0,0,0,0,0,0
uuid-37bfaacd74bc4a6c94c52d6dd97136bf,Do you have data showing reduced Hospitalizations with apixaban?Submitted a mirf requested amplify and amplify ext publications,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0506127,0.315212,0,0,0,0,0,0,0
uuid-e902b53327db48fca5bb8e98ce260f4e,Does BMS has any data with elotuzumab use in regimens that do not contain lenalidomide?,2016-01-05 00:00:00, USA, ONCOLOGY,0.0407619,0.178444,0,0,0,0,0,0,0
uuid-19c634911164421199fe661b44fe7866,"What's bleeding, hospitalization, and costs of NVAF with NOACs",2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0121264,0.23197,0,0,0,0,0,0,0
uuid-752ef14adcd1437bb0134c74eee6ac85,What's the early assessment of readmissions,2016-01-05 00:00:00, USA, CARDIOVASCULAR,-0.00789607,0.126211,0,0,0,0,0,0,0
uuid-254848cdec0f4f5196ad5e59f27b97b5,Apix TTR outcome,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0649451,0.324809,0,0,0,0,0,0,0
uuid-fe2b013021cd44a693e7bef36f19f1ad,What's the adherence experience of Apix,2016-01-05 00:00:00, USA, CARDIOVASCULAR,0.0513683,0.248471,0,0,0,0,0,0,0
uuid-49257e17b8b641179b3040a0f90da814,Can elo be used as a single agent?,2016-01-06 00:00:00, USA, ONCOLOGY,-0.0234392,0.0946181,0,0,0,0,0,0,0
uuid-c66467613fe448b9982467c11ab0d43f,What type of medication assistance do patients receive for participating in investigator-sponsored studies?,2016-01-06 00:00:00, USA, TRANSPLANT,0.0052171,0.126985,0,0,0,0,0,0,0
uuid-c7a86b5f708447328c06dfc712623858,real-world data on bleeding with the DOACs?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,-0.00606873,0.126843,0,0,0,0,0,0,0
uuid-5592a546b8f845c5bb4279a1c5b63d0c,The use in aortic stenosis?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0188254,0.0446149,0,0,0,0,0,0,0
uuid-11890dbca0f0416dbb9cd10e744df78a,What is the rate of hypersensitivity reactions in NSCLC?,2016-01-06 00:00:00, USA, ONCOLOGY,-0.0150433,0.150417,0,0,0,0,0,0,0
uuid-53c2d270cdf7447ba5b628119d593f91,Do you have any information about the use of Eliquis in patients with Cancer?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0640623,0.101706,0,0,0,0,0,0,0
uuid-9b16bb35a20e455795deeedf428cb16c,request copies of ALLY-1 and French ATU presentations.  Provided via on demand pilot.,2016-01-06 00:00:00, USA, VIROLOGY,-0.0170338,0.252378,0,0,0,0,0,0,0
uuid-202ed779bfef44649f24003f72d32d6e,What's the data or is there a trial in bio prosthetic?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.118048,0.14575,0,0,0,0,0,0,0
uuid-14823a17d7ea4223a931b765dfbd1fea,How should Belani be dosed when a patient is receiving plasmapheresis? Do you have any data?,2016-01-06 00:00:00, USA, TRANSPLANT,0.0383636,0.342467,0,0,0,0,0,0,0
uuid-c57969e90e7a4832a9946d26999615ae,Is there any data on the use of influenza vaccine and Opdivo?,2016-01-06 00:00:00, USA, ONCOLOGY,0.0128218,0.34182,0,0,0,0,0,0,0
uuid-3d09f5ba7f924131ac2c98f03a93e76a,TL wanted to know if a patient could get 40 mg oral dexamethasone as a pre-med instead of the po and IV combination.,2016-01-06 00:00:00, USA, ONCOLOGY,-0.0371689,0.136096,0,0,0,0,0,0,0
uuid-a74263d1bff24e97a303f8ad4bb91bb5,TL wanted to know if she could add Empliciti to a regimen where a patient is getting Rev/dex as front line therapy.,2016-01-06 00:00:00, USA, ONCOLOGY,-0.0354596,0.209007,0,0,0,0,0,0,0
uuid-4764ded649684bed82edfb2e66c6ed0a,Any data on the treatment of SOF/RBV  relapsers with sof/dcv? what data is available on extending duration for G3 cirrhotics?,2016-01-06 00:00:00, USA, VIROLOGY,0.0110123,0.401888,0,0,0,0,0,0,0
uuid-d9069cd170ac4657b9ae236fdfc1e308,What were the SVR in ALLY3+?  How does this compare to ASTRAL 3 Data?,2016-01-06 00:00:00, USA, VIROLOGY,0.0350938,0.419292,0,0,0,0,0,0,0
uuid-4dcee9bf6c324081b12481032cb4ce6e,What is the safety data in the elders with apixaban?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0890182,0.382688,0,0,0,0,0,0,0
uuid-9a17c7d6735a46f3a3ee0eb263bff30b,Do you have any data on the use of Eliquis in  patients with biorosthetic heart valves?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0595056,0.133501,0,0,0,0,0,0,0
uuid-11dc78962066499bbfe00f28b0ef4d8c,What are the absolute rates of stroke events in patients with good renal function on apixaban?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0371899,0.299437,0,0,0,0,0,0,0
uuid-3e55644046834711a16ef18c6170c261,Do you have any data on the use of Eliquis in patients with Mechanical heart valves?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0809475,0.161732,0,0,0,0,0,0,0
uuid-d1e4b574157f478da1b5393fed1d8cf8,What data are available in patients with HepC?,2016-01-06 00:00:00, USA, ONCOLOGY,0.0137597,-0.0464916,0,0,0,0,0,0,0
uuid-f6fbe8b9e42e44aca193c6ba602ad60c,"I am interested in submitting ISR, what is the process at BMS?",2016-01-06 00:00:00, USA, ONCOLOGY,0.0274567,0.147673,0,0,0,0,0,0,0
uuid-991b894c24a345729f27d95bd3d748b9,Questions were answered about data in treatment of advanced cirrhotics regarding adding RBV or extending treatment duration. Questions regarding resistance profiles in NS5A inhibitors were answered and DDI profiles of NS5A inhibitors.,2016-01-06 00:00:00, USA, VIROLOGY,-0.000233921,0.475108,0,0,0,0,0,0,0.664896459118
uuid-e4cea37746ab4486af750d260acc2e40,Does elo have activity in any other diseases states?,2016-01-06 00:00:00, USA, ONCOLOGY,-0.046783,0.129346,0,0,0,0,0,0,0
uuid-89914356d03b44f2a87b8ee9d5647f3f,What is data with apix and diabetes?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0337703,0.230148,0,0,0,0,0,0,0
uuid-292a3e9615444d2ea8628da0e765921e,how slam f7 levels change over the course of mm disease. What was the 2 yr PFS from the 009 study What were the response rates in the 009 study,2016-01-06 00:00:00, USA, ONCOLOGY,-0.0181308,0.141054,0,0,0,0,0,0,0
uuid-56f3077943ba4d8c9c3129333962627e,Do you have any data on cardioversion?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.11228,0.249479,0,0,0,0,0,0,0
uuid-c698771bc4c546b99c063f75687c474f,Can I see the BMS pipeline? Can I get a presentation?,2016-01-06 00:00:00, USA, ONCOLOGY,-0.0230176,0.0391557,0,0,0,0,0,0,0
uuid-6911284587f4464a9c38f97b11599cff,what kind of new research is bms interested in funding.,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0312811,-0.000108481,0,0,0,0,0,0,0
uuid-30c7506970024060bdee0bda70b66458,What's the hospital readmission among NVAF with NOACs,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.0132666,0.225161,0,0,0,0,0,0,0
uuid-3155c895e13b4cdbb161538b9b12cb31,What's all cause and bleeding related hospitalizations among NVAF receiving OAs,2016-01-06 00:00:00, USA, CARDIOVASCULAR,-0.0396714,-0.051886,0,0,0,0,0,0,0
uuid-d2e585d2dda746d5b955c95c467f159e,data on discontinuation rates among the DOACs?,2016-01-06 00:00:00, USA, CARDIOVASCULAR,0.110698,0.27316,0,0,0,0,0,0,0
uuid-7a8bbece4fa746778c9b17b03929211d,Were there GT2 patients in the advanced cirrhosis (ALLY-1) study and what was the SVR?How about GT2 in Co-infection study (ALLY-2)?,2016-01-06 00:00:00, USA, VIROLOGY,0.00105755,0.466384,0,0,0,0,0,0,0
uuid-7d7ae656877949bca4ddb861cb7de526,What data does BMS have on the use of nivolumab or the combination of nivolumab and ipilimumab with radiation?,2016-01-06 00:00:00, USA, ONCOLOGY,0.0669961,0.332484,0,0,0,0,0,0,0
