term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
PsA,Area, IMMUNOSCIENCE,290.189122373,1.66248120859e-30,49,277,Dr. Costenbader asked if we had any new information on lupus or lupus nephritis trials. She a also asked about the SLE transcriptomics data that was presented at ACR.,"Asked about Orencia efficacy in ""rhupus"" (RA and lupus overlap) patients",What data are available regarding abatacept use in PsA?,326
SLE,Area, IMMUNOSCIENCE,187.218788628,1.18100782718e-19,20,297,Any data for the treatment of SLE or lupus nephritis with Orencia?,Dr. Costenbader asked if we had any new information on lupus or lupus nephritis trials. She a also asked about the SLE transcriptomics data that was presented at ACR.,What is the data for efficacy of Orencia in SLE or lupus nephritis?,317
RA,Area, IMMUNOSCIENCE,177.857849197,1.99304311825e-53,127,242,Any efficacy/safety data available regarding RA patients with comorbid HepC AND HIV and treatment with abatacept,Any data or guideline recommendations regarding abatacept use in comorbid RA/HepC patients?,Any data regarding abatacept use in RA patients with HepB or HepC?,369
GCA,Area, IMMUNOSCIENCE,159.135970334,1.05859485208e-16,17,399,Any data regarding abatacept use in RA patients with HepB or HepC?,Any efficacy/safety data available regarding RA patients with comorbid HepC AND HIV and treatment with abatacept,What data are available regarding use of abatacept in vasculitis (GCA)?,416
use of Orencia,Area, IMMUNOSCIENCE,159.135970334,1.05859485208e-16,45,200,"What data is available for the use of Orencia in pediatric patients with psoriatic arthritis? If not, what data is available in adults?",What information is available on the use of abatacept in psoriatic arthritis?,What information is available on the use of abatacept in psoriatic arthritis?,245
Aba,Area, IMMUNOSCIENCE,149.775030902,1.01708232637e-15,16,425,Dr. Win asked about abatacept efficacy in GCA and Takayasus Arteritis,What are the data for ABA in GCA?,Do you have any updates on Aba use in GCA?,441
ACR guidelines,Area, IMMUNOSCIENCE,149.775030902,1.01708232637e-15,20,342,Dr. Heller asked to see the data that was presented on GCA at ACR 2015.,Dr Miley asked if there was any data on the use of Orencia in PsA and Sjogren's.,Can you please provide an update regarding the 2015 ACR guidelines for RA?,362
Orencia in PsA,Area, IMMUNOSCIENCE,131.05315204,9.31927534836e-14,14,471,Dr Miley asked if there was any data on the use of Orencia in PsA and Sjogren's.,Dr. Schoen asked if there was any new data from BMS around anti-CCP status and treatment course presented at EULAR,Dr. Abeles asked for information on Orencia in PsA and asked what research was presented at EULAR.,485
Addressed by MSL,Area, IMMUNOSCIENCE,121.692212608,8.87896854038e-13,13,118,Asked about vectra data. Reviewed fleischmann et al paper in A&R and submitted MIRF,Asked about vectra data. Reviewed fleischmann et al paper in A&R,Asked about vectra data. Reviewed fleischmann et al paper in A&R,131
data are available regarding abatacept,Area, IMMUNOSCIENCE,112.331273177,8.4261914595e-12,13,135,What real-world data are available regarding abatacept efficacy in dual seropositive (RF/CCP) vs single-seropositive vs seronegative RA patients?,What comparative data are available regarding abatacept vs TNF-inhibitor onset in biologic naive RA patients?,What new comparative data are available regarding abatacept in  seropositive RA patients?,148
information on the use of abatacept,Area, IMMUNOSCIENCE,112.331273177,8.4261914595e-12,12,102,What information is there on the use of abatacept in lupus nephritis?,Is there information on the use of abatacept in patients with a history of tuberculosis?,Is there information on the use of abatacept in pre-RA?,114
presented at ACR,Area, IMMUNOSCIENCE,112.331273177,8.4261914595e-12,22,430,"I would like information on abatacept and other rheumatology drugs developed from BMS:  new indications, updated safety, use in other disease areas, new data from EULAR/ACR.","I would like information on abatacept and other rheumatology drugs developed from BMS:  new indications, updated safety, use in other disease areas, new data from EULAR/ACR.","I would like information on abatacept and other rheumatology drugs developed from BMS:  new indications, updated safety, use in other disease areas, new data from EULAR/ACR.",452
Asked about Orencia,Area, IMMUNOSCIENCE,102.970333745,7.95869014842e-11,12,229,What data are available regarding use of abatacept in adult onset Still's disease?,What comparative data are available regarding abatacept vs TNF-inhibitor onset in biologic naive RA patients?,What real-world data are available regarding abatacept efficacy in dual seropositive (RF/CCP) vs single-seropositive vs seronegative RA patients?,241
TNF inhibitors,Area, IMMUNOSCIENCE,102.970333745,7.95869014842e-11,11,291,Is there information on seroconversion of anti-CCP with abatacept in RA patients and how does this differ from TNF inhibitors?,What real-world data are available regarding abatacept efficacy in dual seropositive (RF/CCP) vs single-seropositive vs seronegative RA patients?,Is there information available on the use of abatacept in RA patients with high anti-CCP titers?,302
ACR,Area, IMMUNOSCIENCE,93.609394314,7.47405577021e-10,86,566,Has requested Congress updates after ACR and EULAR.,Has requested Congress updates post ACR and EULAR,Has requested Congress updates post ACR and EULAR,652
EULAR,Area, IMMUNOSCIENCE,93.609394314,7.47405577021e-10,44,371,Has requested Congress updates after ACR and EULAR.,Has requested Congress updates post ACR and EULAR,Has requested Congress updates post ACR and EULAR,415
Opdivo use,Area, MANAGE MARKET,232.416666667,2.70885306547e-10,20,236,Do you have any information on Opdivo use in head and neck cancer?,Do you have any data on Opdivo use in 1st line NSCLC as monotherapy and/or in combination with Yervoy?,Can you share any data on Opdivo use in gastric cancer?,256
share,Area, MANAGE MARKET,65.6235294118,3.63731673474e-09,56,57,Can you share any data for Opdivo in ovarian cancer?,Can you share any data on Opdivo use in patients with glioblastoma?,Can you share any information regarding Opdivo in glioblastoma?,113
data for Opdivo,Area, MANAGE MARKET,53.9806451613,4.71687147321e-05,42,465,Can you share any data for Opdivo in ovarian cancer?,Is there any data for Opdivo in NSCLC patients with brain metastases?,Can you share any QoL data for Opdivo in 2nd line advanced RCC?,507
Empliciti,Area, ONCOLOGY,397.616481775,5.26437875388e-98,262,139,Does Empliciti have single agent activity?Explain in more detail the infusion related reactions? grades? management?What is length of infusion time?,1. Can you provide information on mixing. Empliciti in. 250 mls?2. Do you have information. On decreasing or eliminating.  Dexamethasone or revlimid from ERd?3. Do you have information on increasing. The rate of infusion to 5mls/min,1. Can you provide information on increasing the rate of Empliciti to 5ml/min?2. Can you provide information on mixing Empliciti in 250mls?,401
Nivo,Area, ONCOLOGY,333.003803487,3.09450407846e-82,286,487,Do you have data in 1L NSCLC combo (Nivo plus chemo) and (Nivo plus Ipi)?,Do have 1L data in NSCLC using combo (Nivo + Ipi)?,What are the efficacy results using combo (Nivo + Ipi) in 1L NSCLC?,773
Elo,Area, ONCOLOGY,246.853565769,4.7441786142e-61,167,130,Any data how Dara effects NK cells?  if and when you should start Elo when Dara moves up in label change/ how long does it take for NK cells to recover if he were to start Elo after Dara?,How is Elo's MOA different than Dara's activity on NK cells?,"When Elo binds to SLAMF7, why does it not activate it.  Can NK cells act independent of the MM tagged expression of SLAMF7 on MM cells?",297
nivolumab,Area, ONCOLOGY,206.263549921,9.53453081641e-100,361,184,Do you have data with Nivolumab plus Ipilimumab in mRCC?,What data was presented at ASCO with nivolumab in H&N cancer?,Do you have any data with nivolumab in H&N cancer?,545
NSCLC,Area, ONCOLOGY,203.77844691,2.14984712281e-50,211,602,Is there overall survival data available yet comparing ipi+nivo vs. nivo in 1L melanoma?,Request for data using in Ipi + Nivo in 1L NSCLC - Checkmate 012Request for data using Ipi + Nivo in 2L SCLC - Checkmate 032,"What is the rate of pseudoprogression in RCC, NSCLC, and melanoma with nivolumab?",813
elotuzumab,Area, ONCOLOGY,188.867828843,1.0711028618e-46,133,238,Why does elotuzumab activate NK cells after binding to SLAMF-7 and in MM it does not?,"During educational presentation around the MOA of Elotuzumab, clinician questioned whether Elo was being utilized to activate NK cells to target additional tumors types.",Is BMS interested in ISR examining the use of elotuzumab post haplo-transplant to activate NK cells,371
Opdivo,Area, ONCOLOGY,123.592456418,1.20457377807e-143,775,542,Next week I am seeing a patient with metastatic NSCLC. I am planning to start the patients on Opdivo. I am also planning to start palliative RT for the bone mets. Can I start Opdivo while the patient is receiving RT?,What is the rate of pseudoprogression seen with nivolumab in NSCLC and RCC?,Are there any data for Opdivo combined with concurrent radiation (or chemorads) in early stage NSCLC?,1317
SCLC,Area, ONCOLOGY,102.717591125,2.82983396527e-25,77,707,"As I know it is being looked at in a Phase 3 trial for 1L RCC, what was the efficacy and safety data for nivolumab+ipilimumab in RCC from phase 1 trials? Why was the doses of nivo and ipi selected different than are being utilized in the current melanoma regimen indication?",Is there any efficacy data for opdivo in 1L RCC?,Is there any efficacy data for Opdivo in 1L RCC?,784
Ipi,Area, ONCOLOGY,91.1204437401,2.17230119598e-22,93,393,Is there data using combo (ipi + nivo) in melanoma adjuvant setting?,"In RCC, what was the safety profile of (Nivo 1mg/kg + Ipi 3mg/kg) vs. (Nivo 3mg/kg vs. Ipi 1mg/kg)?",What is the safety data around the Nivo 3mg/kg q2w + Ipi 1mg/kg q6w NSCLC dosing (as is being utilized in the CA209-227 study),486
GBM,Area, ONCOLOGY,84.4935023772,9.65011623811e-21,54,552,Are there any on-going trials with nivolumab in GBM?,TL has interest in neuro-oncology specifically GBM and was questioning the possibility of clinical trials with Nivolumab for her group.,Do you have any on-going trials with nivolumab in H&N cancer?,606
data with Opdivo,Area, ONCOLOGY,81.1800316957,6.42573185287e-20,62,261,MIRF f/u:  Any data for opdivo in 1) endometrial cancer 2) soft tissue sarcoma 3) ovarian cancer?,Is there any data with Opdivo and bevacizamab in NSCLC?,Do you have any data with Opdivo in Ovarian/Endometrial Cancer?,323
PDL1,Area, ONCOLOGY,79.523296355,1.65764852247e-19,100,227,"OS and ORR data for higher cutoffs of PDL1 than is in PI (ie, >5%, >10%) in 2L nonsqNSCLC",In CA209-067 there data available on the depth of response (ie PRs vs. CRs) in PDL1+ vs. PDL1- patients in the nivo monotherapy and ipi+nivo arms?,"in nonsqNSCLC, OS and ORR by different cutoffs of PDL1",327
cHL,Area, ONCOLOGY,72.8963549921,7.32439262489e-18,44,582,Interested in upfront trials for HL as well as trials with Opdivo for elderly patients not eligible for SCT. Per cHL reactive deck revised current trials with Opdivo.  She would be interested in upfront trials for cHL in the elderly patients with high risk disease.,Is BMS considering ISR for combination of anti-CSF-R1 and nivolumab in cHL?,Is BMS considering ISRs with nivolumab and anti-CSFR1 for cHL?,626
TL wanted to know,Area, ONCOLOGY,72.8963549921,7.32439262489e-18,50,433,TL wanted to know what trials are available with Elo particularly in the front line setting.,TL wants to know what front line trials are being done with Empliciti and in what combinations.,TL wanted to know what other trials are ongoing with Empliciti particularly in front line therapy.,483
ipi+nivo,Area, ONCOLOGY,71.2396196513,1.88712700672e-17,57,295,What is the longest-term OS data that is available with ipi or nivo monotherapy in met melanoma?,Was OS data is available for ipi+nivo combo in melanoma?,Impact of PDL1 status on efficacy of nivo monotherapy vs. ipi+nivo combination in melanoma,352
RCC,Area, ONCOLOGY,69.5828843106,6.42360119503e-33,130,678,Request for data using in Ipi + Nivo in 1L NSCLC - Checkmate 012Request for data using Ipi + Nivo in 2L SCLC - Checkmate 032,Is there overall survival data available yet comparing ipi+nivo vs. nivo in 1L melanoma?,"What is the rate of pseudoprogression in RCC, NSCLC, and melanoma with nivolumab?",808
Revlimid,Area, ONCOLOGY,67.9261489699,1.25154863328e-16,46,231,"When using this (ERd) with patients that had prior rev exposure, what are the parameters around prior exposure??",How do you handle patients with prior rev exposure? Can they still receive Empliciti Rev/Dex?,"Understanding that there is a small revlimid population in the eloquent 2 study, how did these patients respond to ERd?",277
flat dosing,Area, ONCOLOGY,66.2694136292,3.22139442253e-16,40,619,Do you have data on using 3mg/kg dosing of Yervoy in the adjuvant setting vs. the approved does of 10mg/kg?,Was the Checkate-141 H&N study doses at 3mg/kg or the 240mg flat dose of Opdivo?,"Any concern with increased toxicity in using the 240mg flat dose of nivo in thin NSCLC patients, where there dose will end up being higher than at the previous 3mg/kg weight based dose?",659
1L NSCLC,Area, ONCOLOGY,64.6126782884,8.28845222743e-16,45,277,What is the longest-term OS data that is available with ipi or nivo monotherapy in met melanoma?,Do have data using combo (Ipi +Nivo) in 1L NSCLC? Do you have the full data set for Checkmate 026? Do you have further data on concordance between PD-L1 assays? Do you data using Nivo in H&N cancer?,Was there a correlation with PDL1 expression with ipi+nivo combination in 1L NSCLC?,322
ERd,Area, ONCOLOGY,64.6126782884,8.28845222743e-16,45,242,"Understanding that there is a small revlimid population in the eloquent 2 study, how did these patients respond to ERd?","When using this (ERd) with patients that had prior rev exposure, what are the parameters around prior exposure??",How do you handle patients with prior rev exposure? Can they still receive Empliciti Rev/Dex?,287
belatacept,Area, TRANSPLANT,3238.4057971,1.85248695383e-124,106,67,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,"Can I see the Phase 2a Thymo induction, steroid avoidance trial data with belatacept?",173
bela,Area, TRANSPLANT,1263.76811594,1.24994436849e-49,32,134,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,Can I have any data available looking at the use of belatacept in the conversion setting for renal transplant recipients?,166
Nulojix,Area, TRANSPLANT,513.405797101,2.64037156679e-20,13,133,Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,MIRF f/u for MSL: Any data using thymo or campath induction with nulojix?,Can you please provide information on use of belatacept with Thymoglobulin and Campath induction?,146
BENEFIT and BENEFIT EXT,Area, TRANSPLANT,394.927536232,1.16918237793e-15,10,139,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,Could you please send me any data that you have on the 7 year results of BENEFIT and BENEFIT EXT?,149
DSA,Area, TRANSPLANT,394.927536232,1.16918237793e-15,10,153,-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?","Can I see the 7 year DSA data from the BENEFIT and BENEFIT-EXT studies?  Specifically, I would like to know when DSA assessments were performed and how many patients were evaluated at each time point.",163
conversion,Area, TRANSPLANT,315.942028986,5.19486715708e-24,27,173,Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I have any data available looking at the use of belatacept in the conversion setting for renal transplant recipients?,200
data with belatacept,Area, TRANSPLANT,315.942028986,1.43821184964e-12,10,160,Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.","Can I see the Phase 2a Thymo induction, steroid avoidance trial data with belatacept?",170
7 year,Area, TRANSPLANT,315.942028986,1.43821184964e-12,12,150,What were the individual contributions of graft loss and death to the endpoint of graft loss or death in the 7 year belatacept data?What was the BMI cutoff in the belatacept Thymo study with sirlolimus?We're DSAs and endpoint in the Phase 3 belatacept studies?,Can you send any data or slide decks looking at belatacept used at part of an immunosuppression regimen different from the BENEFIT and BENEFIT-EXT studies?Can you send the ESOT 7 year data from the BENEFIT and BENEFIT-EXT studies?,"Can I see the 7 year DSA data from the BENEFIT and BENEFIT-EXT studies?  Specifically, I would like to know when DSA assessments were performed and how many patients were evaluated at each time point.",162
PTLD,Area, TRANSPLANT,276.449275362,4.99111827078e-11,7,158,-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,Have there been additional cases of CNS PTLD since the Phase 3 studies?  Is the incidence of TB in endemic countries more than other immunosuppressant agents?  What is the MOA of less DSA formation with belatacept?,Can you send any data or slide decks looking at belatacept used at part of an immunosuppression regimen different from the BENEFIT and BENEFIT-EXT studies?Can you send the ESOT 7 year data from the BENEFIT and BENEFIT-EXT studies?,165
use of belatacept,Area, TRANSPLANT,276.449275362,4.99111827078e-11,24,175,Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I have any data available looking at the use of belatacept in the conversion setting for renal transplant recipients?,199
CNI,Area, TRANSPLANT,236.956521739,1.71297011336e-09,6,161,Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I have any data available looking at the use of belatacept in the conversion setting for renal transplant recipients?,167
information on the use of belatacept,Area, TRANSPLANT,236.956521739,1.71297011336e-09,11,83,Do you have any information on use of belatacept in high KDPI donor kidneys (>85)?  Do you have donors in BENEFIT EXT categorized by KDPI with results?,Can you please provide information on the use of belatacept in pancreas transplant recipients?,Can you please provide information on use of belatacept with Thymoglobulin and Campath induction?,94
plasmapheresis,Area, TRANSPLANT,236.956521739,1.71297011336e-09,6,167,Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",MIRF f/u for MSL: Any data using thymo or campath induction with nulojix?,173
thymo induction,Area, TRANSPLANT,236.956521739,1.71297011336e-09,6,156,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,Can I have any data available looking at the use of belatacept in the conversion setting for renal transplant recipients?,162
7-year,Area, TRANSPLANT,236.956521739,1.71297011336e-09,6,85,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,"Can I see the 7 year DSA data from the BENEFIT and BENEFIT-EXT studies?  Specifically, I would like to know when DSA assessments were performed and how many patients were evaluated at each time point.",91
ATC,Area, TRANSPLANT,197.463768116,5.78621227417e-08,5,299,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",Can you send any data or slide decks looking at belatacept used at part of an immunosuppression regimen different from the BENEFIT and BENEFIT-EXT studies?Can you send the ESOT 7 year data from the BENEFIT and BENEFIT-EXT studies?,Please send the 7 year data slides presented at atc 2015 and the most recent data presented on dsa at atc 2016. Also send me the African American sub population analysis,304
FSGS,Area, TRANSPLANT,197.463768116,5.78621227417e-08,5,148,Can you provide any information that you have on use of belatacept in kidney transplant recipients in an attempt to prevent recurrent FSGS?,Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,Can you please provide information on use of belatacept with Thymoglobulin and Campath induction?,153
MIRF f/u for MSL,Area, TRANSPLANT,197.463768116,5.78621227417e-08,5,155,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,What data do you have with belatacept in conversion?  Is there any data converting patients from tac early post transplant?  Are there PK differences between AA and Caucasion patients?  Was there more rejection with belatacept in patients with DGF or slow graft function?  Is there long term data with belatacept?,160
renal transplant recipients,Area, TRANSPLANT,197.463768116,5.78621227417e-08,5,159,Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I have any data available looking at the use of belatacept in the conversion setting for renal transplant recipients?,164
tac,Area, TRANSPLANT,197.463768116,5.78621227417e-08,5,155,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,What data do you have with belatacept in conversion?  Is there any data converting patients from tac early post transplant?  Are there PK differences between AA and Caucasion patients?  Was there more rejection with belatacept in patients with DGF or slow graft function?  Is there long term data with belatacept?,160
