text,source_type,date,title,text
A community oncologist commented that Opdivo + Yervoy Regimen efficacy in metastatic melanoma seems very good. Shared that the first Regimen melanoma patient in her group practice recently received the first dose but for her it remains to be seen if patient tolerability is good enough to derive clinical benefit in light of increased toxicity seen in clinical trials.,Unknown,1454648400.0,,A community oncologist commented that Opdivo + Yervoy Regimen efficacy in metastatic melanoma seems very good. Shared that the first Regimen melanoma patient in her group practice recently received the first dose but for her it remains to be seen if patient tolerability is good enough to derive clinical benefit in light of increased toxicity seen in clinical trials.
"A TL with academic affiliation commented that he believed the previous Opdivo + Yervoy Regimen approval for BRAF wild type only could change current clinical practice since before the Regimen approval oncologists in PR usually started patients on Yervoy first-line irrespective of BRAF status. Most even started treatment without knowing the BRAF status. But with the previous Regimen approval based on 069, the oncologists had to perform BRAF testing to determine if the patient was eligible for treatment. In case the patient was BRAF mutant, the oncologists had to consider the option of prescribing a BRAF or BRAF+MEK combo since the Regimen was not FDA approved for mutant patients. Now with this new approval irrespective of BRAF status, he believes this is no longer an issue and most PR oncologists will keep selecting immunotherapy as their first-line choice irrespective of mutation status.",Unknown,1454648400.0,,"A TL with academic affiliation commented that he believed the previous Opdivo + Yervoy Regimen approval for BRAF wild type only could change current clinical practice since before the Regimen approval oncologists in PR usually started patients on Yervoy first-line irrespective of BRAF status. Most even started treatment without knowing the BRAF status. But with the previous Regimen approval based on 069, the oncologists had to perform BRAF testing to determine if the patient was eligible for treatment. In case the patient was BRAF mutant, the oncologists had to consider the option of prescribing a BRAF or BRAF+MEK combo since the Regimen was not FDA approved for mutant patients. Now with this new approval irrespective of BRAF status, he believes this is no longer an issue and most PR oncologists will keep selecting immunotherapy as their first-line choice irrespective of mutation status."
A TL and AI commented that the most impressive efficacy result from the 067 trial is the early separation of the PFS curves accompanied by a tail that maintains that separation.,Unknown,1454648400.0,,A TL and AI commented that the most impressive efficacy result from the 067 trial is the early separation of the PFS curves accompanied by a tail that maintains that separation.
A community oncologist commented that Opdivo + Yervoy Regimen efficacy in metastatic melanoma is impressive. She will definitively prescribe the Regimen for all eligible 1st line metastatic melanoma patients. This is a very aggressive disease and there is no time to waste. You want the best clinical efficacy available in 1st line. If you wait to 2nd or later lines it may be too late.,Unknown,1454648400.0,,A community oncologist commented that Opdivo + Yervoy Regimen efficacy in metastatic melanoma is impressive. She will definitively prescribe the Regimen for all eligible 1st line metastatic melanoma patients. This is a very aggressive disease and there is no time to waste. You want the best clinical efficacy available in 1st line. If you wait to 2nd or later lines it may be too late.
"During a clinical trial/research discussion, TL commented that the triplet design in melanoma should only be done in clinical trials, not in practice. Concerns about this approach included 1) the cost of I-O + BRAF/MEK triplet and 2) using all your treatment options up front.",Unknown,1478145600.0,,"During a clinical trial/research discussion, TL commented that the triplet design in melanoma should only be done in clinical trials, not in practice. Concerns about this approach included 1) the cost of I-O + BRAF/MEK triplet and 2) using all your treatment options up front."
"During the Q&A following a presentation about age, melanoma, and the tumor microenvironment, physician stated that in his experience elderly patients (80+ years) do well with checkpoint inhibitors. Elderly patients tend to have fewer toxicities than younger patients. Physician did not specify monotherapy vs combination. Presenter stated that elderly patients demonstrate better response to PD-1 inhibitors and are less responsive to anti-CTLA4. This is likely due to fewer Tregs in elderly patients.",Unknown,1474171200.0,,"During the Q&A following a presentation about age, melanoma, and the tumor microenvironment, physician stated that in his experience elderly patients (80+ years) do well with checkpoint inhibitors. Elderly patients tend to have fewer toxicities than younger patients. Physician did not specify monotherapy vs combination. Presenter stated that elderly patients demonstrate better response to PD-1 inhibitors and are less responsive to anti-CTLA4. This is likely due to fewer Tregs in elderly patients."
"Community HCP prefers Opdivo monotherapy vs regimen for some melanoma patients due to concerns about monitoring for imAEs (one patient is incarcerated, another is elderly).",Unknown,1459396800.0,,"Community HCP prefers Opdivo monotherapy vs regimen for some melanoma patients due to concerns about monitoring for imAEs (one patient is incarcerated, another is elderly)."
"During discussion about imAE and management algorithms, TL stated that they are planning to monitor troponin when using regimen. Currently undecided if this will be done early in course of treatment only or for longer period of time.",Unknown,1481259600.0,,"During discussion about imAE and management algorithms, TL stated that they are planning to monitor troponin when using regimen. Currently undecided if this will be done early in course of treatment only or for longer period of time."
Community TL participating in E6134 commented that this study is out of date now. His preference is to start with I-O and use targeted agents as later lines of therapy.,Unknown,1480568400.0,,Community TL participating in E6134 commented that this study is out of date now. His preference is to start with I-O and use targeted agents as later lines of therapy.
"Community HCP shared that one of his patients had a CR after regimen and has been on maintenance nivo for a year. Physician has discussed stopping therapy with the patient, but instead is using a Q4W schedule. Patient continues to respond with no evidence of disease.",Unknown,1479531600.0,,"Community HCP shared that one of his patients had a CR after regimen and has been on maintenance nivo for a year. Physician has discussed stopping therapy with the patient, but instead is using a Q4W schedule. Patient continues to respond with no evidence of disease."
"TL at academic institution commented that they get PD-L1 values as part of the standard panel from CARIS, but she does not use PD-L1 to make treatment decisions. The immune system is too dynamic and complex to rely on PD-L1 alone. Having PD-L1 expression level is only helpful when considering a patient for a clinical trial.",Unknown,1472961600.0,,"TL at academic institution commented that they get PD-L1 values as part of the standard panel from CARIS, but she does not use PD-L1 to make treatment decisions. The immune system is too dynamic and complex to rely on PD-L1 alone. Having PD-L1 expression level is only helpful when considering a patient for a clinical trial."
TL commented that a current challenge in BRAF mut melanoma is what to do after patients have failed both I-O and BRAF/MEK inhibitor therapy. There are no trial options for this patient population.,Unknown,1472184000.0,,TL commented that a current challenge in BRAF mut melanoma is what to do after patients have failed both I-O and BRAF/MEK inhibitor therapy. There are no trial options for this patient population.
"Regional TL shared that she will restart nivo monotherapy in patients that d/c regimen due to toxicity once imAE has resolved. In her experience, these patients have responded well without recurrence of AE.",Unknown,1472184000.0,,"Regional TL shared that she will restart nivo monotherapy in patients that d/c regimen due to toxicity once imAE has resolved. In her experience, these patients have responded well without recurrence of AE."
Academic TL stated that he is using PET scan results to determine whether or not to stop maintenance therapy. He scans patient at 1 year and discontinues maintenance therapy in the absence of FDG signal. Continues treatment when FDG positive and determines if additional treatment approaches are needed,Unknown,1467345600.0,,Academic TL stated that he is using PET scan results to determine whether or not to stop maintenance therapy. He scans patient at 1 year and discontinues maintenance therapy in the absence of FDG signal. Continues treatment when FDG positive and determines if additional treatment approaches are needed
"TL was interested in -012 nivo + ipi approach but believes there is a dose response with Ipi supporting 3 mg/kg in current regimen. If a patient is responding (scan after 2nd dose), you may be able to lengthen the interval between doses and minimize toxicity.",Unknown,1467345600.0,,"TL was interested in -012 nivo + ipi approach but believes there is a dose response with Ipi supporting 3 mg/kg in current regimen. If a patient is responding (scan after 2nd dose), you may be able to lengthen the interval between doses and minimize toxicity."
"TL mentioned that from their experience with regimen, younger patients and/or those with lower disease burden tend to be the patients that develop imAEs. Perhaps patients with low burden disease need 1-2 doses vs all 4 and would minimize toxicity in these patients.",Unknown,1467345600.0,,"TL mentioned that from their experience with regimen, younger patients and/or those with lower disease burden tend to be the patients that develop imAEs. Perhaps patients with low burden disease need 1-2 doses vs all 4 and would minimize toxicity in these patients."
"During presentation at Highlights from ASCO meeting, TL commented that PD-L1 is useless biomarker for making treatment decisions. There are too many variables and unanswered questions. He referenced the -067 ORR data in PD-L1 negative patients and said you can't argue with 50% RR in met melanoma.",Unknown,1466827200.0,,"During presentation at Highlights from ASCO meeting, TL commented that PD-L1 is useless biomarker for making treatment decisions. There are too many variables and unanswered questions. He referenced the -067 ORR data in PD-L1 negative patients and said you can't argue with 50% RR in met melanoma."
"Academic TL does not feel it is appropriate to have an algorithm for melanoma. Treatment approach really depends on the individual patient-disease burden, comorbidities, etc. Preference is to start with I-O vs BRAF/MEK unless patient is BRAF mut with significant tumor burden requiring rapid response. Also commented that 1L use of immunotherapy followed by targeted tx seems to prolong the efficacy of the targeted agent.",Unknown,1460606400.0,,"Academic TL does not feel it is appropriate to have an algorithm for melanoma. Treatment approach really depends on the individual patient-disease burden, comorbidities, etc. Preference is to start with I-O vs BRAF/MEK unless patient is BRAF mut with significant tumor burden requiring rapid response. Also commented that 1L use of immunotherapy followed by targeted tx seems to prolong the efficacy of the targeted agent."
"Academic TL is not testing for PD-L1 and does not believe PD-L1 alone will provide what we need as a biomarker. In her opinion, there will be a biomarker panel (although not sure what it will look like or when) that could include immunoscore, cytokine profiles, etc that would inform treatment decisions",Unknown,1460606400.0,,"Academic TL is not testing for PD-L1 and does not believe PD-L1 alone will provide what we need as a biomarker. In her opinion, there will be a biomarker panel (although not sure what it will look like or when) that could include immunoscore, cytokine profiles, etc that would inform treatment decisions"
TL learned at a melanoma conference that different regimen doses were being studied in other tumor types. Several other attendees were surprised to hear this also. TL thought it was positive and that BMS should be communicating this more with respect to imAE management; may address concerns about toxicity of regimen,Unknown,1460606400.0,,TL learned at a melanoma conference that different regimen doses were being studied in other tumor types. Several other attendees were surprised to hear this also. TL thought it was positive and that BMS should be communicating this more with respect to imAE management; may address concerns about toxicity of regimen
"TL stated that seeing the OS data for -029 supports her use of adjuvant in the right patient. TL would prefer 3 mg/kg over 10 mg/kg but until data is available, the OS data is reassuring.",Unknown,1478404800.0,,"TL stated that seeing the OS data for -029 supports her use of adjuvant in the right patient. TL would prefer 3 mg/kg over 10 mg/kg but until data is available, the OS data is reassuring."
"TL commented that the OS data for -029 hasn't changed her opinion of Ipi in the adjuvant setting due to toxicity concerns. The irAEs can be 'life-changing'. Only use of 10 mg/kg has been in clinical trials; however, TL stated preference for IFN over Ipi in the S1404 study.",Unknown,1478145600.0,,"TL commented that the OS data for -029 hasn't changed her opinion of Ipi in the adjuvant setting due to toxicity concerns. The irAEs can be 'life-changing'. Only use of 10 mg/kg has been in clinical trials; however, TL stated preference for IFN over Ipi in the S1404 study."
Accrual has improved for S1404 following the amendment to add ipilimumab. More patients are receiving Ipi than HD IFN in this arm of the trial. Enrollment expected to complete in about a year with OS data expected fall/winter of 2018.,Unknown,1475208000.0,,Accrual has improved for S1404 following the amendment to add ipilimumab. More patients are receiving Ipi than HD IFN in this arm of the trial. Enrollment expected to complete in about a year with OS data expected fall/winter of 2018.
"Academic TL is not testing for PD-L1 but does believe it has a role in determining regimen vs monotherapy in specific patients where toxicity may be a concern (i.e. comorbidities, etc)",Unknown,1455598800.0,,"Academic TL is not testing for PD-L1 but does believe it has a role in determining regimen vs monotherapy in specific patients where toxicity may be a concern (i.e. comorbidities, etc)"
"Although site is participating in EA6134, TL doesn't support first line use of targeted therapies in melanoma",Unknown,1454907600.0,,"Although site is participating in EA6134, TL doesn't support first line use of targeted therapies in melanoma"
Local melanoma TL commented that fatigue is the most common toxicity in patients treated with nivo and most docs are not exactly sure how to manage it.,Unknown,1473393600.0,,Local melanoma TL commented that fatigue is the most common toxicity in patients treated with nivo and most docs are not exactly sure how to manage it.
"Local RCC TL told me that he uses Torisel first line in all of his RCC patients as he ""can get 2+years of response with that drug"" and then upon progression he uses pazopanib or nivo.",Unknown,1463716800.0,,"Local RCC TL told me that he uses Torisel first line in all of his RCC patients as he ""can get 2+years of response with that drug"" and then upon progression he uses pazopanib or nivo."
Local melanoma TL stated that he still prefers to use IO therapy before targeted agents in metastatic melanoma even though there appears to be a tail to the curve for targeted agents as well.,Unknown,1461729600.0,,Local melanoma TL stated that he still prefers to use IO therapy before targeted agents in metastatic melanoma even though there appears to be a tail to the curve for targeted agents as well.
Local melanoma TL commented that he views nivo and pembro as Pepsi vs Coke in terms of efficacy and toxicity. He stated that he currently has more Coke in his fridge (he uses pembro mostly). He said the Q3 vs Q2 is a pretty big deal.,Unknown,1461729600.0,,Local melanoma TL commented that he views nivo and pembro as Pepsi vs Coke in terms of efficacy and toxicity. He stated that he currently has more Coke in his fridge (he uses pembro mostly). He said the Q3 vs Q2 is a pretty big deal.
"Regional brain cancer TL commented that ""BMS is great at company sponsored studies but absolutely sucks at ISRs"".",Unknown,1461297600.0,,"Regional brain cancer TL commented that ""BMS is great at company sponsored studies but absolutely sucks at ISRs""."
Community TL shared with me that they use predominately checkpoint inhibitors for their metastatic melanoma patients. He said he discusses with his patients the different schedules of pembro vs nivo and said that patients that travel a fair distance often prefer pembro due to less frequent dosing. He said that he doesn't see feel that there is much of a difference in efficacy/safety between pembro and nivo.,Unknown,1458878400.0,,Community TL shared with me that they use predominately checkpoint inhibitors for their metastatic melanoma patients. He said he discusses with his patients the different schedules of pembro vs nivo and said that patients that travel a fair distance often prefer pembro due to less frequent dosing. He said that he doesn't see feel that there is much of a difference in efficacy/safety between pembro and nivo.
"Local melanoma TL commented that he tries to use combination therapy in all of his younger, fit patients and single agent PD1 for his worse PS patients.",Unknown,1461729600.0,,"Local melanoma TL commented that he tries to use combination therapy in all of his younger, fit patients and single agent PD1 for his worse PS patients."
"Regional melanoma TL told me that CA184-169 will be presented at ESMO and coupled with the 184-029 OS update, will provide melanoma docs with much better information on ipi in the adjuvant setting. He said they expect 1609 to read out sometime in 2017.",Unknown,1473393600.0,,"Regional melanoma TL told me that CA184-169 will be presented at ESMO and coupled with the 184-029 OS update, will provide melanoma docs with much better information on ipi in the adjuvant setting. He said they expect 1609 to read out sometime in 2017."
TL from Academic Institution presented melanoma case study of BRAF mut patient with initial treatment with BRAFi combination.  The panel members spoke individually and collectively they would treat the patient with combination I-O therapy first then proceed to the BRAFi regimen if the patient was not responsive.,Unknown,1478667600.0,,TL from Academic Institution presented melanoma case study of BRAF mut patient with initial treatment with BRAFi combination.  The panel members spoke individually and collectively they would treat the patient with combination I-O therapy first then proceed to the BRAFi regimen if the patient was not responsive.
"Melanoma NTL said he has treated hundreds of  patients with nivolumab and ipilimumab or nivolumab monotherapy but has never observed myositis or myocarditis.  However, his institution will be adding troponin levels to routine screening for these patients.",Unknown,1481432400.0,,"Melanoma NTL said he has treated hundreds of  patients with nivolumab and ipilimumab or nivolumab monotherapy but has never observed myositis or myocarditis.  However, his institution will be adding troponin levels to routine screening for these patients."
Melanoma NTL indicated HLA subtype does not correlate with current known cases of nivolumab-related myocarditis.  HLA status has been shown to correlate with myocarditis due to other etiologies.,Unknown,1477281600.0,,Melanoma NTL indicated HLA subtype does not correlate with current known cases of nivolumab-related myocarditis.  HLA status has been shown to correlate with myocarditis due to other etiologies.
Melanoma NTL said from GR podium that the incidence of nivolumab-related myocarditis/myositis is ~ 0.25%.  Estimates deaths in nivo clinical development program to be 5 from myositits and 6 from myocarditis.,Unknown,1477281600.0,,Melanoma NTL said from GR podium that the incidence of nivolumab-related myocarditis/myositis is ~ 0.25%.  Estimates deaths in nivo clinical development program to be 5 from myositits and 6 from myocarditis.
A national mel TL told me that 067 data from ASCO was the biggest breakthrough of the year so far.  They were impressed that the mDOR was not reached even after 2 years.,Unknown,1469592000.0,,A national mel TL told me that 067 data from ASCO was the biggest breakthrough of the year so far.  They were impressed that the mDOR was not reached even after 2 years.
"A national mel TL at an NCCN institution said that while some institutions still use TKI combo as 1st line SOC for BRAFmut pts,  this institution firmly believes IO is first.",Unknown,1469592000.0,,"A national mel TL at an NCCN institution said that while some institutions still use TKI combo as 1st line SOC for BRAFmut pts,  this institution firmly believes IO is first."
"Regional TL stated that multiple met melanoma patients (which is significant as he sees only 4-5 a year) asked him, ""What did President Carter get?""",Unknown,1454302800.0,,"Regional TL stated that multiple met melanoma patients (which is significant as he sees only 4-5 a year) asked him, ""What did President Carter get?"""
Met Melanoma patient refractory to prednisone and infliximab was treated with Vendolizumab for grade2/3 GI AE.  Treatment was able to bring AE back to baseline.,Unknown,1479704400.0,,Met Melanoma patient refractory to prednisone and infliximab was treated with Vendolizumab for grade2/3 GI AE.  Treatment was able to bring AE back to baseline.
"Speaking with a National Thought leader from an academic institution, I questioned her as to what anti-PD1 agent she would have used if she had been the Oncologist for President Jimmy Carter.  She said she sees Pembro and Nivo as being so similar that she offers the choice to the patient.  She has stopped mentioning President Carter during these discussions because she has received pushback from many patients along the line of ""Well I don't want that (Pembro) if Carter picked it, he never made a good decision in his life.""  Or ""I do not want anything that was given to Carter.""  While the thoughts that National attention to Pembro associated with treating President Carter would be positive, it is clear that in the southern, more rural areas, this has actually been a liability to Pembro.",Unknown,1476417600.0,,"Speaking with a National Thought leader from an academic institution, I questioned her as to what anti-PD1 agent she would have used if she had been the Oncologist for President Jimmy Carter.  She said she sees Pembro and Nivo as being so similar that she offers the choice to the patient.  She has stopped mentioning President Carter during these discussions because she has received pushback from many patients along the line of ""Well I don't want that (Pembro) if Carter picked it, he never made a good decision in his life.""  Or ""I do not want anything that was given to Carter.""  While the thoughts that National attention to Pembro associated with treating President Carter would be positive, it is clear that in the southern, more rural areas, this has actually been a liability to Pembro."
"The only time I use Combination is young, healthy patients.  I use monotherapy for older patients.  When I questioned if this was based upon AEs he had seen in practice, he stated that it was not, it was based upon published data.",Unknown,1475208000.0,,"The only time I use Combination is young, healthy patients.  I use monotherapy for older patients.  When I questioned if this was based upon AEs he had seen in practice, he stated that it was not, it was based upon published data."
1L met melanoma treatment of Regimen + GMCSF will be a good option will likely work regardless of PDL1 status.,Unknown,1462507200.0,,1L met melanoma treatment of Regimen + GMCSF will be a good option will likely work regardless of PDL1 status.
"When treating BRAF+ met melanoma patients, this RTL stated that he tries to pulse the BRAF combo Inhibitors to ""reach the trough"" at which point the RTL will then wait for back to back scans with no change in tumor size, and that is the signal to switch to IO combo therapy (Regimen).",Unknown,1462507200.0,,"When treating BRAF+ met melanoma patients, this RTL stated that he tries to pulse the BRAF combo Inhibitors to ""reach the trough"" at which point the RTL will then wait for back to back scans with no change in tumor size, and that is the signal to switch to IO combo therapy (Regimen)."
Testing for PDL1 for melanoma is a waste of time and resources since the regimen does well with both.,Unknown,1462507200.0,,Testing for PDL1 for melanoma is a waste of time and resources since the regimen does well with both.
"Due to the endocrine toxicities that can be seen with Regimen treatment of Met Melanoma it was stated that the RTL tests TSH, T3, T4, and for adrenal insufficiency because he says ""hypophysitis is to be expected"" or some other pituitary or thyroid issues.  

test all before every combo dose, and before every other Nivo maintenance dose.",Unknown,1462507200.0,,"Due to the endocrine toxicities that can be seen with Regimen treatment of Met Melanoma it was stated that the RTL tests TSH, T3, T4, and for adrenal insufficiency because he says ""hypophysitis is to be expected"" or some other pituitary or thyroid issues.  

test all before every combo dose, and before every other Nivo maintenance dose."
"Combo Dabra/Trem can be used till max response, then switch to Regimen, if the Regimen doesn't work yo ucan still go back to D/T.  

Stated at Regimen Dinner program during after presentation conversations.",Unknown,1462507200.0,,"Combo Dabra/Trem can be used till max response, then switch to Regimen, if the Regimen doesn't work yo ucan still go back to D/T.  

Stated at Regimen Dinner program during after presentation conversations."
"A Non-Hodgkins Lymphoma patient was being treated with opdivo neuropathy was bad from 1L tx, which is why the HCP switched to opdivo.  No neurological issues have been seen since switch.",Unknown,1462507200.0,,"A Non-Hodgkins Lymphoma patient was being treated with opdivo neuropathy was bad from 1L tx, which is why the HCP switched to opdivo.  No neurological issues have been seen since switch."
"A local HCP stated:  I don't have a lot of melanoma patients, but it seems that every time I check what the options are for my patient, that everything has changed.  Its monotherapy, then its combo, then you have to test for PDL1, then you have to give Dabraf/Trem first, or second.  Its good to have options but it can get confusing.",Unknown,1458532800.0,,"A local HCP stated:  I don't have a lot of melanoma patients, but it seems that every time I check what the options are for my patient, that everything has changed.  Its monotherapy, then its combo, then you have to test for PDL1, then you have to give Dabraf/Trem first, or second.  Its good to have options but it can get confusing."
"In regard to efficacy vs safety of using regimen for 1L metastatic Melanoma treatment:  

Regional TL stated:  Steroids are being used so much faster in solid tumor inpatient treatment for AEs.  Even more than just 1 year ago.  Anyone who sees that a patient is on I/O therapy has been pulling the trigger on steroids first, asking questions second.  I think comfort allows for us to be more aggressive with treatment and clearly the more aggressive option is the Combo (Regimen).",Unknown,1458532800.0,,"In regard to efficacy vs safety of using regimen for 1L metastatic Melanoma treatment:  

Regional TL stated:  Steroids are being used so much faster in solid tumor inpatient treatment for AEs.  Even more than just 1 year ago.  Anyone who sees that a patient is on I/O therapy has been pulling the trigger on steroids first, asking questions second.  I think comfort allows for us to be more aggressive with treatment and clearly the more aggressive option is the Combo (Regimen)."
"Speaking with a RTL in melanoma, she stated that she sees ""quite a few"" Met Melanoma patients being treated with Regimen that are having Lymphopenia.  She stated she has seen two recent cases, 1. The patient had bad rash to the upper extremities, and the labs quantified a very low WBC count.  She remarked that ""all of the Tcells are in the skin causing the rash.""  Once the rash was gone, she stated the WBC count returned to normal levels.",Unknown,1480568400.0,,"Speaking with a RTL in melanoma, she stated that she sees ""quite a few"" Met Melanoma patients being treated with Regimen that are having Lymphopenia.  She stated she has seen two recent cases, 1. The patient had bad rash to the upper extremities, and the labs quantified a very low WBC count.  She remarked that ""all of the Tcells are in the skin causing the rash.""  Once the rash was gone, she stated the WBC count returned to normal levels."
"RTL described a difference of opinion between herself and her melanoma clinic partner.  She stated, ""he thinks patients with lymphopenia are not good patients (in that they are unlikely to respond to treatment).""  She told me that she has seen multiple patients whose lab results show low WBC counts but are responding very well.  She said that this lymphopenia is transient but the responses appear to be durable.  She did not state if she had seen lymphopenia in patients that did not respond.",Unknown,1480568400.0,,"RTL described a difference of opinion between herself and her melanoma clinic partner.  She stated, ""he thinks patients with lymphopenia are not good patients (in that they are unlikely to respond to treatment).""  She told me that she has seen multiple patients whose lab results show low WBC counts but are responding very well.  She said that this lymphopenia is transient but the responses appear to be durable.  She did not state if she had seen lymphopenia in patients that did not respond."
