text,source_type,date,title,text
Academic TL said he is writing a protocol with Amgen to look at combining T-vec with abscopal dose of radiation therapy (5x5 Gy) in melanoma,Unknown,1463803200.0,,Academic TL said he is writing a protocol with Amgen to look at combining T-vec with abscopal dose of radiation therapy (5x5 Gy) in melanoma
Academic TL has written an internal protocol for management of radiation necrosis in patients with melanoma brain mets on immunotherapy – using avastin+short course dexamethasone to manage radionecrosis and prevent long delay in patients requiring steroids to manage radionecrosis. Has treated 3 patients this way and has been able to rapidly resume or initiate IO therapy with management of radionecrosis,Unknown,1463803200.0,,Academic TL has written an internal protocol for management of radiation necrosis in patients with melanoma brain mets on immunotherapy – using avastin+short course dexamethasone to manage radionecrosis and prevent long delay in patients requiring steroids to manage radionecrosis. Has treated 3 patients this way and has been able to rapidly resume or initiate IO therapy with management of radionecrosis
"RTL at a large academic center in discussion about Carfilzomib:
•	Surprised to see that when patients are referred to large center, they have not gotten appropriate CV work up especially when they have pre-existing conditions.  He stated there is still lack of education on the possible risk. 
•	Have had great depth of responses with patient who have had multiple lines of therapy prior with Carfilzomib at the 56 mg/m2 dose. "" Really emphasized to colleagues that have to weigh the CV risks with benefit though.""",Unknown,1465617600.0,,"RTL at a large academic center in discussion about Carfilzomib:
•	Surprised to see that when patients are referred to large center, they have not gotten appropriate CV work up especially when they have pre-existing conditions.  He stated there is still lack of education on the possible risk. 
•	Have had great depth of responses with patient who have had multiple lines of therapy prior with Carfilzomib at the 56 mg/m2 dose. "" Really emphasized to colleagues that have to weigh the CV risks with benefit though."""
"RTL at a large academic center in discussion about DARATUMUMAB
•	Stated that he would be hesitant to be overly excited about the data presented from CASTOR trial. It is too early of a dataset and would wait for full results.  He stated that the single agent activity is what his colleagues appreciates.  
•	From his clinical experience with administration of dara is like ""dancing with the devil.""  This is due to the long infusion, infusion reactions, and the screening for blood transfusions which is a ""pain"" for his practice and his colleagues at the community practices.  
•	He has many practices in the area referring patients to him for the actual administration of dara since they don't think the cost to administer outweighs benefit for the site financially.",Unknown,1465617600.0,,"RTL at a large academic center in discussion about DARATUMUMAB
•	Stated that he would be hesitant to be overly excited about the data presented from CASTOR trial. It is too early of a dataset and would wait for full results.  He stated that the single agent activity is what his colleagues appreciates.  
•	From his clinical experience with administration of dara is like ""dancing with the devil.""  This is due to the long infusion, infusion reactions, and the screening for blood transfusions which is a ""pain"" for his practice and his colleagues at the community practices.  
•	He has many practices in the area referring patients to him for the actual administration of dara since they don't think the cost to administer outweighs benefit for the site financially."
RTL at academic center stated HL pt on Nivo x 3mo and is in CR yet developed autoimmune hepatitis. Resolved after steroids.,Unknown,1468814400.0,,RTL at academic center stated HL pt on Nivo x 3mo and is in CR yet developed autoimmune hepatitis. Resolved after steroids.
RTL at academic center has pt on nivo for HL. Dialysis pt so intent was to be able to take off dialysis. MRD caused the nephritis resulting in dialysis. Increased Cr so had to stop Nivo and give steroids. Did short taper and restarted Nivo but Cr increased again. Explained needing longer taper so IMAR could resolve and not re-occur.  He has 6 HL pts now on ABVD. No issues with Bleo shortage. He has an ISR Pembro/ICE then Auto.,Unknown,1468814400.0,,RTL at academic center has pt on nivo for HL. Dialysis pt so intent was to be able to take off dialysis. MRD caused the nephritis resulting in dialysis. Increased Cr so had to stop Nivo and give steroids. Did short taper and restarted Nivo but Cr increased again. Explained needing longer taper so IMAR could resolve and not re-occur.  He has 6 HL pts now on ABVD. No issues with Bleo shortage. He has an ISR Pembro/ICE then Auto.
"RTL and cHL NCCN panelist says that the recommendation level for OPDIVO will likely not change without a larger confirmatory trial.  Further, she mentioned that the panel sees KEYTRUDA as equivalent to OPDIVO, which works in the favor of both.  For example, if there is data for the use of KEYTRUDA in transplant ineligible cHL pts, that OPDIVO will likely receive the same recommendation.",Unknown,1467259200.0,,"RTL and cHL NCCN panelist says that the recommendation level for OPDIVO will likely not change without a larger confirmatory trial.  Further, she mentioned that the panel sees KEYTRUDA as equivalent to OPDIVO, which works in the favor of both.  For example, if there is data for the use of KEYTRUDA in transplant ineligible cHL pts, that OPDIVO will likely receive the same recommendation."
RTL says access to OPDIVO will only be better now that it is approved in cHL.  He says that usage will be much broader than the label indicates and that it should not be difficult to get drug to pts that are transplant ineligible.,Unknown,1467259200.0,,RTL says access to OPDIVO will only be better now that it is approved in cHL.  He says that usage will be much broader than the label indicates and that it should not be difficult to get drug to pts that are transplant ineligible.
"NTL feels that with IO the OS endpoint is now too confounded by subsequent therapy (-069 Ipi arm as example), hence believes ORR will become re-emphasized. NTL does not feel Regimen will remain in practice as newer combinations emerge largely because the grade 3/4 AE % matches the % with ORR. However, discussing the data in those that discontinued treatment was impactful, with the NTL commenting that learning about what happens in those that d/c is very important.",Unknown,1465963200.0,,"NTL feels that with IO the OS endpoint is now too confounded by subsequent therapy (-069 Ipi arm as example), hence believes ORR will become re-emphasized. NTL does not feel Regimen will remain in practice as newer combinations emerge largely because the grade 3/4 AE % matches the % with ORR. However, discussing the data in those that discontinued treatment was impactful, with the NTL commenting that learning about what happens in those that d/c is very important."
"TL stated that while he initially treated 'everyone with aPD-1 regardless of PDL1 expression', his experience (pan-tumor) is that ""those who don't respond to IO, actually increase their speed of progression, compared to a chemo or TKI where even non-responders tend to get a temporary slow-down, and thus he feels IO can have a negative impact on ability to response to subsequent therapy.  In nonsq-NSCLC, he has started to test for PD-L1 and will often treat those with <1% with chemo+/-ramucirumab prior to IO in order to 'slow pace before moving on to IO'",Unknown,1465704000.0,,"TL stated that while he initially treated 'everyone with aPD-1 regardless of PDL1 expression', his experience (pan-tumor) is that ""those who don't respond to IO, actually increase their speed of progression, compared to a chemo or TKI where even non-responders tend to get a temporary slow-down, and thus he feels IO can have a negative impact on ability to response to subsequent therapy.  In nonsq-NSCLC, he has started to test for PD-L1 and will often treat those with <1% with chemo+/-ramucirumab prior to IO in order to 'slow pace before moving on to IO'"
"RTL when reviewing the data with respect to R/R cHL, very positive about response rates but did note pembros data from ASCO for the transplant ineligible. Would of liked to see that in our label/filing, ""that is gap that needs to be filled with a  PD-1 inhibitor""",Unknown,1466136000.0,,"RTL when reviewing the data with respect to R/R cHL, very positive about response rates but did note pembros data from ASCO for the transplant ineligible. Would of liked to see that in our label/filing, ""that is gap that needs to be filled with a  PD-1 inhibitor"""
"Lung RTL who intermittently uses PDL1 testing in the second-line setting thinks there's much stronger rationale for using it in the first-line. He feels that it's getting easy enough to test that it could become a standard part of the front-line approach. As far as how to use it for guiding treatment in the front-line, he thinks IO therapy will need more than a 25% ORR to be considered instead of platinum-based doublet chemotherapy.",Unknown,1465272000.0,,"Lung RTL who intermittently uses PDL1 testing in the second-line setting thinks there's much stronger rationale for using it in the first-line. He feels that it's getting easy enough to test that it could become a standard part of the front-line approach. As far as how to use it for guiding treatment in the front-line, he thinks IO therapy will need more than a 25% ORR to be considered instead of platinum-based doublet chemotherapy."
Local RCC TL said that he heard that there is a study of anti-PD1 plus anti-PDL1 being done in RCC. He said he thinks it is EMD Serono (anti-PDL1) and Regeneron (anti-PD1).,Unknown,1464753600.0,,Local RCC TL said that he heard that there is a study of anti-PD1 plus anti-PDL1 being done in RCC. He said he thinks it is EMD Serono (anti-PDL1) and Regeneron (anti-PD1).
"Local RCC TL said that if a patient failed a VEGFi first line but had at least a year of response to it, he would consider trying another VEGFi that targets another pathway in addition to VEGF, such as PDGF as second line therapy. He said that if a patient failed a VEGFi right off the bat and blew through it, he would then switch to nivo. He also mentioned that if a patient has very high burden of disease right after failing first line, he might consider lenvatinib + evorolimus in that patient before IO.  Indicated that there may be 20% will fail first line and fail big with significant bulky disease, therefore he would use combo for this type",Unknown,1464753600.0,,"Local RCC TL said that if a patient failed a VEGFi first line but had at least a year of response to it, he would consider trying another VEGFi that targets another pathway in addition to VEGF, such as PDGF as second line therapy. He said that if a patient failed a VEGFi right off the bat and blew through it, he would then switch to nivo. He also mentioned that if a patient has very high burden of disease right after failing first line, he might consider lenvatinib + evorolimus in that patient before IO.  Indicated that there may be 20% will fail first line and fail big with significant bulky disease, therefore he would use combo for this type"
NTL from the Boston area mentioned that AVD with BV better have a big KM curve separation otherwise its useless data.,Unknown,1467086400.0,,NTL from the Boston area mentioned that AVD with BV better have a big KM curve separation otherwise its useless data.
TL mentioned that she's spoken with a cabo MSL who highlighted the benefits of early onset  of response seen with cabo vs IO agents and the duration seemed to be earlier than the initial scan at 8 weeks based on some DoF.,Unknown,1463112000.0,,TL mentioned that she's spoken with a cabo MSL who highlighted the benefits of early onset  of response seen with cabo vs IO agents and the duration seemed to be earlier than the initial scan at 8 weeks based on some DoF.
"Melanoma RTL believe that mutational load may be a better predictive biomarker than PDL-1 expression and based on recent OS update at AACR for 069 there's really no reason why patients should not be placed on regimen unless unable to tolerate.

In the adjuvant setting he has a trial looking at pem vs placebo and feels that it is an option to enroll in the trial vs giving ipi despite the RFS data b/c outcomes are marginal compared to the toxicity and patient may also have a better chance with surgery.",Unknown,1463112000.0,,"Melanoma RTL believe that mutational load may be a better predictive biomarker than PDL-1 expression and based on recent OS update at AACR for 069 there's really no reason why patients should not be placed on regimen unless unable to tolerate.

In the adjuvant setting he has a trial looking at pem vs placebo and feels that it is an option to enroll in the trial vs giving ipi despite the RFS data b/c outcomes are marginal compared to the toxicity and patient may also have a better chance with surgery."
"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:.
•	Did not know about upcoming shortage of bleomycin in the U.S. If needed clinicians at his institution are likely to replace ABVD with BV+AVD.",Unknown,1466136000.0,,"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:.
•	Did not know about upcoming shortage of bleomycin in the U.S. If needed clinicians at his institution are likely to replace ABVD with BV+AVD."
"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:
•	Based on personal experience, does not see anything out of ordinary in Merryman's study on safety of allo-SCT after treatment with PD-1 inhibitors. Reduced-intensity conditioning therapy severely depletes lymphocyte populations; therefore prior-nivo therapy is unlikely to be a major contributor to development of severe GVHD compared to well-established risk factors (e.g., degree of HAL disparity, total body irradiation). Even sees a potential indication for post-allo-SCT nivo maintenance therapy to boost immune system and reduce risk of HL relapse.",Unknown,1466136000.0,,"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:
•	Based on personal experience, does not see anything out of ordinary in Merryman's study on safety of allo-SCT after treatment with PD-1 inhibitors. Reduced-intensity conditioning therapy severely depletes lymphocyte populations; therefore prior-nivo therapy is unlikely to be a major contributor to development of severe GVHD compared to well-established risk factors (e.g., degree of HAL disparity, total body irradiation). Even sees a potential indication for post-allo-SCT nivo maintenance therapy to boost immune system and reduce risk of HL relapse."
"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:
•	Nivo is an exciting new treatment option as a bridge to allo-SCT for eligible patients who progress after auto-SCT (did not mention BV). 
•	In these patients, would administer nivo for a short duration, and not to progression, because views reduced-intensity conditioning therapy followed by allo-SCT as the SOC.",Unknown,1466136000.0,,"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:
•	Nivo is an exciting new treatment option as a bridge to allo-SCT for eligible patients who progress after auto-SCT (did not mention BV). 
•	In these patients, would administer nivo for a short duration, and not to progression, because views reduced-intensity conditioning therapy followed by allo-SCT as the SOC."
"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:.
.•	Not enough practical experience and not enough research data to differentiate between nivo and pembro safety and efficacy in cHL setting. Thus far has prescribed nivo to his patients (2 or 3) because BMS has most mature data. Too early to say anything about possible role of PD-L1 inhibitors.",Unknown,1466136000.0,,"An academic RAI and Bone Marrow Transplant Director shared the following unsolicited insights while discussing his clinical practice and the HL treatment landscape:.
.•	Not enough practical experience and not enough research data to differentiate between nivo and pembro safety and efficacy in cHL setting. Thus far has prescribed nivo to his patients (2 or 3) because BMS has most mature data. Too early to say anything about possible role of PD-L1 inhibitors."
"An academic, regionally-recognized melanoma AI, speaker for Merck, and advisor to a surgeon NCCN panelist, shared the following unsolicited insights:
""We are in the dark"" with regard to the sequencing of BRAF/MEK inhibitors and nivo+ipi regimen for front-line combination therapy of advanced BRAF-MU melanoma. With nivo/pembro and nivo+ipi (as opposed to ipi alone), TTR is as short as with BRAF/MEK inhibitors (which reduces the appeal of starting with BRAF/MEK inhibitors in 1L setting). Tend to prefer I/O in younger, healthier patients and TKIs in older, sicker patients.",Unknown,1463630400.0,,"An academic, regionally-recognized melanoma AI, speaker for Merck, and advisor to a surgeon NCCN panelist, shared the following unsolicited insights:
""We are in the dark"" with regard to the sequencing of BRAF/MEK inhibitors and nivo+ipi regimen for front-line combination therapy of advanced BRAF-MU melanoma. With nivo/pembro and nivo+ipi (as opposed to ipi alone), TTR is as short as with BRAF/MEK inhibitors (which reduces the appeal of starting with BRAF/MEK inhibitors in 1L setting). Tend to prefer I/O in younger, healthier patients and TKIs in older, sicker patients."
"When asked if given all possible treatment combinations with daratumumab is there a, ""daratumumab only"" single agent candidate? A NTL provided the following answer at congress:
• NTL would use daratumumab as single agent in line with label when patient has seen PI and ImiD, but would consider combining daratumumab with pomalidomide in some patients",Unknown,1463544000.0,,"When asked if given all possible treatment combinations with daratumumab is there a, ""daratumumab only"" single agent candidate? A NTL provided the following answer at congress:
• NTL would use daratumumab as single agent in line with label when patient has seen PI and ImiD, but would consider combining daratumumab with pomalidomide in some patients"
"When asked how to choose between IRd vs ERd in RRMM a NTL at congress stated:   
• Can patient get infusion? No = Ixazomib
• High risk disease?  then this NTL would use Ixazomib
• Have the patient seen many proteasome inhibitors?  This NTL would use Elotuzumab
• Is the patient Rev refractory?  Then this NTL noted it's hard to choose elotuzumab because it did not show single agent activity.",Unknown,1463544000.0,,"When asked how to choose between IRd vs ERd in RRMM a NTL at congress stated:   
• Can patient get infusion? No = Ixazomib
• High risk disease?  then this NTL would use Ixazomib
• Have the patient seen many proteasome inhibitors?  This NTL would use Elotuzumab
• Is the patient Rev refractory?  Then this NTL noted it's hard to choose elotuzumab because it did not show single agent activity."
"TL feels that in MM drug dosing is a burden, and Empliciti dosing, although it eventually gets better for the patient, is still no exception to the complicated dosing schedules in this disease state.",Unknown,1464840000.0,,"TL feels that in MM drug dosing is a burden, and Empliciti dosing, although it eventually gets better for the patient, is still no exception to the complicated dosing schedules in this disease state."
"AI who influences mSMART guidelines, attended ASCO, and presented at EHA provided the following unsolicited comments when asked about sequencing of MM therapies. He stated Elo and Pano are in really tough positions currently from a sequencing perspective. With the Dara data available, it makes it even tougher to use Elo. He stated in the last year, he has used Dara 40-50 times, but Elo only 4-5 times; however, he likes the therapy because it's well tolerated. He does see a place for Elo in the indolent relapse population.",Unknown,1465876800.0,,"AI who influences mSMART guidelines, attended ASCO, and presented at EHA provided the following unsolicited comments when asked about sequencing of MM therapies. He stated Elo and Pano are in really tough positions currently from a sequencing perspective. With the Dara data available, it makes it even tougher to use Elo. He stated in the last year, he has used Dara 40-50 times, but Elo only 4-5 times; however, he likes the therapy because it's well tolerated. He does see a place for Elo in the indolent relapse population."
RTL in OH says bleomycin shortage is not affecting his practice much but expects it might affect others.  He is following the RATHL study in his own practice and this limits bleo usage to patients that are PET2+.,Unknown,1467259200.0,,RTL in OH says bleomycin shortage is not affecting his practice much but expects it might affect others.  He is following the RATHL study in his own practice and this limits bleo usage to patients that are PET2+.
RTL in Ohio says that bleomycin shortage is affecting the community clinics the most and they are sending hodgkin lymphoma patients that they would normally treat in the front line to her academic center in order to get bleo.  She has been turning them back and telling them to just omit bleo if they are unable to get it.,Unknown,1467259200.0,,RTL in Ohio says that bleomycin shortage is affecting the community clinics the most and they are sending hodgkin lymphoma patients that they would normally treat in the front line to her academic center in order to get bleo.  She has been turning them back and telling them to just omit bleo if they are unable to get it.
RTL says bleomycin shortage is affecting her own practice at a large academic institution in OH.  She believes in RATHL data and says that her strategy is to conserve bleo by using ABVD for two cycles up front and then continuing/discontinuing bleo in ABVD based upon PET2 status.  She says that she has no desires to move brentuximab into this space because data is lacking and AVD is both cheap and effective.,Unknown,1467259200.0,,RTL says bleomycin shortage is affecting her own practice at a large academic institution in OH.  She believes in RATHL data and says that her strategy is to conserve bleo by using ABVD for two cycles up front and then continuing/discontinuing bleo in ABVD based upon PET2 status.  She says that she has no desires to move brentuximab into this space because data is lacking and AVD is both cheap and effective.
Regional TL commented that he does LFTs at every dose of nivo but only tests thyroid function if patient is symptomatic. They do thyroid function before first dose and then only repeat upon symptoms.,Unknown,1463716800.0,,Regional TL commented that he does LFTs at every dose of nivo but only tests thyroid function if patient is symptomatic. They do thyroid function before first dose and then only repeat upon symptoms.
RTL at large CC uses both NCCN and SMart guidlelines and see benefit of both but many times they use algorithms for treatment that are more based from their own institution.,Unknown,1478059200.0,,RTL at large CC uses both NCCN and SMart guidlelines and see benefit of both but many times they use algorithms for treatment that are more based from their own institution.
"Large community practice uses Opdivo for multiple tumor types: Mel, RCC & Lung.  They feel it is easy to give and the side effects are easily managed.  Have seen mostly rashes which respond to topical as well as some of the endocrine related but have not needed to stop the treatment. They have not given yet to relapsed lymphoma patients.",Unknown,1476849600.0,,"Large community practice uses Opdivo for multiple tumor types: Mel, RCC & Lung.  They feel it is easy to give and the side effects are easily managed.  Have seen mostly rashes which respond to topical as well as some of the endocrine related but have not needed to stop the treatment. They have not given yet to relapsed lymphoma patients."
"Discussion at academic symposium in regards to pseudo-progression that is noted on scans done during treatment.  Many in the room under the impression that the ""flare"" that is seen on the scans is not actual progression but caused by the effect or MOA by PD-1 inhibitor.  NTL informed the group that only 5-10 of the time will it be pseudo-progression and most of the time it is progression.  More so with Melanoma and Lung and less often with lymphoma.",Unknown,1475467200.0,,"Discussion at academic symposium in regards to pseudo-progression that is noted on scans done during treatment.  Many in the room under the impression that the ""flare"" that is seen on the scans is not actual progression but caused by the effect or MOA by PD-1 inhibitor.  NTL informed the group that only 5-10 of the time will it be pseudo-progression and most of the time it is progression.  More so with Melanoma and Lung and less often with lymphoma."
RTL for lymphoma was surprised by the narrow indication given by FDA on approval of Opdivo for cHL.  He doesn't think they should have such strict limitations of the sequence of BV and SCT as it takes away the clinical judgement of the treating physician.,Unknown,1466568000.0,,RTL for lymphoma was surprised by the narrow indication given by FDA on approval of Opdivo for cHL.  He doesn't think they should have such strict limitations of the sequence of BV and SCT as it takes away the clinical judgement of the treating physician.
NTL would like to see trials with Nivo vs BV in RRHL.,Unknown,1461988800.0,,NTL would like to see trials with Nivo vs BV in RRHL.
RTL from academic center doing trial for ABVD vs AVD would like to have Bleo totally removed but would also like to see trial to see if IRT can be excluded as well.  Feels gaps are in RR HD and as RR NHL.,Unknown,1461988800.0,,RTL from academic center doing trial for ABVD vs AVD would like to have Bleo totally removed but would also like to see trial to see if IRT can be excluded as well.  Feels gaps are in RR HD and as RR NHL.
"Lymphoma TL at Academic center would like to see trials using Opdivo in FL as well as relapse in both HL, NHL.  He is very interested in how IO will work especially in relation to CART-cell studies. He has 2 CART-cell studies currently and would like to study those patients that fail CART-cell tx with IO products.",Unknown,1476849600.0,,"Lymphoma TL at Academic center would like to see trials using Opdivo in FL as well as relapse in both HL, NHL.  He is very interested in how IO will work especially in relation to CART-cell studies. He has 2 CART-cell studies currently and would like to study those patients that fail CART-cell tx with IO products."
"NP said HL patient first treated with nivolumab ""a week after it was approved for metastatic melanoma"" is still in a response although the patient had to discontinue due to toxicity.  Prior to treatment, patient was near ECOG grade 4 and very underweight.  The patient is now at normal weight and is working again.",Unknown,1481432400.0,,"NP said HL patient first treated with nivolumab ""a week after it was approved for metastatic melanoma"" is still in a response although the patient had to discontinue due to toxicity.  Prior to treatment, patient was near ECOG grade 4 and very underweight.  The patient is now at normal weight and is working again."
RTL stated that cHL lymphoma patient with ECOG 3-4 status showed symptomatic improvement after first dose and went on to receive 2+ years of treatment with near complete remission.  Patient only recently came off drug due to mild but persistent GI issues.,Unknown,1477281600.0,,RTL stated that cHL lymphoma patient with ECOG 3-4 status showed symptomatic improvement after first dose and went on to receive 2+ years of treatment with near complete remission.  Patient only recently came off drug due to mild but persistent GI issues.
A NCCN panelist for Multiple Myeloma stated that the PD1 data in multiple myeloma could be better but that he is every excited about the possibilities of combination IO therapies.,Unknown,1458532800.0,,A NCCN panelist for Multiple Myeloma stated that the PD1 data in multiple myeloma could be better but that he is every excited about the possibilities of combination IO therapies.
•	BV/Nivo – Bar is set at PFS of 60% 1 yr and atleast 50% CR rate. If these results aren't reach in cHD then the results were not succesfull.,Unknown,1478667600.0,,•	BV/Nivo – Bar is set at PFS of 60% 1 yr and atleast 50% CR rate. If these results aren't reach in cHD then the results were not succesfull.
•	Phase II opening soon for cHD triplet vs doublet including Nivo and Ipi.,Unknown,1478667600.0,,•	Phase II opening soon for cHD triplet vs doublet including Nivo and Ipi.
•	BV/Nivo – Bar is set at PFS of 60% 1 yr and atleast 50% CR rate. If these results aren't reach in cHD then the results were not succesfull.,Unknown,1478667600.0,,•	BV/Nivo – Bar is set at PFS of 60% 1 yr and atleast 50% CR rate. If these results aren't reach in cHD then the results were not succesfull.
RTL perspective for cHD is the bar for deferring transplant is a durable PFS at 2 years then can consider the treatment instead of transplant.,Unknown,1478667600.0,,RTL perspective for cHD is the bar for deferring transplant is a durable PFS at 2 years then can consider the treatment instead of transplant.
"It appears if you have Nivo before anything, afterward you have a good response – total anecdotal statement but RTL completely convinced that this is real in her patients.",Unknown,1478667600.0,,"It appears if you have Nivo before anything, afterward you have a good response – total anecdotal statement but RTL completely convinced that this is real in her patients."
"o	RTL commented on a study with BV/Ipi and said it was very well tolerated in her experience. Patients on this arm were heavily pretreated with a median # of prior tx of 4 (range 1-13) vs. BV/Nivo with 3 priors (didn't provide range for this). Also, BV/Ipi patients had prior BV and still achieved CRs. (The criteria for the study was they couldn't have progressed through BV or within 6 months)",Unknown,1478667600.0,,"o	RTL commented on a study with BV/Ipi and said it was very well tolerated in her experience. Patients on this arm were heavily pretreated with a median # of prior tx of 4 (range 1-13) vs. BV/Nivo with 3 priors (didn't provide range for this). Also, BV/Ipi patients had prior BV and still achieved CRs. (The criteria for the study was they couldn't have progressed through BV or within 6 months)"
"BIG question in HD, is How is systemic immunity different in HD than in other tumors? The belief is there in that questions lies the answer as to why cHD patients respond to Nivo whereas other lymphomas have not seem the same efficacy.",Unknown,1478667600.0,,"BIG question in HD, is How is systemic immunity different in HD than in other tumors? The belief is there in that questions lies the answer as to why cHD patients respond to Nivo whereas other lymphomas have not seem the same efficacy."
"During an Opdivo cHL PVP with a health plan pharmacy administrator (that drafts medical criteria for oncology products), frustration was expressed regarding FDA approvals in cases where data come from Phase 1/2 data sets and there are no active comparators.  While (in the case of Opdivo and cHL) this individual did recognize the unmet need in this highly pre-treated population, he expressed a strong preference towards having H2H data with high cost oncologics prior to writing updated medical policy.  That said, he informed us that he anticipated updating coverage for Opdivo adding cHL to label.",Unknown,1467691200.0,,"During an Opdivo cHL PVP with a health plan pharmacy administrator (that drafts medical criteria for oncology products), frustration was expressed regarding FDA approvals in cases where data come from Phase 1/2 data sets and there are no active comparators.  While (in the case of Opdivo and cHL) this individual did recognize the unmet need in this highly pre-treated population, he expressed a strong preference towards having H2H data with high cost oncologics prior to writing updated medical policy.  That said, he informed us that he anticipated updating coverage for Opdivo adding cHL to label."
