text,date
"At a Lung Cancer Symposium in Puerto Rico an Oncologist from Cuba discussed CIMAVax-EGF. It is a vaccine developed in Cuba composed of human recombinant EGF conjugated to the P64K recombinant protein from Neisseria meningitides as carrier. It is intended to elicit anti-EGF antibodies that are able to bind circulating EGF and prevent its binding to the EGFR. Works by stimulating the body's immune response by encouraging the body to make antibodies that recognize and bind to EGF. This stops the EGF attachment to receptors on cancer cells, so there is no signal telling the cancer cells to grow and divide. It is licensed in Cuba for use in adult patients with stage IIIB/IV NSCLC patients previously treated with first-line chemotherapy. In a Phase II controlled clinical trial (J Clin Oncol 26:1452-1458) designed to evaluate the survival effect of CIMAvax-EGF immunization in advanced stage (IIIB/IV) NSCLC patients previously treated with first-line chemotherapy, vaccine group mean survival was 12.73 months (median, 6.47 months) vs. 8.52 months (median, 5.33 months) for the control arm. Adverse events were observed in less than 25% of cases and were grade 1 or 2. Most frequent AE were fever, headache, chills and pain at the injection site. Currently there is an agreement between the Roswell Park Cancer Institute and Cuba's Center for Molecular Immunology to begin CIMAVax-EGF trials, which could lead to FDA approval. Oncologists that attended the symposium (both the program chairs and oncologists from the audience) showed lots of interest in the possibility of combining CIMAVax-EGF with nivolumab.",1456462800.0
At a Lung Cancer Symposium in Puerto Rico the presenter shared that that anecdotally he believes there is nivolumab activity in brain mets. He has seen activity in some of his patients. If a patient is symptomatic he treats the brain met first and then use an anti PD-1. He has seen additional benefit from the anti PD-1 beyond the one achieved by the first treatment administered for the brain met.,1456462800.0
"At a Lung Cancer Symposium in Puerto Rico there was a lot of discussion on how to distinguish pseudoprogression vs. true progression. Most agree that in patients with an increase in lesion size during treatment but clinically doing well they will continue treatment due to suspected pseudoprogression. There was less agreement regarding patients with new lesions during treatment: some believe that appearance of a new lesion is definitely a sign of true progression while others believe that a new lesion in a patient clinically doing well may also be pseudoprogression. The presenter commented that, in her opinion, appearance of a new lesion does not automatically means true progression. It can be an already existing lesion too small to be seen in radiographic images that, due to increased size after the immune response to treatment, it is now clinically detectable. Commented that she has seen this kind of response pattern and some patients can eventually respond to treatment. For the presenter, the most important thing to assess is how the patient is doing clinically. If the patient has clinical benefit and is tolerating treatment she will continue treatment even in the case of new lesions. But if the patient is clearly deteriorating (e.g. deterioration of performance status, worsening symptoms) this may indicate true progression. The presenter commented that clinical trials in Cuba allow treatment beyond initial progression if the patient has clinical benefit and is tolerating treatment.",1456462800.0
At a Lung Cancer Symposium in Puerto Rico the presenter shared that he always tests for PD-L1 but also treats non-expressors. He only uses PD-L1 test results to discuss with patients about probability of responding but not for treatment selection.,1456462800.0
"At a Lung Cancer Symposium in Puerto Rico the presenter, when discussing KEYNOTE 001 results, commented that pembrolizumab PFS and OS in treatment naive patients with high PD-L1 expression is very impressive.",1456462800.0
"At a Lung Cancer Symposium in Puerto Rico, when discussing KEYNOTE 001 results, discussed the OS Kaplan-Meier curves for both TPS ≥50% and all patients (TPS ≥1%) and highlighted that PD-L1 expression predicts benefit for pembrolizumab. Nevertheless, there was no mention of lack of statistically significant OS or PFS benefit vs. docetaxel in squamous patients. Also, there was no discussion regarding efficacy of 2 mg/kg vs. 10 mg/kg.",1456462800.0
"At a Lung Cancer Symposium in Puerto Rico the presenter commented it seems that treatment with tremelimumab has less irAEs, but the mechanism remains unclear.",1456462800.0
At a Lung Cancer Symposium in Puerto Rico the presenter commented that nivolumab monotherapy has very low grade 3/4 AEs. They are lower compared to ipilimumab monotherapy. Of note it appears that endocrine AEs are more frequent with anti PD-1s compared to ipilimumab. Also commented that both pembrolizumab and atezolizumab have a very similar AEs profile compared to nivolumab.,1456462800.0
"A TL commented that the main advantages of Opdivo that make it his 1st choice in 2nd line NSCLC are the OS benefit, no need to test for PD-L1, and very good safety profile.",1455253200.0
"During a joint meeting with Ken Hyland, TL shared that he had a lung patient with a CR to nivolumab. The CR was maintained for 1 year so TL together with the patient agreed to stop treatment. This patient continues to do well with no evidence of disease.",1472961600.0
"Regional TL is concerned about the impact of PD-1 agents in 1L with respect to ongoing trials. If 1L use occurs in a broader patient population and not the ~25% that would be high PD-L1+, recruitment for trials requiring Naive patients will become challenging.",1470974400.0
Regional TL is waiting to see the KN-024 data before deciding place in 1L. It will have to be a robust difference to use pembro over chemo. Also stated that he will follow the labeled indication when available. TL believes 50% PD-L1 cut point is cherry picking for best responders and 1% is too low for selection.,1470974400.0
"TL who is also a KN-021 investigator stated that his experience with chemo + pembro during the trial has blown him away. He recognizes that it is a small 'n' but has had 4-5 patients at his site complete the 2 years of treatment, stop therapy, and are continuing to do well.",1467172800.0
"Academic TL commented that the results from KN-024 will be practice changing. He was excited to hear that pembro was superior for both PFS and OS. He is awaiting the data, but stated that he would follow the -024 design and use pembro 1L only in patients with >50% PD-L1 expression. His use of PD-1 inhibitors 1L will be data driven; does not plan to utilize haphazardly.",1467172800.0
"During joint meeting with HSL Jamie Wong, SCLC NCCN chair shared that the panel will be adding nivolumab +/- ipilimumab to the NCCN guidelines as category 2A under subsequent therapy based on the -032 publication.",1466222400.0
Academic TL does not see benefit in testing for PD-L1; does not want to wait for test results to come back before initiating treatment. He assumed that nivolumab ORR would be similar to pembro at >50% PD-L1 cutoff. Reactively discussed data from -012 and TL stated the data confirms his assumption and supports his rationale not to test for PD-L1.,1466222400.0
"Community TL tests for ACTH, cortisol, TSH, T3, and T4 monthly to monitor for potential endocrinopathies. He stated that he has not experienced significant imAEs in his nivo patients.",1463112000.0
Community TL isn't testing for PD-L1 in 2L setting but this will change in 1L. He believes it will be very important to educate physicians as well as patients about PD-L1 and trial design differences once 1L data is available,1462507200.0
Community TL commented that he has used Opdivo in PS 2 patients and has not experienced safety concerns. Chemotherapy is not an option for these patients but TL is comfortable treating them with Opdivo.,1462507200.0
Community physician is requesting PD-L1 along with EGFR and ALK in newly diagnosed NSCLC patients. She prioritizes mutation status but also requests PD-L1 if enough tissue is available. Physician isn't using PD-L1 expression to inform treatment decisions and prefers nivo for 2L NSCLC patients.,1461729600.0
"Both a community and academic TL shared that they've been able to get payer approval for Nivo in SCLC, in some cases without providing the -032 data",1455598800.0
"Academic TL does not see value in PD-L1 as a biomarker for NSCLC and is not testing for PD-L1. Community oncologists have consulted him on which lab to use. His response is ""why are you testing?"" and explains rationale for not doing it.",1454994000.0
"Regional TL shared with me his thoughts on pseudoprogression
i.	Sees it in about 10% of patients
ii.	He said that serum tumor markers allow him to differentiate between real and pseudo progression
1.	This serum tumor marker allows for differentiation of pseudoprogression across multiple IO agents (durva, avelumab and nivo)",1457326800.0
"Academic lung TL voiced his opinions on the 209-026 data from ESMO: he said that the difference between 024 and 026 can only be explained by one of two things: a difference in the assay used to test for PDL1 or a difference in the drugs. He said that he thinks it is assay related. We discussed blueprint and he referenced a recent IASLC presentation that also showed concordance between the 22C3 and 28-8 antibodies. in contrast to Blueprint however, he has a paper submitted for review right now that shows 22C3 is more sensitive than 28-8 based on a 1% cut. He didnt provide too many details but it appears that he did a meta analysis on prior publication data and did not do any new tests for this publication. He said that they will develop their PDL1 test at their institution using a ventana system and the 22c3 antibody.",1477627200.0
"Academic lung TL voiced his opinions that the ""OAK data  is bad"". He said that it is clear that the assay used is not as good as the 22C3 or 28-8 based assays. He also said that he doesn't think much of the never smoker data in OAK.",1477627200.0
"Academic lung TL voiced his opinion that Keynote 024 and pembro first line ""is the single best thing that has ever happened in NSCLC for patients"".",1477627200.0
Academic lung TL voiced his opinions that he thinks that the use of pembro first line will not be limited to 50% and above only. He said that he has been able to get insurance to approve first line pembro in patients that test less than 50% before pembro was approved and he expects that will continue.,1477627200.0
"National lung TL commented that he heard that OAK data might not be ready for ESMO. He said he cant understand why they wont try to get late breaker, but word is that it might not be presented until later meeting.",1472788800.0
"National lung TL commented that even with 026 results, he still equates nivo and pembro as Coke vs Pepsi. He said there is no difference between the agents.",1472788800.0
"Regional lung TL told me the following information regarding his institutions biomarker testing in lung:He said they are sending the samples out to Clariet for PDL1 testing. He said they do get an actual percentage PDL1 positive back and it is based on the 22c3 antibody. He also said that foundation medicine is doing PDL1 testing. He said that overall, IHC is terrible for identifying which patients should get treated as it is entirely too subjective in nature and that management of tissue is becoming a complete nightmare as IHC requires sections and all the other tests being done also requires tissue.",1472788800.0
"Regional lung TL told me about a recent op-edd piece that he saw in either The New York Times or Wall Street Journal where someone (he suspects this person was from merck) wrote in and criticized oncologists about not using pembro in pdl1-. He said the piece basically called out the oncologists as being very dumb people. He said that it ""is typical Merck tactics"".",1472788800.0
"Regional lung TL told me that he isn't convinced that the Keynote 024 data is that great, he said ""lets wait to see the data before we get too excited"".",1472788800.0
"National lung TL volunteered the following about the 026 study:He said that it is all about patient selection. He said the 026 study failed because it is analogous to doing a trial of Tarceva in an unselected patient population. The agent (nivo) just doesn't work as well in unselected patients. PDL1 is the best biomarker we have right now, but it isn't perfect for many reasons.",1472788800.0
"Regional lung TL told me that he has seen the KN024 data and said it is currently embargoed until ESMO, but he can say that the data is very very good.",1472788800.0
"National lung TL volunteered the following when asked by a audience member during an iplan about whether the 026 results mean physicians shouldn't treat PDL1- patients with nivo: he said ""No, this doesn't mean you shouldn't treat PDL1- patients"". He said remember that there is still about a 10% ORR in the PDL1- folks and the durability of responses in those patients is as good as in the PDL1+.",1472788800.0
Regional lung TL told me that the Merck people are telling him that 70% of 2nd line patients are getting tested for pdl1. He laughed and said he doesn't believe that.,1472788800.0
Regional lung TL told me that less than 50% of patients have enough tissue for staining at his institution. He said most patients are diagnosed with stage IV NSCLC via FNA.,1472788800.0
"Regional lung TL told me the data from 026 will probably actually help Merck because they will look at our more robust data set and interpolate that the same will happen with pembro. Example is if patient tests 30% PDL1+ first line, they wouldn't get P because they don't have data there but instead the doc can look at the 30% cut in 026 and say it looks like nivo will work so I assume pembro will work too.",1472788800.0
"Regional lung TL said that combo ipi plus nivo will have to be much higher OS than single agent pembro for docs to even consider using it since it will be more toxic than single agent pembro. He said showing an ORR benefit over pembro won't matter, it must be OS benefit.",1471320000.0
"Regional lung TL said that he ""doesn't think there is ultimately any difference between nivo and pembro even with 026 press release"". He is impressed that pembro hit both pfs and OS data. He said BMS gambled right for second line but not so much for 1st line. He also said that it's clear that PDL1 positive patients do better. ""It always better to be PDL1 positive"". He wants to see the data from pembro and from 026 to really see if there is any difference.",1471320000.0
"Regional lung TL said that he is surprised that insurers are not denying pembro for any patients thus far in second line but it will most likely change in first line. This is in reference to PDL1 positivity and how positive it must be. He said that insurers are not requiring 50% for coverage, just so long as it is PDL1+ of any amount.",1471320000.0
Regional lung TL said that he has had some patients re-respond to nivo after rechallenge and those patients didn't have recurrent toxicity. He said that they were dc'ed due to toxicity and then were restarted on nivo months later.,1471320000.0
"Regional lung TL told me that he hasn't treated any patient with autoimmune disease with IO intentionally, he has however seen a patient develop RA following nivo treatment. Patient has been managed with steroids and will be restarting nivo.",1471320000.0
"Regional lung TL told me that he had a patient with HIV treated with nivo but the patient didn't respond but of note, there was no toxicity either.",1471320000.0
"Regional lung TL told me that he tried treating a PDL1 positive NSCLC patient with 10mg/kg pembro and he said it was ""very toxic"". He said the patient experienced significant lung toxicity that resolved when he dose reduced to 2mg/kg.",1470369600.0
Regional lung TL told me that he has had Foundation Medicine mutational load testing done on 30-40 of his NSCLC patients and thus far he has not seen any kind of correlation of nivo responses in those patients that have high mutation rates. He said he was surprised by that and expected to see more responses in the high mutation load patients. He also commented that he has seen patients with high mutation load not do very well on platinum doublets either.,1470369600.0
"Regional lung TL told me that he doesn't particularly like the design of the RTOG 3505 study in terms of the chemotherapy used. He said he understands why taxanes were avoided (potential for higher rates/grade pneumonitis with nivo) but he said ""cis etoposide is a bad drug"" .",1470369600.0
Regional lung TL told me he has seen higher rates of pneumonitis in his nivo patients if they have had prior radiation.,1470369600.0
Regional lung TL told me he heard about the 026 press release and said that we now need to know if nivo can be effective in patients that fail first line pembro. He said he has tried to use nivo in a NSCLC patient that failed a first line anti-PDL1 antibody (EMD Serono antibody) and it didn't work.,1470369600.0
"Regional lung TL told me he has skipped doses of nivo in several patients and there haven't been any problems. He said that if a patient has SD or PR or CR for about a year to a year and half, he would discuss with the patient the idea of stopping therapy.",1468555200.0
Regional lung TL told me that he has treated four hep c patients with nivo and all had great results both in terms of tumor responses and also viral load decreases.,1468555200.0
Regional lung TL told me that 2nd line SCLC studies are very difficult as the patient declines rapidly post first line. He thinks that the best place for SCLC are maintenance studies.,1468555200.0
"Regional lung TL told me that Merck was smart in only testing pembro in PDL1+ (50%) patients. He said the data always looks better in that enriched group. He said he isn't sure whether insurers will require PDL1+ > 50% to use pembro (i.e the 50% number might not be needed, it could just be plus or minus at 1% or 5%, etc) . He said he has had success in getting a 1st line NSCLC patient pembro without having to provide the % PDL1 positive. He said that it will come down to dosing frequency that will determine Nivo vs Pembro use. He said he doesn't think that there is much difference efficacy wise between the two, so convenience might be the deciding factor
.",1468555200.0
"National lung TL commented that given that we have shown efficacy of nivo single agent in late line squamous patients (063 data), there is some rationale to use docetaxol plus ramu for some select second line squamous patients before trying nivo. He said that if they ""save"" docetaxol plus ramu for later line, the patient may not get a chance to receive that regimen as they may be too symptomatic by then. When I asked him which patients, he said the very fit patients might be candidates but he said that this is ultimately a very small subset of patients that they would seriously think of docetaxol plus ramu before nivo. He said that the tox profile for docetaxol plus ramu is a concern.",1462248000.0
"National lung TL stated that the more important information regarding PFS with nivo is the ""right side of the curve"" (i.e. the tail of the curve)  instead of mPFS. He said that the ""nonsquamous NSCLC population is such a heterogeneous population of patients that includes never smokers, EGFR mutants, etc that we know are not the best responders to IO which is probably why the mPFS is numerically higher for docetaxol vs nivo"". He again said we need to focus on the right side of the curve.",1462248000.0
"National lung TL said that even though the OS curves in the PDL1- patients are somewhat similar in 057, he said that the ""toxicity profile between docetaxol and nivo are very, very different"". We also discussed the DoR that is seen with nivo vs docetaxol is much better even in the PDL1- patients.",1462248000.0
Regional lung TL commented that he only has one or two patients that complain about the Q2 week dosing of nivo being inconvenient.,1461297600.0
Regional lung TL explained his strategy of scanning/testing thyroid function in his >40 nivo treated lung patients: He scans first after 4-5 doses and then every 6 doses thereafter if the patient is responding. He said he checks thyroid function every 2 months.,1461297600.0
"Regional lung TL estimates that he has probably treated a total of 40 patients with nivo thus far. He estimates that he has seen about a 20-25%ORR and about a 25% SD rate. He said that when he explains to patients the chances of the drug working for them, he refers to about a 50% chance of it working (he combines the ORR with the SD rates to get about 50%) instead of only telling them they have a 1 in 5 chance (since ORR is about 20%).",1461297600.0
Regional lung TL commented that he has a nivo patient that is currently 16 cycles out and still having a durable response.,1461297600.0
"National lung TL said that mOS is not the best way to read out IO studies. He favors HR or landmark analysis for best capture the efficacy of IO agents. He also stated that ""HR must be south of 0.80 to be good"". He said ramuc, neci and cetuximab all showed ""positive"" data but their HR were all north of 0.80 and he isn't convinced. He referred to the IO data HR of 0.50 and said that's practice changing.",1458878400.0
"National lung TL said that he expects to see first line IO trials like CA209-026 to look like the data from 057. he stated that ""There wont be too much of a mOS difference but the curves will look like the 057 data since most of the patients will be adeno"".",1458878400.0
"National lung TL said that they do not enforce everyone testing for PDL1 but if they do test and it is positive, pembro is the choice. He said that even in his clinic, he rarely bothers testing for PDL1 and most often checks the box on the pathway that says ""PDL1 not tested"". He did mention that the PDL1 test is readily available for them and said it is reflexive to do just like EGFR or alk.",1458878400.0
Community TL shared that he uses mostly nivo (vs pembro) for his lung patients. He said it wasn't due to any specific reason (i.e. better efficacy or better toxicity) other than the fact that he is comfortable with nivo and doesn't see any reason to even try pembro. He said he thinks nivo is better especially in squamous patients.,1458878400.0
"National lung TL said that the KN10 data in the squamous population was ""disappointing"" however he wouldn't steer away from using pembro in a squamous patient based on the KN10 data.",1458878400.0
"Regional lung TL shared with me the following regarding toxicity and efficacy with nivolumab:
He has seen a correlation between clinical responses and development of itis's
i.	Told me of a patient on durva that had a CR 
1.	Patient was first line and had colitis that caused them to take him off of drug
2.	Still in CR 4 months after stopping therapy",1457326800.0
"a.	She informed me that they are using clone SP263 for their PDL1 test at UPMC
b.	She said that the test will give them the % of tumor cells positive for PDL1 as well as the % of TILs expressing PDL1
c.	She laughed and said that they are using this antibody based on the fact that they have the  Ventana system at UPCI but it is not the antibody used by Merck or BMS or Roche in their trials
d.	She said she doesn't see much difference between pembro and nivo efficacy or tox wise but the Q2 vs Q3 is still an issue. She did say that when patients complain about Q2 and having to come to the cancer center every 2 weeks, she just tells them ""too bad, that's what you have to do with this drug"". She did acknowledge that she has treated at least one patient with nivo Q4 weeks due to it being much more convenient for the patient.",1455080400.0
"In discussing clinical trial with large community TL, he stated that the lung space is virtually saturated with clinical trials from many companies.  Are the right questions being asked in the clinical trials?",1459137600.0
"Community TL questioned when there would be data in 1st line lung in poor performance status patients, stating chemotherapy is too brutal for and benefit is low for these patients.",1459137600.0
Local TL stated he wasn't seeing results in 2nd line Lung that he thought he would see.  Questioned if he was treating 2nd line or more then 2 previous treatments.  Stated some were third line and beyond.  Discussed the clinical trial patient population.  Is not testing for PD-L1 currently.,1480914000.0
A lung patient treated in the CA209-003 study came in for visit 41/2 years later and is still doing well.  The  MD had sent patient  to hospice a couple of weeks earlier and brought in to go on study.,1456462800.0
"The Opdivo H&N indication and -026 data were reviewed during a clinical update to a large national PBM.  With regards to H&N, the customer had very little feedback and expressed that they were not surprised to see Opdivo demonstrate clinical benefit given the impressive results observed in the clinical studies in the other tumor types.  With regards to the -026 study, the customer felt that the lack of differential results were largely due to the number of patients with low PD-L1 expression.  They do believe that Opdivo has the potential to be beneficial in the first line setting but they thought it was unfortunate that a 1L mono therapy indication would not be pursued further.  This did heighten their interest in the progress made with the regimen in 1L NSCLC.",1480654800.0
"The AIM pathway released a 12/01/16 update to their oncology pathways.  Although the NSCLC pathway was updated, none of these updates involved Opdivo which is still included as a 2L option (Keytruda is not on pathway).  Interestingly, Keytruda was not added as a 1L option in NSCLC despite being available to Anthem beneficiaries via the recently updated medical policy.  Because the AIM pathways are entirely closed and have no contact with manufacturers, it is unknown if the 1L Keytruda data has been reviewed therefore the reasoning behind the lack of Keytruda's inclusion in 1L in the AIM pathway is unclear at this time.",1480654800.0
"A large national payer in the West, with an established oncology pathway for NSCLC that presently favors Opdivo as the only PD-1 agent in the 2L setting, conveyed that Keytruda was initially excluded from their pathway due to concerns with the potential for 10mg/kg dose utilization.  Upon examination of their data, little, of any, utilization of the 10mg/kg dose has been observed.  As a result, Keytruda placement in the pathway is expected to be reexamined. There is no word at this time as to how the recent ESMO data releases for both Keytruda and Opdivo will affect any potential upcoming pathway changes.",1479445200.0
Community based HCP had initial preference for the use of daratumumab over elotuzumab based on single agent activity of Dara but expressed concern over a short duration of response,1464062400.0
"HCP stated:  ""When I speak (She speaks for Tecentriq) I never hear any questions about Q2 vs Q3.  I do hear some about PDL1 expression.  With Tecentriq testing IC and Opdivo testing TC, I really don't think there is a difference between them.""  When questioned on the reliability of IC/TC staining for Tecentriq's assay, she stated ""all anyone (physicians) cares to see is that it is positive, they don't care if it's an immune cell or tumor cell.""",1480568400.0
Tecentriq speaker stated that there is likely to be a combo Lung/Bladder speaker deck coming out at the end of November.,1479704400.0
"A National TL stated that on the whole the NSCLC industry needs to be more focused on patient education.  Not just education of what treatment options there are.  A good example is the breast cancer industry, they educate about mammographies and genetic predispositions.  NSCLC is ""don't smoke"" and that is all. I hear all the time from patients with driver mutations 'but I don't smoke'.  That may be true, but they still have lung cancer.",1469592000.0
"A National Thought leader stated, when asked about the future of bio markers in NSCLC: I think investigators should start looking at it from the end and work backwards.  We should focus on the responders.  Find out what commonalities they have and work from there.  We are currently testing for a bio marker (PDL1) from samples where we know the expression can be different than when treatment starts (biopsy before 1L treatmen) and then assuming that the marker we looked at is the same when determining the use of 2L treatment.",1469592000.0
"A National Thought leader stated, when talking about choosing a PD1:  ""Most docs (Oncologists) are fickle.  If you are comfortable using one in the 2L you aren't going to want to learn a new drug with new AEs.  Once they are comfortable with one they will stick with it.""",1469592000.0
"People in the community are getting 2-3 treatments in, then getting a low grade AE and then stopping treatment.  They need to know that you can work through those low (grade 1-2) AEs and keep the patient on treatment, that's when you really start to see the benefit of the drug.",1466740800.0
"Opdivo is the preferred choice because of the ease of use...no testing, you see the patient more often and the toxicities are easily managed.",1466740800.0
"A regional TL stated that not having to do PDL1 testing, allowed for faster treatment, and that was more beneficial to patients than Q3 vs Q2 dosing.",1461902400.0
"A regional Lung TL from an Academic institution stated:  I am less enthusiastic than before (when prescribing Nivo for NSCLC), before I was very excited, now, I just pray.

This statement was given after he stated that the Opdivo commercial has increase awareness, but also increase the optimism of patients to levels that he feels are difficult to deal with.",1458532800.0
"an International TL stated at the Plenary session of a regional meeting:

Adding PD1 to a treatment regimen is like adding bacon to food, everything tastes better with bacon...but it isn't always better for you.",1458532800.0
"National Lung TL stated:  BMS gambled that PDL1 staining wouldn't be a very good marker for 2L NSCLC, and it looks like it worked out.  I only test for PDL1 in NSCLC patients that are ""Never Smokers"".

This is because she believes that PDL1 might be more prognostic for patients with higher mutational burden, thus the Never Smoker population is tested for PDL1.",1458532800.0
A National Lung TL stated that she thinks that is the use of Chemotherapy in 1L NSCLC when the option of IO therapy is available shows a clear disregard for the best outcome of the patient.,1458532800.0
A National Lung TL stated that she thinks that Chemotherapy plus IO therapy is a mistake.  The tails of the OS curves will minimize 1L IO therapy because basically you are giving chemo to patients that don't need it.  So when those patients come off treatment because of the toxicities (likely from the chemo) you have lost the benefit of the IO therapy.,1458532800.0
A Regional Radiation ONC stated that the use of Radiation therapy with IO for NSCLC treatment needs to be investigated more closely as these treatments are likely to work more synergistically than IO+Chemo.,1458532800.0
"A regional Lung TL from an Academic institution stated:  We test for PDL1 but haven't seen a single positive patient in the last 25.  Definitely haven't seen a ""50% expressor.""  There has to be some issues with the testing.  No standardization, and besides that I don't think it helps that much since you're using pretreatment biopsy to test for a 2L therapy, when the 1L therapy could have an effect expression.",1458532800.0
"National Thought leader answering questions about PDL1 testing at a recent dinner presentation stated:
1.  I think PDL1 data will be big at ASCO this year, but I think it will take a big step back.  I think the data will muddy the water more than it already is.  
2. PDL1 (expression) will be something big in the future, but right now we just don't know enough about it to use the data correctly.  
3.  Regardless of the PDL1 expression you are doing your patients a disservice if you are not using Opdivo 2L in your NSCLC patients.",1458532800.0
"A National TL at a regional meeting stated:  

PDL1 Testing is so inconsistent, so inaccurate, has so many variables (primary vs met, mets from different organs, fresh biopsy vs archive, biopsy prior to therapy vs after chemo) that to not give a patient I/O therapy because they are PDL1 negative is the wrong answer because you are likely to miss out on a patient population that will clearly benefit from therapy.",1458532800.0
"an International TL stated at the Plenary session of a regional meeting:

Chemo + I/O might not be a very good option, and I'm convince it will not work.  It is very possible that chemo could induce mutations within tumors that the immune system might not be currently ""seeing.""  The danger of inducing ""limb mutations"" when the immune system is responding to ""Trunk mutations"" would be counter productive and cause the immune system into a situation where it is having to ""catch up"" to a tumor.",1458532800.0
The combo toxicity (1L Regimen in NSCLC) is a very big concern at academic centers because they have these trials.  I don't think these concerns are seen in the community much because 1L combo will probably stay in the academic centers and 2L will be in the community.,1469592000.0
"A National Thought Leader (and NCCN member) stated that she feels community treaters of NSCLC with IO therapy are not experienced enough to treat appropriately.  She stated she has patients that show up to her that are 6 months past NSCLC diagnosis and have gone through sometimes 2 IO agents (used one PD1 fail, try other PD1).  

She says that she does not think community treaters wait long enough for IO agents to work and are too quick to call a treatment ""a failure"" and aren't providing the patients immune system with enough time to actually mount a response.

Too often they are associating a decrease in performance status, or more often, AEs with no tumors shrinkage seen within the first 3-6 weeks as an IO failure when that may not be the case.",1469592000.0
"A National Thought leader stated, when asked about the future of bio markers in NSCLC:  To solve the puzzle (in lung), people are going to have to forget about PDL1.  PD1 inhibitors work but that doesn't mean that PDL1 expression is the first place that people should look.",1469592000.0
"GYN/ONC said that with the IO oncology world shifting towards combinations in the 1L setting, he stated that he believes a Q6 Ipi dosing (similar to the NSCLC data) with Nivo would be a good starting point for Cervical cancer treatment.  ""Probably don't need a large Tcell boost in Viral + patients, but a little Ipi would probably help.""",1479704400.0
"Meeting with federal employees plan and they wanted to understand data for Opdivo in 1L NSCLC for both monotherapy and combination.  Data from CM 026 was reviewed along with CM 012 and ongoing 227 to support combination therapy which customer recognized as unmet need area. Customer was also interested in more information of the various assays to assess PD-L1 and the concordance between them. Customer recognized the value of Opdivo's longer term follow up data we have with CM 003, 057 and 017. Customer stated they are assessing working with an experienced pathway company and potentially preferring PD-1 agents.",1477972800.0
