text,source_type,date,title,text
"National TL and NCCN member stated that she was not overly impressed with the Checkmate -012 regimen data in 1L NSCLC.  She stated that the enrollment numbers were too low to be making any grand statements about future use, although she did say she was optimistic.

The then went on to say that these combos are not only physically toxic but are financially toxic and that if IO moves towards combos (which it appears to be doing) and there is no change in the current payment/cost structure, that these treatments will be avoided because it will cost the insurers too much which will undoubtedly trickle down to patients.  She fears that patients will have to choose between proven cutting edge treatments and financial ruin of their families.",Unknown,1469592000.0,,"National TL and NCCN member stated that she was not overly impressed with the Checkmate -012 regimen data in 1L NSCLC.  She stated that the enrollment numbers were too low to be making any grand statements about future use, although she did say she was optimistic.

The then went on to say that these combos are not only physically toxic but are financially toxic and that if IO moves towards combos (which it appears to be doing) and there is no change in the current payment/cost structure, that these treatments will be avoided because it will cost the insurers too much which will undoubtedly trickle down to patients.  She fears that patients will have to choose between proven cutting edge treatments and financial ruin of their families."
"National payer stated after their internal oncology summitt meeting which they focused on metastatic melanoma, NSCLC, and multiple melanoma several ideas were discussed but no formal decisions have been made in terms of managing the classes in the future but mentioned metastatic melanoma they will be assessing further given utilization.  Account team to continue discussions and messaging value proposition of Opdivo/Yervoy regimen.",Unknown,1457499600.0,,"National payer stated after their internal oncology summitt meeting which they focused on metastatic melanoma, NSCLC, and multiple melanoma several ideas were discussed but no formal decisions have been made in terms of managing the classes in the future but mentioned metastatic melanoma they will be assessing further given utilization.  Account team to continue discussions and messaging value proposition of Opdivo/Yervoy regimen."
"In a meeting with a director of pharmacy services for a regional affiliate of a national health plan, the customer shared that he saw no current threat to Opdivo's position in the 2L for NSCLC.  In addition, he expressed an awareness of the high (>= 50%) PDL1 cutoff thresholds for KN-024, and an understanding that this would represent a small proportion of patients.",Unknown,1476676800.0,,"In a meeting with a director of pharmacy services for a regional affiliate of a national health plan, the customer shared that he saw no current threat to Opdivo's position in the 2L for NSCLC.  In addition, he expressed an awareness of the high (>= 50%) PDL1 cutoff thresholds for KN-024, and an understanding that this would represent a small proportion of patients."
NTL in the Boston are mentioned that he does not see Nivo being any less of a checkpoint inhibitor based on the -026 trial results. He also mentioned that by not having statistically significant difference in efficacy is not the only endpoint in this trial. He sees Nivo as better tolerated than chemo and stated that if he was a patient he would consider Nivo.,Unknown,1476158400.0,,NTL in the Boston are mentioned that he does not see Nivo being any less of a checkpoint inhibitor based on the -026 trial results. He also mentioned that by not having statistically significant difference in efficacy is not the only endpoint in this trial. He sees Nivo as better tolerated than chemo and stated that if he was a patient he would consider Nivo.
NTL during the Clinical Pathway Congress mentioned from the podium that they use Pembrolizumab as their preferred agent in PD-L1 high expressers and nivolumab is recommended in non-expressers in second line NSCLC. He also mentioned that differences between pembo and nivo are: pembro requires staining and is given every 3 weeks vs 2 weeks.,Unknown,1475553600.0,,NTL during the Clinical Pathway Congress mentioned from the podium that they use Pembrolizumab as their preferred agent in PD-L1 high expressers and nivolumab is recommended in non-expressers in second line NSCLC. He also mentioned that differences between pembo and nivo are: pembro requires staining and is given every 3 weeks vs 2 weeks.
"National TL says that he didn't get to see the -012 data at ASCO due to conflicts. His colleagues have quoted to him that 12/13 patients responded to nivo/ipi, which in his opinion is quite remarkable.",Unknown,1467000000.0,,"National TL says that he didn't get to see the -012 data at ASCO due to conflicts. His colleagues have quoted to him that 12/13 patients responded to nivo/ipi, which in his opinion is quite remarkable."
National TL has treated nearly 150 NSCLC patients with nivolumab. through his data he has generated a real world ORR of 15% and a pseudoprogression of 5%,Unknown,1467000000.0,,National TL has treated nearly 150 NSCLC patients with nivolumab. through his data he has generated a real world ORR of 15% and a pseudoprogression of 5%
"National TL says that he didn't get to see the -012 data at ASCO due to conflicts. His colleagues have quoted to him that 12/13 patients responded to nivo/ipi, which in his opinion is quite remarkable.",Unknown,1467000000.0,,"National TL says that he didn't get to see the -012 data at ASCO due to conflicts. His colleagues have quoted to him that 12/13 patients responded to nivo/ipi, which in his opinion is quite remarkable."
"National TL and NCCN panel member feels that with Merck's recent press release and based on the -026 inclusion criteria that testing up front will become standard and he is now ""preparing his lab"" for 1st line testing. He believe that Merck has us beat in that they already have their tests in central labs and BMS should make sure that our test is broadly available prior to the publication being related. BMS potentially has an advantage if the PDL1 cutoff includes a broader population otherwise dosing Q2W vs Q3W will become a major barrier to using nivo.",Unknown,1467000000.0,,"National TL and NCCN panel member feels that with Merck's recent press release and based on the -026 inclusion criteria that testing up front will become standard and he is now ""preparing his lab"" for 1st line testing. He believe that Merck has us beat in that they already have their tests in central labs and BMS should make sure that our test is broadly available prior to the publication being related. BMS potentially has an advantage if the PDL1 cutoff includes a broader population otherwise dosing Q2W vs Q3W will become a major barrier to using nivo."
"Community TL mentioned he still struggles on whether to treat certain NSCLC pts with Opdivo who have moderate-severe compromised pulmonary function and symptomology overlaps with pneumonitis.  He still is more hesitant bc the potentially difficulty distinguishing between symptoms of pneumonitis and natural disease course.  We reviewed inclusion/exclusion criteria for studies, discussed incidence/symptoms of pneumonitis and management algorithms.  He said those pts make him ""nervous"" but will probably start treating them bc nothing else available as good and he's had great experience with Nivo (very positive on Nivo).",Unknown,1458273600.0,,"Community TL mentioned he still struggles on whether to treat certain NSCLC pts with Opdivo who have moderate-severe compromised pulmonary function and symptomology overlaps with pneumonitis.  He still is more hesitant bc the potentially difficulty distinguishing between symptoms of pneumonitis and natural disease course.  We reviewed inclusion/exclusion criteria for studies, discussed incidence/symptoms of pneumonitis and management algorithms.  He said those pts make him ""nervous"" but will probably start treating them bc nothing else available as good and he's had great experience with Nivo (very positive on Nivo)."
"During a proactive meeting to discuss ESMO lung data, a RAI/lung NTL/clinical-practice influencer at a large IDN organization shared the following insights:
•	Indicated that CM-026 was not a failed study and that data suggest an efficacy of nivo in 1L for NSCLC patients with PDL1 5%-49% comparable to that of CT, but with a potentially longer DOR and a better safety profile. Nonetheless, agrees with recent NCCN guideline update (v1.2017).",Unknown,1477368000.0,,"During a proactive meeting to discuss ESMO lung data, a RAI/lung NTL/clinical-practice influencer at a large IDN organization shared the following insights:
•	Indicated that CM-026 was not a failed study and that data suggest an efficacy of nivo in 1L for NSCLC patients with PDL1 5%-49% comparable to that of CT, but with a potentially longer DOR and a better safety profile. Nonetheless, agrees with recent NCCN guideline update (v1.2017)."
"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI concluded by indicating that nivo is likely to remain the preferred agent in 2L NSCLC at his institution, and that he would recommend the following to his team: 1L setting – pembro in PDL1 ≥ 50% patients, and CT in PDL1<50% patients and those with no biopsy specimen. 2L setting: nivo to all patients who did not receive pembro in 1L, regardless of PD_L1 expression.",Unknown,1476590400.0,,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI concluded by indicating that nivo is likely to remain the preferred agent in 2L NSCLC at his institution, and that he would recommend the following to his team: 1L setting – pembro in PDL1 ≥ 50% patients, and CT in PDL1<50% patients and those with no biopsy specimen. 2L setting: nivo to all patients who did not receive pembro in 1L, regardless of PD_L1 expression."
"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI remarked that, in CM-026, nivo had comparable efficacy and improved safety versus chemo in PDL1 ≥ 5% patients; however he also agreed that there is insufficient evidence for recommending the use of PD1 inhibitor monotherapy in patients with 5%-49% PDL1 expression (acknowledged that no data are available about the efficacy of pembro in patients with <50% PDL1 expression and that no parallel can be drawn between the results of CM-012 and CM-057).",Unknown,1476590400.0,,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI remarked that, in CM-026, nivo had comparable efficacy and improved safety versus chemo in PDL1 ≥ 5% patients; however he also agreed that there is insufficient evidence for recommending the use of PD1 inhibitor monotherapy in patients with 5%-49% PDL1 expression (acknowledged that no data are available about the efficacy of pembro in patients with <50% PDL1 expression and that no parallel can be drawn between the results of CM-012 and CM-057)."
"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI enquired about CM-227, expressing the concern that similarly disappointing results might be obtained even with the regimen. Upon reviewing CM-012 safety and updated ORR, he indicated being pleased with the improved safety profile of the new nivo+ipi dosing regimen, but not entirely reassured about the likelihood that the study would meet its primary endpoints among very PDL1 expressors.",Unknown,1476590400.0,,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI enquired about CM-227, expressing the concern that similarly disappointing results might be obtained even with the regimen. Upon reviewing CM-012 safety and updated ORR, he indicated being pleased with the improved safety profile of the new nivo+ipi dosing regimen, but not entirely reassured about the likelihood that the study would meet its primary endpoints among very PDL1 expressors."
"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI was generally familiar with CM-026 and KN-024 data, but much less so with the differences in design and population characteristics of each trial.
•	Upon reviewing inclusion/exclusion criteria, he commented that KN-024 included a disappointingly low percentage of the patients screened for the trial, and thus that the sample was not representative of all patients with PDL1 ≥ 50%. His main conclusion with regard to CM-024 was that, given its sample size, it should never have included patients with PDL1 < 5% - a ""positive trial with a failed study design"".",Unknown,1476590400.0,,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
• The AI was generally familiar with CM-026 and KN-024 data, but much less so with the differences in design and population characteristics of each trial.
•	Upon reviewing inclusion/exclusion criteria, he commented that KN-024 included a disappointingly low percentage of the patients screened for the trial, and thus that the sample was not representative of all patients with PDL1 ≥ 50%. His main conclusion with regard to CM-024 was that, given its sample size, it should never have included patients with PDL1 < 5% - a ""positive trial with a failed study design""."
"At UMMC Cancer 2016 ASCO and other Highlights Meeting (08/19/16), the speaker for NSCLC (Jennifer Eubanks, UMMC, Jasckson, MS) reviewed CM012 in positive terms. She did not say a word about CM026 or KN024.",Unknown,1471838400.0,,"At UMMC Cancer 2016 ASCO and other Highlights Meeting (08/19/16), the speaker for NSCLC (Jennifer Eubanks, UMMC, Jasckson, MS) reviewed CM012 in positive terms. She did not say a word about CM026 or KN024."
"While reactively discussing the results of Checkmate 012, a regional access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory indicated that new therapeutic options are added to the NCCN guidelines very easily in the 2L+ settings when the SOC is BSC or an obsolete therapy; then a simple conference abstract and the enthusiasm of one of the panel leaders can be all that is needed. Things are very different in the 1L setting – results from a phase III RCT are typically required to displace or compete with a SOC that has been validated in phase III RCTs. The NCCN panel for lung received some flack in the past for having prematurely given a broad recommendation for Tarceva in the 1L, and then having to back track. Now everybody is more cautious.",Unknown,1470801600.0,,"While reactively discussing the results of Checkmate 012, a regional access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory indicated that new therapeutic options are added to the NCCN guidelines very easily in the 2L+ settings when the SOC is BSC or an obsolete therapy; then a simple conference abstract and the enthusiasm of one of the panel leaders can be all that is needed. Things are very different in the 1L setting – results from a phase III RCT are typically required to displace or compete with a SOC that has been validated in phase III RCTs. The NCCN panel for lung received some flack in the past for having prematurely given a broad recommendation for Tarceva in the 1L, and then having to back track. Now everybody is more cautious."
"NCCN panel dynamics and PD-L1 testing in the guidelines (reactive comments from a regional access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory):
""Imagine 20-25 AEs/TLs in a room having to make a dozen of decisions in half a day and put them in writing"". Easy decisions are made first – those following a new approval by the FDA. Then come decisions about unapproved therapies for which new data have been published. The question becomes: ""what would a reasonable person do?"" If results are exciting and the therapies are used off-label at several key academic sites, they are likely to make their way in the guidelines… Then, there is very little time left to discuss anything else. With regards to biomarkers, what many panelists like, and are used to, is what we see with TKIs – a well-understood MOA, well-identified molecular targets, and a yes/no answer to a biomarker test. In a sense there is a waiting game: many panelists don't like PD-L1 testing or feel unsure about the language to be used to include PD-L1 testing in the guidelines. The debate is about the risk of collateral damage (e.g., payer refusing to pay for patients with tumor PD-L1 expression below the cutting value; risks associated with not treating false negatives, i.e., low expressors who would respond to therapy). Ultimately, the decision becomes the default decision to wait until a better biomarker becomes available.  
The AI finished by saying that, based on the data of Checkmate 012 he had just seen, it should become harder and harder to elude the question.",Unknown,1470801600.0,,"NCCN panel dynamics and PD-L1 testing in the guidelines (reactive comments from a regional access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory):
""Imagine 20-25 AEs/TLs in a room having to make a dozen of decisions in half a day and put them in writing"". Easy decisions are made first – those following a new approval by the FDA. Then come decisions about unapproved therapies for which new data have been published. The question becomes: ""what would a reasonable person do?"" If results are exciting and the therapies are used off-label at several key academic sites, they are likely to make their way in the guidelines… Then, there is very little time left to discuss anything else. With regards to biomarkers, what many panelists like, and are used to, is what we see with TKIs – a well-understood MOA, well-identified molecular targets, and a yes/no answer to a biomarker test. In a sense there is a waiting game: many panelists don't like PD-L1 testing or feel unsure about the language to be used to include PD-L1 testing in the guidelines. The debate is about the risk of collateral damage (e.g., payer refusing to pay for patients with tumor PD-L1 expression below the cutting value; risks associated with not treating false negatives, i.e., low expressors who would respond to therapy). Ultimately, the decision becomes the default decision to wait until a better biomarker becomes available.  
The AI finished by saying that, based on the data of Checkmate 012 he had just seen, it should become harder and harder to elude the question."
"Having missed ASCO this year, an access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory asked on 08/05/16 to review Checkmate 012 data. The bar chart describing ORR with nivo (nivo+ipi) across tumor PD-L1 expression levels captured his attention (""nivo is truly a cool drug""). He commended BMS for studying nivo (nivo+ipi) efficacy across the entire range of PD-L1 expression, acknowledging that (many of) our competitors seemed reluctant to assume the risks associated with this strategy. He also noted that: 1) ORR values with nivo (nivo+ipi) at the ≥50% expression level were most impressive; 2) ORR values at the <1% - ≥1% levels were not negligible, even in comparison which ORR achieved with platinum-based chemotherapy; 3) nivo (nivo+ipi) may prove to be the best therapeutic options for some categories of patients with low PD-L1 expressing tumors (e.g., older or frail patients); 4) the medical community desperately needs more data to make informed decisions about who should receive what.  
The AI did not know the results of Checkmate 026. We did not address the issue since BMS official talking points had not yet been released.",Unknown,1470801600.0,,"Having missed ASCO this year, an access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory asked on 08/05/16 to review Checkmate 012 data. The bar chart describing ORR with nivo (nivo+ipi) across tumor PD-L1 expression levels captured his attention (""nivo is truly a cool drug""). He commended BMS for studying nivo (nivo+ipi) efficacy across the entire range of PD-L1 expression, acknowledging that (many of) our competitors seemed reluctant to assume the risks associated with this strategy. He also noted that: 1) ORR values with nivo (nivo+ipi) at the ≥50% expression level were most impressive; 2) ORR values at the <1% - ≥1% levels were not negligible, even in comparison which ORR achieved with platinum-based chemotherapy; 3) nivo (nivo+ipi) may prove to be the best therapeutic options for some categories of patients with low PD-L1 expressing tumors (e.g., older or frail patients); 4) the medical community desperately needs more data to make informed decisions about who should receive what.  
The AI did not know the results of Checkmate 026. We did not address the issue since BMS official talking points had not yet been released."
"A regional access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory indicated that medical oncologists for lung at this institution try to test all patients for PD-L1 expression at diagnosis, but they do so more to increase their understanding of when/how PD-L1 inhibitors work than to make 2L treatment decisions. ""But it is a fight: pathologists constantly push back against PD-L1 testing, though typically not for the right reasons"" (because testing for PD-L1 expression erodes their benefit as they receive a set fee to test tumor biopsies for biomarkers and all biopsies are tested for EGFR and ALK abnormalities).",Unknown,1470801600.0,,"A regional access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory indicated that medical oncologists for lung at this institution try to test all patients for PD-L1 expression at diagnosis, but they do so more to increase their understanding of when/how PD-L1 inhibitors work than to make 2L treatment decisions. ""But it is a fight: pathologists constantly push back against PD-L1 testing, though typically not for the right reasons"" (because testing for PD-L1 expression erodes their benefit as they receive a set fee to test tumor biopsies for biomarkers and all biopsies are tested for EGFR and ALK abnormalities)."
"On 7/29/16, when we noted that nivo is approved for previously-treated patients with advanced NSCLC regardless of PD-L1 status whereas pembro is approved for patients with tumors expressing PD-L1 at a level ≥ 50%, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory paused. We therefore briefly reviewed Checkmate 017/057 and Keynote 010, and discussed how the clinical outcomes in key subgroups tend to favor nivo over pembro. His half-joking conclusion was that: ""This is what you guys spend your time doing, but I will not be convinced until I see this in a peer-reviewed publication"".",Unknown,1470801600.0,,"On 7/29/16, when we noted that nivo is approved for previously-treated patients with advanced NSCLC regardless of PD-L1 status whereas pembro is approved for patients with tumors expressing PD-L1 at a level ≥ 50%, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory paused. We therefore briefly reviewed Checkmate 017/057 and Keynote 010, and discussed how the clinical outcomes in key subgroups tend to favor nivo over pembro. His half-joking conclusion was that: ""This is what you guys spend your time doing, but I will not be convinced until I see this in a peer-reviewed publication""."
"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
He never test anybody for PD-L1 expression and would certainly not choose one PD-1/PD-L1 inhibitor over another based on a patient's tumor level of PD-L1 expression.",Unknown,1470801600.0,,"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
He never test anybody for PD-L1 expression and would certainly not choose one PD-1/PD-L1 inhibitor over another based on a patient's tumor level of PD-L1 expression."
"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
He does not see any clinically meaningful differences among the current PD-1 or PD-L1 inhibitors in terms of MOA, efficacy or safety; that the perfect niche for nivo is the 2L/3L space for patients who have progressed after initial systemic therapy (""in this context, nivo is probably the best option""); and that he does not see any advantage in moving nivo to the 1L setting until responders to IO therapy can be accurately identified.",Unknown,1470801600.0,,"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
He does not see any clinically meaningful differences among the current PD-1 or PD-L1 inhibitors in terms of MOA, efficacy or safety; that the perfect niche for nivo is the 2L/3L space for patients who have progressed after initial systemic therapy (""in this context, nivo is probably the best option""); and that he does not see any advantage in moving nivo to the 1L setting until responders to IO therapy can be accurately identified."
"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
Things are likely to substantially slowdown in the IO field in the coming year(s), because the low-hanging fruits have already been harvested.",Unknown,1470801600.0,,"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
Things are likely to substantially slowdown in the IO field in the coming year(s), because the low-hanging fruits have already been harvested."
"During a proactive meeting to discuss ESMO lung data, a RAI/lung NTL/clinical-practice influencer at a large IDN organization shared the following insights:
•	Would not change anything to CM-227 at this point, but would have preferred the nivo3 q2w + ipi1 q12w regimen over the nivo3 q2w + ipi1 q6w regimen because of past personal experience with fatal pulmonary AEs in NSCLC trial patients.",Unknown,1477368000.0,,"During a proactive meeting to discuss ESMO lung data, a RAI/lung NTL/clinical-practice influencer at a large IDN organization shared the following insights:
•	Would not change anything to CM-227 at this point, but would have preferred the nivo3 q2w + ipi1 q12w regimen over the nivo3 q2w + ipi1 q6w regimen because of past personal experience with fatal pulmonary AEs in NSCLC trial patients."
"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
He has doubts about the role of CTLA-4/PD-1 inhibitor combination therapies for NSCLC in 1L because the balance between benefits and toxicity is not in their favor.",Unknown,1470801600.0,,"On 7/29/16, a national access influencer and NCCN panelist for NSCLC at a large academic center in the HSL South territory reactively indicated that: 
He has doubts about the role of CTLA-4/PD-1 inhibitor combination therapies for NSCLC in 1L because the balance between benefits and toxicity is not in their favor."
"A regional TL offered that he will readily use pembro 1L when they receive their FDA indication for NSCLC.  He said that he will use pembro preferentially because of the positive experience he had with their compassionate use, and he had an extremely bad experience with BMS's program involving ""more than 100 emails back and forth"".  With further discussion, he did not use the local ARM but rather used the online compassionate use link on the BMS website; regardless, the ARM has been notified of this.",Unknown,1475208000.0,,"A regional TL offered that he will readily use pembro 1L when they receive their FDA indication for NSCLC.  He said that he will use pembro preferentially because of the positive experience he had with their compassionate use, and he had an extremely bad experience with BMS's program involving ""more than 100 emails back and forth"".  With further discussion, he did not use the local ARM but rather used the online compassionate use link on the BMS website; regardless, the ARM has been notified of this."
