text,source_type,date,title,text
"Regional TL commented that although they include PD-L1 testing in their panel, it is useless clinically and not used for treatment decisions.",Unknown,1475812800.0,,"Regional TL commented that although they include PD-L1 testing in their panel, it is useless clinically and not used for treatment decisions."
Regional TL commented that she is not that interested in IO+TKI combinations for 1L RCC. TL believes that dosing of both agents will have to be compromised when combined. Nivo+Ipi is a better approach in the 1L setting.,Unknown,1475812800.0,,Regional TL commented that she is not that interested in IO+TKI combinations for 1L RCC. TL believes that dosing of both agents will have to be compromised when combined. Nivo+Ipi is a better approach in the 1L setting.
Regional TL commented that cabozantinib being used in the phase 1 trial of cabo+nivo with or w/o ipilimumab in metastatic GU tumors was a different formulation. They are seeing less toxicity with this formulation of cabo. TL also shared that the combination of agents has a better AE profile than using as monotherapy.,Unknown,1475208000.0,,Regional TL commented that cabozantinib being used in the phase 1 trial of cabo+nivo with or w/o ipilimumab in metastatic GU tumors was a different formulation. They are seeing less toxicity with this formulation of cabo. TL also shared that the combination of agents has a better AE profile than using as monotherapy.
"During a 374 SIV with Ken Hyland, TL commented that he has seen responses with nivolumab when treating beyond progression. TL stated that most don't believe pseudoprogression is real; however, he has seen benefit in TBP in multiple patients.",Unknown,1472961600.0,,"During a 374 SIV with Ken Hyland, TL commented that he has seen responses with nivolumab when treating beyond progression. TL stated that most don't believe pseudoprogression is real; however, he has seen benefit in TBP in multiple patients."
"TL commented that nivolumab is SOC for 2L RCC at their institution based on efficacy, tolerability, and patients demanding I-O treatment. RCC patients see the lung DTC marketing and ask for nivo treatment.",Unknown,1472097600.0,,"TL commented that nivolumab is SOC for 2L RCC at their institution based on efficacy, tolerability, and patients demanding I-O treatment. RCC patients see the lung DTC marketing and ask for nivo treatment."
Academic TL shared that he is not that excited about the Eisai trial investigating lenvatinib/everolimus or lenvatinib/pembrolizumab vs sunitinib alone in 1L aRCC. It's another TKI study...unsure if they will participate.,Unknown,1468987200.0,,Academic TL shared that he is not that excited about the Eisai trial investigating lenvatinib/everolimus or lenvatinib/pembrolizumab vs sunitinib alone in 1L aRCC. It's another TKI study...unsure if they will participate.
Academic TL stated that nivolumab is SOC for 2L in his clinic. He mentioned the QoL data and feels that using nivolumab 2L (rather than another TKI) gives patients a break from the TKI adverse events.,Unknown,1468987200.0,,Academic TL stated that nivolumab is SOC for 2L in his clinic. He mentioned the QoL data and feels that using nivolumab 2L (rather than another TKI) gives patients a break from the TKI adverse events.
The phase 2 portion of the Big 10 CRC study investigating pembrolizumab + bevacizumab completed enrollment about 6 weeks ago. ORR is primary endpoint and results are expected within the year.,Unknown,1468987200.0,,The phase 2 portion of the Big 10 CRC study investigating pembrolizumab + bevacizumab completed enrollment about 6 weeks ago. ORR is primary endpoint and results are expected within the year.
Academic TL commented that the current challenge in RCC is the adverse event profile of TKIs. He believes that physicians underestimate the impact of TKI therapy on patient quality of life. He will continue to use nivolumab 2L based on safety profile and efficacy,Unknown,1460606400.0,,Academic TL commented that the current challenge in RCC is the adverse event profile of TKIs. He believes that physicians underestimate the impact of TKI therapy on patient quality of life. He will continue to use nivolumab 2L based on safety profile and efficacy
TL commented that they haven't figured out TKI sequencing in RCC yet but believes nivolumab is quickly becoming standard of care in 2L. TL typically uses pazopanib 1L and will switch to another MOA if initial response to TKI is less than 6 months.,Unknown,1458792000.0,,TL commented that they haven't figured out TKI sequencing in RCC yet but believes nivolumab is quickly becoming standard of care in 2L. TL typically uses pazopanib 1L and will switch to another MOA if initial response to TKI is less than 6 months.
Academic TL does not feel RECIST criteria are useful in evaluating response to nivolumab in mRCC. TL continues treatment beyond progression in majority of patients based on clinical assessment.,Unknown,1456894800.0,,Academic TL does not feel RECIST criteria are useful in evaluating response to nivolumab in mRCC. TL continues treatment beyond progression in majority of patients based on clinical assessment.
"During discussion session of a GU symposium, attendees expressed a general optimism for I-O as a 1L option for RCC; however, some TLs stated they were not ready to believe in regimen yet.",Unknown,1474171200.0,,"During discussion session of a GU symposium, attendees expressed a general optimism for I-O as a 1L option for RCC; however, some TLs stated they were not ready to believe in regimen yet."
Local RCC TL told me that they have a patient that was on nivo for ~60 weeks with a near CR. Patient developed arthralgia and needed to be dc'ed and started on steroids. Arthralgia resolved and they have decided to not restart nivo and just observe.,Unknown,1468555200.0,,Local RCC TL told me that they have a patient that was on nivo for ~60 weeks with a near CR. Patient developed arthralgia and needed to be dc'ed and started on steroids. Arthralgia resolved and they have decided to not restart nivo and just observe.
"Local RCC TL told me that Pazop toxicities are the same but less significant vs sutent. She said they only use pazop for frail older patients first line. Everyone else gets sutent first line. She said that they use 2 on, one off dosing of sutent even though it isn't recommended in their PI.",Unknown,1468555200.0,,"Local RCC TL told me that Pazop toxicities are the same but less significant vs sutent. She said they only use pazop for frail older patients first line. Everyone else gets sutent first line. She said that they use 2 on, one off dosing of sutent even though it isn't recommended in their PI."
Local RCC TL asked about whether prior nephrectomy patients faired better on nivo than those without nephrectomy in 025. He said the reason he asks is that there was a recent publication showing patients with prior nephrectomy have better outcomes with HD IL-2 and this was also shown to be the case with VEGF tkis. He said the tki data was just published in JCO last month. He said he would love to know if the same holds true for IO.,Unknown,1468555200.0,,Local RCC TL asked about whether prior nephrectomy patients faired better on nivo than those without nephrectomy in 025. He said the reason he asks is that there was a recent publication showing patients with prior nephrectomy have better outcomes with HD IL-2 and this was also shown to be the case with VEGF tkis. He said the tki data was just published in JCO last month. He said he would love to know if the same holds true for IO.
Local RCC TL said his strategy for second line RCC it that he was always under the impression that its best to switch MOAs when failure occurs. He said that was how he was trained. He said that he doesn't think anything can replace nivo second line given the very limited toxicity profile seen with it. He said he doesn't think cabo can replace it,Unknown,1468555200.0,,Local RCC TL said his strategy for second line RCC it that he was always under the impression that its best to switch MOAs when failure occurs. He said that was how he was trained. He said that he doesn't think anything can replace nivo second line given the very limited toxicity profile seen with it. He said he doesn't think cabo can replace it
"Local RCC TL stated that the bone mets data with nivo from ASCO GU 2016 is important since he has been concerned about using nivo in patient with bone mets as he thinks if pseudoprogression occurs, there could be a fracture. We spoke about his experience with pseudoprogression and he thinks it is very rare with PD1 agents and will probably go ahead and start treating his bone mets patients with nivo moving forward..",Unknown,1468555200.0,,"Local RCC TL stated that the bone mets data with nivo from ASCO GU 2016 is important since he has been concerned about using nivo in patient with bone mets as he thinks if pseudoprogression occurs, there could be a fracture. We spoke about his experience with pseudoprogression and he thinks it is very rare with PD1 agents and will probably go ahead and start treating his bone mets patients with nivo moving forward.."
"Local RCC TL said that he has seen some patients resensitized to tkis post nivo failure. He described a patient that failed all tkis and then treated with nivo 5th line. Patient had SD for about 5-6 cycles of nivo and then progressed. He decided to retry sutent and patient had a dramatic response to sutent. He said that all the other times he has tried to recycle a tki in RCC, the best he has ever seen is maybe SD. This kind of response to recycled sutent never happens and he thinks that it might be related to nivo",Unknown,1468555200.0,,"Local RCC TL said that he has seen some patients resensitized to tkis post nivo failure. He described a patient that failed all tkis and then treated with nivo 5th line. Patient had SD for about 5-6 cycles of nivo and then progressed. He decided to retry sutent and patient had a dramatic response to sutent. He said that all the other times he has tried to recycle a tki in RCC, the best he has ever seen is maybe SD. This kind of response to recycled sutent never happens and he thinks that it might be related to nivo"
"Local RCC TL described how incredibly well tolerated nivo is vs any of the tkis. He has a patient that had significant toxicities on prior tki and then switched to nivo and patient has told him that ""this is the best thing ever"". Patient is now fishing and hunting again while on nivo and QoL is very good. He said he has seen responses in both 2nd line as well as in later lines with nivo. He said that he is shocked by some of the very late line responses that he has seen with nivo. He did say that most of his patients have a slow gradual response to nivo as compared to a dramatic rapid response sometimes seen with chemo or tkis",Unknown,1468555200.0,,"Local RCC TL described how incredibly well tolerated nivo is vs any of the tkis. He has a patient that had significant toxicities on prior tki and then switched to nivo and patient has told him that ""this is the best thing ever"". Patient is now fishing and hunting again while on nivo and QoL is very good. He said he has seen responses in both 2nd line as well as in later lines with nivo. He said that he is shocked by some of the very late line responses that he has seen with nivo. He did say that most of his patients have a slow gradual response to nivo as compared to a dramatic rapid response sometimes seen with chemo or tkis"
Local RCC TL said most everyone likes axitinib the best of the tkis but their study design resulted in it not being approved for 1st line. He said he would love to see an axitinib plus nivo study. He said the main toxicities of axitinib are hoarseness and the frequency of dosing (BID),Unknown,1468555200.0,,Local RCC TL said most everyone likes axitinib the best of the tkis but their study design resulted in it not being approved for 1st line. He said he would love to see an axitinib plus nivo study. He said the main toxicities of axitinib are hoarseness and the frequency of dosing (BID)
Local RCC TL told me that nivo is easily the best tolerated of all of the RCC agents. She said they don't use much everolimus and national TL that she works with refers to it as the pre-hospice drug.,Unknown,1468555200.0,,Local RCC TL told me that nivo is easily the best tolerated of all of the RCC agents. She said they don't use much everolimus and national TL that she works with refers to it as the pre-hospice drug.
Local RCC TL told me that Cabo also has significant tox issues very similar to sutent. She said the tox profile is actually even worse with cabo than with sutent and they don't use much of it at their institution.,Unknown,1468555200.0,,Local RCC TL told me that Cabo also has significant tox issues very similar to sutent. She said the tox profile is actually even worse with cabo than with sutent and they don't use much of it at their institution.
"Local RCC TL said his strategy for 1st line RCC used to be pazopanib first line but he said he really likes the 2 weeks on, 1 week off Sutent strategy. He said he has been using that in his new patients. He said that the biggest issues he used to have with sutent every four weeks was weight loss as a result of significant diarrhea coupled with taste issues. He said patient won't eat because of the taste problems.",Unknown,1468555200.0,,"Local RCC TL said his strategy for 1st line RCC used to be pazopanib first line but he said he really likes the 2 weeks on, 1 week off Sutent strategy. He said he has been using that in his new patients. He said that the biggest issues he used to have with sutent every four weeks was weight loss as a result of significant diarrhea coupled with taste issues. He said patient won't eat because of the taste problems."
Local RCC TL told me that Q2 week dosing of nivo not a big issue as they only see patients at the main hospital for every other infusion. They encourage the patients to be treated for their other infusions at their local satellite site instead of the main hospital.,Unknown,1468555200.0,,Local RCC TL told me that Q2 week dosing of nivo not a big issue as they only see patients at the main hospital for every other infusion. They encourage the patients to be treated for their other infusions at their local satellite site instead of the main hospital.
Local RCC TL told me that toxicity with nivo has been mostly arthralgia and some pneumonitis all of which resolved with steroids. They havent had to use anything other than steroids. They did have to use anti-TNF for a couple of patients on nivo plus ipi.,Unknown,1468555200.0,,Local RCC TL told me that toxicity with nivo has been mostly arthralgia and some pneumonitis all of which resolved with steroids. They havent had to use anything other than steroids. They did have to use anti-TNF for a couple of patients on nivo plus ipi.
"Local RCC TL described his sequencing strategy in RCC:1st line is sutent or pazop. He doesn't believe pazop is that much better tolerated. LFTs are a real issue with pazop but the trial design was done so that qol was analyzed by quesitonairre at the end of week 4 which is when the tox of sutent is the worst. Sutent toxicities of note are taste changes and diarrhea resulting in weight loss.If the patient had a response of greater than 2 year to first line tki and then relapsed, he would probably most likely try another tki before nivo. If the patient had responses less than 2 year on tki, he would treat second line with nivo. Also, if the patient had a bad tki AE, he would use nivo second line instead of trying another tki. He uses cabo 3rd or 4th line. He said that the side effects with cabo are ""troublesome"" and it still works late line so he will save it for there.",Unknown,1468555200.0,,"Local RCC TL described his sequencing strategy in RCC:1st line is sutent or pazop. He doesn't believe pazop is that much better tolerated. LFTs are a real issue with pazop but the trial design was done so that qol was analyzed by quesitonairre at the end of week 4 which is when the tox of sutent is the worst. Sutent toxicities of note are taste changes and diarrhea resulting in weight loss.If the patient had a response of greater than 2 year to first line tki and then relapsed, he would probably most likely try another tki before nivo. If the patient had responses less than 2 year on tki, he would treat second line with nivo. Also, if the patient had a bad tki AE, he would use nivo second line instead of trying another tki. He uses cabo 3rd or 4th line. He said that the side effects with cabo are ""troublesome"" and it still works late line so he will save it for there."
Regional GU TL commented that he thinks cabozatinib will probably get first line approval based on Cabosun data.,Unknown,1467777600.0,,Regional GU TL commented that he thinks cabozatinib will probably get first line approval based on Cabosun data.
community based TL commented that he prefers to use Votrient first line in his RCC patients vs Sutent due to better toxicity profile. He said he would choose Opdivo second line across the board due to toxicity profile being very positive.,Unknown,1454907600.0,,community based TL commented that he prefers to use Votrient first line in his RCC patients vs Sutent due to better toxicity profile. He said he would choose Opdivo second line across the board due to toxicity profile being very positive.
"He said knowing a patient PDL1 status is useful to perhaps decide between tki vs IO: if the patient was highly PDL1, he would think that patient would be better candidate for IO therapy vs tki therapy",Unknown,1454907600.0,,"He said knowing a patient PDL1 status is useful to perhaps decide between tki vs IO: if the patient was highly PDL1, he would think that patient would be better candidate for IO therapy vs tki therapy"
Community TL shared his positive experience with RCC and that an out of state colleague had contacted him reporting one of his RCC patients was in a CR.,Unknown,1457499600.0,,Community TL shared his positive experience with RCC and that an out of state colleague had contacted him reporting one of his RCC patients was in a CR.
"NP at academic institution recommend Elo when community sites call in for advice regarding MM patients.  She feels it's safety and tolerability profile good for many of the patients that have been heavily treated ""beat up"" by other agents. She liked the 3 year data showing the extended tail and feels this is an important selling point.",Unknown,1464494400.0,,"NP at academic institution recommend Elo when community sites call in for advice regarding MM patients.  She feels it's safety and tolerability profile good for many of the patients that have been heavily treated ""beat up"" by other agents. She liked the 3 year data showing the extended tail and feels this is an important selling point."
RCC RTL said he has not considered testing for PD-L1.,Unknown,1481432400.0,,RCC RTL said he has not considered testing for PD-L1.
"Local TL said their institution is testing for PD-L1 for melanoma and lung but ""there is no option to select testing for RCC.""  TL said they would not test even if there was.",Unknown,1481432400.0,,"Local TL said their institution is testing for PD-L1 for melanoma and lung but ""there is no option to select testing for RCC.""  TL said they would not test even if there was."
Regional GU TL said he does not order PD-L1 testing in RCC or bladder outside of a clinical trial.  Said there is no data to support treatment decision making in RCC.,Unknown,1478667600.0,,Regional GU TL said he does not order PD-L1 testing in RCC or bladder outside of a clinical trial.  Said there is no data to support treatment decision making in RCC.
Local VA oncologist said he does not order PD-L1 testing for RCC patients and was not sure if he could get it approved if he did want to do it.  He recalled that the nivolumab data show that patients respond regardless of PD-L1 status.,Unknown,1478667600.0,,Local VA oncologist said he does not order PD-L1 testing for RCC patients and was not sure if he could get it approved if he did want to do it.  He recalled that the nivolumab data show that patients respond regardless of PD-L1 status.
An RCC RTL said he does not usually consider QoL data when making treatment decisions for his patients.  He believes most symptoms can be managed with current supportive care and so he is looking for response and OS.,Unknown,1477022400.0,,An RCC RTL said he does not usually consider QoL data when making treatment decisions for his patients.  He believes most symptoms can be managed with current supportive care and so he is looking for response and OS.
"When I asked a community oncologist in the Cleveland area if he tested for PD-L1 for his RCC patients he said ""No, should I?"".  He said he routinely tests his lung and melanoma patients but has heard from the Cleveland Clinic that PD-L1 testing in RCC is not informative.  He could not recall the PD-L1 antibody test used on the dx order.",Unknown,1477022400.0,,"When I asked a community oncologist in the Cleveland area if he tested for PD-L1 for his RCC patients he said ""No, should I?"".  He said he routinely tests his lung and melanoma patients but has heard from the Cleveland Clinic that PD-L1 testing in RCC is not informative.  He could not recall the PD-L1 antibody test used on the dx order."
Regional TL said no data supports testing for PD-L1 in RCC in any line.,Unknown,1476590400.0,,Regional TL said no data supports testing for PD-L1 in RCC in any line.
"A local TL in western NY said their community is practice is testing for PD-L1 in NSCLC and melanoma but not in RCC.  They said they thought PD-L1 patients ""did just as well or better"" than the PD-L1 positive patients.",Unknown,1476590400.0,,"A local TL in western NY said their community is practice is testing for PD-L1 in NSCLC and melanoma but not in RCC.  They said they thought PD-L1 patients ""did just as well or better"" than the PD-L1 positive patients."
A regional TL and current BMS investigator said they do not test for PD-L1 in RCC patients outside of a clinical trial.  They have seen responses long-term durable responses in study patient irrespective of PD-L1 status.,Unknown,1476590400.0,,A regional TL and current BMS investigator said they do not test for PD-L1 in RCC patients outside of a clinical trial.  They have seen responses long-term durable responses in study patient irrespective of PD-L1 status.
