text,date
"NTL from a major academic institution at a clinical trials conference presented plans for CTEP A08160x: A randomized phase III study of pembrolizumab versus investigator's choice chemotherapy in patients with previously-treated malignant pleural mesothelioma.

Pleural MM patients (n=166) with 1-2 prior regimens (including a platinum + pemetrexed) are randomized 1:1 to either pembro 200 mg IV q3weeks or investigator's choice (vinorelbine or gemcitabine) with crossover to pembro at progression.  Stratification: PD-L1 status, histology (epithelial vs. other), PS (0 or 1).  Primary endpoint: PFS.  Secondary endpoints: OS, response, AEs.

NTL mentioned that pembro may change the landscape for mesothelioma based on the results of this trial.  NTL also mentioned that Merck has been ""giving this out like water to patients with mesothelioma.""",1463284800.0
"LTL at a large community practice stated that there is some level of confusion still regarding the appropriate placement of new agents including Elotuzumab in his 10 physician practice.  Currently, with RVD in front line, he reserves KRD for second line relapse patients.  He did appreciate new slide deck regarding understanding a more appropriate placement of Elotuzumab depending on the trajectory of relapse.",1464148800.0
"RTL at a large academic center stated that he is ""enthusiastic about the approval with OPDIVO in HL for his patients."" He recently started his patient with relapsed HL diagnosed 6 years ago and received all therapies (auto/allo/bend/brent, etc) with opdivo.  Pelvic mass causing leg/back pain and was diagnosed as cord compression and started high dose steroids then radiation.  Realized patient was still given OPDIVO.  Error noted on his part but stopped right away;  Noted education needed with academic centers",1465790400.0
"Among community and low/med tier academic TLs, Recurrent belief that pembro is more efficacious in PDL1+ patients.  Many completely unaware of KN-010 data (or that study exists) and their thoughts based on KN-001 data from PI. 

TLs unaware of magnitude of OS and ORR benefit in PDL1 >1% population and upon further discussion of 057 data, opinions noticeably shifted toward believing that nivo efficacy is superior.",1463976000.0
"GU RTL stated that the used nivo 2L in about 70% of his 2L RCC patients.  Does not expect this to change dramatically with entry of cabo, however stated that cab will now be his preferred 2L/3L TKI instead of axitinib that he currently uses.  He would consider  levantnib+everolimus following cabo as believes value in adding a mTOR.  While TL believes that OS endpt trumps all, that especially for older patients, PFS endpoint is also very meaningful.",1463284800.0
"Community HCPs state they wish more effort was committed to educating endocrinologists about IO toxicity.  They state that endocrinopathies are by far their most common toxicity, and that anything requiring more than simple synthroid they just don't know what to do it, but feel that they are getting a lot of additional help/support from their endocrinologists.  State that this has lead to some patients discontinuing when maybe they shouldn't have needed to.",1463284800.0
"- community TL particularly uses Vd, but considers that a lot of Rev has been used which limits the option for use of elo in R/R. 
- He wasn't aware of the high risk cytogenetic data (~1/3) with Elo and was pleasantly surprised. He mention this may make him have more assurance if a this type of patient becomes a candidate for elo.",1459396800.0
"HCP shares a MM patient with a NTL at Mount Sinai. The patient relapsed on multiple therapies, including Rd, Kyprolis, and double transplant. NTL said ""no"" to Empliciti and Daratumumab and suggested HCP to treat patient with Opdivo off-label. The off-label recommendation was based on the results from the study ""Preliminary Results of a Phase I Study of Nivolumab (BMS-936558) in Patients with Relapsed or Refractory Lymphoid Malignancies"" presented at ASH in December 2015. The patient received one-dose and is being closely monitored.",1468123200.0
"RCC RTL says his approach to 2nd-line RCC treatment is dependent on how patient responds to first-line anti-VEGF TKI therapy. He says that approximately 60% of patients have a ""good"" response, defined as PFS of 1 year. For those patients, he feels disease is driven by VEGF, and would thus prefer lenvatinib + everolimus in the 2nd-line. 

For patients who progress more rapidly (particularly those with rapid progression in less than 6 months), he feels Opdivo might be more appropriate in 2nd-line.

He feels that Cabo is no longer in the discussion as a potential 2nd-line agent.",1464148800.0
"Member of a state Medicaid P&T committee had previous experience treating multiple myeloma patients.  She stated that these patients were often troubled with aching bone pain, and wanted to know how Empliciti might reduce bone pain.  I submitted a MIRF to inquire about any results of the QOL instrument in the clinical trial.",1470715200.0
RTL believes  that daratumumab synergizes with lenalidomide and will consider using them in combination even in patients that had progressed while on or are refractory to Revlimid.,1458273600.0
"RTL considers KRd as emerging standard of care for NDMM based on a Ph2 study citing ""100% overall response with close to a 90% sCR rate"" when used as induction/consolidation and maintenance pre/post ASCT.  Does not see future use of elotuzumab in combination with lenalidomide as a second line option.",1458273600.0
RTL at academic center said that they have had success treating panobinostat and  IMiD induced diarrhea with the bile acid sequestrant colesevelam (Welchol).,1458273600.0
"Local TL that still has 3 patients on the Elo 2 trial and patients have been on the trial for greater than 2 years. Feels the drug regimen is well tolerated, easy to give and patients doing very well. No infusion reactions noted.",1478926800.0
RTL at large academic center that is participating in Dara trials notes that when Dara goes to the monthly dose they see more patients relapse. She will not use Dara off label instead prefers to keep patients on clinical trials within her institution.,1477886400.0
NTL presented at a local ONS symposium.  Reviewed the top 8 agents that are making a difference in MM treatment.  He included Elo stressing its use in early relapse with Len but said studies my show it will work with Pom as well. He also felt that IO was going to be a part of the future combinations with future 4 pillars with the inclusion of monoclonal AB including Dara/Elo,1476072000.0
Question in regards to use of Elotuzumab after Daratumumab.  RTL felt there was still opportunity to use Elotuzumab as long as patient still sensitive to Rev.  He stated that immune recovery after Dara would take about 30 days after last dose,1476072000.0
NTL of large practice and treats MM has many patients he has taken off the revlimid and continued the Elo/Dex.  He would like to present his data in the near future.  He has suggested a trial where patients start on elo/dex and if they progress be placed on ERD.,1476072000.0
RTL of large MM practice.  He does not place emphasis on MRD status in his treatment of patients.  He does not think it is always accurate and thinks the way it is being used does not measure true negativity based on variability of marrow and technique. He has treated patients for years that have disease but very low levels of m-protein but still having quality of life. He feels if we treat to MRD will lead to over-treatment and this could affect patients quality over quantity of life.,1476072000.0
"NTL presenting at dinner presentation asked who to deal with early relapse of disease.  He would use Elo first otherwise we won't be able to use it later, especially if Dara moved up to earlier lines. States we need to leverage drugs so that patients are given more options down the road with further recurrence.",1475208000.0
NP from academic setting that sees many relapsed myeloma patients. Sequencing of drugs important especially since she is seeing more of the doctors going to Dara earlier.  She feels that Elo needs to be used earlier because it won't be able to be used after Dara.  She discussed the thought that there is a 6 month time period that would be necessary after Dara to use another agent like Elotuzumab,1474689600.0
Local TL looking at the demographics of patients on Eloquent 2 and those that had prior Len before getting ERD.  He felt we should be showing how those patients did on the slides,1474689600.0
Local TL reviewed slides and questioned the incidence of infections especially notable VZV.  He feels we should mention the addition of needed prophylaxis much like they do with ACV and the IMIDs.,1474689600.0
"NP and MM expert noted that many of the patients get infections and when she is caring for patients she encourages them to have proper immunizations like H.Flu, Pneumovax and VZA prophylaxis to prevent infections while they are getting treatment",1474689600.0
NP in academic setting will not give patients their dose of Elotuzumab if they have not taken on the day of the infusion even if it is 3 hour before.  She will send them home and have them return the next day for their infusion.,1474689600.0
Local TL feels that Elo should be used earlier in treatment and upfront as a triplet. Not familiar with the side effect profile and was under the impression there was more neutropenia with Elo in comb with RD and didn't want to use it on those patients that have seen multiple lines of treatment.,1472356800.0
NTL feels view of  Elo in the refractory and relapsed setting is poorly accepted due to results of the monotherapy trial.  He is currently treating patients on Elo/Dex and would like to write the results of those patients outcomes up in the future,1469419200.0
Met with research coordinator who would like to do more research as it relates to MM patients in the relapsed and refractory setting but it is difficult getting the trials because of the types of patients they usually see in their setting that are not easy to fit in with the eligibility criteria.,1469419200.0
NP of large community practice that see's many MM patients. She questioned why one would want to chose Elo over Dara given the Dara outcomes that were most recently presented at ASCO.  Many of her patients are already getting RD and it would be difficult to chose ERD.,1469419200.0
"RTL of large academic center, very interested in our pipeline and combination of agents especially the CXCR4 and Bromain domain inhibitors. She feels we still need to explore novel agents since we don't have the cure yet. She also thinks we don't have sequencing and rational combinations to follow and will need to look at trial endpoints of ORR, PFS and how to use MRD at it's applicability to assessing response and further treatment.",1469419200.0
TL from Kaiser that treats large number of MM patients and ultimately transplants said that Kaiser has not put Empliciti on their formulary because of its lack of monotherapy.  She mentioned that if they want to use it they can request but with the other opportunities to use other combinations like Daratumumab they use that over the ERD combination,1468468800.0
Local TL told of experience in treating elderly myeloma patient.  When patient achieved VGPR he stopped her treatment to give her a break from therapy as he feels patients need to be off therapy to help with QOL issues.  He monitors her every two weeks and said the last time he took her off treatment she had disease free interval of over 1 year.,1468468800.0
TL has infusion room difficult to access and consideration of treatments also focus on patient's ability to get in and out of infusion center and convenience.,1467000000.0
TL from large treating center is looking at trials using Ibrutinim/Pom/Dex in collaboration with another center. He would be interested in Elo/Thal/Dex trial.,1467000000.0
HCP wanted to put patient on ERD who would be considered aggressive relapse after patient had 3 prior therapies and questioned why he shouldn't consider ERD in this situation. Patient could not tolerate Daratumumab because of very bad infusion reaction,1466568000.0
TL that has very large population of myeloma patients does not use Elotuzumab since their center has done many of the Dara trials and are comfortable with its use and now participating in SAR/Pom trials.,1466568000.0
RTL had patient that progressed on ERD with questionable biclonal disease. No M-protein elevation noted but BM bx showed >60% PC's. Patient did not tolerate other monoclonal ab due to very bad allergic reaction.  Physician still wanted to give Elo and felt IMID best option but did not have clinical trial or approval to give Elo with another type of IMID. Would have like to see if we had any other trials with other IMIDs or combinations for refractory disease,1466568000.0
RTL voiced concern about seeing Dara being used in multiple combinations and not as how it should be sequenced. She feels it should be based on the approval and sequence the patient with the other combinations until we know the data.  She feels it is not easy to give especially in smaller clinics which need to give it over 2 days.,1462852800.0
"NP at Academic and manages MM at varying stages noted to push back when a physician wanted to put a patient on Dara and instead wanted to put the patient on ERD since patient as already been on IRD, VD and it had been over a year since that patient had Rev..Felt the patient was too ""beat up"" to tolerate the Dara and had the physician change to ERD instead of Dara",1462766400.0
NTL notes that he has taken a patient off Revlimid because of intolerance but patient continues to have SD on Elo/Dex.  This was a patient that has had multiple lines of therapy,1461988800.0
NTL would like to see trials with E/K/D vs E/P/D as well as frontline trials.  He is using 3-4 combinations with patients in which he is recycling the drugs used.  He is still seeing responses even if switching to same drug class but different drug,1461988800.0
"Large group practice tumor board asked if medical education in regards to Multiple Myeloma could be reviewed in addition to the slides for Empliciti since they don't see MM often and many of the members, some newer HCP's would benefit with a review of MM",1461988800.0
NTL at academic center that see MM for transplant would like to see Elo used earlier after transplant more in a maintenance role.  She did have a patient that was on the EAP trial that continued to have response even though the patient had been highly refractory. She felt because of the clonal evolution the drug could be recycled again.,1461988800.0
"NTL speaker discussed the variables to consider when sequencing the treatment options for MM. Depth of response and durability of response are key when deciding which tx to use. He mentioned the use of MRD and how patients who had better PFS were those patients that were MRD negative after their tx had better PFS and OS. But he also stressed the importance of looking at the toxicity, convenience to the patient, the patients disease state as other important considerations. He did say 3 agents are better than 2.",1459396800.0
"NTL at recent Leukemia & Lymphoma Society Blood Cancer Conference spoke on MM.  She reviewed the history of treatment, staging, diagnostics and prognostics.  She prefers the triplet therapy over doublets and reviewed both the KRD and VRD trials. Interestingly she mentioned that in the relapsed setting you can go back and use drugs again if greater than a year since the disease is changing in heterogeneity and the development of clones,  the disease may still respond to a drug that may have been thought to be resistant or refractory to before.",1458360000.0
LTL of large military based hospital that provides care to many MM in varying stages from upfront to RR.  He sees many of these agents as high cost and only contributing to the PFS at an increased cost without seeing true benefit.  He feels there will be a big dept incurred in treating these patients with high dollar drugs contributing to loss for many centers. He thinks it should be based on treating the patient as a whole and considering other variables when making treatment decisions.,1458100800.0
"LTL who sees about 30 MM pt yearly in both FL, RR and post ASCT prefers to use single agent if possible on patients and has yet to use Empliciti and not sure if she will in the near future.  She would more like to see it in the upfront setting and would prefer to use it in the maintenance setting",1458100800.0
Discussed the numerous choices for patients including transplant and he feels there is still a place for transplant in the patient care continuum. So he would use the monocolonal Abs more in the minimal residual disease state maintenance after auto SCT. He personally uses KRD triplet for high risk patients.,1457067600.0
"large volume practitioner that participates in many trials with different companies. Has been in > 3 trials with BMS. In speaking about his approach to MM, he prefers to use CyBorD if high tumor volume otherwise he uses VD or VRD,  Has big dislike for Revlimid especially in maintenance b.c he feels his patients get more peripheral neuropathy. Does not think transplant brings value to pt when so many option available and can bring pt to the same outcome with drugs. Feels Elo is easy to use, has had patient on it for 2-3 years. Would rather use it early in the treatment phase like upfront or in a maintenance setting.",1455339600.0
"Regional TL that has experience with 3 Elo trials.  Has strong beliefs in transplant role in survival. The evolution of myeloma changes as the disease and the patient get older.  He is seeing more patients with leptimeningeal, lymphoma type and CNS disease.  MRD is important and he has been sending all his samples for MRD.  Would like to see upfront trial results of Elotuzumab since he feels it is a narrow window of use in the RRMM patient.",1455339600.0
"TL sees 10-15 new patients/year, gets same amount of referrals and manages post transplant. Had difficulty seeing how ERD would fit with his current population profile. Would rather see it in the upfront setting and maintenance setting",1454648400.0
community doctor perception of NCCN presenters topic on MM and his feeling that the presenter was neutral on transplant and seemed to be moving away from that as an option but had stated there wasn't enough data to make a firm decision.  He felt she was not that positive towards transplant and stressed the decision needed to be based on the patients choice as primary.,1454648400.0
"TL notes he does not have any issues with insurance coverage on most of his regimens.  Does not seem concerned about the cost of combinations, especially if using multiple infusional medications.  If there is question from the insurance company they are able to get the drugs covered if they provide the necessary article and data that supports the use of the drug.",1478059200.0
"TL at large CC that treats large number of MM patients.  They currently have 15 MM trials and try to place their patients on trials as much as possible. He felt they had so many competing trials they would not see much use to have a trial with Elotuzumab, especially given its current indication. He would like to see if there was data on maintenance. They are participating in a CD38 Ab and PD1 inhibitor trial. They mostly see RR patients and referrals for transplant.",1478059200.0
RTL would like to see a trial using IO combinations without an IMID or PI. Patients that get IMID and PI are more intolerant and harder to put them on those agents and feels there is enough activity in PD-1 blockade and SlamF7 that would affect the disease possibly sparing patient of adverse effects,1462852800.0
"During an Empliciti PVP presentation to a national PBM, a director of trade relations mentioned that their organization is developing a medical management policy for MM.  This policy will have separate guidance for oral and infused agents.  A timeline for implementation has not been provided.",1470628800.0
"During an iplan with Nurse Practitioners at a major academic center that had previously conducted Empliciti studies it was uncovered that they were infusing all patients with Emplicit at a max of 2 ml/min, not realizing that after the 4th cycle they could increase to 5ml/min. When I reviewed the infusion rates they immediately all came to full attention and realized the chair time they could spare with the faster infusions. They have patients that have been treated for years now.",1457928000.0
"During a health plan meeting (which was the first we've had since the MM policy review occurred—in mid-June), a formulary manager shared that:
1)      he attended the MW CEPAC meeting (virtually)—and agreed with the panels conclusions,
2)      he also invited Patricia Synnott (https://icer-review.org/people/patricia-synnott-ma-ms/) to attend and speak during the presentation of clinical evidence at P&T (which she did).  This was so she could see first-hand how ICERs work was being incorporated into HP decision-making.  Patricia was part of the team that conducted the clinical evidence review portion of the MM ICER review. 
3)      Lastly, he and his team had a separate meeting with Josh Carlson (who conducted the cost effectiveness assessment), who presented and answered questions related to the CE analysis
 
At the end of the day, the decision was made not to manage the class, based on the complexity of the disease state and the lack of any clear differentiation with respect to the net health benefit vs Rd across the three regimens under review (something he agreed with the MW CEPAC panel on).",1470024000.0
"TL mentioned that she has used checkpoint inhibitors after dara in the salvage setting with no responses. She had two patients on nivo, one monotherapy and other in combination therapy and no responses.",1479618000.0
TL mentioned that he uses Kyprolis or dara after maintenance. He feels dara's single agent activity is good but adding it with other agents the data is even more impressive. He is not sure where to place elo at this time since most of his patients are on rev.,1479618000.0
TL mentioned her selection of agents in the frontline setting depends upon patient risk factors. If the patient presents with high risk disease she tends to use a K based regimen. If the patient has standard risk or comorbidities preventing the use of K she will start with a rev regimen. If the patient is eligible for transplant and achieves a CR after transplant she will go to maintenance therapy. If the patient does not achieve a CR after transplant then consolidation and maintenance.,1479618000.0
"TL mentioned she interested in exploring HDAC inhibitor with nivo in MM. In her lab she had seen upregulation of PDL1 expression with HDACs. She is interested in a proof of concept phase 1 study exploring nivo, velcade and HDAC.",1479618000.0
"TL mentioned that elo is a disappointing drug in its currently approved setting. She thinks its place will be in earlier lines of treatment/maintenance vs later lines. When she thinks of elo she thinks elderly, a maintenance drug or in the indolent biochemincal relapse setting as an add on drug but not in the HR population.",1479618000.0
My TL mentioned that quad therapy in the front line setting will become SOC. Starting a patient on a quad regimen and scaling back to a maintenance regimen can drive deep responses. She states that if a patient has a deep response the initial costs of quad therapy will be offset by preventing future hospitalizations due to disease complications,1478840400.0
My TL mentioned that we should look at combining Nivo with Ixa in RRMM patients as a phase 2 study. She mentioned that Millennium is interested in an ISR. She also mentioned Nivo+IRd in the FL/RR setting in hopes of getting deep responses leading to better long term outcomes,1478840400.0
My TL mentioned that elo should be added to any patient that is rev responsive. She mentioned that its a good drug but needs to fins its place in the community. She mentioned that adding K can be toxic in the elderly patient population so added elo to these patients is an option.,1478840400.0
"My TL mentioned that he is not a fan at all of CART approach. Said ""it makes allo transplant look like a walk in the park"". Very cautious about combining Nivo with CART",1478581200.0
"Regarding elo's use - my TL mentioned that its hard to find place for Elo since folks in 2nd and 3rd line are going to K-based combo and Dara in 3L+. He said we were probably excited we got approval for earlier lines over Dara but retrospectively, it almost makes it difficult where to place in the sequence of treatment options",1478581200.0
"My TL mentioned there is too much excitement about Dara that's ""out of control"". There is incredibly short F/U data in POLLUX and CASTOR and these patients ""they haven't even had a chance to progress yet"". He continues to state that Dara responses are not durable and said he sees it in all scenarios (weekly and monthly dosing). Also mentioned that he sees more plasmacytomas (extra-medullary relapses) occurring in Dara progressors. We didn't go deep in to MoA discussion but he is skeptical about the IO MoA of Dara",1478581200.0
"My TL mentioned that we should research single agent elo in the maintenance setting b/c of NK cell presentation which may lead to immune activation. Also, he mentioned that its surprising that we are not looking into nivo in the maintenance setting",1478581200.0
"Regarding dara - my TL mentioned that he is ""underwhelmed"" with Dara; not having the results that were expected and he is less than impressed.  He goes on to say that as combo or monotherapy, he is not seeing responses in later line patients",1478581200.0
"During a recent meeting with my TL in the Boston area she mentioned that she uses dara and has patients who responded to it as single agent therapy. However, she does combine dara with other agents such as Pom if needed and sees dara as the next R-Chop regimen in the front line setting.",1478318400.0
During a recent meeting with my TL in the Boston area she mentioned that she would like to see more elo trials in the maintenance phase combining it with different agents and compared to rev. She mentioned that elo is niched and sees its uses in the maintenance setting or quad therapy.,1478318400.0
"While visiting one of my TLs in the Boston area, he stated that elo is niched into a patient population that is difficult to use. Also mentioned that elo's lack of single agent activity is a barrier for its use. However, when combining with E with Rd the results look good and 3 year OS is encouraging but has not used it in the commercial setting. He feels that combining elo with other agents will provide more clarity on its use since most patients are R exposed.",1478318400.0
"While visiting one of my TLs in the Boston area, he mentioned that he started a patients on dara recently and doing well. He has not had a bad experience with dara use thus far and typically uses it in combo. He believes once the patient is that far out in lines of therapy then combo treatment is the patient's best option vs monotherapy.",1478318400.0
Myeloma research nurse and Elo speaker in the Boston area mentioned that nurses are concerned because only nurses attend educational programs and no physicians. They are concerned about how to pass along drug information to physicians. She mentioned that physicians need to know about drug information and without them coming to programs how many docs are we educating in the community.,1477281600.0
Research nurse in the Boston area mentioned that Dara produced 4 talks within a couple months all in the downtown area. She feels that BMS should continue to push education through programs and in-services. She feels that there still is a need for education as she receives Elo calls/questions from the community.,1477281600.0
Research nurse in the Boston area mentioned that she had a patient that was ordered Dara as a last resort. She mentioned that the patient had a response for 3 months then began to fail Dara. Physician started this patient on Elo and patient is having a response.,1477281600.0
LTL mentioned that he treats less aggressive patients with doublet therapy and reserves triplet therapy for more aggressive patients. He places everyone on maintenance therapy and let's they ride until profession. Generally does not use transplant in his treatment regimen as he feels with all these newer agents he can push off transplant.,1477281600.0
"LTL mentioned that he thinks adding Elo into frontline treatment will increase response rates and TTNT. Additionally, he does not use Dara because of its long administration time. He can split the dose but this is an inconvenience for his patients as some of them travel long distances to be seen. Additionally, is concerned with the infusion reaction rate with Dara and for those reason has not used it yet.",1477281600.0
RTL mentioned that he sees Dara patients relapse once on extended dosing intervals. He mentioned this to Janssen and thinks every 2-3 week dosing is more appropriate. Janssen folks state that their PK models showed receptor saturation for 1 month so more frequent dosing should not happen.,1477281600.0
RTL mentioned that he has had good responses in tough patients (double refractory) using DCEP then Dara. Mentioned DCEP regains control and Dara puts out the fire in his relapsing patients.,1477281600.0
"RTL mentioned that he does not like IxRd - all oral regimen. Besides the fatigue and diarrhea his patients experience, he feels that compliance/adherence is another issue to be concerned about. All oral regimens come with their own set of problems that need to be continuously managed/monitored.",1477281600.0
"NTL in Buffalo mentioned that elo + nivo with len combination makes sense. However, sees combo with pom even better",1474862400.0
NTL in Buffalo mentioned that MRD statues is not as important as having an intact immune system for elo,1474862400.0
NTL in Buffalo mentioned that elo use in the maintenance setting makes sense rather than at induction,1474862400.0
RTL in the CT area mentioned that they have seen patients relapse aggressively once dara is given at the extended frequency of administration. RTL did mention her concern to the dara folks.,1474862400.0
RTL in the CT area mentioned that they had the dara EAP program. RTL states that they had seen patient relapse on single agent dara so they would add rev to regain disease control.,1474862400.0
RTL in CT mentioned that she is interested in elo front line data. She would like to use it in the front line but waiting for the data. She mentioned that she receives calls from the community asking about this data and the possibility to use elo in the front line.,1474862400.0
RTL in the CT area mentioned that generating dara + elo data would be interesting. She did discuss NK cell activity with dara but feels that appropriately sequencing these agents the combo could work,1474862400.0
RTL in the CT area mentioned that they look to the mSMART guidelines for treatment guidance on aggressive vs non-aggressive patients. They are discussing a MM pathway and looking at the mSAMRT guidelines.,1474862400.0
CT RTL mentioned that there is a data gap for patients with renal impairment and MM. Currently she uses CyBorD for these patients but having a trial comparing SOC vs elo in this setting is of interest.,1474862400.0
LTL in Boston mentioned that Ixa is a convenient but requires prior authorization whereas Elo does not. Also mentioned that he uses rev in maintenance and once patient begins to relapse he tends to use Pom or clinical trial. Does not think about Elo in this setting cause this is not our indication,1472616000.0
NTL in Boston mentioned that the new Dara data is dramatic if patients can get over the infusion reactions. She mentioned that is a patient has rip-roaring disease she will use Dara in this setting. SHe mentioned that Janssen's development is faster than BMS,1472616000.0
NTL in Boston mentioned that having one good asset such as Nivo counterbalances a lesser of an asset such as Elo,1472616000.0
NTL in Boston mentioned that Nivo alone has no activity but combine it with an -imid there is results. She mentioned that combining Nivo with a backbone regimen will produce efficacy results. She mentioned Nivo plus Ixa would be an interesting regimen to explore.,1472616000.0
NTL in Boston mentioned that Immune related AEs is a concern with checkpoint inhibitors. She mentioned that there is a huge educational role about the management of IRAEs with checkpoint inhibitors.,1472616000.0
NTL in Boston mentioned that Elo in the maintenance setting has durable TTNT data. She also mentioned that it would be interesting to use a checkpoint inhibitor in a relapse patient that is on Elo. Use this as a starting point then move this combo to earlier lines of therapy.,1472616000.0
LTL in Boston mentioned that he had lots of experience with Dara in the salvage setting. Once these patients begin to relapse he tends to add Pom to Dara. Also mentioned that Dara relapse tend to be aggressive and that after Dara failure he has used checkpoint inhibitors in the population.,1472616000.0
RTL mentioned that transplant in not needed in MM. He mentioned that in the days of melphalan and prednisone treatment transplant was needed but with the current treatment landscape it should not be used,1472616000.0
"NTL in Boston mentioned that newer molecules will become apparent into the MM picture such as peptide vaccines. However, the immune system will need to be augmented in order for the peptide to work",1472616000.0
NTL in Boston mentioned that there is an unmet need for patients who fail Dara in the salvage setting. He mentioned using Nivo in this setting.,1472616000.0
"LTL mentioned that efficacy data using 3 or 4 drug combinations look promising. However, the financial toxicity associated with these regimens is really concerning for both the providers and patients. Unfortunately, decisions have to be made based on the patients affordability rather than solely on science.",1472616000.0
NTL in Boston mentioned that if a patient is not at MRD- after 12 months then maintenance therapy may put the patient into a MRD- state. He mentioned standardization for MRD- will take some time but he sees MRD status as an endpoint for studies. Currently he is looking at MRD+ micro environment in his lab,1472616000.0
RTL/investigator in Boston area mentioned that the ERVd trial open and closed within 8 months. He also mentioned that the response rates are looking good. In this trial he did not look at MRD status but sees MRD being an endpoint on future studies.,1472443200.0
RTL in Boston mentioned that he has a patient who progressed while on Dara in the salvage setting. He then started the patient on Len/dex and the patient is having a response. After 6 cycles of Len dex the patient is doing good,1472443200.0
RTL in the Boston areas mentioned that he has seem antibody infection rates rise. He mentioned that there is a need to inform practitioners to prophylaxis patients with broad spectrum antibiotics within the first couple cycles for E.coli/grams positive coverage.,1472443200.0
"RTL/investigator in the Boston area mentioned that MRD measurement will take over and interference will no longer be an issue. However, he did mention that sample management will be challenging.",1472443200.0
LTL at a large academic center mentioned there is a big unmet need after Dara failure in the salvage setting. There is no trials in this space and nothing to offer patients. She definitely sees an opportunity  for a clinical trial in this space.,1472443200.0
LTL at a large academic center in Boston mentioned that she likes the idea of Elo in a 4 drug regimen - additional efficacy without toxicity. Feels that she will use Elo in a less aggressive patients but has not used Elo outside of clinical trials.,1472097600.0
LTL at a large academic center in Boston mentioned that they use a lot of Dara based on recent publications. Their group finds this data to be strong and exciting for the patients. They use Dara in all types of relapses without reservations. She did mention that she is not concerned with using Dara before Elo and in fact will use Elo after Dara if needed.,1472097600.0
"Research nurse at large academic center in Boston mentioned that it's frustrating that in our protocol there is no verbiage to allow for less frequent vital sign monitoring after a ""x"" number of cycles. She mentioned that nurses complain that after ""so many cycles"" without an infusion reaction the monitoring of vital signs should be less frequent.",1472011200.0
