text,date
"Had a recent meeting with Regional surrounding HN indication where physician was asked if our Phase 3 trial, with OS as a primary endpoint was meaningful to him, and he stated that he does not believe that the competitors Phase 2 trial (with ORR as enpoint) vs our Phase 3 trial makes a significant difference when selecting which therapy to use.  He believes that it will essentially boil down to cost.",1480914000.0
Local TL stated that he was a little disappointed that we went with a weight based dose in our indication vs flat dose in SCCHN,1478926800.0
Local TL stated that he likes the efficacy of Nivo and believes that OS is a much more impactful measurement of efficacy than ORR in SCCHN,1478926800.0
"LTL at a large community practice stated that he Elotuzumab has been added to the pathway recently in the second line space.  He opts for the use of KRD in the second line space and would reserve ERD therapy for patients who may have ""slower"" progression after transplant on rev maintenance therapy.He appreciates the lack of adverse effects issues with elo as well.",1464321600.0
"RTL spoke to high unmet need in the 1L R/M setting for H&N cancer and was unaware of the specifics in Checkmate-141 population and nivo's indication allowing for patients to have received platinum therapy in a neoadjuvant, adjuvant or locally advanced disease setting - upon learning and further clarification of this, TL seemed even further upbeat regarding the most recent approval in H&N",1480914000.0
"TL shared that he treated a metastatic H&N patient with the Extreme regimen, followed by Abraxane, in which the patient progressed on both lines of therapy; the TL then used nivo as 3L and the patient has now achieved a CR within a couple months of therapy",1472356800.0
"NTL quoted that PD-1 data in H&N cancer (didn't specify what agent) is the breakthrough of the decade however when attempting to distinguish PD1 vs PDL1 agents, ORR is a terrible efficacy endpoint to use for I-O agents and the focus should be on OS",1469505600.0
"NTL spoke about a couple of ongoing pembro trials attempting to define the ""window of opportunity"" regarding the timing of dosing of pembro in the neoadjuvant and/or adjuvant setting; specifically mentioned NCT02296684, goal accrual n=46, currently 16 accrued and are assessing biopsies of patients throughout the course of the study to look at immune cells within the tumor microenvironment in attempts to better understand when the ideal window of opportunity might be",1469505600.0
"NTL felt that when considering the order of how to sequence a PD-1 agent and RT in H&N cancer, it was best to give concurrently however the length of treatment needed to be better defined",1469505600.0
NTL commented on high RR with PI3K inhibitor (buparlisib) has nothing to do with mutation and he would not be surprised if they find that on further analysis of the data; he feels as if their data is strong enough for them to consider filing soon,1469505600.0
"NTL commented on the fact that although all H&N HPV+ patients tend to respond better to any treatment, including PD-1 agents, attributed this further perhaps to Tregs not seeming to have the same negative impact for HPV+ patients as it does for HPV- patients",1469505600.0
NTL felt that adding nivo to CRT in H&N cancer won't have a significant increase in benefit and perhaps it would be more beneficial to look at nivo with RT alone (referenced data with cetuximab+CRT vs. Bonner study of cetux+RT),1469505600.0
NTL stated he does not feel pseudoprogression is an issue in H&N cancer (only truly in melanoma) and he would not expect that giving a PD1 agent prior to RT would increase the incidence of pseudoprogression although he has had debates with colleagues around this potential issue,1469505600.0
NTL voluntarily shared that KESTREL is accruing well and they expect it to be done by year-end; KN-048 not yet done but could be this year with potential to see pembro monotherapy in the 1L R/M SCCHN setting,1469505600.0
NTL stated that buparlisib is the most promising targeted agent currently being researched in H&N cancer with a 40% ORR being extremely remarkable for this patient population,1469505600.0
Community TL shared that he participated in a SCCHN trial with pembro in combination with another I-O agent which enrolled EXTREMELY quickly and went on to elaborate that these patients have essentially no options that offer significant benefit therefore any chance to get them on I-O therapy is ideal,1466568000.0
National H/N TL commented that in the extensive experience they've had using nivo in the clinical trial setting for SCCHN they've been surprised to find many more early onset cases of endocrinopathy issues than what's been previously reported for other tumor types. In her experience it's occurred more frequently and often well before the median time to onset she's seen for nivolumab in other studies.,1475640000.0
RTL at large academic cancer center stated that wants to use elo but has not had the right patient yet.  The right patient is described as that patient that is not relapsing quickly.  Slow steady increase in Mprotein.  Has a patient that is monitoring now and depending on levels will look at adding elo and dex to patients current rev dose.,1464840000.0
"Recent visit with a H&N/GBM TL mentioned a patient with GBM, treated off-label with nivo - who is still in a CR after 1 year.",1481259600.0
"Academic TL stated she was kind of disappointed in the results of CM141 - would have been nice if the survival advantage was a bit better. ""These patients have a life expectancy of around 6 months anyhow, another 1.5 months median while good, is not all that impressive.""",1480395600.0
"Great comment form a NTL around pulmonary toxicity.  His comments were ""sometimes it's very hard to determine if the toxicity is an immune mediated consequence of the drug, or whether it's the patients disease process.  Especially in lung cancer and SCCHN patients, who continue to smoke or have a smoking history, sometimes an immune mediated pulmonary toxicity is confused with the disease process.""",1480309200.0
"Interesting insight from one of my H&N TL's - specific to her institution.  When there is a suspicion of pneumonia is (unproven) the radiologist informs the pulmonologist.  The pulmonologist seeing the patient links the ""unproven finding"" to the drug which ultimately leads to the patient/family not wanting to receive the IO therapy any longer.  Tried to robe deeper and she said its was a problem with many drugs now ultimately removing a patients shot at longevity for a ""suspected, undocumented"" pneumonitis.",1479272400.0
"Following a reactive presentation of Checkmate -141, an academic H&N cancer TL stated ""we should look at Nivolumab in recurrent or metastatic platinum refractory SCCHN patients who have an ECOG performance status of 2 given that these patients are not candidate for chemotherapy. The TL further commented ""I would expect this patient population to tolerate Nivolumab well given its favorable safety profile"".",1467950400.0
A community oncologist was positively impressed by the QOL results of Checkmate -141.,1467950400.0
"A community oncologist was very impressed by the -141 study OS data, but ""disappointed"" by the ORR. The oncologist said to have expected higher response rate, but agreed on the superior antitumor activity of Opdivo when compared to the ORR of standard of care.",1466740800.0
An academic TL who treats mostly H&N cancer patients stated that in his experience he has not seen so far differences in response to chemo treatment in patients with p16 positive tumors compared to patients with p16 negative tumors.,1466136000.0
"An academic TL who treats mostly H&N cancer patients, stated that he tried to attend the -141 presentation, but he could not because ""the room was full"".",1466136000.0
An academic TL who treats mostly H&N cancer patients stated that what is impressive about the Kaplan –Meier curve of the OS in the -141 study is the tail of the curve.,1466136000.0
A RTL commented that he has a H&N patient that recurred after RT+platin for locally advanced SCCHN and is waiting for Opdivo's approval.,1467777600.0
"NTL with extensive experience stated ""I am not satisfied or impressed with Opdivo in 2L RCC."" The TL acknowledged the tolerability, however stated he has yet to have a patient on therapy for more than 4months, minimizing his belief in the durable response provided by IO.",1464235200.0
"TL understands the -010 data on treatment beyond progression, however feels that the information is not helpful for clinical decision making. The reason is because there is interest and time to engage with patients when on a clinical trial. However, in clinic there is more limited time to discuss treatment beyond progression and a multitude of new agents, hence many physicians will move to a different therapy if see progression on first scan.",1464235200.0
"Since pembro approval in HN with 200mg flat dose, several HCPs have inquired about BMS strategy and data around flat dose and if our new indications will include it.",1470974400.0
"Med Academic lung TL had been testing for PDL1 repeatedly citing the ""41% response rate"" as proof that Pembro was superior in PDL1+ patients.  TL had a lot of mis-information around population/dosing that this data was derived from and was unaware of KN-010 data.   

After reactive review of 057 OS and ORR, and clarification of his understanding data for KN001/010, TL was very 'shocked' by how much better nivo looked for PDL1+ OS and RR.  His impression was that >1% cutoff of pembro ""really didn't do much to enrich anything"".  and that even with all the caveats of cross-trial comparison, that a difference of 7m in median OS (between >1% in KN-010 2mg and 057) was ""profound"".  

TL stated that ""BMS has been selling themselves short by NOT stressing how incredibly the nivo data is in PDL1+ patients (ie in promo brochures, etc). That gets lost in the ""use it in everyone"" story/numbers and perception is that pembro is much better in PDL1+",1463284800.0
"GU RTL who performs HD IL-2 in RCC is interested in seeing subgoup analysis to nivo for patients who had been previously treated with HD IL-2 and by their response.  Cited that the data for melanoma suggests that IL-2, irrespective of response, may 'prime' patient for better response to later IO.",1463284800.0
"GU RTL shared some factors he considers when deciding between nivo (~70% of pts) and TKI (now cabo, ~30% of pts) for 2L RCC trx:
- pace of progression (20% of pts exhibiting faster progression prefers TKI) 
- toxicity of 1L VEGF TKI (if had minimal tox/dose reduction, more likely to give cabo 2L due to convience of oral dosing)
- compliance to taking oral meds and reporting of side effects
- Performance status (lower PS would always get nivo)",1463284800.0
"Additional Insights gathered from Profiling Discussion

Mehra moving to Hopkins- starting September 6.
Dr. Olshanski is going to be acting chair directory of the department – HEM/ONC
Dr. Jessica Bauman – taking over Mehra's trials and H/N and Lung patients
              
o	In general, she sees the entire spectrum of H&N cancers at FCCC, principally oropharynx
o	Will employ Extreme Regimen in r/m setting
o	Having used cetuximab as part of extreme, single agent systemic therapy choices is wide open, and highly dependent on patient characteristics
o	P16 testing is routinely done at this institution
o	In terms of PD-L1 testing, Not routinely done for H&N pts, bu] FCCC ran many of the PD-1 trials.  Testing has become ""routine"" as part of the protocols.  Specifically for H/N, not convinced that testing is mandatory and negative patients are still conferred benefit.  Verdict is still out. 
o	Current Treatment Gaps
	Problem with PD-1 monotherapy up front 
	ORR while acceptable, they are still quite low.  
	There is a delayed benefit with PD-1 monotherapy that may be unacceptable for patients with very aggressive bulky disease
	Most clinicians would find it unethical to give PD-1 therapy in this setting.
CI
o	KESTREL Trial – Opening at FCCC 
	NCT02551159
	Phase III Open Label Study of Durvalumab With/Without Tremelimumab Versus Standard of Care (SOC) in Recurrent/Metastatic Head and Neck Cancer
	Local Investigator – Dr. Jessica Bauman",1467691200.0
"Head and neck RTL called Roche's assay ""trash"" based on the evidence supported in the blueprint initiative. He added that Roche should follow suit and use a cleaner system like ours and Merck's and just look at immune cells.",1478754000.0
Head and neck RTL said that we need to start designing studies now looking at pts. who do not respond to PD1/PDL1 therapy.  He thinks a suitable approach would be to look at either Ipi/Nivo or Nivo/Lirilumab as a salvage approach in PD1/PDL1 failures.,1478754000.0
Head and neck NTL shared that it's a shame Opdivo isn't approved yet in head and neck given the overall survival advantage.  He added that our data is so much cleaner since we actually have a control and are not simply basing it off of response rates.,1478754000.0
Head and neck RTL shared that he thinks the Ipi/Nivo combination might be a bit more effective than the Lirilimumab/Nivo.  He shared that it' still a bit early but he believes that Ipi's ability to activate an adaptive immune T cell response versus triggering innate immunity may be what is needed to overcome a cold to a hot phenotype.,1478754000.0
"A TL specializing in Lung and upper GI tumors told me that he had a previous agreement with AztraZeneca to fund his adjuvant Esophogeal tumor trial that was to involve Durvalumab and chemo.  AZN later retracted the promised support because ""they were unsure of the safety Durvalumab and chemo combinations""",1470542400.0
"RTL said he hasn't had time to decide how he will treat his SCCHN patients, but is leaning towards Opdivo given his prior experience in other tumor types and the strength of the -141 data.",1479013200.0
"TL was encouraged by -141 data and says he will use Opdivo regardless of PDL1 expression (and will not test). Further, he feels anti-PD1 will become standard of care. He also feels that immunotherapy will be displace current first-line treatments when it is eventually approved..",1464235200.0
"Met with a national/regional lung AI/TL post-ESMO, who is also an NCCN Head and Neck panelist, who provided the following unsolicited insights.
	
SCCHN:
•	She said she agreed to recent inclusion of Nivo as cat. 1 and Pembro 2A, validating appropriate process for distinguishing recommendations based upon level of evidence.  
•	She will make comment to panel again supporting this distinction of recommendations based upon level of evidence, for future recommendations, as the panel has done here.",1477281600.0
"Met with a AI/RTL who treats multiple tumor types, but is also a Head and Neck national/regional NCCN panelist AI/RTL, during which AI/RTL shared the following unsolicited insights.
BMS Attendees: Cynthia Chan (MSL), Tony Wang (HSL)
•	Reactively shared that the NCCN panel will include an immunotherapy update to the guideline to include both nivo and pembro.
•	Stated that her recommendation does distinguish that the data supporting nivo (Phase III) vs pembro (single arm trial) are different and should have a different category of recommendation.
•	Commented that the SCCHN NCCN committee does not have ad hoc meetings based on recent data presented, and meetings/updates are generally every 6 months with the next update forthcoming. 
•	AI felt that in terms of trials presented overall at ASCO, there were too many trials with induction chemo combined with IO therapies.
•	She feels that induction chemo strategies with later Immunotherapy is not the right approach.
•	She inquired whether BMS has a process for partnering with other companies to explore IO combos, seeming to express a positive view of this approach. 
•	She shared that she feels BMS ""knows what they are doing"" in being very strategic about supporting ISR's and making decisions about research.",1469160000.0
"BMS Attendees: Cynthia Chan (MSL), Tony Wang (HSL)
 
Met with a Head and Neck national/regional NCCN panelist AI/TL, during which AI/TL shared the following unsolicited insights.
•	He says for locally advanced setting, he chooses based upon if the patient is fit or not. If he is, he uses cisplatin with concurrent radiation, but also could be other treatments, which he terms the ""wild west"", meaning other treatment options are on the table as well.
•	If the patient has had platinum prior, he could try a single taxane as next treatment.  
•	In the recurrent/metastatic setting, if the patient is fit, he prefers to use PTC (platinum/taxane/cetuximab), instead of the EXTREME regimen.  
•	He said that part of the reason he believes in PTC instead of EXTREME is because the 5-FU in the EXTREME regimen leads to a bad toxicity profile.
•	He says the only reason the EXTREME regimen included 5-FU instead of a taxane was because the investigator Vemorken was in Belgium where taxane was not approved in this indication.
•	In the recurrent/metastatic setting, he uses a PD1 inhibitor after the PTC regimen.
•	If the patient is not fit in the recurrent/metastatic setting, he'll go directly to a PD1 inhibitor.
•	He says he was involved in BMS head and neck early trials and believes that BMS got it wrong by not pursuing every 3 week dosing, instead of every 2 week dosing.  
•	He said he starts most patients on pembrolizumab solely because it is more convenient for the patient with less frequency of dosing.  He believes BMS should pursue strategy of investigating less frequent dosing.  
•	In the recurrent metastatic setting, he never uses cetuximab single agent, due to the low response rate.
•	He says he stratifies patients in terms of sensitivity to platinum.  If patient progressed on platinum 6 months to 1 year ago, he considers them refractory and does not use platinum again.  
•	If a patient progressed and had platinum 2 years ago, he might try platinum again.  
•	He expressed that an area of H&N research gap is how to utilize PD1 agents in incurable patients who do not have a response to initial PD1 therapy.",1466395200.0
NP from large Cancer Academic Center conveyed that all pts with SCCHN are being pre-screened for Hashimotos Disease before starting IO tx. The NP and the providers she works for believe pts have higher incidences with H&N disease and they will be able to intervene or ward off potential thyroiditis with additional info or proper dx of thyroid conditions before starting IO tx.,1480482000.0
"Oncologist reports after hearing data presented at asco regarding SCLC, that this is encouraging but that ""chemo can control disease quite well"". It will be hard to distinguish who will respond to IO vs chemo best. 

Oncologist also mentioned H&N data looking good but no distinction between nivo and pembro. The main advantage is that bms has ""ipi"" to add to opdivo and get the best efficacy. He believes that Opdivo is exclusively used in 2nd line lung due to no testing requirements. He believes pd status will be more readily available in 1st line lung and the testing will not pose any challenges for clinicians.",1465617600.0
"Met with a local TL who is a main treater of both Lung/SCCHN at Penn State Hershey on 12/12/16 together with Andy L.
Lung
ESMO data
•	Any difference between pembro and nivo?
o	He said trials/populations are different, but didn't regard the two agents differently
•	Lung Testing for PDL1
o	Hershey sends all testing out; currently not doing it in house though the goal is to internalize the process in the future
o	While the ""holy grail"" of cancer therapy is targeting a specific biomarker, we have a long way to go regarding a good biomarker; PDL1 is not ideal for sure
o	They are able to get enough tissue for PDL1 testing. Tissue procurement is not an issue for them in lung
o	He said if a patient is 45% or greater PDL1 he might try to get them pembro
o	If 50% or higher no brainer to get pembro
o	He expects the % of patients that will be positive (>50%) to be lower than the CM-024 study %
•	1L Treatment
o	Has no problem treating a 1st line patient with chemo is they have a good PS. 
o	When patients get to second line, they are much worse PS and won't be able to get chemo and IO becomes a much better option
o	They see very few EGFR and alk patients
o	They get the traditional heavy smoker and drinker
o	They haven't been seeing many stage III lung patients, either get very early or very late patients
•	IO agents are overall very safe from and overall AE standpoint
o	Has run into some hypothyroid but he said it is very easy to manage
o	Has seen 1-2 cases of colitis but managed with dose interrupt and steroids
o	No hypophysitis/hepatitis or pneumonitis
o	They test for TSH every 6 weeks in lung but more frequently in H&N
•	SCCHN
o	Hershey is participating in the RTOG3504
o	EXTREME regimen
	Sees value in using EXTREME if PS is good enough
	""EXTREME regimen is very EXTREME"" but still the best data is there
	He said he has patients on each drug (P and N)
	He did not differentiate between Pembro and Nivo in H&N
•	He has requested that patients be started on nivo prior to approval however
o	HPV+ patients respond well to therapy but relapse
o	Reiterated QOL is very good for nivo (discussed PROs from CM141); noted similar anecdotal QOL seen with Pembro",1481691600.0
Derm-path TL reported 0-5 cases of SCCHN per week come through the derm-path lab for diagnosis due to squamous cell presentation. TL works closely with ENT pathologists to determine who will follow the case.,1479445200.0
"During H&N program, community TL stated that he had been waiting for this indication since seeing the data at ASCO. Also commented that -141 was a well designed study and the doubling of OS at 1 year was compelling data.",1480568400.0
TL commented that the PD-L2 and IFNg signature data from KN-012 is a start but was not convinced by the ROC curves (r-0.73 isn't great). He does feel there is a need for useful biomarkers in H&N due to cost and imAEs associated with I-O therapy.,1466827200.0
"During a H&N symposium at an academic institution their team structure was presented. Patients start with a pre-treatment clinic that includes speech therapist, psychologist, nutritionist. The patient case is then discussed at multidisciplinary tumor board, followed by surgery, tumor board meets second time and includes pathologist.",1466222400.0
"Community TL does not use Extreme regimen in SCCHN, referred to it as torture. His preference is cisplatin + 5-FU for recurrent or metastatic H&N",1462334400.0
"National H&N TL told me that he feels like ""someone at the FDA has it out for BMS given the length of time it took for nivo in H&N to gain approval"".",1478926800.0
"Academic lung TL voiced his opinion that Keynote 024 and pembro first line ""is the single best thing that has ever happened in NSCLC for patients"".",1477627200.0
"Local H&N TL shared with me that she prefers to use the EXTREME regimen in younger, fit patients and if not fit, she will use taxotere plus cetuximab instead. She also commented that she has used single agent cetuximab in some patients, but she doesn't really expect it to work.",1473393600.0
Regional H&N TL told me that KESTREL will close (due to full accrual)  in October 2016.,1473393600.0
"Regional H&N TL volunteered his opinion that the Extreme regimen is the SOC. It should be the control in first line trials. He said he understands why people use carbotaxol instead as it is much better tolerated, but the best data exists with EXTREME.",1472788800.0
"National H&N TL provided the following comment regarding pembro approval in H&N: He said that pembro got approved based on the 141 data set. His exact words were ""pembro was approved based on Checkmate data"" because everyone expects Keynote 40 to be positive just like checkmate 141 was. He said Merck was lucky that they hit the sweet spot in terms of timing and that's why they got approval. He said that everyone expects pembro to ultimately have as strong of data as nivo but as of right now, nivo has the best data out there and thus should be the preferred option on their institutional pathway.",1472788800.0
"Regional H&N TL volunteered his opinion regarding the differences in data between pembro and nivo in H&N: he said that it is interesting that the ORR reported with pembro in H&N has steadily dropped each time the data is presented. He said it started around 27% and then dropped to 20-ish percent and now their label has it at 16%. He also commented that you cant really compare the 13% ORR seen in checkmate 141 with the 16% in keynote 012 given the different percentage of HPV+ and PDL1+ patients enrolled between the two studies. He stated that clearly Merck enrolled more patients that are PDL1+ and if the 141 study had as many PDL1+ patients, the ORR there would be higher than 012's data.",1472788800.0
"Regional H&N TL told me that he ""doesn't understand what the big fuss is about the Keynote H&N data"". He said it really isn't that great of data and BMS is clearly in the lead with Level 1 evidence presented at ASCO.",1470369600.0
Local H&N TL told me that it was first time she has seen standing room only space at a H&N presentation when referring to the 141 data presented by DR Ferris at ASCO.,1470369600.0
"Local H&N TL told me that the RTOG 3504 study in locally advanced H&N is very important because that is most common type of patient that they see. She said that they only see 10-15% of patients being metastatic at presentation and at least at their institution, the h&n isnt treated at the community sites, instead all of the patients are referred to the main hospital.",1470369600.0
"Regional H&N TL told me that he wouldn't want to participate in 651 as he already has the KESTREL study open and he really doesn't like the idea of randomizing patients to the EXTREME regimen. He said that the treatment is just too ""extreme"" in terms of toxicity. Interesting, another local H&N TL at a sister institution down the road told me that she tried to start her patients on EXTREME as ""that's where the best data is"" in terms of efficacy.",1470369600.0
"Local H&N TL said that at the recent ASCO review, the speaker highlighted the 1 yr OS as being very important.Local TL also said that ORR is OK as an endpoint, but OS is the king of outcomes. He said that ORR is tough to use due to the potential for pseudoprogression with immunotherapy. He said EXTREME regimen very difficult for most patients. He isn't a fan. He uses some weekly taxotere, some gem",1468555200.0
Community TL comfortable using opdivo stated he was sending his H&N patients to an Academic center 3 hours away for clinical trial enrollment due to lack of treatment options.,1457326800.0
A national H&N TL told me that they agree the new standard of care for NPC is gem/cis based on the recent phase 3 data presented at ASCO.,1469592000.0
"National H&N TL indicated during GR that KN-012 showed ""only a smattering of CRs"" and that one should remember the tail of the curve ""represents only 4 patients"".",1469592000.0
"When treating met mel with brain mets a NTL stated that the RAD ONCs are becoming increasingly upset that Radiation is not being used in the front line setting.  He was speaking directly to a trial protocol, but mentioned that if approved under this protocol that RAD ONCs will need training.",1478754000.0
"NTL stated that for his met melanoma patients that when he sees ""Lots of disease"" (multiple organ mets, multiple lesions throughout the body) that he does not see a lot of AEs.  However in patients that ""do NOT have a lot of disease"" (less that 3 lesions, no liver/brain mets) he sees more AEs.

His opinion is that with lots of disease there is plenty of things for the immune system to fight, so a ""ramped up"" immune system won't turn on the patient.",1478754000.0
"NTL stated that he feels that the current regimen dose for Met melanoma is probably too high a dose for Yervoy.  

""I think that you could probably do 1mg/kg Yervoy, every 6 weeks for a year""  that would probably be more easily tolerated and give you the same efficicacy.",1478754000.0
"NTL stated that for his met melanoma patients that when he sees ""Lots of disease"" (multiple organ mets, multiple lesions throughout the body) that he does not see a lot of AEs.  However in patients that ""do NOT have a lot of disease"" (less that 3 lesions, no liver/brain mets) he sees more AEs.

His opinion is that with lots of disease there is plenty of things for the immune system to fight, so a ""ramped up"" immune system won't turn on the patient.",1478754000.0
"NTL stated that while on vacation in Greece he attended a H&N symposium.  He stated that the H&N ""treaters"" were adamant that they would not accept the AEs that come from combination Yervoy/Opdivo.",1478754000.0
