term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
ARISTOTLE,Area, CARDIOVASCULAR,368.358704678,1.80690496222e-58,80,324,Do you have any data from ARISTOTLE on the patients with bio prosthetic heart valves?,Can you send me the poster from AHA including  bio prosthetic heart valve data in patients in aristotle?,Is there data for NVAF patients with bio prosthetic heart valves?,404
Eliquis in patients,Area, CARDIOVASCULAR,331.52283421,1.38248923957e-52,79,834,Do you have any data on the use of Eliquis in patients with hyper coagulable states?,Do you have any data on the use of Eliquis in patients with thrombophilias?,Do you have any data on the use of Eliquis in patients with thrombophilias?,913
amplify,Area, CARDIOVASCULAR,322.313866593,4.09060873767e-51,70,203,How did the patients who had the 2 out of three dosage adjustment criteria in the VTE treatment trial do without a dosage adjustment?,What's dosing rationale of VTEt with AMPLIFY?,What were the results from the VTE treatment trial (AMPLIFY) with regards to TTR ranges?,273
reversal,Area, CARDIOVASCULAR,297.756619614,2.78746014938e-138,517,738,Inquired about the status of the reversal agent for factor Xa inhibitors,How does the upcoming reversal agent for the factor Xa inhibitors work?,When will the reversal agent for the factor Xa inhibitors be approved by the FDA?,1255
major bleeding,Area, CARDIOVASCULAR,248.642125657,2.40123062732e-39,54,923,What's RWD major bleeding NVAF NOACs?,What's the major bleeding RWD among NOACs for NVAF?,What is the most recent RWD comparing bleeding rates across NOACs since ACC 2015?,977
RW,Area, CARDIOVASCULAR,239.43315804,7.09659389462e-38,52,1017,What RW data do you have that compares bleeding rates between OACs?,What RWD you have comparing bleeding rates on OACs?,What is the most recent RWD comparing bleeding rates across NOACs since ACC 2015?,1069
valves,Area, CARDIOVASCULAR,188.783836147,8.58909571087e-30,140,214,"Doctor would like to be contacted by MSL Melissa McAuley. Doctor would like to receive information on patients with prosthetic heart valve, mitral regurgitation and aortic valve disease.",Do you have any data from ARISTOTLE on the patients with bio prosthetic heart valves?,Can you send me the poster from AHA including  bio prosthetic heart valve data in patients in aristotle?,354
AF,Area, CARDIOVASCULAR,179.57486853,2.52369642646e-28,39,295,Do you have any data with apixaban in AF patients with ACS?,Do you have any data with apixaban in ACS patients with AF undergoing stenting?,What does Apix data show with dap or triple therapy in af with acs?,334
NVAF patients,Area, CARDIOVASCULAR,174.970384722,1.36719899023e-27,49,1600,What is the data for apixaban in NVAF patients within ARISTOTLE that had hemodynamically significant valvular disease?,Are there any data regarding the use of Eliquis in patients with either bioprosthetic or mechanical heart valves?,Can Eliquis be used in nvAF patients with bioprosthetic valves?,1649
reversal agent for Eliquis,Area, CARDIOVASCULAR,170.365900913,7.40357371048e-27,46,2552,What is the status of a reversal agent for Eliquis and what data do you have regarding antidote?,How does the upcoming reversal agent for the factor Xa inhibitors work?,Is the upcoming reversal agent for Factor Xa inhibitors a monoclonal antibody?,2598
Orencia,Area, IMMUNOSCIENCE,3292.06427689,0.0,317,309,What data is there showing the effect of abatacept in RA patients based on their ACPA seropositivity?,Asked about how Orencia affects ACPA in RA patients,Is there information on seroconversion of anti-CCP in RA patients with abatacept?,626
abatacept,Area, IMMUNOSCIENCE,2451.02595797,8.55285031908e-272,245,340,Is there information on seroconversion of anti-CCP in RA patients with abatacept?,What data are available regarding use of abatacept in vasculitis (GCA)?,Is there information on seroconversion of anti-CCP with abatacept in RA patients and how does this differ from TNF inhibitors?,585
EULAR,Area, IMMUNOSCIENCE,1057.3053152,4.01513361442e-60,44,655,What new data on Orencia use in RA was presented at ACR 2016?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,699
ACR,Area, IMMUNOSCIENCE,985.21631644,5.0639104456e-56,86,600,What new data on Orencia use in RA was presented at ACR 2016?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,686
RA patients,Area, IMMUNOSCIENCE,985.21631644,5.0639104456e-56,44,257,What real-world data are available regarding abatacept efficacy in dual seropositive (RF/CCP) vs single-seropositive vs seronegative RA patients?,Is there information available on the use of abatacept in RA patients with high anti-CCP titers?,Is there information on seroconversion of anti-CCP in RA patients with abatacept?,301
use of abatacept,Area, IMMUNOSCIENCE,841.038318912,8.17104386204e-48,48,339,What data are available regarding use of abatacept in vasculitis (GCA)?,What data are available regarding use of abatacept in GCA?,What data are available regarding use of abatacept in PsA?,387
use of Orencia,Area, IMMUNOSCIENCE,792.978986403,4.46315578074e-45,45,554,What data are available regarding use of abatacept in vasculitis (GCA)?,Asked about any data concerning use of Orencia in hidradenitis suppurativa,What data are available regarding use of Orencia in GCA?,599
ACR guidelines,Area, IMMUNOSCIENCE,480.593325093,2.77417533167e-27,20,672,What new data on Orencia use in RA was presented at ACR 2016?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,692
Vectra,Area, IMMUNOSCIENCE,432.533992583,1.50265684991e-24,18,599,Any data regarding abatacept and Vectra DA?,Any data/publications available regarding abatacept and VECTRA DA?,What data are available for correlating DAMs with Vectra DA scores in abatacept treated patients?,617
ACR 2016,Area, IMMUNOSCIENCE,408.504326329,3.48928810609e-23,19,667,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,686
Aba,Area, IMMUNOSCIENCE,384.474660074,8.08689093969e-22,16,627,What data are available regarding use of abatacept in vasculitis (GCA)?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,643
Immunoscience pipeline,Area, IMMUNOSCIENCE,336.415327565,4.3121989025e-19,14,1138,What other compounds are being investigated in the BMS Immunoscience pipeline?,What compounds are being investigated in the Immunoscience pipeline?,What compounds are being investigated in the Immunoscience pipeline?,1152
presented at ACR,Area, IMMUNOSCIENCE,336.415327565,4.3121989025e-19,22,638,What new data on Orencia use in RA was presented at ACR 2016?,Any data for use of abatacept in RA patients who developed PsA or sarcodosis on TNF inhibitor therapy?,What data is there showing the effect of abatacept in RA patients based on their ACPA seropositivity?,660
PsA,Area, IMMUNOSCIENCE,320.395550062,3.26768663491e-52,51,548,What data are available regarding use of abatacept in PsA?,What data are available regarding use of abatacept in PsA?,What data are available regarding use of abatacept in vasculitis (GCA)?,599
Addressed by MSL,Area, IMMUNOSCIENCE,312.38566131,9.91166728184e-18,13,657,What new data on Orencia use in RA was presented at ACR 2016?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,What data was presented at ACR 2016 for Orencia? What were the results of the psoriatic arthritis trial presented at ACR?,670
biologics,Area, IMMUNOSCIENCE,312.38566131,9.91166728184e-18,13,600,What real-world data are available regarding abatacept efficacy in dual seropositive (RF/CCP) vs single-seropositive vs seronegative RA patients?,What data are available regarding safety of biologics in RA patients with a previous lymphoproliferative disorder?,What comparative data are available regarding abatacept vs TNF-inhibitor onset in biologic naive RA patients?,613
lupus nephritis,Area, IMMUNOSCIENCE,312.38566131,9.91166728184e-18,13,609,Any information on abatacept in ankylosing spondylitis?,What information is there on the use of abatacept in lupus nephritis?,Any data for the treatment of ankylosing spondylitis with Orencia?,622
AVERT,Area, IMMUNOSCIENCE,288.355995056,2.26930542608e-16,12,0,Any updates to the AVERT study - specifically the withdrawal period?,Any 2 year data regarding the AVERT study in early RA?,Any 2 year efficacy data regarding the AVERT study?,12
SLE,Area, IMMUNOSCIENCE,240.296662546,2.93260541177e-26,21,655,Any data for the treatment of SLE or lupus nephritis with Orencia?,What is the data for efficacy of Orencia in SLE or lupus nephritis?,Prof. McAlindon asked if there was any data on the use of Orencia in patients with lupus and rhupus and specifically even if it was not successful in SLE did it cause more flares than the placebo group.,676
ACPA,Area, IMMUNOSCIENCE,240.296662546,1.17160264329e-13,10,597,What real-world data are available regarding abatacept efficacy in dual seropositive (RF/CCP) vs single-seropositive vs seronegative RA patients?,What data is there showing the effect of abatacept in RA patients based on their ACPA seropositivity?,Any real-world data evaluating abatacept first-line efficacy in seropositive (RF/CCP) vs seronegative RA patients?,607
data for Opdivo,Area, MANAGE MARKET,84.3083333333,1.18698243252e-05,61,485,Can you share any data for Opdivo in ovarian cancer?,Is there any data for Opdivo in NSCLC patients with brain metastases?,Can you share any QoL data for Opdivo in 2nd line advanced RCC?,546
shared,Area, MANAGE MARKET,19.885995086,2.58785419941e-06,571,1361,Can you share any QoL data for Opdivo in 2nd line advanced RCC?,Can you share any data for Opdivo in ovarian cancer?,Can you share clinical data regarding Opdivo in HCC?,1932
Opdivo,Area, MANAGE MARKET,8.90117976405,1.34162060277e-06,2254,5865,How can pseudoprogression be distinguished from true progression in patients receiving Opdivo?,Can you share any information regarding Opdivo in glioblastoma?,Do you have any information on Opdivo use in head and neck cancer?,8119
TL wanted to know,Area, ONCOLOGY,265.48526149,1.60197414846e-38,50,618,TL wanted to know the half-life of Empliciti as well as information of difference by doses of Elo.,TL wanted to know the half-life of Empliciti and then asked if a patient came of therapy for a period of time is Empliciti restarted at weekly or every 2 week dosing.,TL wanted to know information on the kinetics of Elo including half-life,668
ERd,Area, ONCOLOGY,243.812995246,2.37900820947e-35,45,355,"Understanding that there is a small revlimid population in the eloquent 2 study, how did these patients respond to ERd?",Was efficacy demonstrated in patients on ERd arm in Eloquent 2 if Rev and/or dex was administered at a reduced dose?,Dr Hong asked if we are studying Elotuzumab in any combinations other than ERd. I told him about our company sponsored trials with pomalidomide and our data with Velcade.,400
Empliciti,Area, ONCOLOGY,236.588906498,3.58613732926e-197,267,182,Can you provide further information around mixing of Empliciti in 250mls NSS or D5W?,1. Can you provide information on mixing. Empliciti in. 250 mls?2. Do you have information. On decreasing or eliminating.  Dexamethasone or revlimid from ERd?3. Do you have information on increasing. The rate of infusion to 5mls/min,1. Can you provide information on increasing the rate of Empliciti to 5ml/min?2. Can you provide information on mixing Empliciti in 250mls?,449
elotuzumab,Area, ONCOLOGY,144.120570523,6.97679199298e-99,137,253,Dr Hong asked if we are studying Elotuzumab in any combinations other than ERd. I told him about our company sponsored trials with pomalidomide and our data with Velcade.,"During educational presentation around the MOA of Elotuzumab, clinician questioned whether Elo was being utilized to activate NK cells to target additional tumors types.",Do you have information on SPEP/SIFE interference with Elotuzumab?,390
Revlimid,Area, ONCOLOGY,124.615530903,7.77958705415e-35,47,549,Can I use empliciti with rev/dex after first line patient progressing on VRD.,Do hou have to give premeds every elo infusion? Do you have info on the IR's after the first infusion? Are you first in class? What does an elompt look like? Can we re-treat w Rev if we give in firsf line? Do we need to proph w acyclovir? Why do you split the dex oral/iv premed? Do you have a table with the math for the 5ml/kg concentration of the drug? Why weekly then Q2wk dosing? Is this treated like a hazadous drug-can you send me the safety data sheet?,Does elo have to be discontinue if you have to d/c revlimid?,596
SLAMF7,Area, ONCOLOGY,108.36133122,1.34366987862e-15,20,424,"What benefit do elotuzumab activated NK cells have over normal NK cells, macrophages, and neutrophils in depleting myeloma cells via ADCC?","When Elo binds to SLAMF7, why does it not activate it.  Can NK cells act independent of the MM tagged expression of SLAMF7 on MM cells?","What other tumors is Leo being studied in? Does elo have single agent activity?Single agent answer reactive deck- 1701 study:  MM, multiple myeloma; SLAMF7, signaling lymphocytic activation molecule family member 7. 1. Zonder JA et al. Blood. 2012;120:552-559.",444
interference,Area, ONCOLOGY,102.943264659,8.17339402545e-15,19,322,Role of monoclonal abs igG kappa light chain with CRs in testing multiple myeloma,do you have information on the interference of empliciti with SPEP and IFE for determination of complete response?,"What tests for monitoring would be recommended with a patient with IgG Kappa MM on Empliciti, and does it interfere with light chain testing?",341
Velcade,Area, ONCOLOGY,102.943264659,8.17339402545e-15,19,442,Dr Hong asked if we are studying Elotuzumab in any combinations other than ERd. I told him about our company sponsored trials with pomalidomide and our data with Velcade.,Any Data with Elo velcade dex?,What is the data with elo + velcade + dex?,461
Elo,Area, ONCOLOGY,100.535235077,4.27621503158e-120,175,301,Dr Hong asked if we are studying Elotuzumab in any combinations other than ERd. I told him about our company sponsored trials with pomalidomide and our data with Velcade.,Any Data with Elo velcade dex?,What is the data with elo + velcade + dex?,476
rev,Area, ONCOLOGY,94.8161648177,3.11217961838e-26,36,349,Do hou have to give premeds every elo infusion? Do you have info on the IR's after the first infusion? Are you first in class? What does an elompt look like? Can we re-treat w Rev if we give in firsf line? Do we need to proph w acyclovir? Why do you split the dex oral/iv premed? Do you have a table with the math for the 5ml/kg concentration of the drug? Why weekly then Q2wk dosing? Is this treated like a hazadous drug-can you send me the safety data sheet?,"I have a patient on Rev 5mg w dex experiencing cytopenia's, can I give this pt Elo/dex?",How do you handle patients with prior rev exposure? Can they still receive Empliciti Rev/Dex?,385
Eloquent 2,Area, ONCOLOGY,92.1071315372,1.41492125384e-37,53,227,"Does elotuzumab have single agent activity?Eloquent 2 data excluded those patients that were refractory to empliciti.  I primarily use RVD as frontline therapy.  Therefore, empliciti with len/dex has limited use for me.  Correct?","Understanding that there is a small revlimid population in the eloquent 2 study, how did these patients respond to ERd?",In the Eloquent 2 trial how did the Rev patient population responses to ERd?,280
NK cells,Area, ONCOLOGY,89.3980982567,1.1253702455e-24,34,364,"When Elo binds to SLAMF7, why does it not activate it.  Can NK cells act independent of the MM tagged expression of SLAMF7 on MM cells?",Why does elotuzumab activate NK cells after binding to SLAMF-7 and in MM it does not?,Dr. Tse is interested in utilizing Elo in the treatment of chronic GVHD as elo activates NK cells and SlamF7 is present on plasma cells which are involved in the disease process of cGVHD.,398
Sprycel,Area, ONCOLOGY,54.1806656101,4.38145934478e-28,43,2,Question about  sprycel in TFR in CML? Used sprycel reactive deck response after dasatanib reintroduction slide-,Is there any information of use of Sprycel in gleevec resistant. GIST patients??,Can you provide information on use of Sprycel in gleevec resistant GIST?,45
single agent activity,Area, ONCOLOGY,54.1806656101,2.25826510876e-21,32,438,Dr Hong asked if we are studying Elotuzumab in any combinations other than ERd. I told him about our company sponsored trials with pomalidomide and our data with Velcade.,"Does elotuzumab have single agent activity?Eloquent 2 data excluded those patients that were refractory to empliciti.  I primarily use RVD as frontline therapy.  Therefore, empliciti with len/dex has limited use for me.  Correct?","Understanding that there is a small revlimid population in the eloquent 2 study, how did these patients respond to ERd?",470
TL inquired,Area, ONCOLOGY,50.1171156894,8.39361160991e-26,43,1189,TL inquired about our pipeline molecules and has interest in an ISR using them post transplant with Empliciti and wanted to know if we had any information on what is being planned in the future with them.,TL inquired as to what molecules in the pipeline were being studies for heme malignancies.,"Columbia MO VA is interested in BMS clinical trials, what trials if any in both solid and heme, the specific processes involved. Both solid and heme MSLs were available to discuss process and educate regarding our pipeline.",1232
Rev,Area, ONCOLOGY,48.7625990491,4.70737133965e-07,9,286,Do hou have to give premeds every elo infusion? Do you have info on the IR's after the first infusion? Are you first in class? What does an elompt look like? Can we re-treat w Rev if we give in firsf line? Do we need to proph w acyclovir? Why do you split the dex oral/iv premed? Do you have a table with the math for the 5ml/kg concentration of the drug? Why weekly then Q2wk dosing? Is this treated like a hazadous drug-can you send me the safety data sheet?,"I have a patient on Rev 5mg w dex experiencing cytopenia's, can I give this pt Elo/dex?",How do you handle patients with prior rev exposure? Can they still receive Empliciti Rev/Dex?,295
SLAM F7,Area, ONCOLOGY,48.7625990491,4.70737133965e-07,9,1293,"What benefit do elotuzumab activated NK cells have over normal NK cells, macrophages, and neutrophils in depleting myeloma cells via ADCC?",Dr. Tse is interested in utilizing Elo in the treatment of chronic GVHD as elo activates NK cells and SlamF7 is present on plasma cells which are involved in the disease process of cGVHD.,"When Elo binds to SLAMF7, why does it not activate it.  Can NK cells act independent of the MM tagged expression of SLAMF7 on MM cells?",1302
5ml,Area, ONCOLOGY,43.3445324881,2.71816651797e-06,8,641,1. Can you provide information on increasing the rate of Empliciti to 5ml/min?2. Can you provide information on mixing Empliciti in 250mls?,1. Can you provide information on mixing. Empliciti in. 250 mls?2. Do you have information. On decreasing or eliminating.  Dexamethasone or revlimid from ERd?3. Do you have information on increasing. The rate of infusion to 5mls/min,What information do you have for infusion rates and increasing from 2ml/min to 5ml/min after cycle 4?What information do you have on concentration/dilution for mixing elo?,649
SPEP,Area, ONCOLOGY,43.3445324881,2.71816651797e-06,8,347,Role of monoclonal abs igG kappa light chain with CRs in testing multiple myeloma,do you have information on the interference of empliciti with SPEP and IFE for determination of complete response?,"What tests for monitoring would be recommended with a patient with IgG Kappa MM on Empliciti, and does it interfere with light chain testing?",355
lenalidomide,Area, ONCOLOGY,37.9264659271,4.47375126431e-10,15,445,Dr Hong asked if we are studying Elotuzumab in any combinations other than ERd. I told him about our company sponsored trials with pomalidomide and our data with Velcade.,Why was there a decision to use elotuzumab with lenalidomide + Dex and not with velcade?,Are there any studies of elotuzumab in combination with just dex or with pomalidomide and dex?,460
belatacept,Area, TRANSPLANT,10263.0531401,1.50150947352e-199,106,105,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,Can you please provide information on use of belatacept with Thymoglobulin and Campath induction?,211
bela,Area, TRANSPLANT,3098.28019324,7.28236840837e-62,32,181,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.","Can I see the final results from the Phase 2 Thymoglobulin induction, CNI and steroid avoiding study utilizing belatacept?",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,213
BENEFIT EXT,Area, TRANSPLANT,1258.6763285,2.82504434555e-25,13,373,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",Do you have any information on use of belatacept in high KDPI donor kidneys (>85)?  Do you have donors in BENEFIT EXT categorized by KDPI with results?,-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,386
Nulojix,Area, TRANSPLANT,1258.6763285,2.82504434555e-25,13,257,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can you please provide information on use of belatacept with Thymoglobulin and Campath induction?,Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,270
DSA,Area, TRANSPLANT,968.212560386,1.75833193775e-19,10,172,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",182
thymo,Area, TRANSPLANT,968.212560386,1.75833193775e-19,10,203,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.","Can I see the final results from the Phase 2 Thymoglobulin induction, CNI and steroid avoiding study utilizing belatacept?",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,213
BENEFIT-EXT,Area, TRANSPLANT,774.570048309,1.26004242281e-15,8,179,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,Do you have any information on use of belatacept in high KDPI donor kidneys (>85)?  Do you have donors in BENEFIT EXT categorized by KDPI with results?,187
PTLD,Area, TRANSPLANT,677.748792271,1.05548720149e-13,7,169,Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.","Can I see the final results from the Phase 2 Thymoglobulin induction, CNI and steroid avoiding study utilizing belatacept?",176
conversion,Area, TRANSPLANT,629.338164251,2.32533043627e-47,29,201,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,"Can I see the final results from the Phase 2 Thymoglobulin induction, CNI and steroid avoiding study utilizing belatacept?",230
CNI,Area, TRANSPLANT,580.927536232,8.74384324917e-12,6,220,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.","Can I see the final results from the Phase 2 Thymoglobulin induction, CNI and steroid avoiding study utilizing belatacept?",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,226
plasmapheresis,Area, TRANSPLANT,580.927536232,8.74384324917e-12,6,262,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can you please provide information on use of belatacept with Thymoglobulin and Campath induction?,Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,268
Thymoglobulin,Area, TRANSPLANT,580.927536232,8.74384324917e-12,6,204,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.","Can I see the final results from the Phase 2 Thymoglobulin induction, CNI and steroid avoiding study utilizing belatacept?",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,210
7-year,Area, TRANSPLANT,580.927536232,8.74384324917e-12,6,181,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",-Can I see the DSA data from the 7-year results in the BENEFIT and BENEFIT-EXT studies?-What was the incidence of antibody-mediated rejection in the Phase III studies?,Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,187
ATC,Area, TRANSPLANT,484.106280193,7.12912584796e-10,5,118,"Can I see the poster presentations from ATC 2016 looking at sub-analyses of outcomes in African Americans for BENEFIT and BENEFIT-EXT, as well as the 7-year outcomes in EBV positive patients in BENEFIT-EXT and the 7-year DSA results poster for BENEFIT?",Please send me the ATC 2015 power point slides of the belatacept 7-year data.,Asked for belatacept elderly ATC 2012 poster and medical letter on PTLD.,123
FSGS,Area, TRANSPLANT,484.106280193,7.12912584796e-10,5,197,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,202
tac,Area, TRANSPLANT,484.106280193,7.12912584796e-10,5,201,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,What data do you have with belatacept in conversion?  Is there any data converting patients from tac early post transplant?  Are there PK differences between AA and Caucasion patients?  Was there more rejection with belatacept in patients with DGF or slow graft function?  Is there long term data with belatacept?,206
campath,Area, TRANSPLANT,387.285024155,5.67806878546e-08,4,209,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.","Can I see the final results from the Phase 2 Thymoglobulin induction, CNI and steroid avoiding study utilizing belatacept?",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,213
DGF,Area, TRANSPLANT,387.285024155,5.67806878546e-08,4,197,Will Nulojix be studied in other organs such as liver transplant?  What happened to patients with AR in the conversion study (we're they changed to tac)?  Is there any further data using belatacept in patients with FSGS?,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",Can I see any data looking at the use of belatacept in the conversion setting and with Thymo induction from the phase 2 trials?,201
AA,Area, TRANSPLANT,290.463768116,3.46587268357e-11,7,192,"Do you have data with belatacept and Thymo induction, conversion from tacrolimus or belatacept in combination with tac?  Please send me literature on those topics.",What data do you have with belatacept in conversion?  Is there any data converting patients from tac early post transplant?  Are there PK differences between AA and Caucasion patients?  Was there more rejection with belatacept in patients with DGF or slow graft function?  Is there long term data with belatacept?,Can you please send me the conversion study data and any data on use of belatacept in AA's?,199
