doc_id,subset,subset_name,value
uuid-c94b3214069648a3a1c6234ca503827b,Subset 1,Source, Phone
uuid-c94b3214069648a3a1c6234ca503827b,Subset 2,Type, Medical Inquiry
uuid-cc0bef3a6fbf457abd19a29d29a38c99,Subset 0,Status, Closed
uuid-cc0bef3a6fbf457abd19a29d29a38c99,Subset 1,Source, Phone
uuid-cc0bef3a6fbf457abd19a29d29a38c99,Subset 2,Type, Adverse Event
uuid-95f34499c6c0406598d46c766b965a4b,Subset 0,Status, Closed
uuid-95f34499c6c0406598d46c766b965a4b,Subset 1,Source, Phone
uuid-95f34499c6c0406598d46c766b965a4b,Subset 2,Type, Medical Inquiry
uuid-3d82c538516e42e1ab7c37f73efd5b58,Subset 0,Status, Closed
uuid-3d82c538516e42e1ab7c37f73efd5b58,Subset 1,Source, Phone
uuid-3d82c538516e42e1ab7c37f73efd5b58,Subset 2,Type, Adverse Event
uuid-c19435bb5e14480c9b6fe6b8b4d963a6,Subset 0,Status, Closed
uuid-c19435bb5e14480c9b6fe6b8b4d963a6,Subset 1,Source, Email
uuid-c19435bb5e14480c9b6fe6b8b4d963a6,Subset 2,Type, Non-MI
uuid-aba12d59462a4a87b1584ee229f1ac12,Subset 0,Status, Closed
uuid-aba12d59462a4a87b1584ee229f1ac12,Subset 1,Source, Phone
uuid-aba12d59462a4a87b1584ee229f1ac12,Subset 2,Type, Medical Inquiry
uuid-436d8790b0e7464b92c6c145eb88ca86,Subset 0,Status, Closed
uuid-436d8790b0e7464b92c6c145eb88ca86,Subset 1,Source, eMIRF
uuid-436d8790b0e7464b92c6c145eb88ca86,Subset 2,Type, Medical Inquiry
uuid-9314d319e1fc4c24a84b0591d87ea7c3,Subset 0,Status, Closed
uuid-9314d319e1fc4c24a84b0591d87ea7c3,Subset 1,Source, eMIRF
uuid-9314d319e1fc4c24a84b0591d87ea7c3,Subset 2,Type, Medical Inquiry
uuid-1e1804a578b54443abe2ab6131bbf88f,Subset 0,Status, Closed
uuid-1e1804a578b54443abe2ab6131bbf88f,Subset 1,Source, eMIRF
uuid-1e1804a578b54443abe2ab6131bbf88f,Subset 2,Type, Medical Inquiry
uuid-ead52f1c2f584e72ab6b89a9c73b4c28,Subset 0,Status, Closed
uuid-ead52f1c2f584e72ab6b89a9c73b4c28,Subset 1,Source, eMIRF
uuid-ead52f1c2f584e72ab6b89a9c73b4c28,Subset 2,Type, Medical Inquiry
uuid-b47bc4a421174d7bbb3a70f522ecdaa8,Subset 0,Status, Closed
uuid-b47bc4a421174d7bbb3a70f522ecdaa8,Subset 1,Source, Email
uuid-b47bc4a421174d7bbb3a70f522ecdaa8,Subset 2,Type, Medical Inquiry
uuid-c60728d5e3b24b79b79871f0769c786d,Subset 0,Status, Closed
uuid-c60728d5e3b24b79b79871f0769c786d,Subset 1,Source, eMIRF
uuid-c60728d5e3b24b79b79871f0769c786d,Subset 2,Type, Medical Inquiry
uuid-7638857a31da4b2d9cb6673327d870ff,Subset 0,Status, Closed
uuid-7638857a31da4b2d9cb6673327d870ff,Subset 1,Source, eMIRF
uuid-7638857a31da4b2d9cb6673327d870ff,Subset 2,Type, Medical Inquiry
uuid-61db3c7cccc4489da9cf56143a74d3b3,Subset 0,Status, Closed
uuid-61db3c7cccc4489da9cf56143a74d3b3,Subset 1,Source, Phone
uuid-61db3c7cccc4489da9cf56143a74d3b3,Subset 2,Type, Medical Inquiry
uuid-eb3517298933477584de2a0a2698a5e6,Subset 0,Status, Closed
uuid-eb3517298933477584de2a0a2698a5e6,Subset 1,Source, Phone
uuid-eb3517298933477584de2a0a2698a5e6,Subset 2,Type, Non-MI
uuid-25ef857485954d859efc8a076626f24b,Subset 0,Status, Closed
uuid-25ef857485954d859efc8a076626f24b,Subset 1,Source, Phone
uuid-25ef857485954d859efc8a076626f24b,Subset 2,Type, Adverse Event
uuid-d76a9ce367f542f0a986c7b5a138e725,Subset 0,Status, Closed
uuid-d76a9ce367f542f0a986c7b5a138e725,Subset 1,Source, Phone
uuid-d76a9ce367f542f0a986c7b5a138e725,Subset 2,Type, Medical Inquiry
uuid-3e545925cbac4c168c7bdc68951df0dc,Subset 0,Status, Closed
uuid-3e545925cbac4c168c7bdc68951df0dc,Subset 1,Source, Phone
uuid-3e545925cbac4c168c7bdc68951df0dc,Subset 2,Type, Medical Inquiry
uuid-9acb31655ad64594af25fa71749c186e,Subset 0,Status, Closed
uuid-9acb31655ad64594af25fa71749c186e,Subset 1,Source, eMIRF
uuid-9acb31655ad64594af25fa71749c186e,Subset 2,Type, Medical Inquiry
uuid-499602f0dd1742f5a3a09cae3d0b5062,Subset 0,Status, Closed
uuid-499602f0dd1742f5a3a09cae3d0b5062,Subset 1,Source, eMIRF
uuid-499602f0dd1742f5a3a09cae3d0b5062,Subset 2,Type, Medical Inquiry
uuid-971c83fca13547ab82afc99ed2eeae45,Subset 0,Status, Closed
uuid-971c83fca13547ab82afc99ed2eeae45,Subset 1,Source, eMIRF
uuid-971c83fca13547ab82afc99ed2eeae45,Subset 2,Type, Medical Inquiry
uuid-1942ec6a1e4b4ff2b8ae9d71b3879f93,Subset 0,Status, Closed
uuid-1942ec6a1e4b4ff2b8ae9d71b3879f93,Subset 1,Source, Phone
uuid-1942ec6a1e4b4ff2b8ae9d71b3879f93,Subset 2,Type, Medical Inquiry
uuid-c1fb38a67f93428c99c0f728251e4188,Subset 0,Status, Closed
uuid-c1fb38a67f93428c99c0f728251e4188,Subset 1,Source, Email
uuid-c1e93a13322745abad5221973d944353,Subset 0,Status, Closed
uuid-c1e93a13322745abad5221973d944353,Subset 1,Source, Phone
uuid-c1e93a13322745abad5221973d944353,Subset 2,Type, Adverse Event
uuid-82fb2a4ee7764ecd84d1b70abcdafe52,Subset 0,Status, Closed
uuid-82fb2a4ee7764ecd84d1b70abcdafe52,Subset 1,Source, Email
uuid-82fb2a4ee7764ecd84d1b70abcdafe52,Subset 2,Type, Medical Inquiry
uuid-aa7904e95289484d8c74517e8a22dfa4,Subset 0,Status, Closed
uuid-aa7904e95289484d8c74517e8a22dfa4,Subset 1,Source, Email
uuid-aa7904e95289484d8c74517e8a22dfa4,Subset 2,Type, Medical Inquiry
uuid-5021c7bf107f42428bd106d774f9b790,Subset 0,Status, Closed
uuid-5021c7bf107f42428bd106d774f9b790,Subset 1,Source, eMIRF
uuid-5021c7bf107f42428bd106d774f9b790,Subset 2,Type, Non-MI
uuid-d8206e5310f64c78aa7611fd7dd013bd,Subset 0,Status, Closed
uuid-d8206e5310f64c78aa7611fd7dd013bd,Subset 1,Source, Phone
uuid-d8206e5310f64c78aa7611fd7dd013bd,Subset 2,Type, Medical Inquiry
uuid-892767e6b46e42f099cd859580bc8461,Subset 0,Status, Closed
uuid-892767e6b46e42f099cd859580bc8461,Subset 1,Source, Email
uuid-892767e6b46e42f099cd859580bc8461,Subset 2,Type, Medical Inquiry
uuid-62f7ed77b62d4626bbd5756abee67be4,Subset 0,Status, Closed
uuid-62f7ed77b62d4626bbd5756abee67be4,Subset 1,Source, Phone
uuid-62f7ed77b62d4626bbd5756abee67be4,Subset 2,Type, Adverse Event
uuid-fc53b7cab46e499994a9b38686607aa9,Subset 0,Status, Closed
uuid-fc53b7cab46e499994a9b38686607aa9,Subset 1,Source, Email
uuid-fc53b7cab46e499994a9b38686607aa9,Subset 2,Type, Medical Inquiry
uuid-15e2fca6a5524273962806c5be75bdbe,Subset 0,Status, Closed
uuid-15e2fca6a5524273962806c5be75bdbe,Subset 1,Source, Email
uuid-15e2fca6a5524273962806c5be75bdbe,Subset 2,Type, Non-MI
uuid-e4db5c1172c741acad10d50de30d6f22,Subset 0,Status, Closed
uuid-e4db5c1172c741acad10d50de30d6f22,Subset 1,Source, Phone
uuid-e4db5c1172c741acad10d50de30d6f22,Subset 2,Type, Adverse Event
uuid-3091f4a8556d4fca9c0e2a4255800a4d,Subset 0,Status, Closed
uuid-3091f4a8556d4fca9c0e2a4255800a4d,Subset 1,Source, Phone
uuid-3091f4a8556d4fca9c0e2a4255800a4d,Subset 2,Type, Medical Inquiry
uuid-829c98d183754279b949722c2a7109e8,Subset 0,Status, Closed
uuid-829c98d183754279b949722c2a7109e8,Subset 1,Source, Email
uuid-829c98d183754279b949722c2a7109e8,Subset 2,Type, Medical Inquiry
uuid-fba2a0f38b1c4ef084f67bf7e2b60cc0,Subset 0,Status, Closed
uuid-fba2a0f38b1c4ef084f67bf7e2b60cc0,Subset 1,Source, Phone
uuid-fba2a0f38b1c4ef084f67bf7e2b60cc0,Subset 2,Type, Non-MI
uuid-d91c4f25ed064cba81ad8b608c7ee5ab,Subset 0,Status, Closed
uuid-d91c4f25ed064cba81ad8b608c7ee5ab,Subset 1,Source, Phone
uuid-d91c4f25ed064cba81ad8b608c7ee5ab,Subset 2,Type, Adverse Event
uuid-0d57ede530364833b2ca8f8f77fa4df2,Subset 0,Status, Closed
uuid-0d57ede530364833b2ca8f8f77fa4df2,Subset 1,Source, Phone
uuid-0d57ede530364833b2ca8f8f77fa4df2,Subset 2,Type, Medical Inquiry
uuid-3e5cada9578648108aa01428b1a59ebd,Subset 0,Status, Closed
uuid-3e5cada9578648108aa01428b1a59ebd,Subset 1,Source, Phone
uuid-3e5cada9578648108aa01428b1a59ebd,Subset 2,Type, Adverse Event
uuid-edf2262351ad4b81b62e83bf36b7cfc9,Subset 0,Status, Closed
uuid-edf2262351ad4b81b62e83bf36b7cfc9,Subset 1,Source, eMIRF
uuid-edf2262351ad4b81b62e83bf36b7cfc9,Subset 2,Type, Medical Inquiry
uuid-59da8a29b595412084ab1154ed0ecc50,Subset 0,Status, Closed
uuid-59da8a29b595412084ab1154ed0ecc50,Subset 1,Source, eMIRF
uuid-59da8a29b595412084ab1154ed0ecc50,Subset 2,Type, Medical Inquiry
uuid-d5f3b2ed8d3041799492f953baf99053,Subset 0,Status, Closed
uuid-d5f3b2ed8d3041799492f953baf99053,Subset 1,Source, Email
uuid-d5f3b2ed8d3041799492f953baf99053,Subset 2,Type, Medical Inquiry
uuid-bb6affbcfe3e4d44b67de1f4267eada7,Subset 0,Status, Closed
uuid-bb6affbcfe3e4d44b67de1f4267eada7,Subset 1,Source, Phone
uuid-bb6affbcfe3e4d44b67de1f4267eada7,Subset 2,Type, Medical Inquiry
uuid-66120bb111d84ccaae37593bc5b87f2d,Subset 0,Status, Closed
uuid-66120bb111d84ccaae37593bc5b87f2d,Subset 1,Source, Phone
uuid-66120bb111d84ccaae37593bc5b87f2d,Subset 2,Type, Adverse Event
uuid-7a05ed0df57e4fe7bf8020b0c207ef86,Subset 0,Status, Closed
uuid-7a05ed0df57e4fe7bf8020b0c207ef86,Subset 1,Source, eMIRF
uuid-7a05ed0df57e4fe7bf8020b0c207ef86,Subset 2,Type, Medical Inquiry
uuid-b51115751fbd4d25a658ed95cf54a00b,Subset 0,Status, Closed
uuid-b51115751fbd4d25a658ed95cf54a00b,Subset 1,Source, eMIRF
uuid-b51115751fbd4d25a658ed95cf54a00b,Subset 2,Type, Medical Inquiry
uuid-12e1c4bf189f47fba434380074a673ad,Subset 0,Status, Closed
uuid-12e1c4bf189f47fba434380074a673ad,Subset 1,Source, Email
uuid-12e1c4bf189f47fba434380074a673ad,Subset 2,Type, Medical Inquiry
uuid-1c33b435662b416e95df05f70f1ebefc,Subset 0,Status, Closed
uuid-1c33b435662b416e95df05f70f1ebefc,Subset 1,Source, Email
uuid-1c33b435662b416e95df05f70f1ebefc,Subset 2,Type, Medical Inquiry
uuid-72682f9eea5443f985711f83aa3c605e,Subset 0,Status, Closed
uuid-72682f9eea5443f985711f83aa3c605e,Subset 1,Source, Phone
uuid-72682f9eea5443f985711f83aa3c605e,Subset 2,Type, Adverse Event
uuid-a8bd2ed0ea99484bb3fc83bf12359d7f,Subset 0,Status, Closed
uuid-a8bd2ed0ea99484bb3fc83bf12359d7f,Subset 1,Source, Phone
uuid-a8bd2ed0ea99484bb3fc83bf12359d7f,Subset 2,Type, Medical Inquiry
uuid-cfec98b169c8407a847e64ee7f13af68,Subset 0,Status, Closed
uuid-cfec98b169c8407a847e64ee7f13af68,Subset 1,Source, Phone
uuid-cfec98b169c8407a847e64ee7f13af68,Subset 2,Type, Adverse Event
uuid-092bf6914589466e9d3511485e3c6eb9,Subset 0,Status, Closed
uuid-092bf6914589466e9d3511485e3c6eb9,Subset 1,Source, Email
uuid-092bf6914589466e9d3511485e3c6eb9,Subset 2,Type, Medical Inquiry
uuid-0f1c2dd497954ec2973c19bf92259cb4,Subset 0,Status, Closed
uuid-0f1c2dd497954ec2973c19bf92259cb4,Subset 1,Source, Phone
uuid-0f1c2dd497954ec2973c19bf92259cb4,Subset 2,Type, Medical Inquiry
uuid-40ecc2ffb6f847f98840da07794a0aaa,Subset 0,Status, Closed
uuid-40ecc2ffb6f847f98840da07794a0aaa,Subset 1,Source, Phone
uuid-40ecc2ffb6f847f98840da07794a0aaa,Subset 2,Type, Adverse Event
uuid-4530addfa47949ea90b2058ffde02269,Subset 0,Status, Closed
uuid-4530addfa47949ea90b2058ffde02269,Subset 1,Source, eMIRF
uuid-4530addfa47949ea90b2058ffde02269,Subset 2,Type, Medical Inquiry
uuid-22fc40688a974f2b87a22caa69cd9dcf,Subset 0,Status, Closed
uuid-22fc40688a974f2b87a22caa69cd9dcf,Subset 1,Source, eMIRF
uuid-22fc40688a974f2b87a22caa69cd9dcf,Subset 2,Type, Medical Inquiry
uuid-ee66b16855f34bb4abe60d5f4a2fc99c,Subset 0,Status, Closed
uuid-ee66b16855f34bb4abe60d5f4a2fc99c,Subset 1,Source, eMIRF
uuid-ee66b16855f34bb4abe60d5f4a2fc99c,Subset 2,Type, Medical Inquiry
uuid-c38168cc7766463b91eb12776d8f01f3,Subset 0,Status, Closed
uuid-c38168cc7766463b91eb12776d8f01f3,Subset 1,Source, eMIRF
uuid-c38168cc7766463b91eb12776d8f01f3,Subset 2,Type, Medical Inquiry
uuid-b52fba329fbf418b8fcae65017daf023,Subset 0,Status, Closed
uuid-b52fba329fbf418b8fcae65017daf023,Subset 1,Source, Email
uuid-b52fba329fbf418b8fcae65017daf023,Subset 2,Type, Medical Inquiry
uuid-0f8ace3397fe484b932fd77b9bd7fab4,Subset 0,Status, Closed
uuid-0f8ace3397fe484b932fd77b9bd7fab4,Subset 1,Source, Phone
uuid-0f8ace3397fe484b932fd77b9bd7fab4,Subset 2,Type, Medical Inquiry
uuid-62ad6b39bccf46f69c4fc5d067eec99e,Subset 0,Status, Closed
uuid-62ad6b39bccf46f69c4fc5d067eec99e,Subset 1,Source, Email
uuid-62ad6b39bccf46f69c4fc5d067eec99e,Subset 2,Type, Medical Inquiry
uuid-68435298a8ff41a1a6bb51f58c67fea1,Subset 0,Status, Closed
uuid-68435298a8ff41a1a6bb51f58c67fea1,Subset 1,Source, Email
uuid-68435298a8ff41a1a6bb51f58c67fea1,Subset 2,Type, Adverse Event
uuid-e393c608124041c49bace30aa6d8528c,Subset 0,Status, Closed
uuid-e393c608124041c49bace30aa6d8528c,Subset 1,Source, Phone
uuid-e393c608124041c49bace30aa6d8528c,Subset 2,Type, Medical Inquiry
uuid-4e98cc933a2e4614b3b5d7bbc726dec0,Subset 0,Status, Closed
uuid-4e98cc933a2e4614b3b5d7bbc726dec0,Subset 1,Source, Email
uuid-4e98cc933a2e4614b3b5d7bbc726dec0,Subset 2,Type, Adverse Event
uuid-9e7d083dc8d1495db61b35b04c9dc19b,Subset 0,Status, Closed
uuid-9e7d083dc8d1495db61b35b04c9dc19b,Subset 1,Source, Phone
uuid-9e7d083dc8d1495db61b35b04c9dc19b,Subset 2,Type, Medical Inquiry
uuid-940b4e9bfd7d474e9172c060df7610f9,Subset 0,Status, Closed
uuid-940b4e9bfd7d474e9172c060df7610f9,Subset 1,Source, Email
uuid-940b4e9bfd7d474e9172c060df7610f9,Subset 2,Type, Medical Inquiry
uuid-0e59b0012b764d7c8dbc806c23fbfe2b,Subset 0,Status, Closed
uuid-0e59b0012b764d7c8dbc806c23fbfe2b,Subset 1,Source, eMIRF
uuid-0e59b0012b764d7c8dbc806c23fbfe2b,Subset 2,Type, Medical Inquiry
uuid-f7211624fd0240158c1fac5543a8c303,Subset 0,Status, Closed
uuid-f7211624fd0240158c1fac5543a8c303,Subset 1,Source, eMIRF
uuid-f7211624fd0240158c1fac5543a8c303,Subset 2,Type, Medical Inquiry
uuid-4add22053c6045e2ba87324e5a5d0368,Subset 0,Status, Closed
uuid-4add22053c6045e2ba87324e5a5d0368,Subset 1,Source, Email
uuid-4add22053c6045e2ba87324e5a5d0368,Subset 2,Type, Medical Inquiry
uuid-e2105ec1974a4cc4adf2232440bdefcd,Subset 0,Status, Closed
uuid-e2105ec1974a4cc4adf2232440bdefcd,Subset 1,Source, Email
uuid-e2105ec1974a4cc4adf2232440bdefcd,Subset 2,Type, Medical Inquiry
uuid-f8acfa52e5e04039a9cfe223ae561dfe,Subset 0,Status, Closed
uuid-f8acfa52e5e04039a9cfe223ae561dfe,Subset 1,Source, Email
uuid-f8acfa52e5e04039a9cfe223ae561dfe,Subset 2,Type, Medical Inquiry
uuid-b53cd5d1d94f481db16938334c618094,Subset 0,Status, Closed
uuid-b53cd5d1d94f481db16938334c618094,Subset 1,Source, Phone
uuid-b53cd5d1d94f481db16938334c618094,Subset 2,Type, Medical Inquiry
uuid-62d32d5b3c1a4a4d9ffbb416a9117a95,Subset 0,Status, Closed
uuid-62d32d5b3c1a4a4d9ffbb416a9117a95,Subset 1,Source, Email
uuid-62d32d5b3c1a4a4d9ffbb416a9117a95,Subset 2,Type, Medical Inquiry
uuid-415cd342b97d47b5a5c8ed8e8f76b88c,Subset 0,Status, Closed
uuid-415cd342b97d47b5a5c8ed8e8f76b88c,Subset 1,Source, Phone
uuid-415cd342b97d47b5a5c8ed8e8f76b88c,Subset 2,Type, Adverse Event
uuid-3673fd3deda04e4b86c1a38bf1216ecd,Subset 0,Status, Closed
uuid-3673fd3deda04e4b86c1a38bf1216ecd,Subset 1,Source, Email
uuid-3673fd3deda04e4b86c1a38bf1216ecd,Subset 2,Type, Medical Inquiry
uuid-3c242aa6911a4d4ba96adf57410da4a1,Subset 0,Status, Closed
uuid-3c242aa6911a4d4ba96adf57410da4a1,Subset 1,Source, Email
uuid-3c242aa6911a4d4ba96adf57410da4a1,Subset 2,Type, Medical Inquiry
uuid-f8048c65c6a5485cb508b7cf133b7fb3,Subset 0,Status, Closed
uuid-f8048c65c6a5485cb508b7cf133b7fb3,Subset 1,Source, Email
uuid-f8048c65c6a5485cb508b7cf133b7fb3,Subset 2,Type, Medical Inquiry
uuid-b27a466ba99e46cf8adca604655ac975,Subset 0,Status, Closed
uuid-b27a466ba99e46cf8adca604655ac975,Subset 1,Source, Phone
uuid-b27a466ba99e46cf8adca604655ac975,Subset 2,Type, Medical Inquiry
uuid-f60bdd85bad447c08368b4bee78a65e0,Subset 0,Status, Closed
uuid-f60bdd85bad447c08368b4bee78a65e0,Subset 1,Source, Phone
uuid-f60bdd85bad447c08368b4bee78a65e0,Subset 2,Type, Medical Inquiry
uuid-bc28a8bb20094199bf9ce322041c8577,Subset 0,Status, Closed
uuid-bc28a8bb20094199bf9ce322041c8577,Subset 1,Source, Email
uuid-bc28a8bb20094199bf9ce322041c8577,Subset 2,Type, Medical Inquiry
uuid-c87615bb88034a8fa7826ccbc8503702,Subset 0,Status, Closed
uuid-c87615bb88034a8fa7826ccbc8503702,Subset 1,Source, Phone
uuid-c87615bb88034a8fa7826ccbc8503702,Subset 2,Type, Medical Inquiry
uuid-dc3792d2f01c4ea689217d42fb01802f,Subset 0,Status, Closed
uuid-dc3792d2f01c4ea689217d42fb01802f,Subset 1,Source, Phone
uuid-dc3792d2f01c4ea689217d42fb01802f,Subset 2,Type, Adverse Event
uuid-6c43e5de1cae452398d6275f53452773,Subset 0,Status, Closed
uuid-6c43e5de1cae452398d6275f53452773,Subset 1,Source, Phone
uuid-6c43e5de1cae452398d6275f53452773,Subset 2,Type, Adverse Event
uuid-08320f67b35244b882567125a21045fa,Subset 0,Status, Closed
uuid-08320f67b35244b882567125a21045fa,Subset 1,Source, Phone
uuid-08320f67b35244b882567125a21045fa,Subset 2,Type, Medical Inquiry
uuid-c1bde3d3bc0342a8811d1221702c7351,Subset 0,Status, Closed
uuid-c1bde3d3bc0342a8811d1221702c7351,Subset 1,Source, Phone
uuid-c1bde3d3bc0342a8811d1221702c7351,Subset 2,Type, Medical Inquiry
uuid-f6d1d1d24d264e0fb9cfb2be10d27ea7,Subset 0,Status, Closed
uuid-f6d1d1d24d264e0fb9cfb2be10d27ea7,Subset 1,Source, Email
uuid-f6d1d1d24d264e0fb9cfb2be10d27ea7,Subset 2,Type, Medical Inquiry
uuid-3906b6548dad426f97bd98b99bd02342,Subset 0,Status, Closed
uuid-3906b6548dad426f97bd98b99bd02342,Subset 1,Source, Phone
uuid-3906b6548dad426f97bd98b99bd02342,Subset 2,Type, Medical Inquiry
uuid-fa56a950df8d458fb24ad563bb1fafa4,Subset 0,Status, Closed
uuid-fa56a950df8d458fb24ad563bb1fafa4,Subset 1,Source, Phone
uuid-fa56a950df8d458fb24ad563bb1fafa4,Subset 2,Type, Adverse Event
uuid-b6337726ed384ba897957f0f2604a269,Subset 0,Status, Closed
uuid-b6337726ed384ba897957f0f2604a269,Subset 1,Source, eMIRF
uuid-b6337726ed384ba897957f0f2604a269,Subset 2,Type, Medical Inquiry
uuid-f8918043b9214d79a38c1c2b15dade0a,Subset 0,Status, Closed
uuid-f8918043b9214d79a38c1c2b15dade0a,Subset 1,Source, eMIRF
uuid-f8918043b9214d79a38c1c2b15dade0a,Subset 2,Type, Medical Inquiry
uuid-b3d59831e9a4444a9a1b515cd1bc3a5e,Subset 0,Status, Closed
uuid-b3d59831e9a4444a9a1b515cd1bc3a5e,Subset 1,Source, eMIRF
uuid-b3d59831e9a4444a9a1b515cd1bc3a5e,Subset 2,Type, Medical Inquiry
uuid-052564f9b4b545f6b84318d52dbf4b86,Subset 0,Status, Closed
uuid-052564f9b4b545f6b84318d52dbf4b86,Subset 1,Source, eMIRF
uuid-052564f9b4b545f6b84318d52dbf4b86,Subset 2,Type, Medical Inquiry
uuid-4709c587958e4fe9b13244f63d41b9b6,Subset 0,Status, Closed
uuid-4709c587958e4fe9b13244f63d41b9b6,Subset 1,Source, eMIRF
uuid-4709c587958e4fe9b13244f63d41b9b6,Subset 2,Type, Medical Inquiry
uuid-d110592f5c6a412984e74484bda6c4fc,Subset 0,Status, Closed
uuid-d110592f5c6a412984e74484bda6c4fc,Subset 1,Source, Email
uuid-d110592f5c6a412984e74484bda6c4fc,Subset 2,Type, Medical Inquiry
uuid-8b24867a3c28486ba5c32199a4e7ba88,Subset 0,Status, Closed
uuid-8b24867a3c28486ba5c32199a4e7ba88,Subset 1,Source, Email
uuid-8b24867a3c28486ba5c32199a4e7ba88,Subset 2,Type, Medical Inquiry
uuid-72e41dffa49e430f90d43f1943b2ddce,Subset 0,Status, Closed
uuid-72e41dffa49e430f90d43f1943b2ddce,Subset 1,Source, Email
uuid-72e41dffa49e430f90d43f1943b2ddce,Subset 2,Type, Medical Inquiry
uuid-0ba6fe39c6f2407893d45fb5831616e7,Subset 0,Status, Closed
uuid-0ba6fe39c6f2407893d45fb5831616e7,Subset 1,Source, Email
uuid-0ba6fe39c6f2407893d45fb5831616e7,Subset 2,Type, Medical Inquiry
uuid-bf705addf5e9477c907dd4beada09727,Subset 0,Status, Closed
uuid-bf705addf5e9477c907dd4beada09727,Subset 1,Source, Email
uuid-bf705addf5e9477c907dd4beada09727,Subset 2,Type, Non-MI
uuid-48d5512b41a0439aa48857b69684e9cc,Subset 0,Status, Closed
uuid-48d5512b41a0439aa48857b69684e9cc,Subset 1,Source, eMIRF
uuid-48d5512b41a0439aa48857b69684e9cc,Subset 2,Type, Medical Inquiry
uuid-b72a8ebf28364f95a9f274c66145f41a,Subset 0,Status, Closed
uuid-b72a8ebf28364f95a9f274c66145f41a,Subset 1,Source, Email
uuid-b72a8ebf28364f95a9f274c66145f41a,Subset 2,Type, Adverse Event
uuid-44f97ca05f0b4f08bccfeca9b8601abb,Subset 0,Status, Closed
uuid-44f97ca05f0b4f08bccfeca9b8601abb,Subset 1,Source, Email
uuid-44f97ca05f0b4f08bccfeca9b8601abb,Subset 2,Type, Medical Inquiry
uuid-b893c9199d3144cda7f59311145f7c64,Subset 0,Status, Closed
uuid-b893c9199d3144cda7f59311145f7c64,Subset 1,Source, Phone
