term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
Opdivo Support Line,Source, Phone,565.212458287,2.84303069503e-123,249,859,"Received a transfer call from Milka at Opdivo support line. Caller was a registered nurse with questions about Opdivo. Caller stated ""I have a patient with non-small cell lung cancer. He failed Alimta [pemetrexed] but was not on a platinum agent because of his age. The doctor now wants to put him on Opdivo. Do you know of any Medicare ruling where they have covered the Opdivo in a similar situation?"" Informed caller that since her main concern is Medicare coverage, BMS Oncology Access Support may be able to better assist her. Provided caller with the phone number for Oncology Access Support and warm transferred caller (at her request) to Justin at Access Support. Caller had no additional questions. AR 29Mar2016","Received a transfer call from Milka at Opdivo support line. Caller was a pharmacist with a question about whether the infusion time for Opdivo may be extended beyond the recommended infusion time of 60 minutes. Spoke from letter ""Nivolumab-Nivolumab infusion time of 60 minutes."" Caller had no more questions. Offered survey and caller accepted. Transferred caller to US HCP survey. AR 16May2016","Call transferred by Milka at Opdivo Support Line. Caller identified herself as a scientist with Takeda Pharmaceuticals and stated she was requesting information regarding the flat dose with Opdivo. Caller stated they were currently running a clinical trial (NCT02834247) at her site with Opdivo and an ""investigational agent"" for solid tumors with current dosing being based on weight (3mg/kg) and wanted to know if the patients needed to be switched to flat dosing for the trial. Caller also stated there were other ongoing trials for which this information could be used (did not know/provide identifiers) and mentioned additional sites being in Europe and whether or not this would apply there. Caller emphasized the ""need to understand whether there needs to be an immediate change (to both US and EU). Caller was informed request would be escalated ""due to sensitive nature of call"" (following procedure to not provide information directly to competitors) and when asked, caller requested ASAP response (provided email but not fax). Assigned request to USOEQ. DP 22SEP2016 Emailed Ijeoma and Lisa regarding case on best approach RB 26Sept2016 Received final guidance from Louise; see email attachment as reference below RB 28Sept2016 -- Per guidance from Roma (see chatter or attachment at bottom for reference), verbal response to be provided to HCP: I received the following guidance from our internal team: We cannot provide any information outside of the PI. Please advise them of the changes (section 2.1, 2.2, 2.3) and the relevant PI Pharmacokinetics section, but we cannot provide guidance as to what they should do in their study specifically; that is up to the study sponsor/author/medical monitor. 1st attempt - left message with main call back number and Interaction number as reference. DP 29SEP2016 Call from Mark at BMS Information Center received by Susan Basheer BMS PharmD with HCP returning call. Provided verbal response per guidance along with treatment disclaimer and informed caller decision to switch to flat dose or maintain on weight based dose would be up to clinical discretion of medical monitor/treating physician(s). Caller asked if wording would be included in the PI if switching was required and if this meant it was not required and asked for her questions/statements to be verified to which caller was informed the information in the PI is approved by the FDA and could only verify no requirement verbiage is included (no interpretation could be made for her). Caller did not have any additional questions. DP 30SEP2016",1108
Spoke from SRL,Source, Phone,363.188728217,1.31576994397e-79,160,758,"Call warm transferred from Pablo at CIC. Caller is a pharmacy student who would like to know whether the nivolumab vials can be brought to room temperature before reconstitution into solution for a patient. Spoke from the PI and the Nivolumab-Stability of nivolumab SRL. Caller then asked many different scenarios about whether he could leave out the vial for a few minutes before reconstituting. I reiterated that we would not recommend use of the vial if it was outside of the 2-8 degree refrigerated recommendations, and shared data from the Nivolumab-Stability of nivolumab SRL again. Caller then asked about the time frames for leaving out the prepared solution at room temperature and refrigeration of the prepared solution. Went over information from the Nivolumab-Dosing and administration of nivolumab SRL. Caller understands that the TOTAL time the solution can be at room temperature is from time of preparation through the end of administration. Caller asked about a hypothetical situation where if a patient was a few hours late for an infusion that has already been at room temperature, could they put it back in the refrigerator. I provided a treatment disclaimer and provided the wording exactly as it appears in the Nivolumab-Dosing and administration of nivolumab SRL again. I let him know this would be a treatment decision based on the HCP's clinical discretion. Caller had no additional questions. MH 15APR2016","Call warm transferred from Pablo at CIC. Caller is a pharmacy student who would like to know whether the nivolumab vials can be brought to room temperature before reconstitution into solution for a patient. Spoke from the PI and the Nivolumab-Stability of nivolumab SRL. Caller then asked many different scenarios about whether he could leave out the vial for a few minutes before reconstituting. I reiterated that we would not recommend use of the vial if it was outside of the 2-8 degree refrigerated recommendations, and shared data from the Nivolumab-Stability of nivolumab SRL again. Caller then asked about the time frames for leaving out the prepared solution at room temperature and refrigeration of the prepared solution. Went over information from the Nivolumab-Dosing and administration of nivolumab SRL. Caller understands that the TOTAL time the solution can be at room temperature is from time of preparation through the end of administration. Caller asked about a hypothetical situation where if a patient was a few hours late for an infusion that has already been at room temperature, could they put it back in the refrigerator. I provided a treatment disclaimer and provided the wording exactly as it appears in the Nivolumab-Dosing and administration of nivolumab SRL again. I let him know this would be a treatment decision based on the HCP's clinical discretion. Caller had no additional questions. MH 15APR2016","Caller is MD planning to use Opdivo in a patient with squamous cell carcinoma of the lung and would like to know if there are any concerns with using it since the patient has ESRD and is on HD and patient also has Hep C. Spoke from SRL Nivolumab treatment in patients with renal impairment or dialysis and PI section 12.3 re: renal impairment and provided treatment disclaimer. Caller asked how it is dialyzed, and I repeated that there is no information since not studied. Also spoke from SRL POP-Hepatitis, again providing treatment disclaimer and offering to send information for his review, although not specific to use in cancer patients. He accepted via email. Caller appreciated information and had no further questions at this time. SB 06Jun2016",918
Caller is a pharmacist,Source, Phone,306.440489433,3.24694807473e-67,135,929,"Call warm transferred from Milka at the Opdivo support line on 19Dec2016 at 0828. Caller was a pharmacist with a question about Opdivo. Caller stated that they had Opdivo that was left out of the refrigerator for ""at least 2 days"" and he wanted to know the stability. Clarified with the caller that the vials were unopened. Spoke from SRL ""Nivolumab-Stability of nivolumab unopened vials."" Please see AE # 496657. Caller stated ""I believe it was 2 vials, 40 mg strength."" Caller did not know the lot number and expiration date (""No I don't have that, it's downstairs""). Caller had no additional questions. AR 19Dec2016","Received a transfer call from Milka at Opdivo support line. Caller was a registered nurse with questions about Opdivo. Caller stated ""I have a patient with non-small cell lung cancer. He failed Alimta [pemetrexed] but was not on a platinum agent because of his age. The doctor now wants to put him on Opdivo. Do you know of any Medicare ruling where they have covered the Opdivo in a similar situation?"" Informed caller that since her main concern is Medicare coverage, BMS Oncology Access Support may be able to better assist her. Provided caller with the phone number for Oncology Access Support and warm transferred caller (at her request) to Justin at Access Support. Caller had no additional questions. AR 29Mar2016","Received a transfer call from Milka at Opdivo support line. Caller was a pharmacist with a question about whether the infusion time for Opdivo may be extended beyond the recommended infusion time of 60 minutes. Spoke from letter ""Nivolumab-Nivolumab infusion time of 60 minutes."" Caller had no more questions. Offered survey and caller accepted. Transferred caller to US HCP survey. AR 16May2016",1064
Received a transfer call,Source, Phone,273.526510938,1.83765507444e-117,242,798,"Received a transfer call from Milka at Opdivo support line. Caller was a pharmacist with a question about whether the infusion time for Opdivo may be extended beyond the recommended infusion time of 60 minutes. Spoke from letter ""Nivolumab-Nivolumab infusion time of 60 minutes."" Caller had no more questions. Offered survey and caller accepted. Transferred caller to US HCP survey. AR 16May2016","Received a transfer call from Milka at Opdivo support line. Caller was a registered nurse with questions about Opdivo. Caller stated ""I have a patient with non-small cell lung cancer. He failed Alimta [pemetrexed] but was not on a platinum agent because of his age. The doctor now wants to put him on Opdivo. Do you know of any Medicare ruling where they have covered the Opdivo in a similar situation?"" Informed caller that since her main concern is Medicare coverage, BMS Oncology Access Support may be able to better assist her. Provided caller with the phone number for Oncology Access Support and warm transferred caller (at her request) to Justin at Access Support. Caller had no additional questions. AR 29Mar2016","Call warm transferred from Milka at the Opdivo support line on 19Dec2016 at 0828. Caller was a pharmacist with a question about Opdivo. Caller stated that they had Opdivo that was left out of the refrigerator for ""at least 2 days"" and he wanted to know the stability. Clarified with the caller that the vials were unopened. Spoke from SRL ""Nivolumab-Stability of nivolumab unopened vials."" Please see AE # 496657. Caller stated ""I believe it was 2 vials, 40 mg strength."" Caller did not know the lot number and expiration date (""No I don't have that, it's downstairs""). Caller had no additional questions. AR 19Dec2016",1040
Call warm-transferred,Source, Phone,263.311827957,9.20038921791e-58,116,932,Call transferred from Sherlynn with the BMS information center with a pharmacist on the line with dosing questions for Opdivo. HCP stated that a physician would like to use Opdivo in a patient with a performance status of 0-1 but has ESRD. HCP stated that she reviewed the PI and it looked like the Opdivo should be held. Spoke from SRL Nivolumab-Nivolumab treatment in patients with renal impairment or dialysis and HCP requested the letter be emailed to her. ED24Mar2016,Call transferred from Sherlynn with the BMS Information Center with a pharmacist on the line with a question Opdivo. HCP stated that she has a patient on Opdivo that has to take a TB test at work. HCP stated that the patient wanted to know if the Opdivo could cause a false positive. Researched PI and SRLs. No information found. Consulted the internal oncology escalation team to see if any information was available. Internal team unaware of any information.,"Call transferred from Milka with the Opdivo Support Center with a pharmacist on the line with questions on Opdivo. HCP stated that they have a patient on cycle 8, day 1 of Opdivo for lung cancer and their TSH came back 12.21 today and 2 weeks prior it was 1.09. HCP stated that the patient is due for their dose tomorrow. Spoke from SRL Nivolumab-Data on endocrinopathy in patients with NSCLC receiving nivolumab monotherapy providing HCP with the median time to onset. Sending SRL to HCP via email. Survey no offered due to AE. ED16Jun2016",1048
no further questions at this time,Source, Phone,258.771968854,9.12849484072e-57,114,1161,"Transfer from Liam at Opdivo Support. Name: Mr. John Betters, RPh. Address: 725 North Street Pittsfield, MS 01201 Phone: 413-447-2621 Fax/Email: Not provided. Caller would like to obtain stability data for Opdivo vials stored at room temperature. Upon further probing, caller confirmed that they left some Opdivo out at room temperature over the weekend. There was no power outage. They just left it out by mistake (AE-Y). Spoke from the Nivolumab-Stability of nivolumab SRL. Advised that since it has been stored outside of it's suggested range, we cannot recommend the use of this product. Informed caller that we do have a Product Loss Program which is handled on a case-by-case basis. Provided him with their number (1-800-631-5244) and offered to warm-transfer him to speak with them. Caller declined, saying that he would provide their number to his wholesaler for them to call later. Caller had no further questions at this time. Survey not offered due to AE being captured for temp excursion. JJ 09May2016 Had to select ""Patient Took BMS Product"" as ""Yes"" to be able to mark ""AE"" field as ""Yes."" The reporter did not mention any patients receiving the medication, just that a temperature excursion had occurred. JJ 09May2016","Trasnfer from Milka @ Opdivo Support Line: Name: Mr. Mit Shah (pharmacy student on rotation; calling on behalf of his preceptor - Debbie Chan) Address: Saint Francis Hospital 355 Ridge Avenue Evanston, IL 60202 Phone: 224-766-1449 Fax/Email: Not provided. Prescribing HCP's Contact Information: Not provided. Caller stated that he would like to see about returning Opdivo which was not used because ""the patient passed."" He spoke with his preceptor, but they were not sure if the patient had received any Opdivo prior to passing. Informed caller that I will be filing a safety report on the patient's behalf (to be conservative). He did not wish to provide any details at this point in time, as he would need to get approval from his preceptor before providing any details. Explained that I would document this in the safety report and the safety team will send out a follow-up letter to his preceptor to request any further details that are needed. Placed caller on hold to discuss with colleague (Alicia). Alicia said that if it was provided through the ""Patient Assistance Foundation"", they will need to return it to that group (their contact information should have been provided in the packaging/shipping container in which it was received). If it was through a distributor, I can speak from the Opdivo-GEN-Product loss or returns-Dec14. Spoke with caller. He was not sure which group it was received through, but did mention that he thought ""it was free for the patient."" Explained that if it was provided through the ""Patient Assistance Foundation"", they will need to return it to that group (their contact information should have been provided in the packaging/shipping container in which it was received). However, he then mentioned that it was received from ""AmeriSource."" Upon further probing, caller confirmed product was in it's original, unaltered state. Spoke from the Opdivo-GEN-Product loss or returns-Dec14 (first paragraph). Recommended he follow-up with the distributor directly for further assistance. Caller confirmed understanding and had no further questions at this time. Inadvertantly offered the survey, but caller disconnected while being transferred over to it anyways. JJ 08Aug2016","Transfer from Debbie at Opdivo Support. Debbie advised that she has an infusion nurse who is calling because ""a patient had infiltration and she has some questions."" Debbie provided the nurse's contact info as: Name: Ms. Sharon Brogan (infusion nurse) Phone: 484-476-3141 And then completed warm-transfer. Caller reconfirmed the info Debbie provided, but she refused to provide any additional contact information (address/fax/email). She said she ""just needs to know if there have been any reports of Opdivo going into the tissue."" Explained that without her full demographics, I would only be able review/speak from the Opdivo PI. Informed her that I would need full demographics in order to be able to speak from additional resources. Caller advised that she still did not wish to provide demographics (""I really don't feel it's necessary.""). Review of Opdivo PI revealed no mention of ""infiltration."" Informed caller that there was no mention of ""infiltration"" in the Opdivo PI. Caller confirmed understanding and had no further questions at this time. Did not mention that I would be filing a safety report, since she was in a hurry to get off the phone and she had already clearly stated she did not want to provide any additional details. Survey not offered due to AE being reported. JJ 06May2016",1275
BMS Information Center,Source, Phone,236.072673341,2.15350546614e-101,209,826,Call received from Milka with the Opdivo Support Line with a pharmacist on the line with questions on Opdivo. HCP stated that they have a patient that has been on dialysis and has recently started Opdivo. HCP stated that he wanted to know if there is information on whether Opdivo is dialyzable and the timing of the dose.,Call received from Milka with the Opdivo Support line with a pharmacist on the line with questions on Opdivo. HCP stated that she would like the publications for Opdivo and Hodgkin's Lymphoma. Sending the Ansell and Younes publications via email. Customized Opdivo-TEM-Reprint SRL to contain Ansell and Younes citations. ED22Jul2016,Call received from Sherlynn with the BMS Information Center with a pharmacist on the line with questions on Opdivo. HCP stated that he received a call from a physician regarding a patient. HCP stated that the physician is treating a male patient in his 60's with a long standing history of CLL and newly diagnosed with metastatic lung cancer. HCP stated that the patient tolerated a few cycles of carboplatin but his bone marrow could not handle the toxicity and side effects of carboplatin. HCP stated that the physician started the patient on Opdivo and the patient developed amegakaryocytic thrombocytopenia. HCP stated that the patient was found to have no megakaryocytes. Survey not offered due to AE. ED25Jul2016,1035
pharmacist regarding Opdivo,Source, Phone,206.563589173,2.76085959595e-45,91,1193,"Received a call on 25Feb2016 from a pharmacist regarding Opdivo. Caller stated that he would like to have information about the treatment of extravasations during the infusion of nivolumab. Inquired as to whether the caller had a patient who experienced an extravasation. Caller stated that he did have a patient who had a small extravasation to which they applied heat which he stated was ""warm protocol."" Caller stated that he would like to know if we recommend ""cold protocol"" or ""warm protocol."" Filing an AE with the information that I have: AE#144302 CS 25Feb2016","Received a call on 14Nov2016 from a pharmacist regarding Opdivo. Caller stated that he sent in a question before regarding stability, but did not receive a response. Caller stated that he would like to have information regarding the NDA for nivolumab and the chemical stability of the nivolumab in the admixture. Caller stated that the benchmark used is ususally 90% potency. Caller stated that he would like to have information sent to him via email. Pulled the MSDS; searched through the vault and cannot find any reference to the NDA. sending notification to HCP since he stated that he did not receive response to previous request. Pubmed literature search 2000-Nov2016 using the search terms nivolumab/NDA/chemical stability of admixture revealed no citations. CS 16Nov2016 CS 14Nov2016 Consulting with internal team for escalation purposes. CS 15Nov2016","Received a call on 26Feb2016 from a pharmacist regarding Opdivo. Caller stated that he has a patient receiving nivolumab for the treatment of squamous cell lung cancer who developed joint pain. Caller was not sure of the Grade of the joint pain, but did state that the patient was placed on steroid therapy, 40 mg prednisone, and that the pain did abate. Caller stated that he would like information regarding any dose adjustments needed in the nivolumab now that the patient is returning to therapy. Filing an AE report. AE #145797 CS 26Feb2016",1284
DA,Source, Phone,199.753800519,8.72847767275e-44,88,935,Pharmacist transferred by Alfredo (BMS IC) asking for information regarding the use of nivolumab in lung cancer as first line therapy. Spoke from attached SRL. Caller requested via email. Caller accepted transfer to survey but disconnected prior to being transferred into survey. Sent requested information via email. DA 01Jun2016,"Physician transferred by Scott (BMS Oncology Support Line) asking if there is a test available to measure the amount of Opdivo and Yervoy in the blood and if so, what amount of blood is required and what is the turnaround time for results. She is trying to determine how much medication was transferred to a child born prematurely to a mother that received both products 30 hours before the baby was born. Searched PI, SRLs and previous requests and was not able to find relevant information. Offered to research offline, which caller accepted. Response was requested via email and phone urgently. Internal escalation with MH, agreed no info available and to escalate. See related request for Yervoy (370377). AE filed (370378). DA 12Sep2016 PK/PD data listed in section 12.3 of the PI. Need to take into consideration body weight and pregnancy (nivolumab clearance increases with body weight) Also, no mention in this case how many doses of Opdivo patient received (steady-state concentration achieved at 12weeks) Advised to send a no data letter and refer to the PI (section 12.3) and add MSDS ""The geometric mean (CV%) CL, Vss, and terminal half-life of nivolumab were 10.0 mL/h (50.3%), 7.92 L (30.1%), and 24.8 days (94.3%), respectively. When administered in combination, the CL of nivolumab was increased by 24%, whereas there was no effect on the clearance of ipilimumab Based on a population PK analysis, the clearance of nivolumab increased with increasing body weight supporting a weight-based dose"" Reassigned for completion DL 12Sep2016 Made outbound call to physician, as requested. Provided no info statement and spoke from PI Section 12.3 and MSDS. Caller had no additional questions and did not want information via email. DA 12Sep2016","Call transferred by Kathie BMS RN. Caller stated she was aware the final recommended concentration for Opdivo was between 1-10mg/ml and was wondering ""are they still allowed to use a 250ml bag for 218mg dose? Spoke from the Opdivo PI, specifically Section 2.5 Preparation and Administration, and informed caller we could not provide treatment recommendations or calculations for HCPs. Informed caller there was a sample calculation available (in the Nivolumab-Dosing and administration of nivolumab SRL) and offered to send information for review/reference to which caller accepted and requested via email. When asked, caller verified her question was general in nature and stated she wanted to make sure they were not ""over-diluting"" preparations. Upon further probing, caller verified this was to prevent possible errors moving forward and did not involve any past incidences. Caller stated she did not have any additional questions at this time and was transferred to survey. DP 01MAR2016 Call received by Kathie Clemons BMS RN. Requester stated she accidentally deleted information sent to her and requested the information be sent again. Case re-opened and response resent (cross reference Request #165301). DP 16MAR2016",1023
transferred to survey,Source, Phone,174.784575454,2.7819848556e-38,77,1030,"Call transferred by Leo at BMS Information Center. Caller mentioned she was building a template and stated she wanted to know the interval between the 4th and 5th dose when using Yervoy 10mg/kg. When asked, caller verified she was referring to the approved indication for adjuvant therapy for melanoma. Spoke from the 6th and 7th sentences of the CA184-029 Study Design Ipilimumab-Use of ipilimumab as adjuvant therapy in patients with melanoma SRL, informed caller information could not be interpreted for her, and offered to send for review/reference to which caller declined. Caller then stated a doctor asked her to find out if there was information regarding the use of Opdivo in patients on dialysis (specifically peritoneal dialysis) and when asked referenced a patient currently on dialysis being considered for Opdivo treatment. Spoke from the Nivolumab-Nivolumab treatment in patients with renal impairment or dialysis SRL and offered to send information to which caller accepted and requested via email. Caller stated she did not have any additional questions at this time and declined survey (no reason provided). DP 28JUL2016","Call transferred by Milca at ""Opdivo Support Line"". Caller stated a doctor who uses Opdivo for RCC asked her if and when CBC lab assessments had to be perfomred. Caller stated she wanted to know if complete blood counts had to be done with each cycle of Opdivo. Informed caller no information found and offered to escalate request. Caller then stated she wanted to know if we had any information about CBC lab assessments across tumor types and mentioned the doctor also treats melanoma patients. Spoke from the Nivolumab-Nivolumab laboratory assessments conducted in melanoma patients SRL and offered to send information to which caller accepted and requested via email. Caller also agreed to escalation for RCC and requested via email as well. Caller stated she did nto have any additional questions at this time. Survey not offered due to escalation. DP 16JAN2016 Spoke to HCP and provided information (per chatter guidance from Cara) verbally. DP 19JAN2016","Call transferred by Milca at ""Opdivo Support Line"". Caller stated a doctor who uses Opdivo for RCC asked her if and when CBC lab assessments had to be perfomred. Caller stated she wanted to know if complete blood counts had to be done with each cycle of Opdivo. Informed caller no information found and offered to escalate request. Caller then stated she wanted to know if we had any information about CBC lab assessments across tumor types and mentioned the doctor also treats melanoma patients. Spoke from the Nivolumab-Nivolumab laboratory assessments conducted in melanoma patients SRL and offered to send information to which caller accepted and requested via email. Caller also agreed to escalation for RCC and requested via email as well. Caller stated she did nto have any additional questions at this time. Survey not offered due to escalation. DP 16JAN2016",1107
calling regarding Opdivo,Source, Phone,165.704857249,2.79781532812e-36,128,792,"Received a transfer call from Mary with the BMS Oncology Support Line at 11:23 on 11Oct2016 with a nurse calling regarding Opdivo. What is the final volume the 240 mg dose can be mixed in? Do we use a 50, 200, or 250 mL bag? The filter size has to be 0.2-1.2 microns, right? Spoke per SRL. Transferred to survey. AJM 11Oct2016","Received a transfer call from Mary with the BMS Oncology Support Line at 11:23 on 11Oct2016 with a nurse calling regarding Opdivo. What is the final volume the 240 mg dose can be mixed in? Do we use a 50, 200, or 250 mL bag? The filter size has to be 0.2-1.2 microns, right? Spoke per SRL. Transferred to survey. AJM 11Oct2016",Received a transfer call from the BMS Oncology Support Line at 11:33 on 15Aug2016 with a pharmacist calling regarding Opdivo. He indicates their refrigerator malfunctioned and the product reached a maximum of 15 degrees C for 4 hours. No AE since refrigerator malfunctioned. Spoke per Nivolumab-Stability of nivolumab. Emailing SRL. Transferred caller to survey. AJM 15Aug2016,920
Caller confirmed,Source, Phone,163.434927697,8.86163605128e-36,72,1639,"Transfer from Debbie at Opdivo Support. Debbie advised that she has an infusion nurse who is calling because ""a patient had infiltration and she has some questions."" Debbie provided the nurse's contact info as: Name: Ms. Sharon Brogan (infusion nurse) Phone: 484-476-3141 And then completed warm-transfer. Caller reconfirmed the info Debbie provided, but she refused to provide any additional contact information (address/fax/email). She said she ""just needs to know if there have been any reports of Opdivo going into the tissue."" Explained that without her full demographics, I would only be able review/speak from the Opdivo PI. Informed her that I would need full demographics in order to be able to speak from additional resources. Caller advised that she still did not wish to provide demographics (""I really don't feel it's necessary.""). Review of Opdivo PI revealed no mention of ""infiltration."" Informed caller that there was no mention of ""infiltration"" in the Opdivo PI. Caller confirmed understanding and had no further questions at this time. Did not mention that I would be filing a safety report, since she was in a hurry to get off the phone and she had already clearly stated she did not want to provide any additional details. Survey not offered due to AE being reported. JJ 06May2016","Transfer from Tosha @ BMS Access Support. Name: Dr. Sharon He, MD. Address: Interlakes Oncology 511 West Washington Street Geneva, NY 14456 Phone: 315-781-2250 Fax/Email: Not provided. Tosha stated that the doctor called because her ""patient's calcium level is rising."" She is ""looking for suggestions"" and will also need to report the AE. Tosha completed warm-transfer. Doctor reconfirmed her request and provided the following details: - The patient is receiving Opdivo for treatment of melanoma. - The patient's calcium level was normal before she started taking Opdivo. - She has received 3 doses of Opdivo (""240 flat dose"") so far. - Her calcium level has been ""trending up over time."" - Her dose scheduled for last Friday was held because her calcium level was 11.9 (almost 12). - The doctor administered IV fluid and checked the patient's parathyroid. - Her calcium level this week is 12. - Doctor is going to give her more IV fluids today. - The patient's original PET scan showed ""lots of disease."" Majority of them in lymph nodes and muscle, but there may also be some bone involvement in the pelvic area. - The doctor stated """"I'm going to try pamidronate to bring the calcium down. I will also be putting her on a bisphosphonate every month from now on."" Doctor knows that Opdivo can cause hypercalcemia. She would like to know whether there is a cut-off level for hypercalcemia where she should hold the dose. No info specific this request found via the Opdivo PI or SRLs. Dave verbally reconfirmed this. Informed caller of the findings. Also provided treatment disclaimer and explained that it would be up to her clinical discretion on how to treat the patient. Doctor went on to ask whether there is any info specific to how soon (after how many cycles) after Opdivo therapy is started calcium levels rise (and how quickly). Informed caller that there was no info specific to this request in the PI/SRLs (just that hypercalcemia can occur). Caller confirmed understanding and had no further questions at this time. Informed caller I will be filing a safety report on the patient's behalf. She provided the following details for the safety report: Patient's Contact Information: Name: Ms. Arlene Weeks Address: 6060 Mill Street Waterloo, NY 13165 (patient lives with her daughter) Phone: 315-549-8894 Lot number and expiration date information were not known by MD. MD is open to follow-up from safety department. Split into 2 requests; filed AE; this AE does not appear to be follow-up to any previous AE reports; manually closing the requests. JJ 17NOV2016","Transfer from Tosha @ BMS Access Support. Name: Dr. Sharon He, MD. Address: Interlakes Oncology 511 West Washington Street Geneva, NY 14456 Phone: 315-781-2250 Fax/Email: Not provided. Tosha stated that the doctor called because her ""patient's calcium level is rising."" She is ""looking for suggestions"" and will also need to report the AE. Tosha completed warm-transfer. Doctor reconfirmed her request and provided the following details: - The patient is receiving Opdivo for treatment of melanoma. - The patient's calcium level was normal before she started taking Opdivo. - She has received 3 doses of Opdivo (""240 flat dose"") so far. - Her calcium level has been ""trending up over time."" - Her dose scheduled for last Friday was held because her calcium level was 11.9 (almost 12). - The doctor administered IV fluid and checked the patient's parathyroid. - Her calcium level this week is 12. - Doctor is going to give her more IV fluids today. - The patient's original PET scan showed ""lots of disease."" Majority of them in lymph nodes and muscle, but there may also be some bone involvement in the pelvic area. - The doctor stated """"I'm going to try pamidronate to bring the calcium down. I will also be putting her on a bisphosphonate every month from now on."" Doctor knows that Opdivo can cause hypercalcemia. She would like to know whether there is a cut-off level for hypercalcemia where she should hold the dose. No info specific this request found via the Opdivo PI or SRLs. Dave verbally reconfirmed this. Informed caller of the findings. Also provided treatment disclaimer and explained that it would be up to her clinical discretion on how to treat the patient. Doctor went on to ask whether there is any info specific to how soon (after how many cycles) after Opdivo therapy is started calcium levels rise (and how quickly). Informed caller that there was no info specific to this request in the PI/SRLs (just that hypercalcemia can occur). Caller confirmed understanding and had no further questions at this time. Informed caller I will be filing a safety report on the patient's behalf. She provided the following details for the safety report: Patient's Contact Information: Name: Ms. Arlene Weeks Address: 6060 Mill Street Waterloo, NY 13165 (patient lives with her daughter) Phone: 315-549-8894 Lot number and expiration date information were not known by MD. MD is open to follow-up from safety department. Split into 2 requests; filed AE; this AE does not appear to be follow-up to any previous AE reports; manually closing the requests. JJ 17NOV2016",1711
Transferred caller,Source, Phone,161.164998146,5.3651758937e-69,175,1026,"Call warm-transferred from Scott at BMS oncology support. Caller asked what extended stability data there was for nivolumab. Upon further probing, caller stated nivolumab vials in their original packaging were exposed to 56 degrees farenheit for up to 10 hours due to refrigerator accidentally unplugged (power outage). Upon further probing caller stated there was no patient involved. Spoke from SRL. Informed caller BMS could not recommend the use of a product stored out of range as in PI. Referred caller to product loss. Offered to transfer to product loss, caller declined transfer. Caller had no further questions. Survey not offered due to intra-company referral. ABH23Aug2016","Received a transfer call from Debbie at Opdivo support line. Caller was a care coordinator registered nurse with a question about Opdivo. Caller stated ""We have a gentleman who has failed multiple regimens and has esophageal cancer. The medical oncologist on Friday wanted me to see if I could get him some assistance to put him on Opdivo, as the doctor feels certain it would probably work. Medicare denied Xeloda [capecitabine] and the patient was on 5-FU, and we are pretty sure they will deny Opdivo also."" Looked on bmsstudyconnect.com and found one clinical trial that was for squamous cell head and neck cancer (Checkmate 358). Asked if caller would be interested in this study and caller stated ""No the patient has esophageal cancer."" Informed caller that we also have a letter addressing Opdivo use in esophageal cancer (""Nivolumab-Use in patients with esophageal cancer"") and read the summary section to the caller. Caller asked that this letter be emailed to her. Also provided caller with the phone number to BMS Oncology access support department and said they may be able to further assist her. Caller had no additional questions. Offered survey and caller accepted. Transferred caller to US HCP survey. AR 31May2016",Call warm transferred from Mark at CIC. Caller is a pharmacy student who stated he has a vial of Opdivo that was left unrefrigerated for 20 hours and would like to know if it is still safe to use. Upon further probing he stated that it was left out on the counter at about 72 degrees. Spoke from the PI and the Nivolumab-Stability of nivolumab SRL. Also provided TD. Caller had no further questions today but requested the SRL to be emailed to him. Caller provided his preceptor (pharmacy director's) email address. Caller had no additional questions today. No survey offered due to AE. Sent SRL via email today. AE filed under case # 320764. MH 25JUL2016,1201
line with questions on Opdivo,Source, Phone,149.815350389,8.95734820504e-33,67,812,Call received from Milka with the Opdivo Support Line with a pharmacist on the line with questions on Opdivo. HCP stated that they have a patient that has been on dialysis and has recently started Opdivo. HCP stated that he wanted to know if there is information on whether Opdivo is dialyzable and the timing of the dose.,Call received from Milka with the Opdivo Support line with a pharmacist on the line with questions on Opdivo. HCP stated that she would like the publications for Opdivo and Hodgkin's Lymphoma. Sending the Ansell and Younes publications via email. Customized Opdivo-TEM-Reprint SRL to contain Ansell and Younes citations. ED22Jul2016,Call received from Sherlynn with the BMS Information Center with a pharmacist on the line with questions on Opdivo. HCP stated that he received a call from a physician regarding a patient. HCP stated that the physician is treating a male patient in his 60's with a long standing history of CLL and newly diagnosed with metastatic lung cancer. HCP stated that the patient tolerated a few cycles of carboplatin but his bone marrow could not handle the toxicity and side effects of carboplatin. HCP stated that the physician started the patient on Opdivo and the patient developed amegakaryocytic thrombocytopenia. HCP stated that the patient was found to have no megakaryocytes. Survey not offered due to AE. ED25Jul2016,879
