text,score
colitis,0.5907186269760132
physician,0.5881162285804749
autoimmune,0.5764368176460266
like,0.5733422636985779
several patients,0.564995527267456
watch,0.5575515031814575
x,0.5575023889541626
,
june,
treatment,0.9992279410362244
R/R,0.6211647391319275
study looking,0.5955520272254944
relapse,0.5389143228530884
grade,0.5378686189651489
discontinued,0.5294143557548523
high dose,0.5232753157615662
associated,0.5217249393463135
neoadjuvant,0.508953332901001
elderly patients,0.5057850480079651
AML,0.5008323788642883
scans,0.4966588318347931
6 months,0.4954003691673279
radiation,0.4926891326904297
continue,0.4778165817260742
treated,0.47160354256629944
disease,0.4682343602180481
achieved,0.46655675768852234
deep,0.46204936504364014
comorbidities,0.4590331017971039
,
march,
treatment,0.9990994930267334
likely,0.8424991369247437
Nivo monotherapy,0.8061072826385498
steroids,0.7978833317756653
rates,0.7959955334663391
never know,0.7622216939926147
CR,0.7179716229438782
counter,0.7133391499519348
cause,0.7079094648361206
biopsy,0.7042911052703857
option,0.703108549118042
TL stated,0.6967039108276367
experience,0.6803019046783447
delay,0.6782951951026917
live,0.6677401065826416
category,0.6607406735420227
TL said,0.6586790084838867
respond,0.6543864607810974
infliximab,0.653163731098175
sorafenib,0.6514247059822083
,
may,
treatment,0.999136209487915
treated,0.816592812538147
successful,0.7682895064353943
developing,0.7655735015869141
RT,0.7454967498779297
surgery,0.7395194172859192
urgent,0.7342909574508667
IO therapies,0.7207921743392944
need,0.6999207735061646
stress,0.689731240272522
AONN,0.6837228536605835
presenter,0.6804094314575195
relapsed,0.6614785194396973
metastatic,0.6586368083953857
multiple,0.6529132127761841
further,0.6507014632225037
results,0.6381157636642456
bladder,0.6316619515419006
MD,0.6284631490707397
non,0.6271894574165344
,
november,
treatment,0.9986348748207092
patients,0.8567507266998291
regimen,0.7414961457252502
3mg/kg,0.7332433462142944
240mg,0.7099095582962036
refractory,0.706643283367157
prednisone,0.6912441253662109
vendolizumab,0.6898707151412964
GI AE,0.6863499879837036
long term response,0.656044602394104
progressers,0.6560323238372803
therapeutic,0.6547422409057617
anti-PD1,0.6508423686027527
Crohn,0.6397547125816345
80 kg,0.6329723000526428
steroids,0.6303554773330688
far-away,0.620673418045044
2L+,0.6161928772926331
colitis,0.6149881482124329
going forward,0.6121736764907837
,
october,
treatment,0.9992064237594604
surgery,0.7892448902130127
duration,0.7823854684829712
patients,0.7743085026741028
stop,0.7729852199554443
additional,0.7657328844070435
relapse,0.7501393556594849
inhibitor,0.7433950304985046
fatigue,0.7359817028045654
dose,0.7350978851318359
TKI,0.7311359643936157
months,0.7288578152656555
complete response,0.7264597415924072
3 months,0.7201663851737976
6 weeks,0.7091605067253113
years,0.7080456614494324
symptoms,0.7073779702186584
weeks,0.6981476545333862
pain,0.6969437599182129
often,0.6956887245178223
,
september,
treatment,0.9990289211273193
patients,0.9291555285453796
not consider using,0.7828525304794312
continue,0.7797151207923889
performance status,0.7788897752761841
PD-1 inhibitor,0.7750070095062256
pneumonitis,0.7731510996818542
long,0.7681455612182617
treated,0.7601333856582642
IO agents,0.7530300617218018
allo transplant,0.7504355907440186
improved,0.7482540607452393
lines of therapy,0.7299614548683167
respond,0.7178753614425659
PET,0.7150959968566895
stopping,0.7135287523269653
developed,0.6996375918388367
not tolerate,0.6923241019248962
treated with opdivo,0.6912896633148193
pseudo-progression,0.6883826851844788
