text,score
transplant,0.7068386077880859
pts,0.6991195678710938
aggressive,0.6951180696487427
proceeding,0.6936351656913757
y/o,0.6903645992279053
good,0.6896981000900269
year,0.685321033000946
x,0.6809282302856445
,
june,
patients,0.9994603395462036
institute,0.6876187920570374
last,0.6788924932479858
period,0.6302477121353149
academic TL who treats mostly H&N,0.6282874345779419
drug,0.617777943611145
didn't get,0.5898284912109375
boost,0.586532711982727
hospitalized,0.5716976523399353
year,0.5704504251480103
end,0.5695675015449524
March,0.5685966610908508
visits,0.5631536841392517
contributed,0.5626369714736938
steroids,0.555729866027832
decrease,0.5542837977409363
maintenance therapy,0.5523030161857605
hold,0.549127995967865
growing,0.5322631597518921
hospital,0.5285809636116028
,
march,
patients,0.9993240237236023
RTL says,0.8302103281021118
seen,0.7983883023262024
respond,0.7707272171974182
routinely,0.7244968414306641
live,0.7103257179260254
suffered,0.7040415406227112
pembro,0.693824291229248
TL said,0.6799672842025757
anti-PD-1 monotherapy,0.6688267588615417
mutations,0.6621678471565247
BRAF,0.6565247774124146
TL believes,0.6486387848854065
try,0.6453974843025208
use Regimen,0.6424958109855652
Nivo monotherapy,0.6337676048278809
induced,0.6323633193969727
age,0.6307175755500793
2L,0.6296844482421875
5 patients,0.6286467909812927
,
may,
patients,0.9993859529495239
young,0.8848607540130615
discontinue,0.8716031312942505
couple,0.8226223587989807
performance status,0.8191438913345337
BRAF,0.8174504041671753
comorbid,0.7947689294815063
conditions,0.7930511832237244
results,0.7871308326721191
often,0.7844938039779663
PS,0.7796298265457153
opinion,0.7787781953811646
decreased,0.7709622979164124
candidate,0.756820559501648
reserve,0.7519209384918213
combination,0.7468522191047668
Opdivo,0.725314736366272
use,0.709810733795166
met melanoma,0.7095806002616882
long-term,0.708803653717041
,
november,
patients,0.9991386532783508
treatment,0.856319010257721
GI AE,0.833734393119812
vendolizumab,0.803246021270752
more likely,0.7615141868591309
recurrent,0.7394858598709106
progressers,0.737605094909668
refractory,0.7026911377906799
prednisone,0.6995704770088196
platinum doublet,0.697237491607666
cardiac,0.6958428621292114
symptomatic,0.6698444485664368
Crohn,0.6679840683937073
liver,0.6654601693153381
therapy,0.6560847163200378
baseline,0.652161180973053
HCP,0.6463207006454468
poor performance,0.6443147659301758
disease,0.6233463287353516
sick,0.6174060702323914
,
october,
patients,0.9994113445281982
start,0.8031535744667053
treatment,0.7741497755050659
Q2 weeks,0.7684057950973511
tissue,0.7556440234184265
surgery,0.7481452226638794
brain mets,0.7350468635559082
additional,0.7135366797447205
ECOG,0.7040098905563354
TKI,0.6946754455566406
months,0.6910468935966492
mRCC,0.6903834342956543
particularly,0.6858511567115784
primary tumor,0.6775631904602051
dose,0.673215925693512
returned,0.6653465032577515
stop,0.6540532112121582
complete response,0.652157723903656
effective,0.6456084847450256
disease,0.6453530192375183
,
september,
patients,0.9995118975639343
treatment,0.9287067651748657
performance status,0.8478670716285706
not consider using,0.828709602355957
treated,0.7959418892860413
IO agents,0.7939563393592834
stopping,0.7687482237815857
continue,0.7651891708374023
year,0.7600939869880676
HIV+,0.7593549489974976
pneumonitis,0.7587023973464966
not tolerate,0.7513574957847595
long,0.7485056519508362
respond,0.7327226400375366
lines of therapy,0.7324992418289185
allo transplant,0.7298250198364258
still,0.7288203239440918
pseudo-progression,0.7274398803710938
most,0.723456084728241
PD-1 inhibitor,0.7154567837715149
