text,score
no reason,0.6483224034309387
prefers,0.6456681489944458
not candidates,0.6382938623428345
often,0.6250225901603699
real,0.6242951154708862
need better,0.6208368539810181
data gap,0.6169402599334717
worse,0.6169387102127075
colitis,0.6115493774414062
t,0.606833815574646
combos,0.6058878898620605
toxicity,0.600755512714386
doesn,0.5964524149894714
,
june,
regimen,0.9990017414093018
infliximab,0.7802910208702087
patients respond,0.6923586130142212
oral,0.6862780451774597
steroids,0.6550862789154053
continued to respond,0.6485071778297424
stop treatment,0.6461415886878967
continue,0.6423631906509399
toxicity,0.6412718296051025
I-O therapy,0.6363399028778076
symptoms,0.6352499723434448
life,0.6288198232650757
tolerate,0.6275542378425598
discontinued,0.6264016032218933
Large community practice,0.6226394772529602
return,0.6217982172966003
due,0.6150426268577576
no issue,0.613909900188446
adverse events,0.6137117147445679
hold,0.6120772361755371
,
march,
Regimen,0.9993127584457397
treat patients,0.8783653378486633
status,0.8610300421714783
progression,0.8564742803573608
years old,0.8375102281570435
BRAF,0.8323205709457397
switch,0.8260942697525024
tx,0.8097952008247375
awaiting,0.8092595934867859
performance,0.8041514158248901
thinks nivo,0.7949969172477722
symptomatic,0.784933865070343
observed,0.7780375480651855
progressed,0.7731503248214722
burden,0.7729475498199463
subsequent,0.7728504538536072
Service,0.7653936147689819
disease,0.7634105086326599
continue,0.7558690905570984
relapsed,0.7555312514305115
,
may,
regimen,0.9986824989318848
co-morbidities,0.8209176063537598
significant,0.8131588101387024
EXTREME,0.8008559346199036
standard of care,0.7997645735740662
competitive,0.7770118117332458
efficacy,0.7687504887580872
clinical practice,0.7661791443824768
confirms,0.7314401865005493
r/m,0.7248044610023499
typically,0.6937090158462524
especially,0.691631019115448
anxious,0.6854429244995117
consider,0.6761556267738342
couple,0.6759769916534424
probably,0.6700804829597473
PFS,0.6677142381668091
performance status,0.6574413180351257
continue to use,0.6489391922950745
seen,0.6481806635856628
,
november,
regimen,0.9982950687408447
treatment,0.7417483329772949
different doses,0.7378710508346558
dosing,0.7255639433860779
efficacious,0.7204160690307617
efficacy,0.716076135635376
3mg/kg,0.6964901685714722
referrals,0.693396270275116
far-away,0.6653600931167603
therapeutic,0.6640679240226746
dose of Nivo,0.6558355093002319
q6,0.6525707840919495
going forward,0.6508846879005432
AI felt that our strategy,0.6495521664619446
long term response,0.6404963135719299
240mg,0.6310771107673645
therapy,0.6277726292610168
motivator,0.6271830201148987
adjuvant,0.6200689673423767
clinically,0.6136482357978821
,
october,
regimen,0.9986839890480042
more comfortable,0.6793560981750488
pain,0.6700884699821472
dose,0.64568030834198
3 weeks,0.6388719081878662
nivo+ipi,0.6116476655006409
effective,0.6024978756904602
second line,0.5856589674949646
patients treated,0.5854192972183228
toxicity,0.57680344581604
combo,0.5697856545448303
2 weeks,0.5694006085395813
use the flat dose,0.5642343759536743
Q2 weeks,0.556244969367981
more convenient,0.5521357655525208
240mg flat dose,0.5515456795692444
challenged,0.5498767495155334
melanoma patients,0.5461801886558533
kg dose,0.5455752611160278
monotherapy,0.5451967716217041
,
september,
regimen,0.9989643692970276
chemotherapy,0.9027235507965088
effective,0.8897151350975037
combination,0.8841779232025146
doublet,0.8540972471237183
added,0.8536211252212524
monotherapy,0.8519763350486755
leukemia,0.8514485955238342
ipi/nivo,0.8495577573776245
anti-PD-1,0.8436596989631653
IO,0.8138477206230164
beneficial,0.8027330636978149
agents,0.787839949131012
Tvec,0.7846634984016418
50+% PD-L1 expression,0.7844425439834595
TKI,0.7802397012710571
platinum-based,0.7677887678146362
play,0.7592928409576416
remain SOC,0.7584713101387024
TL shared,0.7541971802711487
