text,score
relapsed,0.8166027665138245
prior,0.8097598552703857
x,0.8081145286560059
No issues,0.8072110414505005
ABVD,0.8032072186470032
patients who fail,0.7997869849205017
failed,0.7992343306541443
allo transplant,0.7924479246139526
,
june,
therapy,0.999396562576294
reduced-intensity,0.6919331550598145
fail,0.6858996152877808
conditioning,0.6493105888366699
ABVD,0.6358180046081543
likely,0.618118941783905
significant,0.6086069941520691
Bendamustine,0.607090175151825
not mention,0.6018741726875305
PD-1 inhibitors,0.6005335450172424
chemo,0.598637580871582
bulky,0.5963319540023804
ICE,0.58962482213974
line,0.5895309448242188
eligible,0.5877446532249451
surgery,0.581775963306427
chemotherapy,0.580989420413971
recipient,0.5774543881416321
cycles,0.5747981667518616
payment,0.5735846161842346
,
march,
therapy,0.9991148114204407
anti-PD-1,0.8296864628791809
melanoma patients,0.821654200553894
PD-L1,0.8069863319396973
several,0.7926556468009949
try,0.7815945744514465
prior,0.7707237601280212
top,0.7644500732421875
giving nivo,0.7618656158447266
case where a patient,0.7584812045097351
continue,0.7535805702209473
ipilimumab,0.7529765963554382
melanoma RTL shared,0.7514193058013916
initial,0.7501351237297058
transplant,0.7458817362785339
appears,0.7402030825614929
PD-1,0.7351239919662476
metastatic melanoma,0.7332244515419006
monotherapy,0.7324782609939575
kidney,0.7301225066184998
,
may,
therapy,0.9993208646774292
checkpoint,0.8548117280006409
inhibitors,0.8471385836601257
IO,0.8463534116744995
combination,0.8453116416931152
single agent,0.8419386744499207
progressed,0.8378470540046692
reserve,0.8339444398880005
cause,0.8325414657592773
due to toxicity,0.8298743367195129
stable,0.8285088539123535
failed,0.8258251547813416
patients where he treated,0.8210547566413879
TKIs,0.8167198300361633
BRAF,0.8090344667434692
sense,0.7871412038803101
chemotherapy,0.7852248549461365
far,0.7826564908027649
TKI,0.7820731401443481
toxicity,0.7819761633872986
,
november,
therapy,0.9986244440078735
therapeutic,0.7837303876876831
immunotherapy,0.7523394227027893
surgery,0.7344095706939697
symptomatic,0.7190433144569397
Crohn,0.6849024295806885
disease,0.6801503300666809
autoimmune,0.6739673018455505
progression,0.6659067273139954
PD1,0.661485493183136
patients,0.6564223766326904
regimen,0.6275657415390015
recurrent,0.6254322528839111
tumor,0.621461033821106
combination,0.6209385991096497
sick,0.6167064905166626
brain,0.6101012229919434
not consider,0.6050280332565308
more likely,0.5898335576057434
difficulty,0.5826793313026428
,
october,
therapy,0.9992608428001404
CR,0.8922625184059143
GVHD,0.8667494058609009
Allo transplant,0.858873188495636
3 months,0.8563371896743774
cycles,0.8390302062034607
ASCT,0.8349946737289429
patients receiving,0.8235031962394714
cHL,0.8196373581886292
induction,0.8140667676925659
4 months,0.8026204109191895
post,0.8007945418357849
patients on Nivolumab,0.7960169911384583
proceed,0.7953953742980957
achieved,0.7897588014602661
not respond,0.782869279384613
clinician,0.7697715163230896
subsequently,0.7674739956855774
nivolumab,0.765817403793335
Brentuximab,0.7638099193572998
,
september,
therapy,0.999454140663147
TKI,0.8278534412384033
initial,0.8021467924118042
disease,0.7925620675086975
progression,0.7821595072746277
checkpoint inhibitors,0.7785063982009888
patient ho failed,0.7490584850311279
effective,0.7406083941459656
standard of care,0.7329785823822021
targeted,0.7326889038085938
chemotherapy,0.7238031625747681
tumor,0.7223041653633118
IO therapy,0.7131369709968567
colleagues,0.7130445837974548
R/R,0.7069966793060303
improvement,0.695018470287323
seen responses,0.6945508122444153
solid,0.6885240077972412
not consider using,0.6879003047943115
true,0.6816621422767639
