doc_id,term,association
uuid-7e8e438816af4fa7847c8d801e631d01,Topalian,0.391537
uuid-7e8e438816af4fa7847c8d801e631d01,phase 1 study,0.491683
uuid-7e8e438816af4fa7847c8d801e631d01,CA209-003,0.556088
uuid-7e8e438816af4fa7847c8d801e631d01,phase 2 study,0.690687
uuid-7e8e438816af4fa7847c8d801e631d01,present using the following search terms,0.310671
uuid-7e8e438816af4fa7847c8d801e631d01,investigating,0.600457
uuid-eaf12c19dae8451d8d82944c404485b9,OS,0.503429
uuid-eaf12c19dae8451d8d82944c404485b9,95% CI,0.826181
uuid-eaf12c19dae8451d8d82944c404485b9,respectively,0.586221
uuid-eaf12c19dae8451d8d82944c404485b9,Objective response rate,0.520699
uuid-eaf12c19dae8451d8d82944c404485b9,ORR,0.697806
uuid-eaf12c19dae8451d8d82944c404485b9,PFS,0.378731
uuid-eaf12c19dae8451d8d82944c404485b9,Median overall survival,0.765191
uuid-eaf12c19dae8451d8d82944c404485b9,monotherapy,0.385148
uuid-eaf12c19dae8451d8d82944c404485b9,Median OS,0.790845
uuid-eaf12c19dae8451d8d82944c404485b9,docetaxel,0.427315
uuid-eaf12c19dae8451d8d82944c404485b9,hazard ratio,0.7827
uuid-eaf12c19dae8451d8d82944c404485b9,Median duration of response,0.326686
uuid-9ce020d374644730bdd1d70c470227fe,OS,0.304645
uuid-9ce020d374644730bdd1d70c470227fe,95% CI,0.408622
uuid-9ce020d374644730bdd1d70c470227fe,NSCLC,0.33588
uuid-9ce020d374644730bdd1d70c470227fe,respectively,0.499027
uuid-9ce020d374644730bdd1d70c470227fe,Objective response rate,0.688609
uuid-9ce020d374644730bdd1d70c470227fe,ORR,0.678791
uuid-9ce020d374644730bdd1d70c470227fe,Median overall survival,0.445394
uuid-9ce020d374644730bdd1d70c470227fe,monotherapy,0.519987
uuid-9ce020d374644730bdd1d70c470227fe,Median OS,0.375881
uuid-9ce020d374644730bdd1d70c470227fe,docetaxel,0.378462
uuid-9ce020d374644730bdd1d70c470227fe,Antonia SJ,0.333337
uuid-9ce020d374644730bdd1d70c470227fe,hazard ratio,0.41425
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,N Engl J Med,0.766032
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,protocol,0.874182
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,McDermott DF,0.960227
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,Motzer RJ,0.937306
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,phase 3 study,0.460393
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,Escudier B,0.963515
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,NEJM,0.474086
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,et al.,0.949387
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,J Clin Oncol,0.883564
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,Topalian,0.418815
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,Rizvi NA,0.471055
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,Brahmer J,0.406289
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,Weber JS,0.328759
uuid-a0c63e673a9d44b0a0d98ec5d91045c3,phase 2 study,0.812219
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,N Engl J Med,0.415351
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,protocol,0.620592
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,McDermott DF,0.642003
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,Motzer RJ,0.631887
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,phase 3 study,0.443395
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,Escudier B,0.642353
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,NEJM,0.306014
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,et al.,0.59736
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,J Clin Oncol,0.591597
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,Rizvi NA,0.301009
uuid-ad7c7bde4cf444e3964ee80fd3dfd440,phase 2 study,0.553139
uuid-01d11bbf5a4f4658a480d705eb627b33,Bristol-Myers Squibb,0.720091
uuid-01d11bbf5a4f4658a480d705eb627b33,evaluating,0.526233
uuid-01d11bbf5a4f4658a480d705eb627b33,not conducted any controlled clinical trials/studies,0.600585
uuid-01d11bbf5a4f4658a480d705eb627b33,requested,0.33863
uuid-01d11bbf5a4f4658a480d705eb627b33,efficacy and safety of nivolumab,0.463601
uuid-050ac6b74b114ff59ed75591b8bdad93,Opdivo,0.454295
uuid-050ac6b74b114ff59ed75591b8bdad93,RCC,0.770004
uuid-de493b34cbf54efc96d823e4ae13ddc4,search of published literature,0.394524
uuid-de493b34cbf54efc96d823e4ae13ddc4,Additionally,0.413583
uuid-de493b34cbf54efc96d823e4ae13ddc4,ongoing,0.322117
uuid-de493b34cbf54efc96d823e4ae13ddc4,PubMed and EMBASE,0.391671
uuid-de493b34cbf54efc96d823e4ae13ddc4,detailed search of www.clinicaltrials.gov,0.375936
uuid-de493b34cbf54efc96d823e4ae13ddc4,efficacy and safety of nivolumab,0.370699
uuid-de493b34cbf54efc96d823e4ae13ddc4,not identify any planned,0.34283
uuid-de493b34cbf54efc96d823e4ae13ddc4,Weber JS,0.319229
uuid-de493b34cbf54efc96d823e4ae13ddc4,not identify any citations relevant to your request,0.447813
uuid-de493b34cbf54efc96d823e4ae13ddc4,present using the following search terms,0.408199
uuid-f84c5e256fab44cba64a95e5059ae55e,requested,0.304654
uuid-ed0cbc9ba8be4d99bd98ef0ecdd2901b,patients with advanced or metastatic,0.478326
uuid-ed0cbc9ba8be4d99bd98ef0ecdd2901b,nivolumab combined with ipilimumab,0.498766
uuid-ed0cbc9ba8be4d99bd98ef0ecdd2901b,not approved,0.34724
uuid-ed0cbc9ba8be4d99bd98ef0ecdd2901b,clinical trials investigating the safety,0.426729
uuid-ed0cbc9ba8be4d99bd98ef0ecdd2901b,bladder cancer,0.6548
uuid-296c5590fae24931b052789fa31a603a,nivolumab,0.356017
uuid-296c5590fae24931b052789fa31a603a,evaluating,0.317183
uuid-296c5590fae24931b052789fa31a603a,not conducted any controlled clinical trials/studies,0.350654
uuid-296c5590fae24931b052789fa31a603a,Pubmed literature search,0.554789
uuid-296c5590fae24931b052789fa31a603a,purposes other than its labeled indication must be considered investigational,0.585644
uuid-296c5590fae24931b052789fa31a603a,not identify any citations relevant to your inquiry,0.552002
uuid-296c5590fae24931b052789fa31a603a,open-label,0.426008
uuid-296c5590fae24931b052789fa31a603a,using the following search terms,0.527471
uuid-423d606539784bcbbee4559ee4f03e5c,use of nivolumab for the treatment,0.435597
uuid-423d606539784bcbbee4559ee4f03e5c,efficacy,0.459317
uuid-423d606539784bcbbee4559ee4f03e5c,not approved,0.558926
uuid-423d606539784bcbbee4559ee4f03e5c,clinical trials investigating the safety,0.598064
uuid-423d606539784bcbbee4559ee4f03e5c,clinicaltrials.gov,0.437497
uuid-423d606539784bcbbee4559ee4f03e5c,safety of nivolumab monotherapy,0.303846
uuid-423d606539784bcbbee4559ee4f03e5c,bladder cancer,0.44905
uuid-ae76dae5fbab4e038115a1b302c513df,search of published literature,0.327212
uuid-ae76dae5fbab4e038115a1b302c513df,phase 3 study,0.646794
uuid-ae76dae5fbab4e038115a1b302c513df,PubMed and EMBASE,0.320345
uuid-ae76dae5fbab4e038115a1b302c513df,Rizvi NA,0.305008
uuid-ae76dae5fbab4e038115a1b302c513df,Weber JS,0.511477
uuid-c7efe9eafd5041999dcb5e9bce52726b,Bristol-Myers Squibb,0.489316
uuid-c7efe9eafd5041999dcb5e9bce52726b,evaluating,0.310446
uuid-c7efe9eafd5041999dcb5e9bce52726b,not conducted any controlled clinical trials/studies,0.358395
uuid-c7efe9eafd5041999dcb5e9bce52726b,adverse,0.415073
uuid-c7efe9eafd5041999dcb5e9bce52726b,reported,0.403638
uuid-fd3267206ba046a184167588bab13ed7,N Engl J Med,0.766032
uuid-fd3267206ba046a184167588bab13ed7,protocol,0.874182
uuid-fd3267206ba046a184167588bab13ed7,McDermott DF,0.960227
uuid-fd3267206ba046a184167588bab13ed7,Motzer RJ,0.937306
uuid-fd3267206ba046a184167588bab13ed7,phase 3 study,0.460393
uuid-fd3267206ba046a184167588bab13ed7,Escudier B,0.963515
uuid-fd3267206ba046a184167588bab13ed7,NEJM,0.474086
uuid-fd3267206ba046a184167588bab13ed7,et al.,0.949387
uuid-fd3267206ba046a184167588bab13ed7,J Clin Oncol,0.883564
uuid-fd3267206ba046a184167588bab13ed7,Topalian,0.418815
uuid-fd3267206ba046a184167588bab13ed7,Rizvi NA,0.471055
uuid-fd3267206ba046a184167588bab13ed7,Brahmer J,0.406289
uuid-fd3267206ba046a184167588bab13ed7,Weber JS,0.328759
uuid-fd3267206ba046a184167588bab13ed7,phase 2 study,0.812219
uuid-b7f19ea40b8d4a07ac403d1bf2c780cf,95% CI,0.484623
uuid-b7f19ea40b8d4a07ac403d1bf2c780cf,Median overall survival,0.37775
uuid-b7f19ea40b8d4a07ac403d1bf2c780cf,Median OS,0.407419
uuid-b7f19ea40b8d4a07ac403d1bf2c780cf,BMS,0.431223
uuid-b7f19ea40b8d4a07ac403d1bf2c780cf,hazard ratio,0.418626
uuid-b7f19ea40b8d4a07ac403d1bf2c780cf,Median duration of response,0.469779
uuid-a073e132282e43149dad3a89da1b3d57,N Engl J Med,0.415351
uuid-a073e132282e43149dad3a89da1b3d57,protocol,0.620592
uuid-a073e132282e43149dad3a89da1b3d57,McDermott DF,0.642003
uuid-a073e132282e43149dad3a89da1b3d57,Motzer RJ,0.631887
uuid-a073e132282e43149dad3a89da1b3d57,phase 3 study,0.443395
uuid-a073e132282e43149dad3a89da1b3d57,Escudier B,0.642353
uuid-a073e132282e43149dad3a89da1b3d57,NEJM,0.306014
uuid-a073e132282e43149dad3a89da1b3d57,et al.,0.59736
uuid-a073e132282e43149dad3a89da1b3d57,J Clin Oncol,0.591597
uuid-a073e132282e43149dad3a89da1b3d57,Rizvi NA,0.301009
uuid-a073e132282e43149dad3a89da1b3d57,phase 2 study,0.553139
uuid-fbc08e30d2d74952a808591e04fe1bcb,OS,0.517683
uuid-fbc08e30d2d74952a808591e04fe1bcb,95% CI,0.887029
uuid-fbc08e30d2d74952a808591e04fe1bcb,respectively,0.541932
uuid-fbc08e30d2d74952a808591e04fe1bcb,Objective response rate,0.732884
uuid-fbc08e30d2d74952a808591e04fe1bcb,ORR,0.826341
uuid-fbc08e30d2d74952a808591e04fe1bcb,PFS,0.416378
uuid-fbc08e30d2d74952a808591e04fe1bcb,Median overall survival,0.810566
uuid-fbc08e30d2d74952a808591e04fe1bcb,monotherapy,0.504664
uuid-fbc08e30d2d74952a808591e04fe1bcb,Median OS,0.783041
uuid-fbc08e30d2d74952a808591e04fe1bcb,hazard ratio,0.851803
uuid-fbc08e30d2d74952a808591e04fe1bcb,Median duration of response,0.350254
uuid-35480dd33a4340ffa7c36f8a098a3d3c,95% CI,0.419478
uuid-35480dd33a4340ffa7c36f8a098a3d3c,respectively,0.497608
uuid-35480dd33a4340ffa7c36f8a098a3d3c,Objective response rate,0.403649
uuid-35480dd33a4340ffa7c36f8a098a3d3c,ORR,0.578109
uuid-35480dd33a4340ffa7c36f8a098a3d3c,patients with advanced or metastatic,0.306625
uuid-35480dd33a4340ffa7c36f8a098a3d3c,Median overall survival,0.498783
uuid-35480dd33a4340ffa7c36f8a098a3d3c,nivolumab combined with ipilimumab,0.300486
uuid-35480dd33a4340ffa7c36f8a098a3d3c,tumors,0.323334
uuid-35480dd33a4340ffa7c36f8a098a3d3c,ESMO,0.534361
uuid-35480dd33a4340ffa7c36f8a098a3d3c,Median OS,0.394058
uuid-35480dd33a4340ffa7c36f8a098a3d3c,small cell lung cancer,0.380999
uuid-35480dd33a4340ffa7c36f8a098a3d3c,SCLC,0.365686
uuid-35480dd33a4340ffa7c36f8a098a3d3c,hazard ratio,0.419392
uuid-35480dd33a4340ffa7c36f8a098a3d3c,grade 3 to 4 AEs,0.414535
uuid-35480dd33a4340ffa7c36f8a098a3d3c,phase 1/2 study CA209-032,0.398283
uuid-35480dd33a4340ffa7c36f8a098a3d3c,evaluates the efficacy of nivolumab monotherapy,0.391682
uuid-511d97af416244b5b08da29a14245860,Opdivo,0.423037
uuid-511d97af416244b5b08da29a14245860,grade,0.451734
uuid-656a5a08c0fe4edda692cab657e14f16,nivolumab,0.481374
uuid-656a5a08c0fe4edda692cab657e14f16,Bristol-Myers Squibb,0.496213
uuid-656a5a08c0fe4edda692cab657e14f16,evaluating,0.607089
uuid-656a5a08c0fe4edda692cab657e14f16,not conducted any controlled clinical trials/studies,0.665444
uuid-656a5a08c0fe4edda692cab657e14f16,Pubmed literature search,0.657952
uuid-656a5a08c0fe4edda692cab657e14f16,purposes other than its labeled indication must be considered investigational,0.729602
uuid-656a5a08c0fe4edda692cab657e14f16,not identify any citations relevant to your inquiry,0.620519
uuid-656a5a08c0fe4edda692cab657e14f16,search of published literature,0.30277
uuid-656a5a08c0fe4edda692cab657e14f16,using the following search terms,0.607037
uuid-656a5a08c0fe4edda692cab657e14f16,efficacy and safety of nivolumab,0.517951
uuid-cb5648b56d754655b0b0ac093fdb80e2,search of published literature,0.421795
uuid-cb5648b56d754655b0b0ac093fdb80e2,phase 3 study,0.588208
uuid-cb5648b56d754655b0b0ac093fdb80e2,PubMed and EMBASE,0.419018
uuid-cb5648b56d754655b0b0ac093fdb80e2,Weber JS,0.507878
uuid-cb5648b56d754655b0b0ac093fdb80e2,present using the following search terms,0.379124
uuid-fdd108e13a1142fc9c4be28ce650684f,N Engl J Med,0.415351
uuid-fdd108e13a1142fc9c4be28ce650684f,protocol,0.620592
uuid-fdd108e13a1142fc9c4be28ce650684f,McDermott DF,0.642003
uuid-fdd108e13a1142fc9c4be28ce650684f,Motzer RJ,0.631887
uuid-fdd108e13a1142fc9c4be28ce650684f,phase 3 study,0.443395
uuid-fdd108e13a1142fc9c4be28ce650684f,Escudier B,0.642353
uuid-fdd108e13a1142fc9c4be28ce650684f,NEJM,0.306014
uuid-fdd108e13a1142fc9c4be28ce650684f,et al.,0.59736
uuid-fdd108e13a1142fc9c4be28ce650684f,J Clin Oncol,0.591597
uuid-fdd108e13a1142fc9c4be28ce650684f,Rizvi NA,0.301009
uuid-fdd108e13a1142fc9c4be28ce650684f,phase 2 study,0.553139
uuid-31d08e51601e400ba2a4bbe7502845a6,N Engl J Med,0.304989
uuid-31d08e51601e400ba2a4bbe7502845a6,AEs,0.337832
uuid-31d08e51601e400ba2a4bbe7502845a6,patients,0.387033
uuid-31d08e51601e400ba2a4bbe7502845a6,provided in the Detailed Information,0.370845
uuid-31d08e51601e400ba2a4bbe7502845a6,ESMO,0.421367
uuid-31d08e51601e400ba2a4bbe7502845a6,NEJM,0.709799
uuid-31d08e51601e400ba2a4bbe7502845a6,Topalian,0.735417
uuid-31d08e51601e400ba2a4bbe7502845a6,grade 3 to 4 AEs,0.538198
uuid-c91bef9a885c48599c01f9d2db26a2ec,fatigue,0.323475
uuid-248615fff22b4c5c96436bac2e0f54cc,N Engl J Med,0.786038
uuid-248615fff22b4c5c96436bac2e0f54cc,Lancet Oncol,0.557089
uuid-248615fff22b4c5c96436bac2e0f54cc,protocol,0.811248
uuid-248615fff22b4c5c96436bac2e0f54cc,McDermott DF,0.868318
uuid-248615fff22b4c5c96436bac2e0f54cc,Motzer RJ,0.83863
uuid-248615fff22b4c5c96436bac2e0f54cc,phase 3 study,0.584895
uuid-248615fff22b4c5c96436bac2e0f54cc,Escudier B,0.872681
uuid-248615fff22b4c5c96436bac2e0f54cc,NEJM,0.472956
uuid-248615fff22b4c5c96436bac2e0f54cc,et al.,0.847814
uuid-248615fff22b4c5c96436bac2e0f54cc,J Clin Oncol,0.781502
uuid-248615fff22b4c5c96436bac2e0f54cc,Topalian,0.430076
uuid-248615fff22b4c5c96436bac2e0f54cc,Rizvi NA,0.716598
uuid-248615fff22b4c5c96436bac2e0f54cc,Brahmer J,0.46213
uuid-248615fff22b4c5c96436bac2e0f54cc,Weber JS,0.606253
uuid-248615fff22b4c5c96436bac2e0f54cc,phase 2 study,0.83125
uuid-401b46ce90fd471c99de88e9843c2750,melanoma,0.410364
uuid-270db85af3704e76a5c49085b97acf57,nivolumab,0.513451
uuid-270db85af3704e76a5c49085b97acf57,Bristol-Myers Squibb,0.452802
uuid-270db85af3704e76a5c49085b97acf57,evaluating,0.606083
uuid-270db85af3704e76a5c49085b97acf57,not conducted any controlled clinical trials/studies,0.668407
uuid-270db85af3704e76a5c49085b97acf57,Pubmed literature search,0.878595
uuid-270db85af3704e76a5c49085b97acf57,purposes other than its labeled indication must be considered investigational,0.93946
uuid-270db85af3704e76a5c49085b97acf57,not identify any citations relevant to your inquiry,0.838852
uuid-270db85af3704e76a5c49085b97acf57,using the following search terms,0.825654
uuid-270db85af3704e76a5c49085b97acf57,efficacy and safety of nivolumab,0.443462
uuid-75921ee562ad41d99bff8e3d03600fb0,fatigue,0.323475
uuid-402394bfeeb948dcab9cc1f3f13c2876,use of nivolumab for the treatment,0.409821
uuid-402394bfeeb948dcab9cc1f3f13c2876,patients with advanced or metastatic,0.645244
uuid-402394bfeeb948dcab9cc1f3f13c2876,nivolumab combined with ipilimumab,0.676339
uuid-402394bfeeb948dcab9cc1f3f13c2876,not approved,0.453534
uuid-402394bfeeb948dcab9cc1f3f13c2876,clinical trials investigating the safety,0.548799
uuid-402394bfeeb948dcab9cc1f3f13c2876,phase 1/2 study CA209-032,0.34114
uuid-402394bfeeb948dcab9cc1f3f13c2876,bladder cancer,0.749142
uuid-402394bfeeb948dcab9cc1f3f13c2876,evaluates the efficacy of nivolumab monotherapy,0.381221
uuid-7e67490255b74efab342f2f1995c0abc,nivolumab,0.570144
uuid-7e67490255b74efab342f2f1995c0abc,Bristol-Myers Squibb,0.458604
uuid-7e67490255b74efab342f2f1995c0abc,evaluating,0.612067
uuid-7e67490255b74efab342f2f1995c0abc,not conducted any controlled clinical trials/studies,0.673571
uuid-7e67490255b74efab342f2f1995c0abc,Pubmed literature search,0.866707
uuid-7e67490255b74efab342f2f1995c0abc,purposes other than its labeled indication must be considered investigational,0.933028
uuid-7e67490255b74efab342f2f1995c0abc,not identify any citations relevant to your inquiry,0.82415
uuid-7e67490255b74efab342f2f1995c0abc,using the following search terms,0.811825
uuid-7e67490255b74efab342f2f1995c0abc,efficacy and safety of nivolumab,0.451633
uuid-fa1a0d0d3fe04c80a608969296bdc27b,phase 3 study,0.382788
uuid-fa1a0d0d3fe04c80a608969296bdc27b,NEJM,0.335542
uuid-fa1a0d0d3fe04c80a608969296bdc27b,Topalian,0.348658
uuid-fa1a0d0d3fe04c80a608969296bdc27b,phase 1 study,0.399014
uuid-fa1a0d0d3fe04c80a608969296bdc27b,Rizvi NA,0.394965
uuid-fa1a0d0d3fe04c80a608969296bdc27b,mg,0.439851
uuid-fa1a0d0d3fe04c80a608969296bdc27b,CA209-003,0.360127
uuid-fa1a0d0d3fe04c80a608969296bdc27b,Weber JS,0.34591
uuid-fa1a0d0d3fe04c80a608969296bdc27b,phase 2 study,0.432741
uuid-fa1a0d0d3fe04c80a608969296bdc27b,kg,0.373405
uuid-4ed32112c28d4119bbfec29e6dc2502f,Bristol-Myers Squibb,0.494637
uuid-718e61a180fb4d498146a600ac7819a5,provided in the Detailed Information,0.349112
uuid-718e61a180fb4d498146a600ac7819a5,Weber JS,0.321343
uuid-abbf9ac4ac374b3c8a40f4d933263879,phase 3 study,0.414515
uuid-abbf9ac4ac374b3c8a40f4d933263879,phase 1 study,0.318812
uuid-abbf9ac4ac374b3c8a40f4d933263879,Rizvi NA,0.41501
uuid-abbf9ac4ac374b3c8a40f4d933263879,mg,0.400456
uuid-abbf9ac4ac374b3c8a40f4d933263879,Weber JS,0.341287
uuid-abbf9ac4ac374b3c8a40f4d933263879,phase 2 study,0.402162
uuid-abbf9ac4ac374b3c8a40f4d933263879,kg,0.334413
uuid-2a96f6e83d4b47f990f3233439356acd,not conducted any controlled clinical trials/studies,0.308294
uuid-d5da0430cbed475383ec319b7d58ef1e,ipilimumab,0.385692
uuid-d5da0430cbed475383ec319b7d58ef1e,ASCO 2015,0.417944
uuid-d5da0430cbed475383ec319b7d58ef1e,partial response,0.382425
uuid-d5da0430cbed475383ec319b7d58ef1e,Stable disease,0.586335
uuid-d5da0430cbed475383ec319b7d58ef1e,cohort,0.307748
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,protocol,0.43173
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,RCC,0.387857
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,McDermott DF,0.347146
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,search of published literature,0.514294
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,Additionally,0.643121
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,ongoing,0.552009
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,Motzer RJ,0.377032
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,PubMed and EMBASE,0.516498
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,Escudier B,0.359065
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,et al.,0.303557
uuid-f03c4ff8f2be44f3834c4d95a9f5c670,J Clin Oncol,0.342049
