term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
SE-HPLC,Source, Phone,97.6069707082,2.93104292986e-21,43,62,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016",105
showed some changes in charged species,Source, Phone,97.6069707082,2.93104292986e-21,43,40,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Please note that Bristol-Myers Squibb cannot make specific recommendations concerning storage of nivolumab vials beyond the recommended range in the PI. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. AJM 07Dec2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Please note that Bristol-Myers Squibb cannot make specific recommendations concerning storage of nivolumab vials beyond the recommended range in the PI. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. AJM 07Dec2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Please note that Bristol-Myers Squibb cannot make specific recommendations concerning storage of nivolumab vials beyond the recommended range in the PI. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. AJM 07Dec2016",83
Stability studies at the accelerated,Source, Phone,97.6069707082,2.93104292986e-21,43,140,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Based on up to 36 months of real-time data from ongoing stability studies at the long-term condition of 5°C, a shelf life of 24 months is proposed when stored in this recommended conditions. Please note that Bristol-Myers Squibb cannot make specific recommendations concerning storage of nivolumab vials outside of their original packaging. Results from the long-term, accelerated, and stress stability studies of nivolumab injection are provided in the Detailed Information. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided phone number for Product Loss. AJM 10May2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Based on up to 36 months of real-time data from ongoing stability studies at the long-term condition of 5°C, a shelf life of 24 months is proposed when stored in this recommended conditions. Please note that Bristol-Myers Squibb cannot make specific recommendations concerning storage of nivolumab vials outside of their original packaging. Results from the long-term, accelerated, and stress stability studies of nivolumab injection are provided in the Detailed Information. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. These results are consistent with changes observed in the drug substance stability studies and indicate that appropriate stability-indicating assays were used.1","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Based on up to 36 months of real-time data from ongoing stability studies at the long-term condition of 5°C, a shelf life of 24 months is proposed when stored in this recommended conditions.[Bristol-Myers Squibb, 2015, NIVO 026_DOF, 0] Please note that Bristol-Myers Squibb cannot make specific recommendations concerning storage of nivolumab vials outside of their original packaging. Results from the long-term, accelerated, and stress stability studies of nivolumab injection are provided in the Detailed Information. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 31Oct2016",183
two exceptions,Source, Phone,97.6069707082,2.93104292986e-21,43,62,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016",105
size distribution,Source, Phone,97.6069707082,2.93104292986e-21,43,62,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016",105
25°C/60%RH were conducted through 6,Source, Phone,95.3370411568,9.26762042512e-21,42,243,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Please note that Bristol-Myers Squibb cannot make specific recommendations concerning storage of nivolumab vials outside of their original packaging. Results from the long-term, accelerated, and stress stability studies of nivolumab injection are provided in the Detailed Information. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. AJM 25Oct2016","We as the manufacturer cannot recommend use of product that has been stored outside of the storage conditions provided in the PI. However we do have a letter on stability if you are interested. The letter states ""Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria.","Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. However, we as the manufacturer cannot recommend use of product that has been stored outside of the conditions recommended in the prescribing information because we cannot guarantee the safety and efficacy.",285
transfer,Source, Phone,90.7971820541,9.25736529605e-20,51,42,"? Withdraw the required volume and transfer into an intravenous container ? Dilute with either 0.9% Sodium Chloride Injection, USP or 5% Dextrose Injection, USP, to prepare an infusion with a final concentration ranging from 1 mg/mL to 10 mg/mL ? Mix diluted solution by gentle inversion. Do not shake ? Discard partially used vials or empty If you do not want to remove any diluent from a 100 or 250 mL bag ? Using a 100 mL bag of diluent will create a final solution concentration between 1 mg/mL to 2 mg/mL as long as volume of nivolumab injection (10 mg/mL) ranges from 12 mL to 25 mL ? Using a 250 mL bag of diluent will create a final solution concentration between 1 mg/mL to 2 mg/mL as long as volume of nivolumab injection (10 mg/mL) ranges from 28 mL to 62 mL","Preparation of Infusion Withdraw the required volume and transfer into an intravenous container ? Dilute with either 0.9% Sodium Chloride Injection, USP or 5% Dextrose Injection, USP, to prepare an infusion with a final concentration ranging from 1 mg/mL to 10 mg/mL Example Calculation of Volume for Infusion of Nivolumab If you do not want to remove any diluent from a 100 or 250 mL bag Using a 100 mL bag of diluent will create a final solution concentration between 1 mg/mL to 2 mg/mL as long as volume of nivolumab injection (10 mg/mL) ranges from 12 mL to 25 mL o Equivalent to total dose of 120 mg to 250 mg and patient weight ranging from 40 kg to 83.3 kg ? Using a 250 mL bag of diluent will create a final solution concentration between 1 mg/mL to 2 mg/mL as long as volume of nivolumab injection (10 mg/mL) ranges from 28 mL to 62 mL o Equivalent to total dose of 280 mg to 620 mg and patient weight ranging from 93.3 kg to 206.6 kg","1.)Withdraw the required volume and transfer into an intravenous container (no specific recommendations regarding container/manufacturers of container) 2.)/3.) Administer the infusion over 60 minutes through an intravenous line containing a sterile, non-pyrogenic, low protein binding in-line filter (pore size of 0.2-1.2 micrometer) (no specific recommendations regarding manufacturer of filter) 4.) Do not coadminister other drugs through the same intravenous line; Flush the intravenous line at end of infusion 5.) Dilute with either 0.9% Sodium Chloride Injection, USP or 5% Dextrose Injection, USP, to prepare an infusion with a final concentration ranging from 1 mg/mL to 10 mg/mL 6.) Liquid. 7.) Spoke from PI Section 16.2: How Supplied. 8.) No incompatibilities between nivolumab and polyvinyl chloride (PVC), non-PVC/non-DEHP (di(2-ethylhexyl)phthalate) IV components, or glass bottles have been observed. 9.) Informed caller that sample calculations are available under section ""If you do not want to remove any diluent from a 100 or 250 mL bag"".",93
2°C to 8°C,Source, Phone,81.7174638487,9.198098037e-18,183,196,PI section 16 HOW SUPPLIED/STORAGE AND HANDLING: Store OPDIVO under refrigeration at 2°C to 8°C (36°F to 46°F). Protect OPDIVO from light by storing in the original package until time of use. Do not freeze or shake.,Informed caller that there was not any additional stability data outside of the recommended storage temperatures in the PI referring to PI section 16 HOW SUPPLIED/STORAGE AND HANDLING: Store OPDIVO under refrigeration at 2°C to 8°C (36°F to 46°F). Protect OPDIVO from light by storing in the original package until time of use.,16 HOW SUPPLIED/STORAGE AND HANDLING: Store OPDIVO under refrigeration at 2°C to 8°C (36°F to 46°F). Protect OPDIVO from light by storing in the original package until time of use. Do not freeze.,379
36°F to 46°F,Source, Phone,81.7174638487,9.198098037e-18,36,343,PI section 16 HOW SUPPLIED/STORAGE AND HANDLING: Store OPDIVO under refrigeration at 2°C to 8°C (36°F to 46°F). Protect OPDIVO from light by storing in the original package until time of use. Do not freeze or shake.,Informed caller that there was not any additional stability data outside of the recommended storage temperatures in the PI referring to PI section 16 HOW SUPPLIED/STORAGE AND HANDLING: Store OPDIVO under refrigeration at 2°C to 8°C (36°F to 46°F). Protect OPDIVO from light by storing in the original package until time of use.,16 HOW SUPPLIED/STORAGE AND HANDLING: Store OPDIVO under refrigeration at 2°C to 8°C (36°F to 46°F). Protect OPDIVO from light by storing in the original package until time of use. Do not freeze.,379
concentration for the drug product,Source, Phone,81.7174638487,9.198098037e-18,36,69,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016",105
greater changes were observed,Source, Phone,81.7174638487,9.198098037e-18,36,69,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016",105
provided email address,Source, Phone,81.7174638487,9.198098037e-18,36,172,"Nivolumab-Rationale for use of flat dose 240 mg in patients with melanoma NSCLC or RCC Informed caller that according to the adverse event management algorithm, withholding the dose indicates either a Grade 2 or 3 colitis. Informed caller that no dose reduction recommendations are in place for reinitiating the patient on the nivolumab once the patient returns to Grade 0. Caller accepted the information. Offered to send documents. Caller accepted and provided email address. CS 02Nov2016",Spoke from the dosage and administration letter which only states that the line needs to be flushed post-infusion. No rationale information available. Offered to escalate the question to see if any rationale available to share. Caller accepted and provided email address for fulfillment. CS 31Mar2016 Called HCP with information about flushing the intraveneous line. Caller accepted information and requested written fulfillment. CS 04Apr2016,"Informed caller of the particular indications that the flat dosing is approved for. Informed caller that the study was model-based and used the data from the clinical trials to create the flat dose. Informed caller that the dosing change was initiated in order to save on waste and shorten preparation time, overall make processes easier for healthcare providers as well as patients. Caller stated that this flat-dosing would end up costing the patient more money. Caller inquired as to whether there would be a vial that would contain the entire dose. Informed caller that we didn't have any information regarding the creation of a single dose vial containing the 240mg. Informed caller that current clinical studies are investigating the flat dose for several different indications, and that current recommendations are to convert patients over to the flat dose. Offered to send the document to the caller. Caller accepted and provided her email address. CS 29Sep2016",208
product loss,Source, Phone,81.7174638487,9.198098037e-18,46,280,"Providing HCP with the first-line in melanoma document. Caller inquired about coverage of patient medication by medicare. Read from the NCCN guidelines for approved treatment with nivolumab, but informed nurse that I had no information about coverage of medication for patients. Informed nurse that Access and medical information are separate departments that function independently of one another. Caller stated that they are confused as to why the patient's medication is not being covered. Informed nurse that possibly she needs to speak to someone higher up in Access if there is confusion as to why there is no coverage for this particular patient. Caller stated that they were going to go ahead and treat the patient since the patient is very sick and might not live long enough for all of the paperwork to be processed. Nurse stated that she would fill out all of the paperwork for Access and submit the application, and that she would deal with the outcome when it was deemed. Offered to send documents to nurse for future reference. Nurse accepted and provided fax number for fulfillment. CS 08Aug2016","Informed caller that I did not have any information regarding the packaging and ordering of nivolumab. Informed caller that he would have to speak to customer service regarding this request. Caller was a little upset since he was at the airport and had already been transferred three times. Informed caller that medical information did not have any information regarding the ordering of the products. Informed him that I could transfer him to customer service. Caller agreed. Tried to transfer to customer service. Called his name several times while customer service on the line, but no answer from the HCP. Disconnected call, but I provided HCP with the number for customer service prior to attempting transfer. CS 15Jan2016.",Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Informed caller that the only stabilty information that we have is what is in the Prescribing Information. Informed caller that the nivolumab should be stored in the refrigerator at a temperature between 2 and 8 degrees Celcius in the original package. Informed caller that we would not be able to recommend the use of that nivolumab. Caller accepted information. Informed caller that we do have a product loss program and offered to send him the information for that program. Caller accepted and provided email address. CS 12Sep2016,326
stress condition of 40°/75%RH,Source, Phone,79.4475342974,2.90093961182e-17,35,70,"Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016","Nivolumab vials must be stored in a refrigerator between 2°C to 8°C and in the original package in order to protect from light. Stability studies at the accelerated condition of 25°C/60%RH were conducted through 6 months. Data showed some changes in charged species (by iCIEF), size distribution (by SE-HPLC) and purity (by SDS-PAGE/CE-SDS), with two exceptions, results met all proposed acceptance criteria. At the stress condition of 40°/75%RH through 6 months, greater changes were observed in the protein concentration for the drug product. Provided treatment disclaimer. AJM 29Nov2016",105
