doc_id,subset,subset_name,value
uuid-ef79ddfd03474833a330a3e552a5ed05,Subset 2,Type, Medical Inquiry
uuid-ca97153e0be64f2a895eac56bba23adf,Subset 0,Status, Closed
uuid-ca97153e0be64f2a895eac56bba23adf,Subset 1,Source, Phone
uuid-ca97153e0be64f2a895eac56bba23adf,Subset 2,Type, Adverse Event
uuid-80c70136fe30411d8cf9e29b86b26136,Subset 0,Status, Closed
uuid-80c70136fe30411d8cf9e29b86b26136,Subset 1,Source, Email
uuid-80c70136fe30411d8cf9e29b86b26136,Subset 2,Type, Medical Inquiry
uuid-f689335862824bd2ae12081b570b7a1b,Subset 0,Status, Closed
uuid-f689335862824bd2ae12081b570b7a1b,Subset 1,Source, Email
uuid-f689335862824bd2ae12081b570b7a1b,Subset 2,Type, Medical Inquiry
uuid-3f5c0b3960474e36a32411a62c7b9050,Subset 0,Status, Closed
uuid-3f5c0b3960474e36a32411a62c7b9050,Subset 1,Source, Email
uuid-3f5c0b3960474e36a32411a62c7b9050,Subset 2,Type, Medical Inquiry
uuid-f29fd0fbae6e4e3283a91425fa22416f,Subset 0,Status, Closed
uuid-f29fd0fbae6e4e3283a91425fa22416f,Subset 1,Source, Phone
uuid-f29fd0fbae6e4e3283a91425fa22416f,Subset 2,Type, Medical Inquiry
uuid-7df087fbbe5a4042890c40852f858d82,Subset 0,Status, Closed
uuid-7df087fbbe5a4042890c40852f858d82,Subset 1,Source, Phone
uuid-7df087fbbe5a4042890c40852f858d82,Subset 2,Type, Medical Inquiry
uuid-75836a40cb6043d1820cf92dd9220b36,Subset 0,Status, Closed
uuid-75836a40cb6043d1820cf92dd9220b36,Subset 1,Source, Email
uuid-75836a40cb6043d1820cf92dd9220b36,Subset 2,Type, Medical Inquiry
uuid-6b3b5747f1304392aaefdba104a77415,Subset 0,Status, Closed
uuid-6b3b5747f1304392aaefdba104a77415,Subset 1,Source, Phone
uuid-6b3b5747f1304392aaefdba104a77415,Subset 2,Type, Medical Inquiry
uuid-ae8adff965b846b299b23aecd9545c09,Subset 0,Status, Closed
uuid-ae8adff965b846b299b23aecd9545c09,Subset 1,Source, Phone
uuid-ae8adff965b846b299b23aecd9545c09,Subset 2,Type, Adverse Event
uuid-231f452062ae4629a8ae2f72dccfb2fc,Subset 0,Status, Closed
uuid-231f452062ae4629a8ae2f72dccfb2fc,Subset 1,Source, Phone
uuid-231f452062ae4629a8ae2f72dccfb2fc,Subset 2,Type, Adverse Event
uuid-5d1eb945531141dcb42c2c0839bfcb6b,Subset 0,Status, Closed
uuid-5d1eb945531141dcb42c2c0839bfcb6b,Subset 1,Source, Phone
uuid-5d1eb945531141dcb42c2c0839bfcb6b,Subset 2,Type, Medical Inquiry
uuid-b1915dd6d57e4ec1b9025bb4cab6df0a,Subset 0,Status, Closed
uuid-b1915dd6d57e4ec1b9025bb4cab6df0a,Subset 1,Source, Phone
uuid-b1915dd6d57e4ec1b9025bb4cab6df0a,Subset 2,Type, Medical Inquiry
uuid-d36c8eae421b4e658220b7b2b13865b6,Subset 0,Status, Closed
uuid-d36c8eae421b4e658220b7b2b13865b6,Subset 1,Source, Email
uuid-d36c8eae421b4e658220b7b2b13865b6,Subset 2,Type, Medical Inquiry
uuid-0b51aa3db2cb4fc2bbf21120a1adcaf8,Subset 0,Status, Closed
uuid-0b51aa3db2cb4fc2bbf21120a1adcaf8,Subset 1,Source, Phone
uuid-0b51aa3db2cb4fc2bbf21120a1adcaf8,Subset 2,Type, Medical Inquiry
uuid-1170808164e7467d9ce204006197184a,Subset 0,Status, Closed
uuid-1170808164e7467d9ce204006197184a,Subset 1,Source, Phone
uuid-1170808164e7467d9ce204006197184a,Subset 2,Type, Adverse Event
uuid-0017d9b4112f42ff92c333fa36bb50d4,Subset 0,Status, Closed
uuid-0017d9b4112f42ff92c333fa36bb50d4,Subset 1,Source, eMIRF
uuid-0017d9b4112f42ff92c333fa36bb50d4,Subset 2,Type, Medical Inquiry
uuid-5c1c0bf1d3294d1f83b5255b0aa7c60a,Subset 0,Status, Closed
uuid-5c1c0bf1d3294d1f83b5255b0aa7c60a,Subset 1,Source, eMIRF
uuid-5c1c0bf1d3294d1f83b5255b0aa7c60a,Subset 2,Type, Medical Inquiry
uuid-016b105c8eee4d10946ef8802270ef56,Subset 0,Status, Closed
uuid-016b105c8eee4d10946ef8802270ef56,Subset 1,Source, eMIRF
uuid-016b105c8eee4d10946ef8802270ef56,Subset 2,Type, Medical Inquiry
uuid-0a011c799fac49e296bef51d090b146c,Subset 0,Status, Closed
uuid-0a011c799fac49e296bef51d090b146c,Subset 1,Source, eMIRF
uuid-0a011c799fac49e296bef51d090b146c,Subset 2,Type, Medical Inquiry
uuid-97b1645de14d4ebcae8fd57d4c855ab9,Subset 0,Status, Closed
uuid-97b1645de14d4ebcae8fd57d4c855ab9,Subset 1,Source, eMIRF
uuid-97b1645de14d4ebcae8fd57d4c855ab9,Subset 2,Type, Medical Inquiry
uuid-5e846fa9cf3745ff84915f866c9f043e,Subset 0,Status, Closed
uuid-5e846fa9cf3745ff84915f866c9f043e,Subset 1,Source, Email
uuid-5e846fa9cf3745ff84915f866c9f043e,Subset 2,Type, Medical Inquiry
uuid-a6075c7d3bc344d181b66be89d87e077,Subset 0,Status, Closed
uuid-a6075c7d3bc344d181b66be89d87e077,Subset 1,Source, Email
uuid-a6075c7d3bc344d181b66be89d87e077,Subset 2,Type, Medical Inquiry
uuid-f04d09d1e7c049c8b09903b6754ab083,Subset 0,Status, Closed
uuid-f04d09d1e7c049c8b09903b6754ab083,Subset 1,Source, Email
uuid-f04d09d1e7c049c8b09903b6754ab083,Subset 2,Type, Medical Inquiry
uuid-78d2b10aba8945498586659bc127efa8,Subset 0,Status, Closed
uuid-78d2b10aba8945498586659bc127efa8,Subset 1,Source, Email
uuid-78d2b10aba8945498586659bc127efa8,Subset 2,Type, Medical Inquiry
uuid-7714ca2b0e014031aeeced38db643209,Subset 0,Status, Closed
uuid-7714ca2b0e014031aeeced38db643209,Subset 1,Source, Email
uuid-7714ca2b0e014031aeeced38db643209,Subset 2,Type, Non-MI
uuid-fd151a11142247ae82ffc7751ab21b4b,Subset 0,Status, Closed
uuid-fd151a11142247ae82ffc7751ab21b4b,Subset 1,Source, eMIRF
uuid-fd151a11142247ae82ffc7751ab21b4b,Subset 2,Type, Medical Inquiry
uuid-2dca54a5f1f543688a8cdb98cc73ca19,Subset 0,Status, Closed
uuid-2dca54a5f1f543688a8cdb98cc73ca19,Subset 1,Source, Email
uuid-2dca54a5f1f543688a8cdb98cc73ca19,Subset 2,Type, Adverse Event
uuid-36b7e4aad2264de183ff27db3ea18d35,Subset 0,Status, Closed
uuid-36b7e4aad2264de183ff27db3ea18d35,Subset 1,Source, Email
uuid-36b7e4aad2264de183ff27db3ea18d35,Subset 2,Type, Medical Inquiry
uuid-953e1ba0f74a4a6e86f397bda5b235ab,Subset 0,Status, Closed
uuid-953e1ba0f74a4a6e86f397bda5b235ab,Subset 1,Source, Phone
uuid-953e1ba0f74a4a6e86f397bda5b235ab,Subset 2,Type, Medical Inquiry
uuid-7d8e8b1bb8cd4c279028cdef853d0b1b,Subset 0,Status, Closed
uuid-7d8e8b1bb8cd4c279028cdef853d0b1b,Subset 1,Source, Email
uuid-7d8e8b1bb8cd4c279028cdef853d0b1b,Subset 2,Type, Medical Inquiry
