doc_id,topic,association
uuid-4f411d30d4f643b1847cb0a56ffd6090,nivolumab,0.602304
uuid-7f5fd65afbf14d9fa9ebf080c78d486c,nivolumab,0.712952
uuid-255525cc69b04b12b4239b6cc4130287,Opdivo,0.547934
uuid-1b062f3fa050435380cbd5c0e28c8a33,nivolumab,0.720113
uuid-0225747d584f46898bcb762ea3e0f5e0,,0
uuid-b57d0533a0b4469bbfdb543e56797115,dose,0.488628
uuid-014f8cb9de3c49d99eacaf777395389c,nivolumab,0.58168
uuid-4c08eb33885d409bb77d83b9084ce876,,0
uuid-1104dea0c99e4869863130b0aafb5314,,0
uuid-660ff44829cc4ccf9051bbefaa501886,,0
uuid-d6c25d19bf2f4c63a348e9d2e7a3313b,cancer,0.830361
uuid-a94a112be5dd4388be3a509024a13c5c,Opdivo,0.803833
uuid-75245f329c5d426389a322ad3c5c96ce,RCC,0.609128
uuid-f0d095f415294a8a89a918cef9230145,Opdivo,0.560147
uuid-5dbde68c694f479b90d7537b14fc57e4,,0
uuid-141b62a896c34a60bee895c8f2e71960,,0
uuid-44528ca24a624648a0bb1886634fb82f,,0
uuid-3d23fe37931f4af29ecdd4ee13bf1374,,0
uuid-672734f7b9c14798b9a2efe9ae1fa47f,toxicity,0.535894
uuid-5ae84e107cce4f158e9f160e1d0ce891,toxicity,0.602756
uuid-c0f9ac6102134c8dba969016dae529e3,,0
uuid-b1ae1e9b939c4fceb6a00a50a769f3a7,clinical,0.643282
uuid-838d20b9677744058db05228b8b8cbbf,clinical,0.654433
uuid-d89d35d10797440a8cdd2f5bab924608,clinical,0.650565
uuid-35942a42321944789df310ef46e6bc77,clinical,0.667252
uuid-355e5d735c8643919d5e7fedf382f199,Opdivo,0.752263
uuid-0f54f0273a8b45708521173d131aeaa0,physicians,0.508675
uuid-f8f0f230f9e948f68b04eefff0e3c105,"patients,pts",0.569873
uuid-bea00c5c7e8c42d9b717c10c0fbdabc9,clinical,0.507654
uuid-a0a6879b5aa74eee8dc45e8320b9c1a8,clinical,0.56514
uuid-3f72d51daf4c480b9d564c15ae48bbc3,trial,0.779441
uuid-8497204a8f6a44a594173b0a7e911d44,progression,0.124582
uuid-d5aa57cb754a40b28ca9255cd9bb25d9,,0
uuid-d739e8e5f74c42b59180c13a7e6cf92e,,0
uuid-fe8e52dc7eac4e35b813433bbd965942,trial,0.734419
uuid-c4c53ff2dbd14efc8488cf9a88398f6c,Opdivo,0.795968
uuid-c150e26e228e4a22b5464051633e0fb4,nivolumab,0.398204
uuid-dfce7b51a2b242cbbb5c81a7152c5fc9,Opdivo,0.769751
uuid-4a24309c3faa4dc6ad542273e00a380a,Opdivo,0.745206
uuid-ed5a55bde13e4d5c8d14f22778828e76,nivolumab,0.886302
uuid-2fa3a3edc1e142479244cc98bf3f404b,nivolumab,0.282134
uuid-8810ec15f5354be3b258dc2243a81f37,progression,0.576841
uuid-ee7fd3ca6aa846b38277073efb500e03,toxicity,0.804002
uuid-dbd7133fb97d4ef79b4d2500471939c1,,0
uuid-3e68ab53101f4455badb8e83056d2933,Opdivo,0.715185
uuid-6b1bead6af7e40508a31b9e0a5b6e787,Opdivo,0.558582
uuid-972ffec4fcc147d39120def7eaf5d652,Opdivo,0.534881
uuid-618790bae4d141bab15ffff0933f1556,nivolumab,0.820398
uuid-16256dca8bb54eeeb0b966c8b39456a3,toxicity,0.67823
uuid-d95118d37b17417e9179cca89ab6228c,dose,0.535708
uuid-4cef9b43ace04abb94c5988b08edbaf7,nivolumab,0.781808
uuid-25b852d90a5b4548bf2d864000f81f20,nivolumab,0.795531
uuid-906d841a73d44d14b822c8f9d9de3fb3,"PD-L1,PDL1",0.938844
uuid-808be86d9e2549c883ef58b4089a09e7,data,0.867313
uuid-584623cb3cdf4e28afe18e05a9fb05f6,nivolumab,0.524007
uuid-20ac502ee5094e37a148d45c6205b7dd,Opdivo,0.788882
uuid-0b1d66a02279408a83f589451c4b923d,nivolumab,0.560797
uuid-e26df5fca1e447188e2207eaf1e5482a,,0
uuid-798781e2e6764931aab45457329c74ab,NSCLC,0.563371
uuid-8cfdbfce89324719b3d8ce2a750e8e09,treatment,0.609639
uuid-512cf2f442b14c3cb4d0c0e9cff57a83,trial,0.525536
uuid-7fbec6ad68584b9d87a0b557870a5ba1,nivolumab,0.592089
uuid-5f37e036232844feb47915e9ab23fafd,HCP,0.732734
uuid-f8a1a13896594ef7a409c29b53d7a9c3,cancer,0.769446
uuid-644f998f6a7f4bd795fb0a47e4580e94,,0
uuid-89426aa055024a11b15802ea5a87aa4a,data,0.811872
uuid-283fccfd96a04a15bfede29b9f5198e9,nivolumab,0.576035
uuid-088c93a7f50b4cf7b289987f9deef053,nivolumab,0.591323
uuid-b2b75af69b28427d85e28d9d859e796c,nivolumab,0.590921
uuid-7da77f35c6a04f85b09f138bf871a766,"patients,pts",0.67935
uuid-acc1aca7314747dda6f1663d6e7428ea,Opdivo,0.549618
uuid-6bf66f678ca84bb3afb3d44189277bf3,,0
uuid-e49d8fb9f49d4882aaf9ae0d1808a264,treatment,0.678305
uuid-613af6d59222420f891ae7d30006be41,,0
uuid-782362eb6a6c46178a714d1f7c730851,nivolumab,0.585014
uuid-fdb8a555a4814dd0a7f4410f1af743c1,,0
uuid-5f0859cba4f24e77a2f8c1960207c4af,nivolumab,0.793318
uuid-558f682b74314e0a9bbc650af468e6e4,"patients,pts",0.567333
uuid-615c49a3d32e4e7a8d9abd3da740ab5b,nivolumab,0.59116
uuid-3b7d234762dd4e9cb2dd004630f9dde0,data,0.620028
uuid-0fbec6e44a72463496856b5fc5e0e2ca,nivolumab,0.606635
uuid-135761b3f32a41da9c002910642ba40c,NSCLC,0.582502
uuid-98599967c5034cb19ec9919581a8ce4d,nivolumab,0.539631
uuid-9c18036bc06c474db4889bc4a68c5cff,tumor,0.447121
uuid-9922d6b28fcb4844b7bec92018b5eb33,nivolumab,0.595464
uuid-74f2078dd3ba442f84e1db6ee07e8f97,nivolumab,0.858679
uuid-fe987d0278d342f18f486a0659795a3b,data,0.601115
uuid-ecfc506dc0bd46fe81e35c4ada622d2f,toxicity,0.569768
uuid-899cf0e4fa0e45c7a269d96b01ae845e,trial,0.629274
uuid-6bae7949f9134d29bcc2e1adc20c75f7,toxicity,0.617942
uuid-577a964eea0444d8bdb2dd3aade46e4d,,0
uuid-d05e058472d4408fa376e6eea0aa4724,HCP,0.648893
uuid-a3ad347090cb411abe20ec1049c5bfaa,nivolumab,0.617059
uuid-a2b91e8b88ff4233ab3355e5048fac45,nivolumab,0.625421
uuid-23bc841ae6e043db8b91bb9a74f8afd0,nivolumab,0.235448
uuid-d6b5bac5b3914891a215a8b7772ddc46,dose,0.666006
uuid-7ae21641cd8b469e859953c6b8350318,HCP,0.588916
uuid-ad61a42614b24b13b43b0dae5fa32553,nivolumab,0.718196
uuid-3b6aced0edf344638c1e824985dbc8b6,"patients,pts",0.678418
uuid-fa42e4849a174fc382258c19c7ebb23f,dose,0.708711
uuid-db7ef572b8134f21b333164da325f47c,Opdivo,0.67496
uuid-9bd96e94bbe047e2870750224f848630,Opdivo,0.581271
uuid-4fff61e28bb84917ba743462d7195b1a,"patients,pts",0.625004
uuid-96cda82e5a524745abe94b513da046df,dose,0.570843
uuid-0a98ea31f99d4e8dabe3f332fd52fbd1,"patients,pts",0.688446
uuid-77dec49e42544bdfb75ada3664a4fb01,toxicity,0.595863
uuid-09df2697c29f4421bde5bfb5f357eded,,0
uuid-9d91dc5e87e0476699b8ccf8ec95d0b7,"patients,pts",0.686387
uuid-079d6bbac2e448e3828fbc11bddcfc84,toxicity,0.421481
uuid-f15e527c8a834ca3b045746bacc6920a,NSCLC,0.659965
uuid-ee00ef059b8c426b8d93021f8efde0b5,nivolumab,0.615632
uuid-640574774f00425eab6e5bebd472d1b0,nivolumab,0.53752
uuid-185b81e5a7d34087a2966e6ce5ad9026,data,0.901175
uuid-13192b96ae794baeaafdc5dc6f049486,nivolumab,0.604737
uuid-4d4439839a814e2c9815e5fe55d7c31f,nivolumab,0.573872
uuid-a8af2df2afd549c7905abf7874c736a0,Opdivo,0.673463
uuid-2f8cff0cdeba4263bb2503b2febe14d7,"patients,pts",0.717677
uuid-6521c7cf8af04471a7381bc19fbfece1,data,0.524602
uuid-a4bf9f4b53ee4e3d920e4a7fc1c864df,,0
uuid-d1823686c4ed45a2b98de46b2f7949c0,physicians,0.692138
uuid-aea13a156e3d4bb98bb67131b0ecc829,"PD-L1,PDL1",0.633773
uuid-30e4cdc3d35642ba92ab347d35569d43,,0
uuid-c3f143b1a7054a199d2ae9235e3c990c,Opdivo,0.480075
uuid-df8013bf0b2f4993909e63e0ab74c0d2,,0
uuid-9d2bd84091c24058a95060b2144f4fc9,Opdivo,0.492025
uuid-84c2ecb653e0425497dab1532fc10c78,nivolumab,0.760626
uuid-640bfd5f87374405916f9f4ab08cce23,Opdivo,0.732587
uuid-3617a44439de473f9d5abbac04c71a49,,0
uuid-eb63d064ec27447c84effe955c909451,,0
uuid-8022f9e63a364f38aa29e341ae45119d,,0
uuid-19865a58f711465faf6c250a69bdfa06,data,0.429882
uuid-659f65f2ee714144b28e4d084e8827d3,Opdivo,0.755352
uuid-e9774332530a45a48a52a95b8c19abac,treatment,0.88848
uuid-1858221a0f8046869da145d8e9cf7290,data,0.824265
uuid-f9945fe0a7714a96890d7a4938d2d0ad,"patients,pts",0.689778
uuid-4cc4ca7881be40df8e7b7650618c43b3,nivolumab,0.583903
uuid-7f799c8234984025b3c11c4bdb574b96,NSCLC,0.302463
uuid-a44fa04878d3499aaddd9067c28f8a72,"PD-L1,PDL1",0.856388
uuid-b3a4310df8204261a9171f68eadce822,"PD-L1,PDL1",0.545809
uuid-4a6134a76a4e4303b93d5884bdaf72c2,"PD-L1,PDL1",0.43943
uuid-4b5a0264da154ce8adc627a6c1c4c12b,"patients,pts",0.455367
uuid-93c32160c8d947fda1adc58b86c30a5a,data,0.659638
uuid-ac912433cff34ad4a81550d93044c849,therapy,0.65247
uuid-d30022072fdb4c06bde24fd827a16484,"PD-L1,PDL1",0.355762
uuid-e79704f4275d4d70b6d41ffd0e556a63,response,0.876572
uuid-00708e3dbeba4092bdf3413c25f1c86b,"PD-L1,PDL1",0.348297
uuid-3fa47d7471f74c8d92cac5988eea8dbe,nivolumab,0.579406
uuid-0212577bef4349838c104b3bfd15f054,"patients,pts",0.537358
uuid-8dd27a7417a642f7891c6afa5a5c9028,Opdivo,0.550884
uuid-add6541e306d4210853070aa7dd33654,nivolumab,0.687477
uuid-0b750d3fc55e4965928edd35ddf49b38,Opdivo,0.682822
uuid-4dc87c05ca2d42578ca65e49b9a0c2e7,"PD-L1,PDL1",0.444153
uuid-7190b4ccb5124fbca1d94d7d53beb888,nivolumab,0.730764
uuid-2cc13792f7aa499ab5b9fc8ab11afe1a,,0
uuid-37c24f35202a4fd895fda49cdd8ae304,,0
uuid-75c4d7b1a5344b16a84d6634d12e47c3,,0
uuid-e96d69e8f8da48e093a1eb9239048b03,response,0.773514
uuid-f7d51e651d0d4db29f3d8523b3240eec,PFS,0.704313
uuid-9cac2869e41a482b947c39745c7b1a2f,nivolumab,0.604737
uuid-c8686f5d80454a32abd8cd0bed4ca304,toxicity,0.633658
uuid-b16ce03cc00a4b03b7f30370c394305d,nivolumab,0.58168
uuid-c0a1118201434369bd6bd8a1b1eafc6f,,0
uuid-784a9a44620a429085cafe516b1f2e31,"patients,pts",0.940242
uuid-c92765176e774c36b353548df879daa3,dose,0.79994
uuid-def67ea2e79d412c9bd28391337f2a3b,toxicity,0.636403
uuid-5e649308072840eba19e90ffe68a004f,"PD-L1,PDL1",0.444153
uuid-2f24a610ae044a4b80bc6e8556c65757,"PD-L1,PDL1",0.375088
uuid-274e65004dd445a28a22d43411537d80,nivolumab,0.994619
uuid-0c72613233304ac3b1e322422fb97262,,0
uuid-8897421e55db408192416a15075cfed9,,0
uuid-b22559ded94d4bf68ce3fd2807122de8,nivolumab,0.597938
uuid-1fdf004b44a1490fa791863fdda26e13,cancer,0.784396
uuid-8c14316f30314cbf926eba46b582eddb,Opdivo,0.852505
uuid-9de892ba78eb409ab5347f12d7a7a751,Opdivo,0.663613
uuid-2b930ad7d93a465d9d24bab4a332a6f1,,0
uuid-68fa52c79fb44decbc549037cd0683a2,nivolumab,0.653893
uuid-1661b45bd22c44808b64a7b61bacaf17,Opdivo,0.932553
uuid-efd713165a28416aa50886619f139c07,"patients,pts",0.773976
uuid-2fc38968fb3f446f943725c1392d3f78,testing,0.738439
uuid-a1849733e8844010845305beba960a3e,,0
uuid-a38012d386704f2a9418bb455315c77d,nivolumab,0.597355
uuid-e364a776d45b420286443851ef888d91,dose,0.860581
uuid-a97c896046fb43bd9ecaa0578b00e7e1,,0
uuid-65b9289a66e94b34987ec8aec3a3b8c4,Opdivo,0.643
uuid-b0edd41511da47cc8ab6ae98013b765f,,0
uuid-c7455d5e5de94a06a6d58a5b34dd4c96,melanoma,0.188193
uuid-d63ac41d5fd8486bbf565c6b71310251,nivolumab,0.571947
uuid-bf8f7e3412684a5abf45eedb84d0123f,nivolumab,0.552146
uuid-b7c1a1bd96994b7abc84eb9126e58771,melanoma,0.442699
uuid-e85e9927eaf24ab79b49acc582dad81b,melanoma,0.503738
uuid-f4e8a5d88f674a71bf52b68370369332,inhibitor,0.577399
uuid-29a36f55fa894102a5bf1b2005c11892,treatment,0.729605
uuid-4ecc7607be274e1da207ea88bbe6ef2a,nivolumab,0.860425
uuid-db78e0598bc944ebb41f85d9c8ad9674,data,0.906351
uuid-717cdddcbe4b47489d61b24547fd6dff,"PD-L1,PDL1",0.392293
uuid-3c664e829cd846e387159e99b012fc97,nivolumab,0.382412
uuid-7e82f1677eeb4bf0ad6ea7eaafc2ea2b,nivolumab,0.45937
uuid-7328abb7527c47d9b82aa58349f7337f,nivolumab,0.591323
uuid-80cc51e08ef94a66961fe9bc73eb64bc,RCC,0.651994
uuid-290ba8ff2f9b4a49a86d69f0242f5c83,,0
uuid-16e254b22d7c4941aca30ef2184c1f3e,,0
uuid-2d42ce194e164cce8c41812f844ee73d,Opdivo,0.387621
uuid-36badd6d58b2470396430ca742c19c04,Opdivo,0.667528
uuid-d4cfd400f2ac4a5985e06464897dcb71,immunotherapy,0.762525
uuid-08354f51683f4222932d5ff1f2dd401e,toxicity,0.592493
uuid-a0a641b058d64c438918999f067fec34,"Nivo,nivolumab",0.445073
uuid-c8c7341a31b744c48a76a674d09f5136,"patients,pts",0.682373
uuid-033663d366c249399b46b25a421e9722,Opdivo,0.911564
uuid-256c891cc0024aaaae7eacc0443ccaf3,melanoma,0.639956
uuid-1661d1b0da4d4027af11645aca313fdb,NSCLC,0.361765
uuid-7c5312ec16754f1a97e0a9daf8cb38b6,treatment,0.722398
uuid-45ce27dee61543b79fe75ea70f7773b4,,0
uuid-b78ba67a92d84d09ac1e1fe24a521e63,Opdivo,0.875365
uuid-69389f28ad09411d8b8d1d3649dcdf5e,Opdivo,0.875365
uuid-002fcf0584f84f5f8ad32ab95728d03c,Opdivo,0.875365
uuid-86431df47027497d82c1f8518cd576ce,Opdivo,0.875365
uuid-e7a0b91cd3dd4c028add6124327fd59e,Opdivo,0.875365
uuid-469a39ab8df848ada14be4a88888f39c,nivolumab,0.548317
uuid-6a059e7a04cf4cf39868ee57e955690e,toxicity,0.58506
uuid-756cabf900034e92b8740003b6600b0f,treatment,0.814666
uuid-71614a14aa6c4bfb9d25dedeba05b9c1,nivolumab,0.736984
uuid-6cbe0772804e40e4aca9fb4b7277cfef,Opdivo,0.875365
uuid-b9a58e76417648e2805b6cfdacfd59af,Opdivo,0.875365
uuid-73d034cbaaa042ccadbd90649f9e7431,Opdivo,0.875365
uuid-11288b28cc4c4fa28a747f99591491f5,nivolumab,0.431019
uuid-fc3daed77aec4e6b99da332b63d02bda,cancer,0.566511
uuid-f09c8d61dbbc4cc89082490f78ee5267,nivolumab,0.878391
uuid-6a575cb405224a7a9f936c2c19fdae4d,,0
uuid-5d43378f05d04d14be03037deeff89c3,dose,0.37725
uuid-83b946601d6344dd8791960b959dcf0d,nivolumab,0.997993
